 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              16.221             282.513              13.648             281.709              95.132               0.968               5.587
              20.971             286.759              17.467             285.877              94.878               1.568               4.555
               0.000             267.121               1.241             257.841              49.806               7.773              -4.556
               0.134             264.347              -0.479             255.736              50.446               3.994               0.557
               0.081             268.940               2.442             260.564              52.664               1.751               0.358
               3.943             271.379               4.686             268.948              84.392               0.726               0.286
              20.133             272.913               6.052             272.235              95.406              -1.942               0.693
              10.372             276.065               8.297             274.731              91.316               3.010              -0.509
               0.000             266.370               0.901             259.609              59.416               5.058              -2.652
               0.000             267.284               1.500             260.729              60.480               2.525              -0.258
               0.082             266.032               0.851             261.741              71.967               0.442              -3.230
               3.075             264.748               0.179             262.674              85.263              -3.078              -2.585
              10.013             271.254               4.795             270.387              94.041              -3.849              -3.017
               0.376             276.564               8.671             275.120              91.105               2.237               1.509
               0.000             267.948               1.876             260.667              57.079               7.072              -3.308
               0.000             272.056               4.328             261.837              45.976               2.101               2.284
               0.000             272.840               5.249             266.649              63.399              -0.964               1.378
               0.000             271.428               4.493             267.053              73.422               5.146              -3.042
               0.090             263.547              -0.915             256.091              55.767               1.572              -5.279
              22.811             268.012               2.069             261.750              66.756              -2.745               0.765
              26.515             276.058               8.358             275.028              93.539              -1.136               1.353
               0.000             273.712               6.204             270.172              77.734               7.183              -1.171
               0.000             272.245               5.014             267.492              71.190               2.404               0.403
              37.681             277.872               9.633             276.226              89.683              -6.075               2.310
               0.858             274.637               6.908             271.333              79.450               7.203              -0.725
               0.000             272.229               5.024             267.790              72.148               8.193              -3.335
               1.424             274.008               6.525             271.234              82.087               4.686              -1.558
               5.975             273.257               6.162             271.633              89.284               3.277              -1.192
               0.000             273.907               6.403             270.826              80.144               8.258              -3.309
               0.041             272.443               5.268             268.729              76.295               7.412              -3.564
               0.000             271.456               4.536             267.302              74.551               4.709              -2.593
               0.568             268.008               2.089             262.942              68.251               8.033              -4.980
               0.006             266.591               1.171             261.653              68.772               7.522              -5.443
               0.000             266.237               1.052             262.799              77.045               4.292              -2.612
               0.000             271.159               4.418             267.887              78.948               2.818               0.195
               0.000             265.907               0.564             258.498              56.133               7.362              -3.705
               0.038             263.237              -1.103             255.867              56.116               4.962              -3.153
              13.586             266.479               1.241             263.261              79.280              -1.478              -1.812
               1.351             266.873               1.590             264.708              85.423               3.934              -1.699
               0.133             263.460              -0.749             260.064              76.741               2.273              -3.739
               0.172             259.629              -3.156             256.299              76.701               4.020              -2.205
               0.137             260.057              -2.905             256.397              74.747               2.298              -3.198
               1.954             262.285              -1.467             259.423              79.727              -1.081               0.395
               0.399             262.368              -1.397             259.730              81.556              -0.078              -4.554
               0.848             258.738              -3.695             255.707              78.219               1.723              -2.174
               4.282             264.708               0.183             263.018              87.830              -1.942              -0.710
               2.405             267.009               1.767             265.776              91.419              -1.195              -2.574
               0.200             258.955              -3.567             255.778              77.432               1.370              -6.423
               5.470             254.295              -6.400             251.232              77.509              -1.724              -3.255
              33.085             265.477               0.714             264.031              89.736              -1.959              -6.130
               0.000             264.416               0.027             263.146              91.028               2.380              -0.436
               0.695             269.189               3.296             268.174              92.855               0.435               2.210
               3.328             274.023               6.870             273.293              95.145               2.496               0.224
               4.041             272.487               5.601             270.952              89.592              -1.985              -1.185
              42.393             275.514               7.976             274.691              94.674              -1.090              -1.720
              15.934             275.881               8.166             274.603              91.583              -2.756              -4.211
              30.605             276.962               9.034             275.895              92.972              -3.898              -2.376
               0.164             274.662               7.187             272.967              89.185               3.589               0.220
               0.000             274.570               6.810             270.574              77.586               2.785              -0.962
               0.000             278.468               9.189             272.065              63.700              -0.687               1.910
               0.261             280.473              11.377             277.244              81.596               0.121              -0.035
               0.169             279.724              10.623             275.894              77.306              -2.985               0.474
