 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               3.456             261.216              -2.093             259.212              85.375               2.505              -6.546
               0.000             250.274              -8.791             247.368              78.050               3.850              -1.222
               0.000             250.941              -8.382             248.656              82.595               3.626               1.569
               0.134             253.800              -6.678             251.389              81.946               4.439               0.011
               0.081             251.089              -8.298             248.657              81.391               2.884               0.484
               0.012             249.629              -9.155             247.539              83.861               2.459               3.143
               0.000             254.092              -6.493             251.942              83.859               2.059              -0.302
               0.004             252.651              -7.363             250.344              82.660               3.470               0.263
               0.000             258.472              -3.821             256.275              83.955               3.762               0.261
               0.000             252.315              -7.579             249.463              78.699               3.142              -2.207
               0.082             249.923              -9.026             245.654              68.850               0.850               0.101
               0.483             259.678              -3.050             257.882              86.826              -1.906               1.335
              14.981             264.808               0.281             263.486              90.534              -1.523              -4.900
               0.484             256.627              -4.960             254.369              83.043               4.197              -5.795
               1.065             245.495             -11.585             243.114              81.516               2.079               2.055
               0.000             256.728              -4.881             254.855              86.093              -0.440               0.393
               0.129             262.981              -0.924             261.541              89.617               1.517               0.328
               0.000             254.225              -6.405             252.347              85.782               0.976              -1.350
               8.946             262.906              -0.952             261.766              91.634              -4.573               2.474
               0.131             268.700               3.012             268.159              96.396              -0.446              -0.944
               0.000             268.855               3.067             267.878              93.164               1.695              -3.993
               0.000             263.611              -0.493             262.447              91.672               2.225              -0.908
               7.805             268.245               2.633             267.182              92.597              -2.134               2.248
               2.149             264.880               0.299             263.231              88.082               3.321              -6.404
               0.000             255.082              -5.890             253.077              84.965               3.152              -3.122
               0.000             258.909              -3.565             256.425              81.851               1.152              -2.592
               0.344             267.297               1.992             266.361              93.345              -0.347              -2.610
               0.251             269.132               3.243             268.008              92.120               1.992              -3.885
               0.000             265.962               1.026             264.382              88.847               3.239              -2.614
               0.041             263.435              -0.635             261.895              89.053               1.663              -2.216
               0.089             263.901              -0.359             262.013              86.543               2.187              -3.541
               0.028             261.906              -1.681             259.389              82.548               1.939              -1.686
               0.006             261.998              -1.625             259.477              82.240              -0.557               1.414
               0.000             261.479              -1.957             258.951              81.865               1.195               0.427
               0.000             254.143              -6.462             252.019              83.909               4.795              -1.421
               0.000             247.157             -10.618             244.554              80.001               2.481              -0.505
               0.038             257.471              -4.438             255.311              83.882               0.583               4.550
               0.000             258.822              -3.587             256.961              86.374               2.912              -2.770
               0.055             252.271              -7.592             249.926              82.197               1.441              -3.920
               0.025             249.132              -9.455             246.699              81.319               2.151              -1.587
               0.064             253.449              -6.881             251.273              83.779               0.395              -0.794
               8.021             260.760              -2.370             258.941              86.654              -2.761               0.695
               2.926             264.456               0.022             262.811              88.235              -2.328              -2.890
               0.000             261.899              -1.637             260.199              87.790              -1.615               0.667
               0.000             265.965               1.077             264.923              92.555              -1.948               2.869
               0.000             267.497               2.153             266.753              94.994              -2.511              -1.527
               0.000             261.673              -1.824             259.278              82.989               0.633              -5.722
               0.200             249.924              -8.985             247.634              82.463              -2.615              -2.184
               0.178             256.529              -5.024             254.150              82.368              -4.488              -0.615
               1.441             256.891              -4.803             254.512              82.298              -0.025               1.749
               0.000             264.877               0.354             263.885              92.911               0.522               5.573
               5.447             271.400               4.887             270.439              93.331               2.685               2.124
               0.000             266.266               1.288             265.317              93.184              -1.685               1.167
               5.229             273.487               6.475             272.767              95.209               0.230               3.115
               0.057             263.928              -0.287             262.743              91.627               0.684              -3.413
               0.058             260.678              -2.409             259.082              88.278              -1.482              -4.413
               0.041             260.938              -2.272             258.806              84.933               0.350              -3.159
               0.000             265.983               0.782             261.203              69.162               0.131               0.235
               0.028             268.680               2.813             266.530              85.179              -1.656               1.405
               0.000             270.429               4.241             269.873              96.255              -0.567              -1.308
               0.110             267.644               2.278             267.138              96.541              -1.178               3.040
              12.373             270.513               4.355             270.359              99.048              -3.046               1.186
               3.859             273.926               6.828             273.378              96.348              -0.921              -0.306
               0.000             271.655               5.048             270.499              92.160               2.208              -0.164
               0.000             267.459               2.082             266.299              91.939               1.428               1.691
