 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.015             258.974              -3.518             256.585              82.695               0.753              -6.526
               0.000             256.024              -5.379             252.318              73.339               4.495              -0.650
               0.000             261.043              -2.334             256.566              69.830               1.815               0.990
               0.760             261.042              -2.189             259.283              87.048              -2.838               0.121
               0.189             260.010              -2.858             257.898              84.664              -2.675              -2.868
               1.308             261.605              -1.828             259.866              87.408               0.792               1.203
               0.000             264.241              -0.152             262.117              85.312               0.158              -3.847
               0.004             259.284              -3.394             255.464              73.222               3.858               0.059
               0.000             262.074              -1.553             259.964              84.845               1.444               0.037
               0.627             260.682              -2.416             258.906              87.066              -1.731              -1.678
               0.082             265.150               0.508             263.852              90.678              -1.437               3.643
               0.807             267.405               2.095             266.719              95.357              -1.101               3.302
               3.317             263.090              -0.904             260.954              84.666               0.470              -9.575
               0.000             254.549              -6.228             252.079              81.707               0.994              -2.387
               0.093             262.847              -1.037             261.052              87.047               0.904               7.555
               0.000             265.540               0.733             263.792              87.851              -0.428               1.985
               0.000             267.637               2.161             266.089              89.141               0.247              -1.151
               4.838             268.616               2.898             267.635              93.047              -2.498               3.819
               0.090             272.453               5.690             271.653              94.595               2.060               1.665
               0.131             271.473               4.771             269.265              85.264               1.652              -5.700
               0.000             269.668               3.421             266.815              81.039               4.215              -5.584
               0.000             273.095               5.723             269.218              75.859               2.517               4.785
               1.433             268.675               2.682             265.281              77.487               1.636              -9.469
               0.000             265.419               0.539             262.298              78.753               2.884              -0.069
               0.534             269.980               3.746             268.063              86.903              -0.756               6.721
               1.134             269.713               3.519             267.358              84.711               1.550              -5.032
               0.000             266.758               1.170             260.338              60.939               2.421              -6.098
               0.251             264.085              -0.459             258.739              66.808               1.091              -2.440
               1.110             263.391              -0.818             259.600              74.285              -3.167               0.424
               2.093             261.646              -1.821             259.606              85.256               0.182              -3.074
               0.000             257.206              -4.607             254.868              82.840               2.661              -1.173
               0.028             261.539              -1.887             259.539              85.540              -0.165               5.906
               0.006             262.310              -1.350             260.969              90.357              -0.261              -1.552
               0.000             259.206              -3.329             257.703              89.013               1.472              -1.963
               0.000             263.518              -0.723             259.917              75.651              -0.633              -0.639
               0.000             259.181              -3.371             257.180              85.422               0.802              -0.257
               0.038             265.666               0.884             264.683              93.179               1.342               0.191
               0.000             266.736               1.538             265.042              88.256               0.817              -1.161
               0.000             267.568               2.083             265.722              87.087               1.740              -3.140
               0.025             261.913              -1.632             260.155              87.436               1.283               2.145
               0.064             269.957               3.624             267.039              81.217               2.222               1.001
               0.029             276.573               7.845             270.055              64.005               3.434               2.225
               0.010             273.230               5.866             269.449              77.836              -0.460              -1.515
               0.000             274.446               6.762             270.991              79.134               0.794               3.014
               0.000             278.871               9.842             273.973              73.727               2.032               3.252
               0.000             276.396               7.835             270.706              67.775               0.736              -3.788
               0.000             258.619              -3.880             252.604              61.778              -1.796              -6.665
               1.172             258.986              -3.543             255.899              78.049              -2.548              -0.044
               0.070             265.318               0.487             261.965              79.931               2.212               1.740
               0.037             274.227               6.349             268.777              69.251               1.281               7.507
               0.000             276.002               7.769             271.761              75.051               1.312               7.276
               0.047             277.697               8.654             271.326              64.284              -0.492               1.593
