 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              21.449             280.779              12.106             279.738              93.414               3.143               3.040
               2.006             268.032               2.189             263.575              73.644               6.273              -2.214
               0.000             259.550              -3.314             253.517              61.799               7.251               1.214
               0.242             265.183               0.304             260.768              72.102               5.746               2.305
               1.593             266.253               0.974             261.627              70.430               1.203              -0.310
               2.809             268.223               2.529             266.362              87.057               0.163              -0.171
               9.333             269.069               3.198             267.928              92.054              -1.359              -2.717
               0.112             263.885              -0.387             261.763              84.910               3.567              -1.855
               0.000             256.105              -5.265             254.176              85.588               3.335               3.008
               0.195             258.877              -3.569             256.690              84.074               3.673               0.261
               0.082             260.056              -2.852             257.532              81.764              -0.720              -1.447
               1.239             265.436               0.670             263.801              88.357              -2.924              -0.011
               3.101             272.363               5.602             271.445              93.674              -3.157               0.755
               3.508             270.416               4.119             269.018              90.363               5.747               0.734
               0.000             256.472              -5.066             253.907              81.149               4.077               0.867
               0.000             265.329               0.608             263.771              89.046               0.910               2.339
               0.237             272.879               5.900             271.375              90.000               2.545               3.143
               0.000             268.452               2.491             264.469              75.016               2.460              -2.256
               1.386             268.344               2.488             265.187              79.314              -4.843               1.348
               7.151             272.747               5.966             272.321              97.045              -1.896               1.397
               4.159             274.207               6.952             273.154              93.062               0.875              -3.337
               0.000             271.541               4.827             269.393              85.617               6.357              -0.083
               0.353             271.167               4.569             269.036              86.026              -2.014               2.805
               8.737             273.434               6.328             272.049              90.808              -0.367               3.588
               0.102             266.035               1.001             263.623              83.192               8.231              -0.003
               2.949             264.323              -0.078             262.521              87.164               3.872              -0.365
               2.936             268.821               2.989             267.389              89.947              -0.675              -0.075
               2.087             271.085               4.646             270.024              92.745               4.574              -0.382
               0.000             268.743               2.909             267.078              88.386               6.542              -0.306
               0.041             267.240               1.857             265.346              86.787               2.859              -0.188
               6.893             267.628               2.154             266.072              89.082               2.238              -1.142
               0.028             264.531               0.021             262.262              83.868               6.297              -1.123
               1.410             263.943              -0.387             261.320              81.568               1.965               0.016
               1.371             268.682               2.898             267.296              90.271              -0.752               1.953
               0.000             268.323               2.605             266.512              87.495               5.055               0.140
               0.000             257.423              -4.492             254.651              79.883               3.184              -0.753
               0.038             260.924              -2.332             257.919              78.811              -1.064               1.014
               3.758             269.322               3.312             267.644              88.397              -1.139              -0.839
               0.487             262.475              -1.303             260.271              84.236               2.347              -0.638
               1.105             261.678              -1.834             259.099              81.553               0.279              -3.545
               0.172             258.535              -3.813             255.662              79.248               3.385               0.230
               0.569             264.534               0.031             262.352              84.607              -2.163               0.808
               2.840             269.308               3.371             268.206              92.383              -2.063               0.293
               0.820             265.305               0.520             262.903              83.274              -1.747              -2.890
               0.000             267.012               1.692             265.018              86.079              -3.334               0.512
               6.010             273.716               6.625             272.879              94.455              -1.350               1.037
               0.429             271.017               4.467             268.974              86.301               1.195              -4.079
               0.437             261.736              -1.848             258.283              75.940              -5.646              -4.374
               3.850             262.131              -1.542             259.622              82.095              -6.786              -0.964
               0.685             265.094               0.403             262.941              84.978               2.395               0.161
               0.000             265.736               0.737             262.494              78.051              -1.648               1.927
              11.063             273.486               6.362             272.083              90.675               1.726               4.309
               7.972             275.039               7.557             273.891              92.497              -1.425               0.757
               8.901             279.596              11.211             278.848              95.389              -2.204               3.241
               7.509             279.701              11.273             278.872              94.768              -1.534              -1.979
              32.134             275.499               7.867             274.180              91.239              -6.467              -6.931
               2.741             270.758               4.259             268.568              85.089              -0.004              -7.223
               0.000             269.881               3.609             267.230              83.224               2.024              -1.459
               0.276             275.235               7.296             271.622              77.883              -3.432               0.336
               1.055             277.679               9.499             276.126              90.137               0.371               2.737
               0.110             277.879               9.612             276.073              88.900              -0.261               0.416
               1.897             280.060              11.282             278.057              87.501              -4.686               2.816
               3.751             285.489              15.910             283.337              88.246              -1.258               7.446
