 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             265.990               0.452             255.198              43.617              -1.232              -1.237
               0.000             272.180               4.205             258.951              36.730              -0.988              -2.167
               0.000             272.574               5.144             267.023              66.822              -0.972              -3.281
               0.134             274.206               6.063             266.704              58.798              -2.259              -4.309
               0.081             271.346               3.919             261.763              48.453              -1.774              -3.487
               0.012             271.285               4.332             266.387              70.447              -1.345              -4.002
               0.000             272.264               4.616             263.087              52.788              -1.406              -1.731
               0.760             273.073               5.122             263.909              51.378              -1.060              -1.413
               0.926             273.488               6.050             269.905              77.955              -0.421              -1.143
              17.367             274.643               7.273             273.585              92.933              -0.793               1.734
               2.858             275.704               8.143             274.989              95.436              -1.101               0.414
               1.455             276.022               8.347             275.115              94.138               0.069               1.766
               0.509             276.449               8.668             275.505              93.893               0.123               2.584
               0.268             274.861               7.233             272.565              85.449              -1.489              -2.868
               0.000             275.526               7.759             273.483              86.727              -0.641              -2.168
               0.531             274.931               7.447             273.638              91.445              -0.896               0.309
               0.885             276.285               8.479             274.990              91.797              -0.886               2.208
               0.000             275.741               7.821             273.144              83.368              -0.422              -0.203
               3.438             276.414               8.570             275.102              91.564              -0.277               5.244
               8.555             277.919               9.888             277.323              96.170              -0.516               5.783
               6.319             279.066              10.669             277.802              92.351              -0.151               0.647
               0.405             275.798               7.802             272.785              81.218              -0.210              -0.308
               0.677             275.597               7.708             272.906              83.112              -0.240               3.114
               5.605             275.341               7.770             274.112              92.035              -0.288               1.813
               0.000             274.590               6.983             271.983              83.536              -0.012              -1.400
               1.026             273.909               6.320             270.168              76.851               0.105               2.320
               1.208             273.883               6.643             272.351              90.298               0.319               3.085
               0.251             273.679               6.311             270.986              82.987              -0.292              -2.144
               0.000             272.407               5.202             268.258              74.535              -0.339              -0.394
               0.041             272.279               4.804             265.368              60.764              -1.364              -0.705
               0.000             271.714               4.388             264.569              59.176              -0.858              -2.252
               0.546             270.656               3.861             265.430              68.376              -0.503              -1.356
               0.482             270.982               4.044             265.414              66.451               0.106               0.591
               5.162             272.675               5.658             270.386              86.060              -0.528               2.920
               1.119             274.315               7.052             273.372              93.808              -0.728               1.905
              11.285             277.852               9.817             277.167              95.602               0.453               5.443
              11.270             278.612              10.381             277.727              94.444              -0.125               4.137
               5.162             279.143              10.616             277.437              89.225               2.071               6.066
               6.751             277.912               9.724             276.559              91.439              -0.681               5.000
              13.903             281.280              12.527             280.227              93.506               0.853               7.745
               7.948             279.597              11.122             278.482              93.022              -0.235               3.170
              10.505             279.987              11.536             279.277              95.521              -0.004               5.127
              27.194             279.949              11.538             279.360              96.375              -0.362               2.714
               6.458             281.321              12.184             278.720              84.657               1.289              11.401
               1.075             277.043               8.536             272.941              75.297               1.042               1.019
               2.878             275.990               7.772             271.995              75.439              -1.074               0.804
              12.136             277.384               9.301             275.959              91.091              -0.023               5.299
               7.889             277.072               8.947             275.102              87.541               0.384               7.994
               5.362             279.560              10.972             277.882              89.837               0.816               7.292
               2.737             278.305               9.784             275.666              84.275               0.841               4.532
               0.000             276.884               8.404             272.638              74.786              -0.285               0.402
               0.371             277.439               9.082             274.619              83.065              -1.123              -3.368
               0.304             276.656               8.337             272.998              78.005              -1.374              -2.267
               9.981             277.034               8.975             275.290              89.342              -0.740              -0.681
              21.225             277.498               9.477             276.539              93.752               0.487               7.380
              14.962             280.967              12.261             279.910              93.388               0.420               9.607
               6.737             280.149              11.611             279.160              94.034              -0.298               4.410
               4.160             278.022               9.831             276.769              92.068               0.573               6.704
               0.060             277.570               9.079             274.310              79.937              -0.231               2.191
               1.001             276.367               8.327             273.870              84.723               0.209               2.726
               0.110             277.754               9.177             274.193              78.767              -0.299               2.856
               6.109             278.692              10.009             275.701              82.189              -0.468               2.680
              14.227             281.692              12.980             281.020              95.942              -0.500               6.380
               8.336             283.811              14.835             283.160              96.152               0.009               6.498
               2.200             285.717              16.454             284.717              94.182               0.150               6.971
               1.842             284.677              15.056             282.166              85.730               1.388               4.333
               0.000             280.733              11.321             276.399              75.185              -0.334              -2.567
               0.000             279.523              10.528             275.813              78.872              -1.578              -4.383
               0.019             281.762              11.749             275.621              66.576              -0.874              -0.612
               0.091             283.361              13.284             278.374              72.617              -0.186               3.599
               0.000             283.029              13.490             279.960              82.473               0.763               1.201
               0.000             281.267              11.883             277.468              78.605              -1.279              -3.246
               0.029             283.925              13.641             278.639              70.681              -0.855               1.483
               9.673             283.396              14.047             281.234              87.596               0.480               5.200
               1.610             280.617              11.491             277.470              81.576               0.837               3.010
               0.000             280.744              11.272             276.197              73.782               0.193               1.675
               0.019             280.031              10.943             276.557              79.416              -0.194               1.935
               0.000             281.048              11.772             277.617              80.091              -0.698              -3.907
               0.117             281.689              12.111             277.381              76.125              -0.667              -3.564
               0.000             282.826              12.705             277.225              69.428              -0.662              -2.500
               0.000             282.554              12.606             277.409              71.898              -0.951              -3.810
               0.000             285.084              14.168             278.045              63.058              -0.150              -1.074
               0.005             284.740              13.947             277.768              64.032               0.576               1.600
               0.158             280.937              11.520             276.635              76.156               1.531               3.528
               0.000             279.939              10.872             276.399              79.417               0.735               3.220
               0.000             279.863              10.790             276.153              78.837              -1.691              -5.067
               0.858             280.181              10.910             276.030              75.613              -0.194              -0.032
               0.158             279.664              10.573             275.784              77.186               1.806               4.668
               3.677             278.721              10.032             275.751              82.190               2.097               5.410
               3.493             279.060              10.133             275.330              77.795               2.164               3.215
               1.577             278.880               9.980             275.044              77.368               0.945               0.874
               4.574             280.586              11.372             277.016              79.258               1.394               2.044
               0.379             280.666              11.388             276.938              78.119               0.346               1.880
               5.788             281.132              12.380             279.989              92.944               0.478               3.944
               0.000             284.596              15.071             282.370              87.333              -0.113               0.303
               0.000             285.147              15.234             281.868              81.505               0.104              -0.130
               0.033             281.796              12.177             277.473              75.703               1.271               2.700
               6.703             281.651              12.370             278.650              82.770               0.227               5.041
               5.927             280.445              11.562             278.262              86.756               1.262               4.251
               4.825             279.430              10.460             275.825              78.977               1.597               3.239
              13.055             279.506              10.885             277.591              88.686               0.130              -0.323
               5.095             279.116              10.714             277.936              92.479               0.036               4.704
               6.696             280.422              11.590             278.424              87.900               2.031              11.394
               0.017             279.471              10.544             276.143              80.359               1.125               4.704
               6.960             279.072              10.351             276.359              83.503              -0.030               1.009
               1.067             280.245              11.123             276.827              79.737              -0.736              -1.749
               3.280             281.147              12.114             278.779              86.327               1.083               1.490
               2.012             280.221              11.093             276.662              79.455               1.763               5.894
               0.841             279.652              10.655             276.173              79.578               1.103               4.204
               0.000             280.740              11.315             276.468              74.921              -0.437              -0.141
               0.000             282.709              12.765             277.728              72.671              -0.761              -3.431
               0.114             284.908              14.549             279.698              72.664              -1.128              -4.267
               0.025             286.303              15.497             280.379              68.934               0.027              -2.863
               0.000             286.994              16.067             281.007              68.777               0.826              -0.230
               0.000             286.129              15.250             279.704              67.211               0.849               1.748
               0.000             287.477              16.480             281.432              68.815              -0.491              -3.096
               0.000             289.818              18.386             283.434              66.983               0.238              -0.959
               0.000             289.265              18.712             285.184              78.271               1.341               1.940
               0.000             290.484              19.271             284.939              70.738               0.953               0.273
               0.000             289.345              18.359             284.193              72.366               0.572              -1.346
               0.985             286.201              16.242             283.157              82.997               0.564               1.564
               0.000             284.518              14.979             282.230              86.889              -0.309               3.238
               0.278             284.889              15.237             282.411              85.646              -0.528               0.718
               6.273             284.518              15.159             282.834              90.290              -0.592               4.878
               8.145             283.099              13.782             280.833              87.342               0.048               5.021
               2.351             282.502              13.116             279.667              83.825               0.648               5.732
               1.054             281.734              12.442             278.730              82.865               0.343               4.280
               0.435             282.070              12.715             279.093              82.847               0.004               3.365
               0.223             284.652              14.310             279.694              72.159               0.325               1.375
               0.450             283.221              13.356             279.070              76.419               0.649               2.598
               0.000             284.313              14.362             280.545              78.477              -0.357               1.254
               0.116             285.970              15.591             281.551              75.334               0.071               1.703
               0.000             286.310              16.282             283.089              82.031              -0.761               0.622
               0.000             287.456              16.844             282.789              74.781              -0.488              -1.684
               0.004             289.315              18.095             283.418              69.085               0.349               1.279
               0.268             287.263              16.730             282.796              75.658               1.119               2.290
               0.025             287.068              16.271             281.797              71.044               0.483               0.601
               0.537             288.115              17.511             283.716              76.048               0.809              -0.078
               0.000             286.673              15.624             280.263              65.941              -0.434              -2.528
               0.000             287.855              16.613             281.335              65.923              -0.177              -1.427
               0.000             289.110              17.600             282.272              64.681              -0.132              -1.692
               0.001             289.631              18.273             283.393              67.688              -0.124              -1.652
               0.000             289.877              18.984             284.992              74.276               0.692               3.995
               0.000             289.497              18.752             284.950              75.877               1.034               2.734
               0.156             291.001              19.325             284.233              65.490              -0.422              -0.404
               2.761             291.033              19.713             285.256              69.945               0.115               3.004
               6.512             283.707              13.612             278.885              73.587               2.480               4.372
               1.799             282.248              12.477             277.645              74.375               1.686               3.285
               0.394             284.392              13.848             278.342              67.407               0.491               1.327
               0.001             286.958              15.826             280.405              65.372              -0.343              -2.134
               0.090             289.380              18.145             283.383              68.978              -0.430              -3.242
               0.032             291.401              19.955             285.262              68.750              -0.254              -2.839
               0.000             293.163              21.820             287.380              71.009              -0.325              -2.607
               0.000             294.189              22.409             287.486              66.734               0.717              -0.417
               0.086             290.134              19.456             285.850              77.360               1.675               2.793
               5.799             288.163              18.020             285.030              83.000               2.065               5.747
               1.433             285.523              14.829             279.591              68.564               2.031               1.293
               0.000             286.685              15.866             280.983              69.741               0.987               0.960
               0.038             289.105              17.602             282.240              64.771               0.290              -0.487
               0.133             291.890              19.913             284.494              62.926               0.162              -1.253
               0.154             292.295              20.241             284.752              62.485               0.841              -0.102
               0.000             291.162              19.730             285.032              68.695               1.453               2.479
               0.046             287.931              16.948             282.205              70.019               1.840               3.232
               0.326             285.397              15.029             280.505              73.982               1.630               4.982
               0.023             286.488              15.424             279.890              65.167               1.057               1.985
               1.315             286.718              16.225             282.017              75.168               1.044               3.402
               1.234             287.108              16.690             282.878              77.185               1.312               3.970
               0.301             286.695              16.417             282.817              78.655               0.731               1.384
               0.000             288.371              18.247             285.370              83.504               1.200               4.204
               1.100             287.609              17.310             283.897              79.895               1.374               3.441
               0.000             287.304              16.776             282.804              75.813               1.099               2.568
               0.000             288.784              17.649             282.945              69.395               1.519               1.449
               0.119             288.595              17.505             282.813              69.705               1.527               1.839
               0.223             289.572              18.580             284.433              72.588               0.931              -0.273
               0.164             290.850              19.736             285.421              72.351              -0.635              -3.456
               0.000             292.878              21.166             286.230              66.838              -0.142              -2.176
               0.000             294.403              22.214             286.705              62.680               0.570              -0.375
               0.015             291.573              20.283             285.689              70.787               1.219               2.718
               0.000             293.150              21.098             285.671              63.298               0.785               1.640
               0.031             291.034              20.033             285.913              73.914               1.595               4.513
              17.422             286.924              16.950             283.965              83.990               2.292               6.040
              10.024             283.776              14.527             282.219              90.671               0.894               4.256
               0.119             285.633              15.340             281.151              75.966               1.429               5.282
               0.025             290.097              18.627             283.667              66.898               0.376               0.448
               0.138             291.491              20.257             285.964              71.391               1.438               3.718
               0.000             290.401              19.634             285.974              76.404               0.846               2.464
               0.027             291.722              20.621             286.488              73.137               1.148               2.454
               0.052             292.081              20.802             286.421              71.254               1.399               4.056
               1.044             291.788              20.850             286.901              75.107               0.848               5.099
               2.469             294.339              22.613             287.805              67.328               0.963               0.735
               6.326             290.478              20.139             287.135              81.976               1.415               6.866
               1.686             289.616              18.970             285.377              77.336               1.013               5.034
               1.296             288.871              17.973             283.628              72.935               1.023               3.353
               0.312             290.143              18.294             282.634              61.984               0.607              -0.273
               0.000             290.591              19.369             284.815              70.737              -0.207              -2.873
               0.064             292.979              21.468             286.725              69.112              -0.931              -4.108
               0.000             296.152              24.541             289.374              68.428              -1.078              -3.955
               0.022             299.427              27.205             291.197              62.267               0.141               0.033
               0.000             299.491              26.887             290.589              59.404               0.857              -0.353
               0.009             298.142              25.862             290.084              62.265               0.442              -1.408
               0.000             297.338              25.363             290.013              64.974               0.525              -0.876
               0.000             293.707              22.453             288.082              72.077               1.714               0.910
               0.000             292.203              20.591             285.795              67.479               1.091              -0.223
               0.237             291.760              20.348             285.704              69.476               1.471               1.361
               0.000             293.857              21.978             286.947              65.575               0.941              -0.378
               0.042             294.756              22.842             287.775              65.548               1.058              -0.231
               0.000             295.296              23.087             287.589              62.843               0.473              -0.699
               0.029             294.590              22.664             287.412              65.386               0.743               0.858
               0.000             291.434              20.203             285.708              71.389               1.681               3.015
               0.061             290.672              19.267             284.546              68.497               1.303               2.095
               0.000             293.687              21.644             286.282              63.776               0.286              -0.727
               0.153             295.932              23.553             287.859              61.428               0.432              -0.312
               0.000             294.906              23.500             288.941              70.544               1.256               0.291
               0.000             293.275              21.583             286.751              67.270               1.099              -0.961
               0.000             290.841              19.763             285.458              72.802               1.460               2.724
               0.000             291.062              19.441             284.371              66.254               0.356              -1.478
               0.000             291.260              19.620             284.480              66.240               1.297               1.325
               0.146             292.271              20.205             284.515              62.310               0.519              -1.521
               0.000             292.403              20.223             284.366              61.153               0.369              -1.256
               0.000             291.103              19.453             284.127              65.939               1.151               1.532
               0.012             293.731              20.864             284.088              55.158               0.486              -0.255
               0.145             294.532              22.239             286.259              61.708               0.889               1.557
               0.173             292.209              20.509             285.146              66.465               1.150               2.730
               0.079             293.557              20.931             284.480              57.507               0.839               0.272
               0.335             292.773              21.281             286.393              69.215               0.913               2.942
               3.936             291.370              20.838             287.405              79.844               0.678               3.321
               0.000             290.203              20.367             288.058              88.426               0.092               1.493
               0.338             292.148              21.553             288.056              79.220              -1.143              -2.326
               3.755             292.315              21.525             287.753              76.985               0.947               2.445
               1.378             289.234              19.090             286.312              83.928               0.492               3.236
               2.651             290.272              20.104             287.326              84.112               0.457               1.745
               0.952             292.156              21.305             287.657              76.256               0.663               0.233
               2.098             293.105              22.605             289.180              80.204              -0.025              -2.381
               1.530             292.462              21.783             288.150              78.278               0.909               3.124
               0.372             292.911              21.691             287.340              72.280               1.155               1.942
               0.000             292.065              20.929             286.605              72.908               0.835               1.439
               0.000             294.425              22.615             287.574              66.495               0.113              -1.926
               0.000             294.461              22.341             286.889              63.393               0.574              -0.443
               0.000             293.729              22.015             286.908              67.255               1.212               1.578
