 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             273.979               6.002             267.221              62.439               2.192               1.386
               0.667             274.523               6.221             266.451              56.642               1.817               2.073
               0.000             276.619               7.626             268.362              55.833              -4.549              -0.412
               0.117             276.595               7.533             267.664              53.336              -4.602              -1.720
               0.013             277.436               8.072             268.098              52.186              -0.007              -1.127
               0.950             276.031               7.333             268.421              59.578               0.851               2.587
               0.000             278.522               9.018             270.339              57.745              -3.734               0.071
               0.005             279.889               9.657             269.466              49.016              -1.915               0.805
               0.050             278.844               9.063             269.108              52.664               3.419               0.540
               0.754             278.705               8.734             267.648              46.143               5.091               5.561
              12.408             279.473               9.632             271.166              56.071               4.056               9.798
               4.638             277.001               8.114             270.271              62.910               3.553               4.308
               0.168             275.469               7.040             268.720              62.905               5.560               1.121
               0.000             274.378               6.319             267.808              64.104               5.903               1.555
               0.037             273.927               5.852             265.808              57.912               1.109              -2.835
               0.000             274.552               6.015             264.235              48.149              -1.286              -2.926
               0.000             274.735               6.136             264.640              48.196               0.542              -3.458
               0.000             276.501               7.445             267.130              52.533              -0.234              -2.792
               0.000             279.734               9.492             268.760              47.522               0.981              -1.889
               0.000             283.010              11.687             270.842              45.099               2.727               3.494
               2.044             280.498               9.880             268.330              43.966               3.994               6.009
               0.033             276.280               7.707             270.108              66.250              -1.954              -0.712
               0.007             281.276              10.448             269.335              44.700               0.175               2.503
               0.203             278.937               9.089             268.619              51.569               8.549               2.560
               0.000             273.680               5.500             264.145              50.453               3.264              -5.289
               2.579             276.936               8.079             269.992              63.264               7.131              -2.228
               0.127             277.241               8.335             270.568              64.518               3.101              -2.847
               0.000             280.626              10.627             272.629              60.189               6.145               1.487
               0.017             281.136              10.368             269.058              45.117               4.641               1.608
               0.000             282.260              10.895             268.335              39.378               5.717               4.531
               0.851             283.612              11.746             269.188              37.643               5.623               9.530
               3.064             275.866               7.125             267.475              56.358               5.772               6.423
               0.000             273.885               5.856             266.228              59.197               4.637               0.787
               0.085             273.895               5.660             264.125              51.179               0.188               0.134
               0.000             278.404               8.280             265.047              39.007               1.277               2.629
               0.178             282.334              10.905             268.468              38.476               1.565               3.476
               2.166             281.924              10.532             267.584              36.390               3.669               6.172
               7.801             277.764               8.612             270.613              61.583               3.547               4.848
               0.858             276.955               7.989             269.346              59.973               4.541               5.233
               0.000             278.614               8.837             268.680              50.805              -2.208               1.268
               6.544             281.649              11.491             274.214              62.628               0.431               3.279
               2.449             281.092              11.491             275.859              72.585               3.452               4.842
               0.000             280.304               9.929             269.329              48.583               0.297               1.166
               0.000             284.421              12.225             269.465              36.066              -2.628               0.440
               0.000             285.548              13.096             270.544              37.569               3.783               1.458
               0.694             281.068              10.378             269.604              46.466               4.730               1.481
               0.000             281.362              11.068             272.870              57.779              -1.112              -3.371
               0.000             285.460              13.433             273.209              44.677               1.855              -0.348
               3.854             286.815              14.226             273.085              41.290               4.484               3.974
               3.609             283.427              11.957             271.422              44.545               8.019               9.781
               1.724             275.831               7.344             269.587              64.692               9.425               7.227
              11.908             276.406               7.838             270.721              67.654               9.510               6.070
               2.703             274.546               6.574             269.176              69.339               4.784              -1.555
               0.000             277.370               8.055             268.160              53.034               0.413              -4.411
               0.000             279.705               9.632             269.770              51.724              -2.119              -2.382
               0.000             283.422              11.709             269.672              39.570              -1.797              -1.461
               0.116             287.525              14.198             270.926              32.748              -2.687               1.276
               0.000             289.615              15.473             271.381              29.852              -0.232               0.522
               0.000             290.057              15.859             271.851              30.804               2.014               2.371
               0.004             289.268              15.297             271.280              30.804               3.242               4.368
               0.160             287.989              14.597             271.434              33.814               2.717               1.835
               0.025             288.795              15.432             273.621              37.521              -0.949              -1.253
               0.000             289.638              15.554             271.793              30.720              -3.875              -1.917
               0.000             290.111              15.880             272.037              30.582              -4.922              -0.718
               0.000             291.738              16.692             271.591              26.282              -1.250              -0.707
               0.000             291.477              17.522             275.965              38.525               2.762              -0.003
               0.001             291.225              17.593             276.881              41.774               2.373               1.123
               0.000             289.346              15.918             274.220              38.627               2.641               1.986
               0.000             287.739              15.129             274.590              44.697               0.091              -0.952
               0.156             289.509              16.029             274.780              38.482              -4.375              -1.017
               0.000             292.002              17.621             275.498              34.960               1.275               1.040
               0.248             291.144              17.496             276.466              41.345               4.815               2.199
               0.000             286.685              14.025             272.261              39.539               4.979               1.421
               0.070             282.142              10.792             268.005              38.883              -3.259              -1.483
               0.001             282.630              10.648             264.815              28.591              -6.065              -1.408
               0.090             284.880              12.110             266.189              28.056              -6.480              -0.217
               0.032             287.534              13.544             265.930              22.485              -5.070              -0.414
               0.000             290.288              15.059             265.704              18.235              -3.606               0.440
               0.000             292.494              17.002             270.544              23.726               0.122              -0.371
               0.086             293.493              18.306             274.269              30.157               2.658              -0.660
               0.000             293.054              18.081             274.357              31.250               0.184              -1.701
               0.029             291.351              17.517             275.957              39.642               2.504              -2.558
               0.000             284.794              12.135             266.654              29.577              -3.925              -4.022
               0.038             283.496              11.230             265.100              28.833              -6.402              -1.160
               0.133             288.070              13.845             265.696              21.684              -2.744               1.865
               0.154             291.412              16.199             269.083              23.095               1.687               2.758
               0.000             292.522              16.768             268.794              20.867               3.733               4.625
               0.046             293.767              17.869             271.290              23.449               3.480               5.349
               0.002             292.350              16.880             270.070              23.482               5.147               6.417
               0.023             287.121              13.658             267.933              28.644               5.397               3.899
               0.019             286.343              13.057             266.657              27.449               4.316               2.015
               0.000             286.365              13.195             267.566              29.513               5.546               2.235
               3.444             282.210              11.383             271.439              50.890               6.689               1.496
               0.000             280.332              10.097             270.471              52.293               4.082              -2.254
               0.000             285.273              13.507             274.034              48.458              -0.423              -0.197
               0.000             288.655              15.517             274.070              40.235               3.127               2.535
               0.000             288.566              14.817             270.213              31.035               4.275               2.931
               0.119             289.228              15.413             271.683              32.815              -0.224              -0.991
               0.223             292.908              17.546             272.518              26.541              -2.901              -0.045
               0.164             295.007              19.074             274.010              26.608               0.467               1.811
               0.000             293.620              18.162             272.538              27.642               3.500               2.013
               0.000             293.200              17.482             270.301              23.571               4.122               2.211
               0.015             293.221              17.802             271.990              26.880               1.441               1.020
               0.000             293.674              18.183             272.497              27.447               3.062               1.630
               0.031             293.104              17.150             268.665              20.687               4.513               3.637
               0.000             289.057              15.214             270.496              31.740               4.643               2.318
               0.000             289.330              15.069             268.912              27.038               4.053               1.389
               0.000             290.039              15.945             271.828              32.123               4.529               3.638
               0.025             290.051              16.083             272.613              33.835               3.479               2.793
               0.019             289.116              15.851             273.869              40.079               3.578               2.899
               0.000             288.995              15.306             271.359              33.662               2.806               2.694
               0.027             288.933              15.164             270.588              32.278               3.878               3.150
               0.052             289.214              15.048             269.085              27.871               3.436               3.784
               0.000             289.640              15.047             267.167              23.834               3.771               3.411
               0.000             292.253              16.429             266.980              19.070               3.784               6.390
               0.062             289.033              15.493             272.760              35.913               5.450               5.243
               0.174             290.210              16.639             274.838              39.578               2.953               2.082
               0.000             292.214              17.955             276.073              36.959              -1.327              -2.560
               0.312             293.862              18.764             275.675              32.070              -3.208              -0.934
               0.000             296.482              20.178             275.359              26.698              -0.029               1.563
               0.064             297.471              20.515             274.089              23.284               0.876               1.099
               0.000             298.558              21.181             274.070              22.209               1.555               1.302
               0.022             298.529              21.239             274.302              22.837               2.686               1.575
               0.000             297.702              20.229             271.357              19.529               1.889               1.364
               0.009             298.955              21.066             272.074              19.093              -0.547              -0.247
               1.463             298.213              21.383             276.045              25.857               2.994              -0.099
               2.596             296.215              21.525             281.277              40.647               4.992              -0.553
               1.685             291.531              19.300             282.383              59.424               4.150               0.640
               0.237             293.963              20.002             280.226              44.085               1.779               0.426
               0.000             295.529              19.904             276.248              30.786               2.031               1.105
               0.042             296.647              20.269             275.150              26.415               3.158               2.351
               0.000             296.765              20.354             275.284              26.382               3.181               2.857
               0.029             294.723              18.888             273.642              26.823               3.843               2.065
               0.000             293.294              17.756             271.781              25.818               3.484               0.338
               0.061             294.609              18.330             271.065              22.107              -0.052              -0.073
               0.000             296.375              19.334             271.181              19.878              -0.262              -0.718
               0.153             297.823              20.237             271.916              18.896               0.946               1.030
               0.000             296.977              20.092             273.386              22.755               3.706               0.850
               0.000             297.947              20.506             273.065              20.364               0.266               0.881
               0.000             297.349              20.460             274.005              23.575               3.223               1.531
               0.000             296.671              19.878             272.994              22.825               4.420               4.181
               0.000             293.987              17.737             269.636              20.482               3.804               4.640
               0.146             294.381              17.907             269.007              19.450               3.231               3.322
               0.000             294.755              18.487             271.303              22.638               3.240               2.324
               0.000             294.634              18.583             272.341              24.439               2.897               1.212
               0.012             294.856              18.987             273.906              26.837               0.752              -0.554
               0.145             296.899              20.526             275.859              27.005              -1.021               0.038
               0.173             297.475              20.862             275.904              26.168               1.688               0.450
               0.079             295.479              19.789             276.364              30.070               3.417               1.843
               0.119             292.187              18.094             276.966              38.809               4.025               2.124
               0.048             289.174              16.191             275.739              44.227               3.264               1.164
               0.000             289.211              15.747             273.343              37.645               2.118               2.364
               0.014             289.874              15.879             271.989              32.822               2.863               4.487
               0.083             290.698              16.493             272.934              33.008               3.351               3.441
               0.190             291.430              16.884             273.277              31.248               1.703               1.507
               0.000             290.139              15.885             271.335              30.378               4.057               4.992
               0.196             288.984              15.468             273.121              36.068               2.342               5.571
               0.000             287.722              15.012             274.088              43.103               1.761               4.301
               0.018             288.555              15.230             272.379              37.145               1.976               4.759
               0.372             290.302              15.979             270.948              30.093               2.901               4.580
               0.000             289.260              15.329             270.609              31.322               2.018               2.302
               0.000             290.605              15.839             269.270              25.534               2.748               1.494
               0.000             291.445              16.508             270.547              26.557               2.236              -0.747
               0.000             292.315              17.428             273.365              30.036               0.066              -0.632
               6.166             289.314              16.165             274.822              42.371               4.923               1.768
               0.307             287.101              15.437             277.938              57.274               2.563               3.760
               0.061             286.298              14.618             276.425              54.234               4.928               3.559
               0.000             287.535              15.189             275.581              48.020               0.787               1.364
               0.000             290.384              16.388             273.328              34.620               3.430               2.512
               0.000             289.392              16.215             274.806              42.237               4.350               4.731
               0.134             289.707              16.252             274.605              39.496               4.434               4.516
               0.000             289.717              16.620             276.093              44.365               4.376               3.518
               0.000             291.532              17.174             274.016              33.828               3.250               1.905
               0.122             293.727              18.850             275.779              34.047               1.620               1.221
               0.000             295.043              18.995             273.382              25.581               1.959               1.936
               0.000             293.830              18.077             272.072              25.161               4.405               5.531
               0.000             291.257              16.681             272.303              30.300               2.769               3.143
               0.118             290.584              15.647             268.632              23.271              -1.594               0.095
               0.000             290.731              16.058             270.699              27.197              -2.490               1.572
               0.019             292.063              16.560             269.082              22.076              -2.383               1.324
               0.000             294.967              18.333             270.077              19.673               0.441               0.955
               0.000             295.050              18.450             270.603              20.260              -0.657              -0.215
               0.089             295.823              18.538             268.026              16.094              -1.604               0.589
               0.125             293.899              17.748             269.512              21.232               2.063              -0.205
               0.002             293.917              17.690             269.563              20.501              -0.790               1.063
               0.079             292.595              16.534             266.182              17.666               2.235               3.846
               0.000             289.159              14.648             266.498              22.801               2.835               2.251
               0.000             289.829              15.131             267.873              23.231              -3.327              -0.330
               0.218             292.024              16.253             267.104              18.807              -0.228               2.475
               0.224             290.684              15.602             267.460              21.839               3.376               3.583
               0.062             290.094              15.288             267.951              22.941               1.270               3.049
               0.000             290.659              15.956             270.389              26.555              -2.016               1.586
               0.049             291.478              17.068             273.962              33.035               0.432               3.539
               0.000             286.429              14.419             274.832              49.203              -1.377              -0.429
               0.000             288.247              14.945             272.340              36.260              -3.000               0.975
               0.000             289.345              15.094             269.178              27.240               1.518               1.253
               0.139             289.925              15.411             269.059              26.106               2.015               2.157
               0.200             290.713              15.710             268.565              22.964              -1.660              -0.971
               0.000             291.523              16.787             272.552              29.256              -4.107              -0.059
               0.094             292.547              17.485             273.140              28.771              -3.341              -0.732
               0.000             292.067              17.199             273.022              29.482              -3.607               0.317
               0.000             292.349              16.992             271.002              24.767              -0.964              -0.365
               0.000             292.073              17.316             273.512              30.791              -3.144               0.384
               0.868             293.288              17.895             273.227              27.372              -3.117               0.774
               0.710             291.855              16.837             271.419              27.027               1.727               2.435
               2.181             284.955              13.579             274.415              54.135               1.772              -0.534
               0.000             287.824              14.723             272.580              37.522              -5.784              -0.215
               0.000             289.825              15.226             268.744              24.555              -3.749               1.741
               0.000             290.447              15.601             268.880              23.881              -0.879              -0.210
               0.176             289.091              15.396             272.008              33.952               3.452              -0.186
               0.000             288.222              15.210             274.060              40.452               3.181               0.853
               0.429             285.449              13.931             275.441              53.674               3.780               2.743
               1.444             284.557              13.575             276.395              59.758               4.680               3.591
               0.000             285.159              13.739             275.592              54.198              -1.015               0.938
               0.006             285.816              13.441             272.154              40.278              -0.392              -0.184
               0.781             284.332              12.525             271.564              42.986               6.595               3.779
               7.725             280.978              11.461             276.369              73.972              12.796              10.932
               7.636             277.383               8.409             271.005              63.655               9.703               7.135
               2.604             275.127               6.966             269.578              68.756               3.612               1.622
               0.065             279.877               9.452             267.550              43.924               4.266               5.871
               0.097             283.423              11.679             269.444              38.950               2.309               4.850
               0.000             286.209              13.355             270.138              34.022               3.411               6.399
               7.626             284.057              12.744             273.705              51.088               6.332              12.202
               0.007             279.282               9.762             272.228              63.214               2.784               3.520
               0.021             280.831              10.257             269.884              47.550               0.674               2.459
               0.167             279.418               9.784             271.692              61.148               3.681              -0.613
               0.000             274.242               6.173             266.977              62.065              -3.141              -5.530
               0.000             274.850               6.247             265.051              49.466              -0.890               0.014
               0.000             276.674               8.081             270.985              69.314               1.345              -1.909
               0.032             278.781               9.043             269.487              53.302              -2.780               0.409
               0.265             280.700               9.833             267.344              39.423               2.293               3.344
               6.737             279.644               9.846             271.759              58.474               5.224               6.487
               0.882             276.952               8.336             271.905              71.062               6.367               4.065
               0.029             276.475               7.847             270.235              66.304               3.192               3.630
               0.000             279.042               8.978             267.753              46.523               0.264               4.562
               0.000             281.048              10.052             267.500              39.007              -1.371               2.307
               0.000             280.271               9.794             268.833              45.750               1.032              -2.077
               0.000             277.304               8.088             268.298              55.461               2.021              -2.900
               0.037             277.313               7.654             264.996              41.844              -2.669              -2.161
               0.000             277.994               7.985             264.210              38.281               0.014              -2.059
               0.007             276.962               7.326             263.615              38.810              -0.191               1.743
               0.133             280.555               9.459             264.760              32.626               2.080               1.231
               0.000             279.248               8.785             265.186              37.495              -0.545               2.126
               0.000             278.810               8.462             264.410              36.561               0.360               3.626
