 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              10.659             265.560               0.771             264.154              89.882               3.877              -5.216
               0.062             257.602              -4.377             254.961              80.683               5.360              -2.703
               0.101             260.363              -2.657             257.855              82.111               3.846               0.719
              10.070             262.238              -1.425             260.455              87.282               1.266              -0.393
              12.684             262.542              -1.238             260.663              86.445              -1.562              -2.672
               0.012             261.215              -2.078             259.451              87.205               0.718              -0.846
               1.125             264.647               0.165             263.222              89.788               0.455              -2.889
               0.004             256.378              -5.110             254.095              83.386               3.742              -1.748
               0.000             256.933              -4.764             254.863              84.674               2.470               1.968
               0.000             256.760              -4.870             254.644              84.589               0.969              -3.045
               1.162             259.595              -3.123             257.386              83.960              -1.855              -0.649
               0.267             265.600               0.820             264.426              91.638              -2.409               2.168
               9.041             272.324               5.602             271.581              94.940              -1.233              -0.115
               1.888             260.158              -2.781             257.785              82.699               7.175              -5.133
               0.000             251.948              -7.776             249.915              84.446               0.546               2.323
               0.000             265.564               0.760             263.983              88.765              -0.623               3.409
               0.000             272.653               5.866             272.017              95.766               1.306               1.746
               0.086             264.710               0.236             263.618              92.258               0.246              -1.369
               8.082             271.070               4.652             270.133              93.579              -3.575               4.526
               0.131             271.083               4.732             270.658              97.107               0.797              -1.075
               0.379             268.879               3.060             267.696              91.781               5.498              -4.889
               0.405             268.392               2.708             267.079              90.914               2.237               1.143
              12.557             271.456               4.903             270.316              92.136              -2.343               5.060
               4.093             266.005               1.052             264.429              88.660               6.766              -5.068
               0.000             259.808              -2.976             257.857              85.793               3.604              -1.125
               0.486             266.838               1.610             265.213              88.547              -1.881               0.972
               9.632             270.079               3.926             269.040              92.869              -1.308              -0.255
               0.251             267.085               1.773             265.424              88.269               6.140              -2.823
               0.051             262.837              -1.043             261.038              87.019               4.123              -1.814
               0.851             263.349              -0.697             261.738              88.475               0.369              -1.478
               0.305             263.769              -0.443             261.923              86.762               4.375              -3.135
               0.028             259.953              -2.903             257.640              83.447               3.707              -1.441
               0.330             264.162              -0.215             261.938              84.240              -1.920               2.989
               0.075             270.917               4.533             269.929              93.177               0.345              -0.075
               0.000             261.174              -2.101             259.444              87.487               3.266              -2.531
               0.000             256.048              -5.318             253.596              82.243               0.767              -1.576
               0.038             261.330              -2.009             259.488              86.686              -1.881               3.004
               0.000             264.494               0.041             262.772              87.702               2.498              -3.682
               3.943             259.826              -2.968             257.837              85.407              -1.336              -1.784
               0.133             254.702              -6.128             252.483              83.366               2.671              -3.637
               0.172             262.558              -1.243             260.464              84.928              -0.938               1.926
