 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             258.224              -4.089             253.109              66.382               0.204              -2.318
               0.000             258.712              -3.897             250.621              51.019               4.720              -1.204
               0.000             264.222              -0.490             256.917              56.252               1.850               1.491
               0.134             262.199              -1.478             260.014              84.337               0.116               1.649
               0.081             257.237              -4.587             254.949              83.078              -0.028               0.199
               0.109             264.652              -0.086             259.671              67.955              -0.385               0.634
               0.000             260.694              -2.619             254.673              61.476              -0.108              -0.358
               0.004             261.667              -2.155             252.245              46.535               3.576               0.608
               0.000             267.089               0.953             252.130              31.150               3.331               1.830
               0.087             265.135               0.305             261.151              74.746               0.844               0.067
               0.082             269.923               3.272             263.653              63.296               2.865               1.972
               0.267             275.616               6.962             267.687              56.615               1.776               1.633
               0.509             263.426              -0.733             260.576              80.330              -0.095              -3.765
               0.000             264.018              -0.592             257.325              58.605               2.712               0.883
               0.000             269.854               3.090             262.183              55.829               3.649               2.115
               0.000             272.610               4.695             262.174              46.187               3.100               2.241
               0.000             273.153               4.964             261.814              42.578               1.580               1.395
               0.086             274.249               6.171             267.622              61.836               1.453              -0.025
               0.198             274.922               6.546             267.355              58.658               1.397              -0.720
               0.131             272.239               4.590             263.524              52.381               2.560              -4.360
               0.000             272.191               4.368             260.933              43.773               3.304              -1.240
               2.673             273.908               5.393             261.408              40.312               1.475               0.593
               0.000             263.370              -0.918             257.988              65.940               1.696              -3.497
               0.000             266.755               1.033             258.314              51.347               3.117               1.148
               2.694             269.738               3.233             264.317              67.950               0.401              -1.361
               1.890             264.557               0.068             262.631              86.500              -2.696              -2.356
               0.000             261.711              -1.878             257.890              74.337               1.069              -1.623
               0.251             262.132              -1.827             253.648              51.526              -0.519               1.137
               2.773             260.227              -2.714             258.263              85.746              -1.744              -0.698
               0.041             258.685              -3.717             255.859              79.834               0.079              -1.877
               0.000             258.315              -4.101             251.349              56.184               2.416               1.406
               0.028             264.859              -0.102             257.436              55.509               1.952               2.650
               0.006             266.005               0.801             261.175              69.498               2.471               1.213
               0.000             265.550               0.359             258.540              57.732               3.716               0.606
               0.000             266.315               0.797             258.537              54.323               2.101               0.118
               0.000             266.673               0.999             258.130              52.633               2.740               0.865
