 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             294.271              22.756             288.360              69.453               1.880              -3.973
               0.000             294.430              22.355             287.116              63.831               0.776              -2.406
               0.000             294.433              23.603             289.995              76.353               0.296              -0.222
               0.134             293.667              23.324             290.310              81.673               0.552              -1.076
               0.081             294.807              24.536             291.405              81.703               3.376              -4.348
               1.416             294.605              24.244             291.078              80.955               4.061              -5.538
               0.000             294.288              23.873             290.689              80.617               3.151              -5.008
               0.004             294.479              23.110             288.873              70.933               1.569              -3.158
               0.000             294.566              23.248             289.089              71.447               2.276              -2.837
               0.000             293.831              23.414             290.297              80.824               5.563              -6.129
               0.082             293.876              22.806             288.938              74.006               2.719              -4.644
               0.000             293.991              22.793             288.807              72.685               3.550              -4.882
               0.000             292.965              22.885             290.229              84.854               3.635              -4.239
               0.000             292.674              22.617             290.030              85.238               1.363              -1.516
               0.000             292.784              22.653             289.975              84.360               0.293               0.598
               0.207             293.954              24.229             291.761              87.929              -1.673               1.612
               3.196             294.153              24.747             292.491              91.008              -0.570               1.346
               0.237             293.897              23.550             290.484              81.516               3.377              -4.998
               1.926             294.203              22.842             288.648              71.009               4.273              -5.490
               0.131             293.419              21.174             285.673              61.443               3.411              -5.442
               0.000             293.277              20.896             285.152              59.843               1.829              -2.702
               0.000             293.720              22.218             287.852              69.468               4.568              -4.375
               2.621             292.050              21.221             287.617              76.479               2.146              -3.989
               4.633             292.528              22.166             289.226              81.855              -0.213               0.625
               8.202             292.785              22.944             290.518              87.590               2.851              -1.778
               0.497             291.752              21.433             288.579              82.437               4.410              -6.166
               0.000             292.868              21.436             287.124              69.931               4.089              -6.687
               0.575             292.358              21.099             286.974              71.628               3.672              -4.898
               0.915             290.907              20.587             287.735              82.339               4.585              -5.214
               0.041             291.771              20.369             286.028              69.600               4.319              -6.532
               0.000             292.323              19.793             283.558              57.051               3.061              -4.174
               0.136             292.687              20.744             285.642              64.111               4.733              -6.436
               1.259             292.584              21.386             287.401              72.428               3.949              -6.154
               2.332             291.940              21.650             288.814              82.771               3.954              -4.161
               4.100             290.354              20.577             288.469              89.206               2.372              -3.729
               1.133             289.954              19.414             286.117              79.055               4.804              -5.853
               0.038             290.955              19.534             285.022              68.608               4.729              -6.439
               0.000             292.260              19.810             283.699              57.889               2.440              -4.929
               0.000             292.756              20.810             285.724              64.150               0.991              -1.843
               0.025             292.944              22.160             288.715              77.100               1.415              -1.874
               0.064             293.269              23.218             290.564              84.998               2.683              -2.167
