 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             283.529              12.832             276.200              60.757              -3.213              -1.201
               0.000             284.251              13.265             276.318              58.355              -4.975              -1.589
               1.181             284.597              14.020             278.679              67.533              -2.532               0.722
               3.071             283.870              14.453             281.809              87.563              -3.786               1.067
               1.820             283.885              14.470             281.860              87.648              -4.451              -0.551
               0.012             284.629              14.837             281.675              82.408              -2.341              -1.140
               0.369             284.545              15.008             282.371              86.984              -1.879               1.219
              16.852             284.971              15.765             283.985              94.027              -2.286               3.595
               3.086             285.183              15.867             283.923              92.408               0.445               2.325
               3.975             285.104              15.921             284.223              94.683              -1.026               1.729
              13.852             285.306              16.141             284.510              95.319               1.559               6.795
               0.699             285.014              15.878             284.239              95.396               4.417              -0.117
               0.401             283.558              14.435             282.360              92.612              -0.068              -0.866
              13.444             284.338              15.040             282.868              91.059              -1.076               5.488
               6.249             284.401              14.608             281.339              81.751               0.426               7.449
               0.000             284.618              14.776             281.500              81.437              -1.608              -2.466
               1.641             284.223              14.708             282.018              86.594               1.550              -1.120
               3.466             283.686              14.122             281.051              84.133               3.055              -1.070
               0.090             284.117              14.449             281.341              83.345               1.452              -3.090
               0.131             284.419              14.661             281.480              82.475              -0.891              -1.626
               0.000             284.425              14.666             281.489              82.461              -0.698              -1.173
               0.000             283.916              14.602             282.251              89.734               0.917               0.678
               0.000             283.027              13.859             281.446              90.245              -0.546               0.237
               0.097             282.919              13.644             280.905              87.652               1.034              -0.714
               0.318             282.894              13.110             278.966              76.840               5.095              -6.049
               0.000             283.010              12.637             276.662              64.969               2.558              -5.782
               0.000             283.516              13.459             278.891              73.626               3.297              -3.820
               0.359             282.179              12.296             277.253              71.589               5.008              -7.288
               0.000             282.048              11.669             274.640              59.910               0.566              -2.805
               3.011             282.084              12.253             277.142              72.287              -2.604               3.533
               4.949             282.511              12.840             278.762              77.707              -2.279               1.850
               0.794             283.054              13.081             278.504              73.509               2.101              -2.142
               1.724             282.091              12.176             276.945              70.451               2.118              -3.285
               0.000             282.487              11.898             274.537              57.717              -0.410              -2.663
               0.000             283.503              13.630             279.638              77.316               0.094              -1.959
               0.000             284.173              14.893             282.708              91.016               1.343              -1.889
               0.038             283.955              14.790             282.764              92.741               2.751              -2.667
               0.000             283.533              14.426             282.371              92.881               1.641              -1.294
               0.055             282.811              13.839             281.791              93.736               0.250              -0.401
               0.349             282.905              13.829             281.585              91.787               0.213               0.667
               1.252             284.418              15.200             283.223              92.764              -1.075              -0.286
               0.029             284.729              15.561             283.782              94.310              -1.333               0.710
               5.637             285.058              15.671             283.531              90.883              -1.041               1.611
              26.740             284.016              14.948             283.153              94.782              -1.026               4.083
               2.306             283.996              14.461             281.536              85.602               4.588               1.020
               1.906             282.927              13.360             279.831              81.540               1.098               2.461
               5.893             283.470              14.003             281.028              85.419               1.950               3.382
               0.092             283.970              14.266             281.012              82.205              -0.506               1.383
               1.582             284.092              14.731             282.307              89.259              -0.150               3.143
               2.089             283.923              14.787             282.818              93.259               1.012               1.529
              12.481             283.588              14.307             281.877              89.536              -0.366               2.992
              12.359             283.517              13.959             280.789              83.730               6.605               3.356
               4.948             283.812              13.864             279.862              76.880               5.077               1.410
               4.689             283.831              13.737             279.346              74.068               4.742               0.121
               0.057             283.818              14.087             280.679              81.205               0.291               1.126
               2.434             284.085              14.840             282.703              91.505              -0.646               1.777
               3.260             283.860              14.622             282.397              91.089               3.731               0.233
               0.056             283.553              14.075             281.157              85.443               3.854              -2.289
               3.516             284.024              14.813             282.708              92.015               2.465               1.501
               7.211             282.726              13.157             279.425              80.739               6.102              -2.937
               0.412             283.230              13.422             279.444              77.619               3.295              -2.166
               2.545             283.450              14.303             282.137              91.853              -1.092               1.282
               0.079             284.426              15.311             283.542              94.723              -0.876               0.019
               0.000             284.733              15.565             283.784              94.316               0.155              -0.363
               0.000             284.959              15.834             284.201              95.502               0.021              -1.724
               0.222             284.849              15.704             284.002              94.949               1.484              -1.570
               0.000             284.327              15.220             283.436              94.693               1.816              -0.871
               0.000             284.327              15.188             283.357              94.060               1.104               0.798
               0.019             284.262              15.093             283.166              93.357               0.339               1.662
               0.091             284.111              14.953             283.005              93.242              -0.081              -0.102
               0.000             283.342              14.340             282.439              94.536               0.517              -0.896
               0.000             284.150              15.028             283.176              94.043               1.958               0.776
               0.029             284.354              15.199             283.334              93.806               0.183               1.548
               6.768             284.271              15.159             283.355              94.486               0.355               1.871
               6.794             283.594              14.014             280.865              83.521               3.893               1.303
               1.996             283.643              14.212             281.466              86.673               0.862              -0.356
               3.442             283.797              14.344             281.593              86.666               3.984              -0.878
               2.787             283.212              13.919             281.289              88.192               2.452              -1.378
               0.117             284.181              14.990             282.992              92.766               1.731               1.135
               0.000             284.076              14.925             282.970              93.296               2.166               1.087
               0.572             283.702              14.562             282.496              92.624               1.050               1.130
               0.297             284.389              14.994             282.635              89.308              -0.480               0.771
               0.005             284.443              15.162             283.071              91.602               0.496              -0.093
               0.050             284.320              15.082             283.050              92.149               1.914              -0.351
               7.882             284.150              15.008             283.103              93.636               0.751               0.649
               9.233             284.285              14.945             282.632              90.118              -1.284               7.553
               6.366             284.197              14.795             282.342              88.722               0.682               2.716
               0.050             284.445              15.190             283.150              92.092               1.496              -0.760
               0.000             283.581              14.176             281.455              87.003               5.017              -2.275
               0.037             283.748              14.428             281.991              89.178               2.456              -2.172
               0.000             283.935              14.700             282.521              91.336               2.503              -1.965
               0.000             284.180              14.811             282.436              89.321               3.907              -2.957
               0.000             283.900              14.702             282.599              91.978               2.655              -2.088
               0.000             283.843              14.736             282.795              93.623               1.602              -1.082
               0.055             283.854              14.713             282.711              92.997               1.787              -0.228
               0.532             284.045              14.896             282.935              93.263               2.524               2.048
               0.033             283.983              14.819             282.818              92.836               1.510              -0.445
               0.000             284.002              14.852             282.869              93.161               3.735              -1.008
               0.000             283.992              14.805             282.763              92.413               6.078              -2.096
               0.000             283.711              14.049             280.740              82.250               6.496              -6.088
               0.000             284.444              15.225             283.253              92.788               6.156              -2.197
               0.127             284.241              15.071             283.140              93.307               3.481              -1.817
               0.000             284.258              15.093             283.174              93.416               2.653              -0.490
               0.017             283.823              14.670             282.634              92.679               2.885              -1.493
               0.000             284.237              15.040             283.040              92.769               2.147              -0.758
               3.584             284.456              15.287             283.420              93.752               1.715               1.320
               0.580             284.413              14.740             281.740              84.069               4.815               0.207
               0.000             283.565              13.794             280.139              79.580               5.976              -4.205
               0.085             283.621              14.170             281.359              86.187               3.578              -2.227
               0.000             283.880              14.576             282.219              89.820               1.981              -1.476
               0.178             284.280              15.066             283.047              92.546               1.539              -0.697
               0.762             284.682              15.463             283.571              93.265               1.052               1.158
               2.185             284.717              15.332             283.103              90.231               0.233               4.365
               0.210             284.737              15.463             283.470              92.356               0.929               1.847
               0.504             284.645              15.440             283.560              93.461               0.581              -0.487
               5.108             284.563              15.430             283.675              94.643              -2.358              -0.140
               0.073             284.974              15.904             284.369              96.530              -0.445               2.618
               0.000             284.772              15.707             284.141              96.286               1.168               0.008
               0.000             284.577              15.396             283.543              93.769               3.299              -0.685
               0.108             284.142              14.981             283.028              93.257               3.837               0.336
               0.035             284.451              15.281             283.416              93.732               3.878              -0.909
               0.000             284.432              15.243             283.330              93.334               3.802              -1.822
               0.062             284.366              15.193             283.293              93.505               3.414               0.295
               0.000             283.979              14.817             282.818              92.869               2.477               0.513
               1.125             284.044              14.928             283.035              93.904               1.785               3.254
               0.958             284.596              15.225             282.967              90.231               3.171               1.141
               3.722             284.281              14.882             282.462              88.990               5.444               1.022
