 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.037             263.638              -0.582             261.019              81.656               0.810              -5.683
               0.000             258.204              -3.997             255.763              82.245               3.178              -0.606
               0.000             262.566              -1.211             260.849              87.619              -0.363               2.717
               0.134             267.870               2.334             266.431              89.977              -2.259               1.623
               0.189             269.323               3.346             267.927              90.312              -2.244              -3.952
               2.064             265.723               0.863             264.114              88.549              -1.792              -2.548
               0.477             268.358               2.651             266.712              88.851              -0.175              -3.179
               0.004             264.299              -0.174             261.400              79.941               2.108              -0.807
               0.000             267.464               1.893             264.070              79.041               0.086               3.020
               6.675             271.549               4.884             269.730              88.011              -2.475               0.508
               0.298             271.111               4.641             269.879              91.569              -2.238               0.080
               0.051             270.834               4.465             269.705              92.763              -2.811               3.063
               0.000             270.230               3.771             266.874              78.924               0.616              -5.150
               0.000             262.939              -1.128             258.568              71.949               1.325              -3.465
               0.000             266.331               1.115             262.537              77.141              -1.178               3.847
               0.207             274.040               6.413             270.028              76.820              -0.187               3.907
               0.000             278.489               9.723             274.784              78.516              -0.574               2.050
               7.430             280.256              11.465             278.314              88.133              -3.546               0.577
               4.950             284.570              14.590             280.504              78.697               1.092               2.604
               2.291             278.997              10.079             274.966              77.639               0.304              -4.829
               0.000             276.074               7.261             267.618              56.140               3.652              -4.959
               0.000             277.064               7.939             268.589              56.000               0.043               4.653
               0.353             276.566               7.770             269.675              61.698               2.256              -2.665
               0.000             268.919               2.699             263.716              68.691               2.267              -1.411
              16.734             272.160               5.349             270.475              89.020              -2.667               4.353
               1.026             273.815               6.547             271.961              88.461              -1.808              -1.003
               0.000             271.086               4.364             267.536              78.759               2.709              -3.601
               0.251             269.437               2.970             263.448              64.448               0.695              -2.240
               2.276             269.501               3.286             266.411              79.902              -4.038              -0.828
               0.041             269.053               3.144             267.495              89.592              -0.534              -2.220
               0.000             263.784              -0.514             260.777              79.247               1.702              -2.038
               0.028             266.414               1.236             263.579              82.056              -2.311               3.001
               0.006             272.162               5.197             269.138              82.123              -0.200               4.029
               0.000             272.909               5.734             269.917              81.982              -1.640              -2.176
               0.000             273.120               5.618             268.218              70.761              -2.236              -1.562
