 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              22.809             288.810              19.336             287.615              93.195              -0.851               5.642
               4.814             271.704               4.863             268.860              81.792               4.720              -6.652
               0.000             267.574               1.777             262.083              66.478               2.541              -2.497
               0.134             270.527               3.720             264.796              65.657              -0.910              -0.190
               0.740             273.432               5.896             269.129              73.242              -1.972               1.054
              22.508             278.238               9.992             276.953              91.791              -1.893               1.233
              22.617             286.913              17.607             285.991              94.773              -0.870               4.493
               0.220             273.503               6.034             269.671              76.855               3.509              -5.675
               0.000             268.800               2.514             262.358              62.314               0.682              -3.375
               0.000             271.729               4.402             264.605              59.363              -0.516              -2.540
               0.082             274.220               6.266             268.417              66.233              -0.857              -2.463
               2.751             275.537               7.667             272.911              83.216              -2.787              -1.248
               0.833             280.762              12.028             279.384              91.877              -2.297               2.374
               1.024             275.775               7.619             271.725              75.512               4.391              -3.066
               0.000             270.409               3.666             264.800              66.922              -0.031              -1.801
               0.000             275.001               6.774             268.946              65.015              -1.635               2.149
               0.809             280.934              11.633             277.427              78.938              -1.195               2.846
               1.166             284.921              15.374             282.706              87.672              -0.262              -0.531
              17.154             281.235              12.109             278.651              84.533              -3.649               1.707
              50.567             287.278              17.886             286.172              93.686              -2.709               6.585
               4.699             279.855              11.170             278.086              88.836               5.702              -1.112
               8.397             274.197               6.497             270.274              75.797               2.868              -1.099
              10.721             277.245               9.001             274.894              85.097              -2.392               3.801
               2.149             275.997               7.953             272.980              81.386               5.287               0.625
               0.000             270.191               3.622             265.563              72.418               2.518              -2.314
               7.809             272.705               5.462             268.843              76.609               0.007              -1.170
               8.552             275.305               7.635             273.358              88.142               0.028               1.123
               0.251             273.843               6.386             270.899              81.284               4.651              -3.483
               0.000             273.219               5.661             268.181              69.652               1.627              -3.857
               3.162             274.646               6.833             270.848              76.412               0.384              -1.179
               0.305             275.519               7.683             273.032              84.254               3.519              -3.547
               0.028             270.859               3.905             264.736              63.673               2.538              -5.357
               0.006             272.209               4.699             264.605              58.201              -0.438              -1.218
               4.298             276.214               8.153             273.314              82.724              -1.536               2.337
