 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.231             267.029               1.682             264.799              84.562               2.467              -5.620
               0.000             263.157              -0.905             260.321              80.284               2.943              -2.153
               3.341             267.316               1.853             264.798              83.088               0.127               3.443
               2.488             272.659               5.645             270.544              86.001              -1.649               2.751
               4.271             273.503               6.423             272.398              92.625              -1.580              -2.276
               0.552             270.277               4.027             268.932              90.744              -1.148              -3.360
               0.693             271.303               4.628             268.843              84.202               0.985              -4.155
               0.004             269.214               2.810             262.915              63.722               1.444              -3.001
               0.926             270.878               3.952             265.176              65.385               0.371               3.203
               4.299             273.416               5.723             267.807              66.628              -2.055               0.644
               1.702             273.986               6.664             272.197              88.186              -1.985              -0.445
               0.000             276.741               8.551             273.946              82.919              -2.833               3.064
               0.000             276.949               8.598             273.550              79.432               1.694              -1.258
               0.000             266.221               0.663             256.927              48.738               2.938              -5.740
               0.000             269.245               2.602             260.374              50.555              -1.211               2.816
               0.963             278.493              10.069             276.514              88.249              -0.120               4.545
               0.129             287.629              17.952             285.713              89.524              -0.384               3.368
              16.178             288.249              18.683             286.798              91.649              -2.673               1.786
              17.154             290.203              20.454             288.332              89.564              -0.961               3.760
               8.339             283.926              14.580             282.104              89.115               0.169              -3.473
               0.000             277.160               8.247             270.677              63.547               4.687              -5.294
               0.000             277.822               8.484             269.757              56.547              -0.068               3.499
               0.029             279.675              10.368             274.676              71.589               3.080               1.346
               0.097             271.020               4.035             265.166              64.730               2.271              -2.826
              13.494             273.848               6.108             268.904              70.153              -2.253               3.509
               7.614             273.362               6.290             272.056              91.422              -2.872              -0.139
               0.000             274.399               6.645             270.303              75.954               3.059              -3.879
               0.251             272.233               4.767             265.383              60.503               1.072              -2.617
               1.293             272.235               5.059             267.880              73.543              -2.697              -0.962
               1.769             273.974               6.673             272.211              88.865              -0.658              -0.504
               0.000             268.644               2.361             261.537              59.286               2.201              -4.445
               0.028             270.414               3.509             263.168              58.564              -1.883               1.171
               0.438             277.044               8.559             273.091              75.975              -0.713               4.247
               0.108             278.511              10.151             276.908              90.209              -1.535              -1.590
               1.238             275.846               7.702             272.031              76.589              -1.337              -2.153
               1.673             274.688               7.110             272.478              85.586              -1.912              -3.848
               8.570             273.151               6.176             272.121              93.077              -0.997              -1.516
               0.626             274.057               6.655             271.816              85.803               2.425              -3.159
               0.000             276.256               8.186             273.476              82.798               0.594               0.957
               0.025             268.764               2.470             262.125              61.084               0.334              -4.202
               0.064             273.582               5.810             267.680              65.561              -1.133               3.542
               0.029             280.104              11.008             276.554              79.614               0.111               4.049
               0.010             284.886              14.976             281.513              80.883               0.134               1.575
               0.000             281.289              12.047             278.068              82.048              -1.335              -0.858
               0.000             288.996              18.563             285.074              79.680              -1.064               4.069
               0.000             291.294              20.335             286.215              74.595               1.558               2.441
               0.000             272.181               4.736             265.457              60.669              -0.624              -8.474
               2.468             269.416               3.224             266.209              79.682              -0.992              -4.186
               0.394             271.709               4.949             269.437              85.688               0.827              -2.078
               0.037             273.915               6.294             269.824              75.642              -1.382               1.806
               1.789             280.267              11.181             277.088              80.762              -1.373               4.567
               0.155             286.244              16.292             283.189              83.198              -1.286               2.473
              14.668             291.227              20.888             287.835              82.176              -0.998               5.057
              14.517             289.604              19.405             286.547              83.396               0.980               0.532
              18.093             279.756              11.259             278.689              93.237              -0.379              -4.372
               0.598             276.835               8.177             271.335              68.685               3.777              -6.257
               0.041             278.673               9.285             271.579              62.261               0.593              -1.029
               0.693             281.233              11.428             275.622              68.506              -2.583               3.936
               2.512             286.133              15.832             281.814              77.062               1.560               2.210
               0.000             284.265              13.860             278.560              69.591              -1.521              -0.159
               5.261             285.441              15.469             282.209              81.158              -3.953               3.671
              11.077             287.724              17.302             283.570              78.197               1.732               1.977
               0.079             279.294               9.727             272.325              62.059               3.974              -4.362
               0.000             280.561              10.206             270.750              50.941               2.012               0.454
