 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.015             271.044               3.912             263.714              57.789               5.856              -2.090
               0.000             262.243              -1.719             254.458              55.738               6.077              -3.082
               0.000             267.183               1.398             259.895              57.853               4.601              -1.744
               0.134             272.089               4.547             263.858              54.938               3.671              -0.394
               0.945             273.839               5.822             266.584              59.062               3.456               0.605
               5.476             275.629               7.673             272.480              81.064               3.351               1.776
               0.000             275.670               7.342             270.288              68.507               4.832              -1.401
               0.004             271.745               4.360             264.236              56.925               3.475              -1.727
               0.000             272.066               4.486             263.541              52.869               3.094              -0.963
               0.000             272.940               5.340             266.811              64.363               1.156              -1.191
               0.082             272.611               5.129             266.635              65.085               5.214              -0.872
               0.267             275.670               7.265             269.732              65.849               4.876              -0.273
               0.725             275.613               7.004             268.044              58.159               6.791              -2.538
               0.268             270.166               3.168             260.768              49.105               3.867              -1.457
               0.000             273.519               5.764             267.664              65.454               3.566               1.570
               1.179             276.915               8.287             271.928              70.335               2.475               2.609
               3.239             278.629               9.650             274.092              73.438               0.674               2.789
              14.547             278.553               9.686             274.369              76.047               2.535               2.963
               0.198             275.867               7.438             269.913              67.033               4.408               0.103
               0.131             272.083               4.664             265.137              60.436               5.755              -3.984
               0.000             271.269               4.146             264.597              61.898               4.307              -2.310
               0.189             274.111               5.962             266.402              57.351               4.260               0.357
               0.000             270.238               3.140             259.884              45.151               7.087              -3.695
               0.000             268.723               2.117             257.316              41.433               4.211              -1.701
               2.910             271.973               4.901             267.641              74.747               2.970               1.608
               0.486             272.612               5.567             270.051              84.094               4.079               1.908
               0.020             269.821               3.193             263.515              62.681               6.923              -1.968
               0.251             268.265               2.253             262.853              67.901               1.749               0.182
               1.876             270.383               3.696             265.347              69.425               1.595               3.660
               0.041             265.201               0.052             256.418              50.615               6.721              -1.833
               0.000             264.698              -0.112             258.486              63.161               3.576              -1.482
               0.892             270.773               3.764             263.611              59.408               3.580               1.863
               0.006             274.185               6.127             267.302              61.811               4.851               0.317
               0.000             273.479               5.424             264.823              52.724               3.024              -1.798
               0.000             271.213               3.836             261.587              48.581               3.279              -1.911
               0.053             271.243               3.928             262.673              52.157              -1.291              -1.112
               0.038             270.088               3.081             260.296              47.132               4.762              -3.090
               0.000             270.947               3.841             263.512              57.499               5.045              -2.462
               0.000             273.271               5.386             265.519              56.845               5.211              -2.268
               0.025             274.522               6.121             265.791              52.889               3.763              -1.250
               0.064             275.308               6.630             266.277              52.248               3.572              -2.143
               0.029             276.909               7.653             267.318              50.333               4.061              -1.850
               0.010             278.441               8.491             267.004              44.344               3.906              -2.089
               0.000             280.586               9.801             267.818              40.532               4.685              -1.372
               0.000             282.527              10.909             267.829              35.704               4.803              -0.912
               0.000             280.857              10.138             268.817              44.236               4.414              -0.896
               2.589             278.033               8.806             270.447              61.661              -3.008               1.833
               0.092             277.127               8.386             271.472              68.658               3.381              -0.038
               0.070             274.552               6.346             267.338              60.595               2.966              -1.591
               0.037             278.024               8.334             267.723              47.962               1.204               2.794
               1.141             279.908               9.689             269.868              49.520               5.399               0.369
               4.151             277.119               7.907             268.415              53.823               3.007               1.417
               2.464             277.227               8.262             270.224              62.559               5.431               1.757
               0.153             275.065               6.607             267.037              57.350               3.614               0.509
               0.057             274.435               6.301             267.312              61.940               5.192              -1.611
               0.058             273.772               5.750             265.842              57.997               2.116              -1.888
               0.052             277.969               8.261             267.211              46.909               2.747               1.450
               0.000             278.655               8.681             267.603              45.623               5.283              -0.425
               0.000             275.883               7.217             268.224              59.101               4.727              -1.958
               0.000             279.156               8.948             267.209              43.598               2.063               2.783
               0.110             280.965              10.141             268.555              42.517               2.306               3.515
               0.169             276.919               7.697             267.254              51.509               6.646              -2.985
               0.079             275.278               6.381             263.913              44.098               4.233              -2.453
               0.000             274.882               5.992             261.931              39.324               3.249              -2.261
               0.000             276.990               7.402             264.222              40.642               3.173              -2.625
               0.222             279.170               9.042             267.716              45.894               2.604              -2.262
               0.000             282.405              11.279             270.562              45.552               4.448              -1.278
               0.000             282.780              11.325             269.376              40.872               4.043              -1.915
               0.019             279.145               8.789             265.352              39.467              -0.743              -0.355
               0.091             278.033               7.765             261.942              31.055               2.659              -1.596
               0.000             281.514               9.795             262.697              25.747               3.444               0.457
               0.000             282.517              10.557             264.578              28.230               4.342              -1.609
               0.029             282.354              10.835             267.917              36.642              -3.489               0.897
               1.627             281.263              10.666             270.853              50.049              -1.923               2.282
               0.000             282.078              11.130             270.826              47.381              -1.100               3.888
               0.128             283.588              11.432             267.109              31.657               2.055               3.973
               0.019             279.890               9.447             267.731              43.572               4.814               0.392
               0.000             279.704               9.068             265.787              36.966              -0.612               2.843
               0.441             282.400              11.177             270.134              43.422              -3.828               3.829
               1.633             282.303              11.216             270.530              45.764              -1.095               4.565
               0.302             278.249               8.389             266.903              45.109               7.121              -1.650
               0.000             278.373               8.757             268.871              53.269               5.471              -3.144
               0.005             278.834               8.646             265.820              41.235               4.471              -3.029
               0.050             280.508               9.586             265.735              36.524               4.869              -2.131
               0.000             282.244              10.531             265.514              31.596               3.587              -2.101
               0.863             283.918              11.601             266.817              30.610               2.415               3.097
               1.398             285.111              12.590             269.133              33.972               4.182               3.229
               1.680             283.508              11.787             270.075              39.928               6.276               3.123
               0.000             278.339               8.441             266.806              44.885               4.476              -1.257
               0.037             280.170               9.510             267.140              40.319               3.581               2.196
               0.000             277.966               8.017             264.747              39.774               5.538              -2.015
               1.010             277.985               7.741             261.971              31.266               2.504              -0.566
               0.000             277.744               7.850             264.434              39.165               4.795              -2.115
               0.000             276.812               7.237             262.956              39.108               5.052              -1.950
               0.000             280.713               9.746             266.208              37.075               4.391              -2.028
               0.000             286.764              13.456             268.317              29.326               2.151               1.358
               0.033             287.475              13.737             267.270              26.093               4.263               1.076
               0.000             286.799              13.452             268.151              28.864               3.229              -1.620
               7.547             286.976              13.970             271.370              35.264              -2.274               2.896
               3.097             283.125              11.648             270.159              42.586               4.516               3.310
               2.579             277.670               7.765             263.870              38.053              10.892              -0.361
               0.451             277.780               7.967             265.403              41.947               7.811              -1.498
               0.000             278.485               8.261             264.276              36.931               5.734              -2.692
               0.017             285.542              12.617             267.577              29.187               3.983              -1.685
               0.000             290.190              15.355             268.314              22.964               2.451               1.059
               0.095             291.956              16.403             268.662              21.088               0.960               1.785
               0.000             292.171              17.073             272.176              27.155               1.028               3.596
               0.000             290.604              15.953             270.638              27.010               1.444               4.290
               0.085             288.457              14.598             269.706              28.945               4.506               2.281
               0.000             285.341              12.226             264.915              24.609               2.295              -1.501
               0.934             287.795              13.871             267.192              24.835              -1.729               2.521
               0.114             289.283              15.797             274.061              37.585              -0.169               3.171
               0.025             290.288              16.220             273.339              33.364               0.554               3.256
               0.000             291.276              16.408             270.574              26.785               4.604               0.782
               0.000             289.481              14.955             268.126              24.055               5.711              -1.622
               0.000             290.134              15.665             270.913              27.534               3.359              -1.723
               0.000             290.224              15.945             272.367              30.366               4.514              -2.190
               0.247             290.561              16.229             272.574              30.911               1.235               0.741
               0.371             289.976              15.914             272.438              32.308              -2.314              -0.118
               0.000             289.142              15.970             274.695              41.476              -1.117               2.537
               0.013             289.849              15.613             271.028              29.497               3.224               2.524
              10.235             288.948              14.939             270.219              28.943               4.237               1.847
               0.062             286.577              13.771             271.201              36.638              -2.198               0.854
               0.000             285.323              13.334             272.754              44.697              -0.901               0.637
               0.000             288.536              15.076             272.261              35.099               3.519               0.826
               0.000             291.893              16.713             270.144              25.239               6.132               1.655
               0.061             291.039              15.668             266.154              19.678               7.422               2.327
               2.595             288.156              14.602             269.516              32.128               5.875               3.521
              20.527             284.495              13.122             274.121              52.081               3.924               5.400
               0.000             281.447              10.447             268.774              41.888               4.687              -0.243
               0.000             281.109              10.233             268.031              42.336               3.111              -1.657
               0.116             284.806              12.236             267.587              31.302               2.912              -1.966
               0.000             286.459              13.151             267.564              27.711               3.389              -1.826
               0.000             291.261              15.952             268.269              21.335               3.372              -1.099
               0.004             293.807              17.511             269.185              19.421               0.123               2.736
               0.160             293.942              18.719             275.444              30.978              -1.455               3.384
               0.349             291.795              17.927             276.945              40.427               2.202               2.703
               0.000             293.123              18.147             274.888              31.408               3.588              -0.513
               0.000             293.704              18.491             274.923              30.457               2.822               2.513
               9.245             291.496              17.259             274.986              35.180               0.684               2.261
