 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             276.193               7.567             269.504              63.640               0.143               0.325
               0.000             276.884               8.249             271.374              69.870              -1.491              -0.130
               0.000             280.136              10.472             273.483              65.353              -1.034              -0.226
               0.998             282.831              12.322             275.043              61.243               0.031              -0.952
               1.485             282.440              12.760             278.320              77.211              -0.397              -1.224
               0.303             281.254              12.133             278.659              84.736              -0.033              -0.128
               8.793             281.241              12.303             279.315              88.992              -0.128              -0.956
              17.068             283.385              14.336             282.351              93.675              -4.499               3.602
               3.194             283.058              14.045             281.977              93.549              -2.144               1.485
               0.627             283.799              14.712             282.774              93.918              -0.853               0.165
              30.787             284.446              15.269             283.383              93.577              -5.103               5.247
               1.023             284.061              14.766             282.302              90.458              -0.706               1.621
               0.000             281.996              12.642             278.853              82.549               0.994              -0.394
              17.440             283.932              14.409             281.452              85.668              -4.787               4.657
               9.705             282.839              13.615             280.886              88.461              -4.921               4.933
               0.000             281.212              12.153             278.745              86.023               0.839              -1.468
               0.561             279.473              10.670             276.675              83.664               0.987              -0.902
               3.110             281.585              12.528             279.389              87.641               0.044               0.012
               0.090             278.805              10.157             276.013              83.884               1.705              -1.276
               0.131             279.489              10.517             275.880              79.279              -0.070              -0.100
               0.000             280.246              11.209             277.064              81.875              -0.350              -0.719
               0.000             281.166              11.810             277.436              78.773               0.880              -0.887
               0.000             280.519              11.298             276.774              78.745               0.446              -0.913
               0.000             280.403              11.366             277.360              82.691               0.655              -1.040
               0.102             279.769              10.766             276.086              80.098               3.522              -1.716
               0.000             276.307               7.792             270.138              68.461               3.099              -1.872
               0.000             277.196               8.096             269.177              58.064               0.904              -0.616
               0.251             277.437               8.576             271.395              67.620               3.128              -2.064
               0.000             275.360               6.929             268.046              61.636               1.082              -0.843
               1.661             277.201               8.199             270.024              61.154              -3.255               2.216
               2.033             279.386              10.785             277.483              88.582              -2.224               0.540
               0.244             280.367              11.086             276.286              76.415               0.080               0.149
               0.438             280.099              10.765             275.402              73.522               0.920               0.011
               0.000             276.167               7.717             270.480              69.287               1.889              -1.070
               0.000             278.073               8.782             270.470              60.120               0.904              -0.540
               0.000             280.126              10.635             274.493              69.680               1.416              -0.349
               0.038             282.026              12.307             277.184              74.522               2.856              -1.281
               0.000             283.924              13.653             278.461              70.928               1.514              -0.740
               0.000             283.732              13.632             278.786              73.572               0.358              -0.236
               0.025             284.178              13.967             279.147              73.014               0.464              -0.094
               0.064             283.832              14.043             280.219              80.115               0.203              -0.015
               0.029             286.260              16.097             282.412              79.669               0.438              -0.645
               1.414             286.628              16.002             281.368              72.781              -0.710               0.213
               9.471             283.899              14.632             282.364              90.618              -6.180               5.375
               2.986             285.230              15.369             281.985              82.633              -1.569               3.795
               0.610             282.505              12.626             277.534              73.165               1.097              -0.007
               3.885             282.002              12.732             279.244              84.473              -1.213               1.217
               0.092             281.259              11.781             276.950              76.338               0.762              -0.536
               6.226             281.201              12.081             278.455              84.532              -1.830               0.890
              10.621             282.118              13.261             281.129              94.095              -0.971               1.446
              13.993             281.002              12.267             279.782              92.841              -2.720               2.272
              13.655             282.095              13.179             280.860              92.690              -2.505               4.017
               5.164             281.477              12.234             278.511              82.872              -0.466               2.621
               0.693             281.846              12.486             278.621              81.787              -1.000               2.507
               0.057             283.693              13.648             278.938              74.541              -0.370               0.123
               0.058             284.350              14.372             280.185              78.068               0.131              -0.789
               5.333             284.954              15.058             281.424              81.323               1.064               0.267
               0.000             281.397              12.178             278.317              83.084               2.185              -1.271
               9.478             282.461              13.287             280.424              88.273              -0.530               0.496
               8.507             282.874              13.458             280.058              84.528               1.263               1.170
               0.110             279.246              10.270             275.248              77.658               1.536              -1.239
               1.141             282.216              12.976             279.643              85.954               0.385              -1.192
               0.079             283.348              14.145             281.625              90.434               1.300              -1.185
               0.344             283.866              14.393             281.410              86.449               1.239              -1.013
               0.000             286.147              16.352             283.493              85.682               0.524              -1.061
               0.222             287.459              17.588             284.851              86.347               0.638              -1.082
               0.000             287.944              17.997             285.179              85.700               0.858              -1.289
