 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             286.123              15.580             280.709              72.914               0.500              -2.122
               0.000             283.313              12.400             273.890              55.284               1.222              -3.518
               0.000             284.925              13.827             276.352              59.103               1.028              -2.173
               0.134             289.855              16.957             278.098              47.430              -0.327              -0.482
               1.809             289.425              17.297             280.292              56.773               0.271               1.355
               0.984             286.613              16.573             283.308              82.392              -0.616               1.242
               0.000             287.155              16.098             280.775              67.109               0.471               0.408
               0.004             286.549              15.470             279.452              65.089               0.518              -1.917
               0.000             287.628              15.954             279.001              58.713               0.511              -1.086
               0.000             286.784              15.488             279.074              62.222               1.739              -0.336
               0.082             285.892              14.632             277.633              59.905               0.923              -1.823
               0.000             287.928              15.793             277.831              52.576               0.155              -0.032
               0.000             289.363              16.880             278.808              51.729               0.650              -0.633
               0.000             286.643              14.923             276.770              54.832               0.882              -1.913
               0.000             287.675              15.667             277.976              53.719              -0.562               1.874
              13.707             288.267              17.521             283.189              74.187              -0.973               2.437
              21.081             288.481              18.618             286.196              87.422              -0.779               3.029
               0.000             288.163              17.783             284.246              79.469               1.006               2.341
               0.090             286.008              15.149             279.721              67.197               2.243              -0.005
               0.131             283.879              13.585             277.726              70.295               1.958              -2.249
               0.000             284.355              13.406             275.783              59.523               1.019              -2.390
               0.405             287.955              16.393             279.872              61.320               1.925               1.884
               0.245             285.542              15.025             279.887              71.745               0.218               1.532
              15.649             284.661              14.642             280.397              78.230              -0.178              -0.523
               0.318             285.207              15.630             283.104              87.731              -0.358               4.315
               0.000             284.791              14.949             281.361              81.898               1.801               2.472
               0.000             283.399              12.938             276.411              64.947               1.759              -2.171
               0.251             282.694              12.025             274.009              57.120               1.082               0.866
               0.375             283.493              13.057             277.012              65.863               3.221               2.408
               0.041             283.779              12.966             275.785              59.592               0.896               0.903
               0.000             283.901              12.656             273.714              51.622               0.286              -0.222
               0.028             285.390              14.169             277.050              58.728               1.174               1.877
               1.076             285.662              15.222             280.816              73.459               0.865               2.716
               1.522             284.870              14.810             280.920              78.068              -0.569               1.660
               0.860             285.963              15.154             279.871              67.901               0.219               1.084
               0.000             285.673              14.809             279.007              66.055               2.101               0.600
               0.038             283.463              12.937             276.234              63.913               1.914              -0.591
               0.000             284.291              13.209             274.945              56.686               1.036              -1.910
               0.000             287.396              14.891             274.754              45.009               0.524              -2.106
               0.025             288.811              16.336             277.171              50.272               0.905              -2.165
               0.064             289.699              16.823             277.208              47.295               1.151              -1.805
               0.029             291.737              18.102             278.143              43.044               0.331              -0.193
               0.010             292.644              18.577             278.100              40.235               0.405              -0.811
               0.000             293.336              19.026             278.269              39.149               0.555              -0.975
               0.000             293.582              18.862             276.978              35.352               1.377              -0.392
               0.000             291.872              18.392             279.228              45.197               1.003               0.754
               0.000             290.728              18.247             280.842              54.942               2.923               0.348
               0.092             287.697              15.576             276.902              52.049               1.596              -1.555
               0.070             288.302              15.588             275.073              45.157               1.442              -2.184
               0.037             290.501              16.707             274.910              37.619               0.882               0.204
               0.000             289.689              15.977             273.681              35.950               0.493               1.329
               0.047             290.470              16.661             275.215              37.323               0.809               1.705
