 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.015             260.943              -2.302             258.271              81.078              -0.488              -3.663
               0.000             258.290              -4.004             254.444              73.230               2.998               1.273
               0.000             264.582              -0.136             259.492              67.509               0.356               0.579
               0.134             266.097               1.087             264.172              86.602              -2.059              -0.174
               0.189             263.393              -0.653             261.976              90.000              -2.193              -1.870
               0.660             264.621               0.147             263.188              89.682              -1.403               0.175
               0.369             266.319               1.224             264.252              85.812              -0.252              -2.555
               0.004             264.893               0.193             261.765              78.433               2.478               1.281
               0.000             266.519               1.398             264.867              88.713               1.802               1.084
               0.000             267.979               2.407             266.534              89.933              -1.767              -1.548
               0.082             268.361               2.678             266.979              90.421               0.272               1.961
               0.051             271.858               5.160             270.374              90.497              -0.293               0.814
               0.725             267.105               1.700             264.517              82.268              -0.054              -6.148
               0.000             261.252              -2.095             258.819              82.465               0.956               0.680
               0.000             269.979               3.482             265.472              72.649               2.683               4.414
               0.000             276.751               8.097             271.056              68.046               3.349               2.576
               0.885             279.731              10.065             272.821              62.563               1.229               0.936
               5.378             280.819              11.370             276.248              74.758              -0.395               2.245
               0.198             280.360              10.483             273.059              61.470               3.801               2.436
               4.883             277.544               8.573             271.062              65.170               0.866              -3.973
               0.000             274.355               6.172             266.808              59.101               2.597              -0.732
               0.000             278.205               8.646             268.909              53.461               3.258               3.525
               3.053             272.949               5.373             266.786              65.503               1.551              -5.408
               0.000             269.036               2.832             264.537              71.933               2.181               1.051
               3.234             274.637               6.655             269.666              70.020               0.863               3.208
               0.000             272.034               4.960             268.159              75.500              -0.655              -3.489
               0.000             268.805               2.850             266.074              82.275               1.678              -1.297
               0.251             267.366               1.735             263.206              72.784              -0.380               0.538
               0.516             268.352               2.435             264.674              75.675              -3.445               1.131
               0.041             266.326               1.109             262.476              76.959              -0.031              -1.341
               0.000             264.409              -0.420             255.961              52.200               1.179               0.418
               0.028             271.008               3.880             263.230              57.439               1.249               3.514
               0.006             275.396               6.990             268.472              62.920               2.489               1.681
               0.000             276.003               7.125             266.596              53.154               1.408               0.164
               0.000             273.901               5.786             265.792              55.980              -1.509              -0.170
               0.000             268.470               2.615             265.735              81.899              -0.414              -0.501
               3.386             271.721               4.915             269.168              83.679               0.943               0.037
               0.000             273.268               5.873             269.082              77.053               1.382               0.062
               0.000             275.334               6.994             269.143              64.595               1.766              -1.454
               0.025             271.850               4.406             263.632              55.764               1.786               1.587
               0.064             277.972               8.553             269.151              55.467               2.369               1.396
               0.029             281.768              10.922             270.177              47.654               2.546               1.966
               0.010             281.495              10.564             269.163              43.844              -1.055              -0.458
               0.000             282.633              11.573             271.333              48.392               2.294               2.331
               0.000             287.215              13.966             269.951              32.516               3.198               2.683
               0.000             285.677              12.889             269.010              32.345               1.654              -0.499
               0.000             266.713               1.104             259.751              58.325              -2.538              -4.164
               0.848             266.431               1.079             261.491              69.658              -1.855               0.531
               0.070             273.060               5.413             265.771              63.931               0.946               1.481
               0.037             278.157               8.477             267.393              49.509               2.191               4.309
               0.000             280.048              10.153             271.440              58.864               2.724               2.941
               0.047             282.080              10.953             269.747              43.417              -1.081               1.885
               0.000             284.289              13.117             274.128              54.950               3.221               4.290
               0.153             280.323               9.411             265.169              35.225               2.290               1.207
               1.569             275.521               7.141             268.780              65.158              -3.145              -2.120
               0.058             275.467               6.802             266.107              54.552               1.074              -1.455
               0.041             280.696               9.709             266.030              36.464               1.042               3.746
               0.000             282.787              11.170             268.030              37.482               1.361               3.420
               0.000             282.985              11.873             271.858              49.390               2.196              -3.300
               0.000             282.242              11.206             270.144              46.489               0.102               3.446
               1.622             284.348              13.919             278.427              69.439              -1.573               4.856
               0.601             281.231              10.819             271.921              54.165               0.926              -3.690
               0.079             276.231               7.023             264.517              44.598               1.343              -2.418
               0.000             279.530               8.789             263.203              32.628               2.321               0.032
               0.000             282.529              10.710             265.679              31.353               1.522              -0.201
               0.222             286.631              13.981             272.628              39.480               2.116              -0.848
               0.000             287.054              14.504             273.574              42.943               0.683               1.201
               0.000             283.116              12.265             273.404              55.536              -2.770              -4.346
               0.019             280.559              10.067             269.567              47.568               0.197              -1.280
               0.091             281.861              10.472             266.454              36.000               3.368               1.389
               0.000             285.412              12.593             267.638              30.317               2.928               3.018
               0.000             286.697              13.261             267.261              26.879               2.178               0.602
               0.029             282.425              11.043             268.664              40.126              -1.508              -0.442
               1.411             282.614              11.541             271.332              48.010              -1.347               3.156
               0.314             280.117              10.873             275.638              75.912               0.239               4.563
               1.251             283.744              13.832             279.523              77.368              -0.092               5.390
              20.528             287.179              16.372             280.485              71.135              -0.140               3.004
               0.498             283.415              11.901             270.848              43.575               0.108               0.463
               1.521             281.204              11.685             276.790              75.102              -3.791              -0.634
              12.325             284.092              14.308             280.618              81.022              -2.681               2.241
               5.702             286.765              15.310             278.039              59.570               3.567               1.845
               0.000             281.319              10.679             270.983              49.402               3.798              -7.310
               0.005             281.107              10.606             270.894              51.250               1.727              -3.368
               0.050             283.750              12.171             270.846              44.219               1.577               0.438
               0.000             285.486              13.577             273.501              46.886              -2.052              -2.262
               0.000             280.770              10.986             274.207              66.352              -1.204               0.918
               0.000             289.134              17.345             279.807              60.816               2.705               4.502
               0.000             291.945              19.088             279.913              52.663               3.670               5.153
               0.000             286.979              13.817             270.400              32.760               3.106               0.863
               0.037             284.091              13.369             276.247              62.764              -3.478               1.101
               3.737             286.052              14.520             276.851              55.821               1.003               0.678
               0.038             280.094              10.171             271.618              58.477              -2.635              -1.592
               4.807             278.119               9.049             272.168              66.986              -4.959              -0.224
               0.000             276.804               8.168             270.298              69.100               1.776              -0.285
               0.000             284.377              12.304             269.249              38.153               1.534               0.973
               0.000             287.873              15.102             274.382              42.747              -2.510               1.378
               0.033             291.686              17.857             276.735              40.601               2.258               4.261
               0.000             290.416              16.913             275.819              41.099               1.859              -1.134
