 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.922             260.255              -2.720             257.857              82.656               2.004              -6.436
               0.000             251.790              -7.885             249.202              80.316               1.985              -0.369
               0.000             256.621              -4.956             254.548              84.525              -0.166               0.862
               0.177             261.597              -1.832             259.888              87.587              -1.612              -1.108
               0.124             261.495              -1.932             259.230              83.648              -0.822              -4.332
               4.224             261.121              -2.137             259.377              87.267               0.033              -0.019
               0.000             264.436              -0.004             262.590              87.117               0.884              -2.869
               0.004             254.245              -6.422             251.456              79.207               1.442              -0.959
               0.062             256.167              -5.222             254.378              86.510              -0.150               1.361
               0.195             260.854              -2.306             259.115              87.285              -0.466              -2.501
               0.082             265.361               0.644             264.015              90.319              -1.791               1.380
               0.483             269.991               3.928             269.457              96.404              -1.997               2.549
               4.721             266.144               1.105             264.101              85.604               1.667              -7.192
               0.000             254.439              -6.299             251.817              80.520               2.471              -4.427
               0.093             259.628              -3.092             257.620              85.297              -1.204               5.289
               0.000             265.173               0.536             264.022              91.648              -1.063               1.904
               0.000             267.051               1.847             266.344              95.008               0.091              -1.447
               4.946             266.741               1.605             265.735              92.860              -1.405              -0.355
               0.198             272.297               5.645             271.949              97.767               0.142               1.986
               0.131             269.301               3.359             268.133              91.920               1.897              -3.854
               0.000             270.230               3.859             267.804              83.601               3.896              -5.937
               0.000             269.369               3.341             267.589              88.203              -1.023               3.686
               0.353             270.042               3.685             267.251              81.276               2.577              -6.131
               0.000             261.848              -1.694             259.780              85.113               2.310              -2.442
               0.534             265.910               1.034             264.794              92.122              -2.390               4.042
               1.890             270.948               4.529             269.734              91.867               0.860              -0.341
               0.020             266.251               1.135             263.735              82.564               3.593              -5.511
               0.251             262.218              -1.477             259.877              83.159               2.589              -3.549
               1.272             259.555              -3.137             257.566              85.418              -0.108              -2.133
               1.888             263.014              -0.931             261.183              86.850               0.529              -2.877
               0.000             256.901              -4.783             254.860              84.715               1.992              -2.372
               0.028             256.687              -4.929             254.275              82.126              -1.753               2.636
               0.006             261.591              -1.806             260.347              90.936              -0.281              -0.024
               0.000             255.870              -5.394             254.303              88.201               1.700              -2.849
               0.000             257.807              -4.221             255.863              85.566               0.189              -2.355
