 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             262.123              -1.529             259.840              84.062              -1.245               1.974
               0.000             259.962              -3.073             253.761              60.636               4.561               0.163
               0.000             268.199               2.075             261.463              59.416               4.843               0.233
               0.134             272.480               4.835             264.751              56.094               5.220               1.029
               0.081             273.128               5.378             266.293              60.531               5.370               2.438
               0.152             274.684               6.925             271.251              78.838               5.284               2.920
               0.000             270.788               4.232             268.173              82.679               3.317               1.565
               0.004             267.690               1.969             263.360              74.066               3.156               1.719
               0.000             270.917               3.696             262.032              51.205               4.112               0.330
               0.000             271.448               4.408             266.260              68.714               0.348              -0.046
               0.082             272.306               4.950             266.445              66.467               6.220               1.291
               0.000             277.569               8.552             271.207              63.997               6.202               0.724
               0.293             273.340               5.710             267.981              68.252               3.685               1.047
               0.000             268.861               2.584             262.464              64.113               3.199               1.585
               0.000             273.315               5.314             264.585              52.649               8.074               3.537
               0.639             275.087               7.018             270.418              71.663               5.932               3.158
               0.000             276.231               7.976             272.304              76.414               3.737               2.501
               8.726             276.577               8.321             273.174              79.407               4.025               3.829
               0.090             273.485               5.822             268.266              68.767               5.973               1.466
               0.131             270.700               3.887             265.445              68.209               3.038              -1.626
               0.000             271.019               3.995             264.759              62.789               3.280              -0.372
               0.000             273.431               5.485             265.610              56.515               6.481               1.775
               0.000             269.449               2.758             260.665              51.972               4.664              -0.736
               0.000             269.419               2.507             257.258              38.832               4.118               0.689
               0.000             273.285               5.438             265.836              58.590               6.791               3.224
               1.480             271.221               4.663             269.533              88.758               1.059               2.474
               0.000             266.571               1.230             262.642              74.056               5.657               0.771
               0.251             265.202               0.345             261.397              74.456               2.663               1.583
               4.490             267.048               1.733             265.163              87.238               0.203               4.201
               0.041             262.326              -1.598             256.592              63.076               6.186               0.649
               0.000             262.573              -1.440             256.903              63.606               4.793               0.878
               0.028             268.531               2.381             262.884              64.993               6.620               2.872
               0.006             271.021               4.172             266.418              71.506               5.920               1.916
               0.000             270.026               3.284             262.943              60.217               5.041               0.712
               0.000             269.565               2.834             260.703              52.058               4.306               0.651
               0.000             269.423               2.889             262.594              60.391              -0.541               0.251
               0.038             270.924               3.773             262.603              54.858               1.523              -2.110
               0.000             271.783               4.439             264.390              59.405               3.734               0.093
               0.000             273.732               5.404             263.048              45.267               4.104               0.036
               0.025             273.616               5.531             264.767              53.389               5.008               2.269
               0.064             275.668               6.484             262.796              38.787               3.225              -0.866
               0.029             277.666               7.749             263.999              37.661               4.674               0.027
               0.010             279.331               8.502             262.052              28.391               3.710              -0.548
               0.000             280.618               9.433             264.367              30.970               5.272               0.285
               0.000             282.496              10.468             264.048              26.610               6.095               0.631
               0.000             280.849               9.884             267.101              38.228               4.902               0.915
               0.969             273.463               5.813             267.869              69.028              -0.598               2.307
               0.092             274.330               6.470             268.630              71.158               4.159               1.245
               0.070             274.717               5.905             262.318              40.017               3.602               0.642
               0.037             276.399               7.235             266.112              47.923               4.408               3.284
               0.000             277.322               8.059             268.651              54.184               5.847               2.005
               0.371             275.845               6.936             266.418              50.355               5.070               2.901
               0.000             276.055               7.334             268.471              59.044               7.684               3.711
               0.045             273.839               5.497             263.259              46.193               5.226               1.653
               0.057             273.576               5.321             262.931              46.002               4.336              -0.054
               0.058             274.139               5.541             261.809              40.310               1.749              -0.718
               0.041             277.282               7.655             265.222              42.518               4.865               2.476
               0.000             277.553               7.917             266.360              45.013               5.618               0.970
               0.000             275.477               6.723             265.862              51.547               4.011              -0.376
               0.000             277.296               7.757             266.081              45.403               4.477               3.241
               0.120             279.676               9.344             268.098              44.697               4.075               4.733
               0.169             275.544               6.780             266.220              51.947               3.668              -0.981
               0.079             273.926               5.566             263.251              46.684               3.088              -0.467
               0.000             274.780               5.704             258.888              31.081               3.058              -0.077
               0.000             276.717               7.020             262.023              34.111               1.965              -1.703
               0.222             279.435               9.025             266.596              40.582               2.320              -1.018
               0.000             282.116              10.801             268.410              39.474               4.597               0.476
               0.000             279.491               9.318             268.434              47.357               1.423               0.718
               1.865             274.262               6.624             270.384              78.889              -1.167               0.934
               0.091             276.861               7.217             263.137              37.437               3.010               0.434
               0.000             279.193               8.642             264.107              34.590               4.360               1.964
               0.000             280.993               9.455             262.087              25.605               5.122              -0.204
               0.029             279.104               8.803             266.218              40.587              -1.410               1.022
               0.115             277.966               8.711             270.369              60.291               0.623               3.062
               0.000             278.859               9.600             272.577              67.271               1.406               4.479
               0.000             280.346              10.507             272.266              62.314               2.380               5.551
               0.019             279.429               9.126             267.244              43.392               5.221               1.773
               0.076             277.064               7.430             264.392              40.005              -0.028               1.716
               6.705             278.634               9.437             272.371              67.336              -3.080               2.224
               1.633             279.326              10.113             273.638              71.796              -0.666               4.447
               0.000             276.804               7.408             265.514              44.757               7.594              -0.026
               0.000             276.490               7.513             267.582              55.011               3.670              -1.350
               0.005             277.404               7.632             264.099              39.313               3.569              -1.469
               0.050             279.430               8.787             264.003              34.344               4.500              -0.330
               0.000             280.447               9.373             264.264              32.237               3.731              -0.683
               0.000             280.887               9.947             266.930              39.133               2.960               3.889
               0.000             284.173              11.846             267.738              32.050               6.999               4.028
               0.000             283.031              11.417             269.454              39.147               8.494               4.859
               0.000             277.768               7.915             264.955              40.628               4.726               0.277
               0.037             278.802               8.669             266.592              42.490               3.335               3.441
               0.000             276.497               6.989             262.816              37.703               6.496              -0.106
               1.982             275.727               6.461             262.061              36.680               2.779               1.872
               0.811             275.697               6.941             266.194              53.962               1.993               1.116
               0.000             275.039               6.170             262.360              42.131               4.387               0.239
               0.000             279.346               8.858             265.076              37.716               4.019              -0.050
               0.000             284.647              12.170             267.421              32.091               3.127               2.466
               0.033             286.374              13.047             266.740              26.945               5.061               2.317
               0.000             285.229              12.433             267.369              29.677               3.622               0.197
               5.387             284.773              12.974             272.921              45.452              -0.406               3.602
               0.000             280.000               9.958             270.664              54.750               3.993               4.319
               0.311             275.928               6.919             265.339              47.874              10.735               2.312
               0.127             276.460               7.044             263.767              40.322               8.633               0.354
               0.000             277.344               7.464             262.727              35.345               5.019              -0.381
               0.017             283.479              11.352             266.625              31.531               4.164               0.172
               0.000             287.822              14.015             268.208              26.753               3.783               1.702
               0.095             290.269              15.526             269.270              24.495               1.448               1.160
               0.580             289.874              16.142             273.894              36.335               1.583               3.931
               0.000             288.143              15.817             275.729              50.392               1.864               4.704
               0.085             287.535              13.984             269.100              29.297               5.388               3.579
               0.000             284.404              11.748             265.983              27.202               1.627              -0.916
               2.122             284.733              12.606             270.386              39.140              -0.526               2.775
               0.114             286.604              14.586             275.370              49.765               1.573               3.441
               0.025             287.944              15.155             274.453              42.747               2.337               3.302
               0.000             289.823              15.686             271.072              30.738               5.090               1.858
               0.000             288.129              14.080             267.503              24.594               5.019               0.286
               0.000             286.126              13.847             272.774              43.378               1.879               1.602
               0.000             287.037              13.927             271.032              33.889               3.658              -0.580
               1.543             285.429              13.717             273.953              50.138               1.175               2.099
               6.203             285.445              13.420             272.829              44.637              -2.188               0.034
               0.216             284.900              14.040             277.106              63.405               1.709               4.425
               0.424             287.021              15.203             276.251              54.544               2.649               3.705
               1.681             286.581              13.796             271.700              37.014               4.601               2.220
               0.926             282.171              11.859             274.316              62.060              -3.409              -1.301
               0.000             279.651              10.301             273.769              70.298              -1.738               0.026
               0.000             285.880              13.571             272.036              41.732               4.223               1.198
               0.000             290.143              15.642             269.999              27.153               7.689               2.544
               0.061             290.406              15.163             265.896              18.592              10.302               3.791
               0.003             288.179              14.314             268.533              27.589               9.505               5.437
               4.219             286.120              13.592             271.942              39.112               7.197               7.850
               0.000             280.892               9.954             267.323              39.200               5.398               2.496
               0.000             280.727               9.972             267.964              42.391               2.137               0.894
               0.116             284.267              11.781             266.723              29.576               2.328              -0.579
               0.000             285.271              12.502             267.501              30.391               3.136               0.285
               0.000             288.964              14.606             267.662              24.070               3.601              -0.327
               0.004             291.815              16.318             268.731              21.226               1.475               1.663
               0.160             291.099              16.753             273.449              32.603               1.018               3.905
               0.025             289.498              16.577             276.615              46.091               3.536               3.480
               0.000             290.763              16.427             272.693              31.580               4.563              -0.224
               0.000             292.298              17.460             273.622              30.551               3.415               1.762
               8.597             288.535              15.908             276.011              47.235               1.066              -0.159
               8.318             283.860              13.744             278.755              73.736              -3.371              -2.512
               4.213             287.154              15.546             278.095              58.321              -1.164              -0.727
               0.000             289.627              17.140             279.185              52.362              -1.143               1.416
               2.427             289.106              17.326             280.590              60.884              -0.635               2.437
               2.856             289.657              17.516             280.511              57.122               1.950               3.304
              11.293             288.760              17.039             280.464              60.953               1.289               0.894
               1.004             289.214              16.850             278.862              52.970               1.906               1.241
               1.691             289.740              16.721             277.334              45.477               3.909               0.935
               2.014             291.447              17.868             278.044              42.992               4.191              -0.623
               7.993             290.935              17.105             276.415              38.497               1.567              -0.471
               3.752             287.294              16.431             281.384              70.501              -3.146               2.081
               9.644             285.347              15.166             281.059              77.196              -4.033               0.579
               7.824             284.007              14.217             280.393              80.634              -1.553               0.478
               3.639             288.072              16.652             280.301              63.742               3.214               2.412
               0.086             290.813              17.726             278.609              47.477               2.773               1.254
               9.687             290.585              18.162             280.723              55.383              -0.487               0.058
               0.893             289.632              17.344             279.885              55.080               1.963               0.794
              10.154             293.623              19.472             279.559              41.467               4.859               1.648
               7.922             291.730              18.759             281.023              50.919               1.408               2.772
               5.317             288.531              16.197             277.740              51.489               1.478               1.308
               0.154             285.733              13.993             274.954              50.962              -2.318              -1.598
               0.000             288.240              15.458             275.304              43.937               1.870               2.265
               0.046             292.056              18.001             276.951              38.910               2.499               1.350
               0.002             295.053              19.963             277.748              34.880               3.652               1.829
               0.023             295.730              19.676             275.104              27.238               5.148               2.301
