 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.270             265.513               0.651             263.050              82.828               2.426              -5.744
               0.000             261.680              -1.850             258.725              79.636               3.037              -2.064
               1.289             267.089               1.666             264.219              80.627               0.286               3.596
               1.624             272.081               5.233             270.050              86.360              -1.604               2.776
               2.997             272.495               5.677             271.426              92.648              -1.622              -2.207
               0.228             268.793               2.826             266.010              81.353              -1.039              -3.589
               0.153             270.030               3.623             266.641              78.429               0.980              -4.262
               0.004             267.573               1.737             261.218              63.808               1.524              -3.075
               1.358             270.347               3.529             263.910              61.963               0.539               3.387
               3.435             273.026               5.521             267.943              69.464              -2.011               0.725
               1.162             273.884               6.507             271.575              84.913              -2.305              -0.470
               0.000             275.967               7.956             273.028              82.240              -3.028               3.127
               0.077             275.629               7.603             272.142              78.643               1.370              -1.274
               0.000             264.275              -0.459             256.833              56.121               3.155              -5.948
               0.000             267.823               1.763             259.874              54.915              -1.198               2.741
               0.423             278.165               9.699             275.586              84.929              -0.028               5.023
               0.453             286.168              16.529             284.066              88.367              -0.145               3.824
              16.286             285.842              16.306             284.077              89.602              -2.645               1.053
              11.214             289.555              19.794             287.651              89.345              -1.415               3.708
               7.691             282.106              12.916             279.869              86.646               0.102              -3.701
               0.000             276.300               7.617             269.625              62.797               4.675              -5.498
               0.000             277.775               8.286             268.548              51.601              -0.005               3.639
               0.029             278.542               9.450             273.241              69.604               2.702               1.641
               0.000             269.911               3.327             264.523              66.722               2.801              -3.072
              10.038             272.996               5.572             268.559              72.512              -1.901               3.439
               3.186             273.846               6.630             272.396              90.859              -3.043               0.276
               0.000             273.407               5.910             269.043              74.548               3.173              -3.650
               0.251             270.788               3.828             264.293              62.167               1.173              -2.713
               1.930             270.532               3.955             266.901              77.589              -2.525              -1.342
               1.110             272.459               5.618             271.115              91.248              -0.587              -0.388
