 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             261.857              -1.691             259.755              84.820               1.520              -6.995
               0.000             257.446              -4.472             254.844              80.878               3.208              -0.579
               0.000             262.175              -1.485             260.123              85.205               0.767               2.879
               0.296             266.792               1.594             265.323              89.571              -1.641               1.301
               0.988             266.487               1.395             265.102              90.117              -1.314              -5.040
               2.614             263.301              -0.711             261.947              90.142              -1.050              -2.560
               0.000             266.108               1.124             264.525              88.835               0.200              -3.920
               0.004             261.643              -1.872             258.769              79.730               2.496              -0.756
               0.000             265.613               0.737             263.380              84.447               1.441               2.933
               0.519             268.659               2.868             267.144              89.402              -1.635              -0.438
               0.082             269.321               3.352             267.987              90.749              -1.611               0.095
               0.051             271.889               5.193             270.458              90.935              -1.728               3.717
               2.993             268.973               2.986             266.458              83.510               1.123              -6.089
               0.052             259.963              -2.946             256.649              77.066               2.120              -5.558
               0.093             264.417              -0.068             261.910              82.618               0.261               6.292
               0.000             272.626               5.625             270.430              86.171               0.881               5.106
               0.453             277.364               9.160             275.308              87.227               0.929               2.336
               9.590             274.538               7.178             273.368              92.305              -2.657              -0.254
               0.414             282.414              13.092             279.568              84.892               1.362               4.111
               0.131             278.215               9.354             273.707              73.787               0.726              -5.473
               0.000             274.285               6.242             267.805              63.609               4.087              -7.129
               0.000             275.830               7.067             267.517              55.195               0.890               5.550
               1.433             273.925               6.213             269.211              72.167               2.359              -3.294
               0.000             267.044               1.583             263.495              77.003               2.951              -2.311
               5.718             270.832               4.348             268.889              86.926              -0.870               5.524
               1.577             272.627               5.748             271.324              91.492               0.348               0.238
               0.000             269.321               3.238             266.991              84.244               3.532              -4.760
               0.251             266.077               1.017             263.506              82.300               1.862              -2.917
               0.710             264.915               0.315             263.175              87.550              -2.101              -2.132
               0.041             267.615               2.132             265.915              88.193              -0.073              -2.961
               0.000             262.519              -1.297             259.970              81.965               2.355              -2.942
               0.028             265.594               0.654             262.324              78.876              -0.686               3.728
               0.006             272.115               5.167             269.307              82.272               1.459               5.093
               0.000             268.690               2.679             264.858              76.654               0.277              -3.761
               0.039             269.284               2.876             263.281              64.901              -1.161              -2.140
               0.000             264.524              -0.083             260.774              75.251              -0.939              -4.187
               9.542             269.065               3.222             268.160              93.632              -0.412               0.405
               0.410             268.439               2.721             266.942              89.725               0.846              -3.952
               0.000             267.631               2.191             266.395              91.415               1.697              -0.056
               0.025             261.249              -2.082             259.029              84.233               0.674              -1.853
               0.064             266.441               1.358             264.962              89.615               0.415               4.254
