 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             264.982               0.163             260.403              71.156              -2.444               0.377
               0.000             265.188               0.312             260.995              72.495              -1.576               2.257
               0.101             269.589               3.159             264.734              69.392              -1.781               1.632
               0.134             272.534               5.030             266.246              63.032              -0.313               2.122
               0.794             272.714               5.447             268.853              75.711              -2.916              -0.156
               0.109             270.824               4.288             268.455              84.174              -1.237               0.006
               1.557             269.944               3.680             267.696              84.734              -1.558               1.360
               2.272             271.596               4.924             269.848              88.324              -2.225               2.924
               1.034             273.613               6.284             271.130              83.814               0.226               1.342
               0.627             273.362               5.960             269.891              77.894               1.696               1.926
              11.552             277.454               9.335             275.947              90.475               1.764               2.999
               1.131             274.772               6.993             271.470              79.013               6.932              -0.183
               0.000             271.652               4.616             266.996              71.893               0.715               0.036
               1.672             273.229               5.514             266.896              63.309              -2.453               5.110
               1.173             273.479               5.971             269.390              74.954              -0.896               4.176
               0.000             273.493               5.963             269.284              74.242               0.311              -1.466
               0.000             271.895               4.851             267.900              74.946              -2.169               0.207
               0.626             272.366               5.243             268.761              77.641               0.374              -0.102
               0.090             271.539               4.226             263.727              57.056               1.947              -1.244
               0.131             272.833               4.985             264.114              52.373              -1.342               1.441
               0.000             272.847               5.098             265.022              56.773              -1.079               1.816
               0.000             272.681               5.017             265.263              58.093               0.974              -1.339
               0.000             270.941               3.748             262.484              53.065              -2.212               1.199
               0.097             271.981               4.455             263.626              54.011              -0.140               1.565
               4.638             270.355               3.848             266.891              78.426               2.815              -3.756
               0.000             267.752               1.835             261.544              62.601               2.029              -3.423
               0.000             269.032               2.428             259.691              48.329               2.701              -1.253
               0.251             268.405               1.998             258.565              46.378              -2.657              -2.120
               0.000             266.602               0.804             255.665              41.707               0.090              -1.793
               0.332             266.662               0.916             257.125              47.123              -1.930               2.685
               0.737             268.464               2.552             265.161              78.262              -2.745               2.139
               0.244             269.679               3.383             266.361              78.462               0.861               0.846
               2.490             268.435               2.582             265.477              81.279               0.792              -1.611
               0.000             265.940               0.867             262.655              77.756              -0.662               1.021
               0.000             270.128               3.639             266.360              75.659               2.336              -0.234
               0.000             272.829               5.304             266.803              66.079               1.817              -0.368
               0.038             275.338               6.973             268.757              63.741               3.102              -1.402
               0.000             275.908               6.993             266.445              50.842               3.162              -0.067
               0.000             276.693               7.497             266.963              50.009               0.552               1.183
               0.025             277.444               7.586             263.987              37.116               1.378               2.204
               0.064             277.769               8.102             266.967              46.209               1.161               2.734
               0.137             278.666               8.448             265.523              38.833               1.803               2.651
               0.658             280.160               9.010             262.712              27.813               0.367               4.072
               8.207             279.633               9.848             271.733              58.727              -0.085               6.397
               6.442             276.809               8.171             271.409              69.094               3.383               4.192
               0.000             272.154               4.696             265.036              59.712               1.736               1.757
               0.000             273.588               5.647             266.264              58.848               1.869               3.757
               0.092             272.619               4.901             264.232              54.916               1.708               1.647
               1.366             275.427               6.626             265.492              49.274               1.894               3.354
               1.657             275.657               7.355             270.361              69.290               2.670              -0.076
               2.977             274.189               6.307             268.937              68.653               0.467               1.480
               2.747             274.876               6.781             269.468              68.425               1.831               3.505
               1.060             272.461               4.901             265.433              59.583               4.943               1.640
               0.261             271.589               4.444             265.785              65.826               6.260               1.972
               0.057             272.428               4.895             265.369              60.299               1.210               2.015
               0.058             277.350               8.011             267.981              52.107              -0.859               3.394
               0.711             277.305               7.795             266.366              46.370               3.983               0.456
               0.000             273.826               5.922             267.251              63.365               2.742              -1.254
               0.000             276.539               7.489             267.826              53.156               3.160               2.673
               0.634             276.038               7.246             268.016              56.458               4.934               0.641
               0.110             272.668               4.874             263.893              52.291               2.295              -1.906
               0.169             275.302               6.853             268.228              60.376               1.738               0.945
               0.079             277.004               8.303             271.390              68.809               1.256              -0.024
               0.000             279.233               9.607             271.702              59.980               0.137               0.613
               0.000             280.944              10.846             273.187              59.814              -2.467               1.244
               0.222             281.943              11.535             273.871              58.652              -1.621               1.126
               0.000             282.819              12.002             273.658              54.653              -1.164              -2.143
               0.000             280.257              10.181             271.411              55.747              -3.254              -0.079
               0.051             279.566               9.334             268.446              46.412              -2.824               1.329
               0.091             282.236              11.072             270.119              43.633              -1.257               1.131
               0.000             282.139              10.851             268.805              40.254               1.217              -1.016
               0.000             282.782              11.403             270.133              42.512              -1.691              -0.943
               0.029             282.182              11.242             271.247              48.212               0.773              -1.186
               2.858             280.872              10.631             272.225              55.908               1.146               1.436
               1.826             276.742               7.707             268.486              55.685               6.603               1.383
               0.000             274.416               6.216             266.996              59.204               3.107              -0.667
               0.029             274.789               6.348             266.298              54.697               1.016               0.721
               0.000             276.525               7.513             267.887              54.247              -3.516              -0.166
               0.117             276.775               7.699             268.026              54.719              -2.559              -2.476
               0.229             277.764               8.209             267.725              49.530               0.653              -1.816
               0.734             276.499               7.542             268.037              55.781               1.438              -0.095
               0.000             278.889               9.230             270.420              56.409              -2.034              -0.842
               0.005             280.287               9.876             269.443              47.539              -0.364              -0.597
               0.050             279.445               9.309             268.454              47.969               2.727              -0.570
               0.009             279.470               9.005             266.330              39.425               3.363               2.128
               4.416             280.543              10.093             270.220              48.477               1.210               6.211
               3.234             277.892               8.541             269.752              56.777               3.095               1.051
               0.924             276.297               7.490             268.585              58.655               6.794              -2.109
               0.000             275.081               6.653             267.364              58.628               4.327              -1.327
               0.037             274.521               6.179             265.706              55.108               3.448              -3.104
               0.000             274.997               6.248             264.016              45.946               1.608              -2.686
               0.000             275.391               6.492             264.459              45.391               2.770              -2.739
               0.000             277.048               7.683             266.532              48.283               3.135              -3.230
               0.000             280.203               9.713             268.397              44.889               2.315              -1.392
               0.000             283.526              11.916             270.401              42.302               1.484               1.330
               0.316             281.537              10.292             267.070              36.888               3.582               2.194
               0.033             276.772               7.914             269.566              61.695               2.446              -1.233
               0.000             281.744              10.768             269.601              44.528              -0.016               1.379
               0.203             279.851               9.473             267.708              44.944               6.718              -1.623
               0.000             274.149               5.721             263.653              47.047               6.799              -5.979
               0.527             277.592               8.315             269.050              56.296               7.285              -2.986
               0.127             277.850               8.604             270.015              59.541               4.906              -2.570
               0.000             281.493              11.006             271.987              54.111               4.101              -0.121
               0.017             282.206              10.876             268.325              39.765               2.372               0.227
               0.000             283.369              11.260             266.296              31.151               3.155               2.054
               0.203             284.425              11.853             266.410              28.932               2.517               4.249
               1.012             277.007               7.652             266.397              48.187               5.601               2.872
               0.000             274.174               5.973             265.605              56.142               5.364              -0.921
               0.085             274.582               5.995             263.625              46.648               1.958              -0.287
               0.000             278.974               8.606             265.056              37.554               0.367               1.080
               0.070             283.233              11.338             267.879              34.640               1.150               0.578
               0.438             283.088              11.038             266.257              30.437               2.618               1.775
               1.645             278.569               8.891             269.311              53.200               3.128               0.372
               0.000             277.307               8.027             268.166              53.527               2.622               1.340
               0.072             279.083               9.026             268.071              47.071              -0.248              -0.329
               4.460             282.259              11.746             273.729              58.112              -1.123               1.007
               2.125             282.099              12.140             276.146              69.514               1.177               0.132
               0.000             281.116              10.374             269.181              45.583               1.785              -1.481
               0.000             285.077              12.587             269.396              34.347              -0.988              -1.168
               0.000             286.501              13.530             269.866              33.538               2.608              -0.657
               0.046             282.162              10.821             268.322              39.232               4.748              -1.956
               0.000             281.878              11.318             272.587              54.842               2.457              -3.635
               0.000             286.069              13.752             273.047              42.466               2.181              -1.517
               1.910             288.268              14.949             272.355              36.080               3.240               0.489
               0.045             285.075              12.497             268.874              32.724               5.643               4.524
               0.428             277.034               7.943             268.911              56.794               7.514               1.569
               6.044             277.140               8.108             269.746              59.654               6.860               0.522
               1.839             275.054               6.790             268.598              64.238               6.635              -3.274
               0.000             277.839               8.217             267.391              48.237               4.245              -5.280
               0.000             279.924               9.691             269.293              49.271               0.760              -2.714
               0.000             283.727              11.807             269.108              37.289               1.000              -1.548
               0.116             287.697              14.204             270.281              30.974              -1.971               1.004
               0.000             290.029              15.599             270.636              27.633               0.809              -0.868
               0.000             290.807              16.071             270.613              26.695               2.380               0.032
               0.004             290.080              15.610             270.396              27.304               2.397               1.186
               0.160             289.083              15.127             270.901              30.260               2.757              -1.100
               0.025             289.638              15.783             272.963              33.833               1.506              -2.290
               0.000             290.217              15.787             271.176              28.376              -0.824              -2.709
               0.000             290.642              16.085             271.431              28.347              -2.255              -2.459
               0.000             291.918              16.739             271.145              25.352              -0.772              -1.844
               0.000             292.360              17.788             274.964              33.783               2.683              -1.500
               0.001             292.365              18.140             276.460              37.750               2.940              -0.857
               0.000             290.487              16.456             273.791              34.526               3.206              -1.009
               0.000             288.622              15.457             273.858              39.728               2.264              -1.916
               0.156             290.056              16.291             274.547              36.529              -2.343              -2.229
               0.000             292.682              17.906             275.068              32.390               1.952              -0.548
               0.248             292.168              17.862             275.485              36.305               3.588              -0.542
               0.000             288.045              14.693             271.596              34.672               4.760              -2.037
               0.070             283.228              11.373             267.826              35.422              -0.583              -3.710
               0.001             283.278              10.934             264.050              25.701              -3.032              -2.810
               0.090             285.654              12.438             265.250              24.720              -4.020              -1.013
               0.032             288.269              13.861             265.024              19.977              -2.916              -1.699
               0.000             290.702              15.212             264.851              16.735              -2.143              -1.064
               0.000             293.150              17.221             269.435              21.117               1.364              -1.549
               0.086             294.540              18.663             273.052              25.915               2.963              -1.338
               0.000             294.312              18.611             273.337              27.062               3.218              -2.322
               0.029             292.624              18.071             275.206              34.720               3.514              -3.790
               0.000             285.959              12.687             265.789              25.545               0.239              -4.773
               0.038             284.199              11.517             264.121              25.349              -3.081              -1.667
               0.133             288.789              14.138             264.668              19.067              -2.727               1.435
               0.154             292.459              16.664             268.179              20.165               1.485               0.252
               0.000             293.904              17.412             267.807              17.695               2.509               1.622
               0.046             295.064              18.460             270.350              20.261               2.205               1.750
               0.002             294.241              17.875             269.627              20.107               4.028               3.815
               0.023             288.793              14.463             266.960              23.667               4.600               0.660
               0.019             287.703              13.639             265.152              22.238               3.937              -0.678
               0.000             287.725              13.736             265.684              23.498               4.614              -0.472
               3.314             283.210              11.785             270.338              44.187               7.844              -1.923
               0.425             281.144              10.474             269.996              47.473               6.399              -3.605
               0.000             285.883              13.739             273.484              44.590               0.909              -1.059
               0.000             289.780              16.042             273.572              35.931               2.572              -0.205
               0.000             289.839              15.404             269.355              26.801               4.040              -0.121
               0.119             290.345              15.877             270.760              28.362               2.244              -1.566
               0.223             293.517              17.836             272.130              24.970              -1.084              -1.643
               0.164             296.046              19.453             273.000              23.062               1.071              -0.726
               0.000             294.948              18.660             271.268              22.994               3.898              -0.867
               0.000             294.567              18.026             268.937              19.368               3.786              -0.559
               0.015             294.440              18.201             270.348              21.998               3.056              -0.830
               0.000             294.939              18.622             271.123              22.681               2.567              -0.653
               0.031             294.612              17.727             266.657              16.093               3.644               0.022
               0.000             290.713              15.928             269.124              25.717               4.569              -0.784
               0.000             290.651              15.635             267.536              22.538               3.904              -1.238
               0.000             291.156              16.438             270.930              28.201               3.652              -0.366
               0.025             291.887              16.972             272.109              28.343               3.421              -1.363
               0.019             290.507              16.482             273.299              34.665               3.432              -1.035
               0.000             290.347              15.895             270.618              28.592               3.129              -1.330
               0.027             290.261              15.713             269.592              26.996               3.671              -0.868
               0.052             290.464              15.591             268.141              23.606               2.359               0.201
               0.000             290.741              15.469             265.649              19.662               2.842              -0.373
               0.000             293.487              16.955             265.609              15.812               2.196               1.705
               0.062             290.572              16.040             270.999              28.406               3.587               1.127
               0.174             291.359              17.079             273.881              34.242               3.034              -1.112
               0.000             292.996              18.234             275.362              33.412               1.827              -2.891
               0.312             294.643              19.158             275.520              30.086              -0.330              -2.581
               0.000             297.200              20.568             275.324              25.424               0.097              -1.608
               0.064             298.330              20.912             273.725              21.401               1.269              -1.730
               0.000             299.457              21.565             273.610              20.131               2.226              -1.075
               0.022             299.427              21.611             273.727              20.626               3.466              -0.650
               0.000             298.522              20.522             270.509              17.248               3.059              -1.094
               0.009             299.634              21.287             271.324              17.132               0.997              -1.590
               1.031             298.908              21.636             275.544              23.724               2.405              -1.197
               2.704             296.879              21.848             281.335              38.585               2.896              -1.905
               1.577             292.398              19.647             282.163              54.635               4.694              -0.767
               0.237             294.658              20.426             280.540              42.538               2.269              -1.140
               0.000             296.349              20.332             276.295              28.966               2.296              -0.886
               0.042             297.405              20.579             274.753              24.235               2.788              -0.312
               0.000             297.624              20.774             275.116              24.499               2.737              -0.434
               0.029             295.692              19.417             273.679              25.097               3.819              -0.413
               0.000             294.231              18.197             271.444              23.451               3.637              -1.320
               0.061             295.320              18.697             270.937              20.818               1.168              -1.984
               0.000             297.179              19.807             271.447              19.081               1.480              -1.742
               0.153             298.487              20.638             272.148              18.349               1.084              -1.098
               0.000             297.836              20.527             273.250              21.184               2.884              -1.352
               0.000             298.447              20.831             273.324              20.090               0.573              -1.162
               0.000             298.271              20.869             273.668              21.411               2.312              -0.908
               0.000             297.843              20.514             273.082              21.043               2.905              -0.033
               0.000             295.174              18.409             269.780              19.036               2.675               0.247
               0.146             295.506              18.542             269.129              18.138               2.810              -0.558
               0.000             295.716              19.074             271.740              21.739               2.834              -0.738
               0.000             295.564              19.125             272.678              23.228               2.662              -1.081
               0.012             295.614              19.430             274.127              25.751               1.876              -1.247
               0.145             297.485              20.831             275.835              25.841               0.214              -1.011
               0.173             298.170              21.203             275.833              24.676               1.670              -0.741
               0.079             295.815              20.111             276.706              30.679               1.040               0.377
               1.523             292.617              18.654             278.532              41.348              -1.156               0.408
               0.048             289.979              16.550             275.618              40.727               2.608              -0.850
               0.000             290.242              16.361             273.777              35.629               1.574              -0.816
               0.014             291.031              16.495             272.085              30.009               1.901              -0.210
               0.515             291.729              17.070             273.133              30.852               2.428              -0.978
               0.622             292.242              17.472             274.150              31.162               1.803               0.263
               0.000             290.999              16.388             271.679              28.964               2.265               1.877
               0.000             289.953              15.816             272.067              31.225               0.875               1.727
               0.000             289.120              15.676             273.513              37.587               1.598              -0.484
               0.018             289.837              15.877             272.174              33.161               1.584              -0.475
               0.372             291.489              16.509             270.302              26.187               2.064              -0.563
               0.000             290.260              15.767             269.889              27.713               2.479              -0.840
               0.000             291.535              16.270             268.883              22.933               2.322              -0.985
               0.000             292.149              16.774             269.752              23.870               2.721              -1.647
               0.000             292.815              17.637             272.929              28.294               1.072              -1.846
               5.410             290.767              16.992             274.867              38.684               3.182              -1.339
               1.279             288.015              15.838             277.463              52.212               0.206              -0.909
               0.601             287.212              15.018             275.879              49.219               4.140              -0.325
               0.000             288.293              15.525             275.275              44.340               0.824              -0.774
               0.000             291.259              16.843             273.194              32.260               2.526              -0.848
               0.000             290.439              16.588             273.847              36.682               2.665               1.175
               0.134             290.980              16.753             273.623              33.684               2.600               0.168
               0.000             290.732              16.984             275.249              38.920               2.276              -0.190
               0.000             292.454              17.650             273.874              31.407               2.075              -0.993
               0.122             294.758              19.488             276.199              32.477               1.767              -1.377
               0.000             296.019              19.527             273.345              23.909               1.990              -0.622
               0.000             295.189              18.590             270.708              20.669               2.754               2.500
               0.000             292.632              17.371             271.884              26.792               2.087              -0.777
               0.118             291.663              16.265             268.741              21.825              -0.959              -2.506
               0.000             291.466              16.468             270.785              25.901              -3.307              -1.282
               0.019             292.641              16.878             269.152              21.178              -3.346              -0.695
               0.000             295.280              18.505             270.144              19.259              -1.489               0.044
               0.000             295.448              18.647             270.472              19.495              -0.001              -1.335
               0.089             295.901              18.518             267.630              15.422              -1.208               0.253
               0.125             294.500              17.927             268.595              18.833               2.046              -1.108
               0.002             294.323              17.851             269.145              19.290              -0.199              -1.711
               0.079             293.665              17.094             266.053              16.034               1.318              -0.201
               0.000             290.198              15.133             265.794              19.980               2.764              -0.624
               0.000             290.462              15.441             267.617              21.699              -0.345              -1.671
               0.218             292.656              16.590             266.985              17.838              -0.856               1.035
               0.224             291.723              16.123             267.151              19.644               2.143               0.073
               0.062             291.071              15.805             267.759              21.113               1.655              -1.309
               0.000             291.315              16.297             270.316              25.102              -0.180              -0.936
               0.000             292.353              17.543             273.968              31.035               0.248               1.976
               0.000             287.421              14.878             274.441              44.515               1.880              -1.865
               0.000             288.879              15.312             272.523              34.932              -2.740              -0.427
               0.000             290.157              15.555             269.335              25.873               1.800              -1.022
               0.139             290.745              15.804             268.876              23.872               1.648              -0.605
               0.200             291.314              16.153             269.400              23.355               0.963              -1.839
               0.000             291.906              17.059             272.905              29.209              -2.642              -1.341
               0.094             292.867              17.676             273.214              28.302              -0.447              -1.420
               0.000             292.505              17.444             273.117              28.654              -2.661              -1.444
               0.000             292.443              16.985             270.652              23.939              -1.336              -2.180
               0.000             292.464              17.510             273.471              29.736              -1.426              -1.770
               0.220             293.467              17.953             273.046              26.599              -1.858              -1.385
               0.116             292.019              16.797             270.578              25.191               1.580              -1.504
               0.669             286.291              14.119             273.154              45.916               3.735              -1.731
               0.000             288.223              14.858             272.162              35.226              -3.649              -0.513
               0.000             290.293              15.469             268.596              23.531              -2.967               0.497
               0.000             290.768              15.775             268.950              23.310               1.077              -2.036
               0.176             289.825              15.768             271.843              31.811               2.718              -2.086
               0.000             289.073              15.571             273.449              36.600               3.059              -1.933
               0.105             286.340              14.302             274.793              48.369               3.375              -1.005
               0.148             285.580              13.914             275.381              51.610               1.383              -0.159
               0.000             285.394              13.915             275.765              54.144              -1.674               0.363
               0.006             286.051              13.706             272.842              41.911               0.010              -2.231
               0.133             285.191              12.923             271.116              38.993               3.359               0.295
               2.433             283.142              12.633             276.147              62.761               8.584               4.058
               2.776             278.367               8.859             270.275              56.319               8.123               2.175
               0.984             275.674               7.200             268.935              63.498               4.152               0.226
               0.065             280.291               9.591             266.840              40.276               0.186               2.813
               0.097             284.602              12.121             267.745              31.747              -0.061               0.518
               0.000             287.256              13.608             267.618              26.405               0.226               1.075
               2.334             286.010              13.425             271.314              37.596               3.253               5.887
               0.007             280.415              10.298             271.544              55.831               1.603               0.260
               0.021             281.488              10.570             269.409              44.089              -1.991               1.492
