 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              12.917             275.341               7.822             274.427              93.859               3.895              -0.826
               0.000             262.993              -1.201             256.693              61.347               6.253              -4.026
               0.101             261.925              -1.963             253.551              50.330               5.225               0.272
               0.674             266.081               0.846             261.124              69.180               2.030               1.319
               6.118             266.417               1.247             263.853              82.711              -1.396              -2.583
               0.120             266.082               1.103             264.481              88.588              -0.137              -2.744
               8.577             267.163               1.876             266.004              91.757               0.276              -3.937
               0.004             260.401              -2.617             258.195              84.160               3.525              -2.524
               0.062             256.659              -4.919             254.902              86.869               1.205               3.012
               0.000             258.909              -3.536             256.966              85.949               1.063              -1.535
               0.190             260.634              -2.473             258.395              83.874              -1.025              -2.210
               0.051             267.592               2.154             266.281              90.708              -2.155              -0.169
               2.669             273.496               6.451             272.603              93.971              -1.585               1.433
               1.024             266.861               1.580             264.760              85.285               6.565              -1.717
               0.000             257.339              -4.528             254.971              82.508               1.278               0.361
               0.000             267.657               2.184             266.197              89.710              -0.170               2.961
               0.000             274.942               7.438             273.512              90.797               1.437               3.123
               0.000             269.889               3.461             265.657              74.829               0.225              -1.833
               7.326             271.844               5.002             269.295              83.626              -3.467               2.345
               6.827             274.536               7.210             273.555              93.576              -1.017               0.922
               5.671             272.636               5.774             271.505              92.320               4.846              -4.495
               3.753             271.197               4.601             269.204              86.554               3.852               0.501
               8.345             272.339               5.475             270.666              88.800              -2.826               3.838
              15.973             271.130               4.625             269.679              90.128               4.166               1.094
               0.000             263.418              -0.713             260.993              82.707               5.143              -1.364
               0.486             265.299               0.547             263.267              85.758               0.122              -0.390
               4.340             270.446               4.135             269.014              90.119              -1.084              -0.035
               0.251             269.515               3.476             268.082              90.050               5.731              -1.397
               0.000             266.852               1.580             264.814              85.746               4.314              -1.344
               0.149             265.428               0.657             263.691              87.811               0.526              -0.676
               0.000             266.573               1.422             264.854              87.856               3.651              -2.448
               0.028             263.578              -0.625             260.903              81.290               4.496              -1.679
               0.006             263.802              -0.470             261.274              82.248              -0.899               1.480
               0.399             271.409               4.863             270.214              91.865              -0.069               1.541
               0.000             267.838               2.289             266.179              88.511               3.012              -1.841
               0.000             259.454              -3.243             256.593              79.532               0.877              -2.109
               0.038             263.385              -0.720             261.097              84.054              -1.687               1.306
               2.786             269.838               3.690             268.297              89.358               0.779              -3.051
               2.323             261.748              -1.738             259.987              87.353               0.051              -0.394
               0.057             260.694              -2.433             258.510              84.147               1.865              -4.409
               0.064             260.511              -2.533             258.559              85.928               0.070               1.484
               0.137             266.565               1.438             265.051              89.435              -1.466               2.255
               0.010             272.105               5.367             270.865              91.672               1.686               0.906
               0.000             269.282               3.292             267.681              88.899              -0.687              -2.003
               0.000             270.762               4.346             269.188              89.352              -1.979               1.490
               0.000             276.708               8.684             274.787              87.970              -1.016               2.943
               0.000             271.673               4.700             267.705              75.130               2.576              -5.612
               0.200             265.884               0.509             257.708              52.987              -5.563              -4.772
               5.470             266.060               0.961             262.768              78.946              -2.647              -1.839
               0.037             265.579               0.733             263.560              85.869               1.234              -0.536
               0.000             266.752               1.532             264.847              87.106              -1.890               2.552
