 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             265.201               0.361             261.639              75.820              -9.549               1.886
               0.000             270.634               4.153             268.228              84.183              -5.920               1.825
               0.000             271.933               5.081             269.596              84.283              -7.151               1.236
               0.134             273.183               5.796             269.480              76.305             -10.313               1.689
               0.189             272.432               5.295             268.972              77.836             -11.578               1.773
               0.012             267.871               2.136             264.359              77.142              -9.772               2.038
               0.000             268.600               2.556             264.425              72.851              -9.641               2.298
               1.624             272.401               5.351             269.523              81.293              -7.998               2.080
               0.000             274.917               7.286             272.711              85.885              -4.687               1.953
              41.127             276.471               8.630             275.222              92.097              -0.111               3.331
               5.137             276.962               9.143             276.404              96.389              -1.774               0.707
               0.267             276.389               8.608             275.393              93.458               3.416               1.104
               1.481             277.152               9.174             275.989              92.737               0.461               1.153
               7.828             275.932               8.111             274.132              88.434              -7.077               2.510
               0.000             276.370               8.397             274.318              86.969              -1.618              -0.254
               0.207             276.564               8.329             273.329              79.968               1.540               0.626
               0.000             274.278               6.797             271.894              85.110              -3.534               1.399
               0.000             273.256               5.898             269.831              78.376              -2.356               0.608
               3.222             274.719               7.097             272.237              84.298               1.935               3.661
               2.939             276.044               8.404             275.349              95.506               2.550               5.405
               2.539             278.011               9.882             277.020              93.797               2.255               1.628
               0.000             276.478               8.080             272.124              73.883               0.052              -1.550
               0.000             276.269               8.059             272.709              78.245              -1.799              -0.007
               5.929             276.372               8.383             274.242              86.457               2.185               0.789
               0.000             275.660               7.660             272.398              79.832               1.019              -2.029
               0.000             274.877               6.934             270.597              74.039               1.119               0.264
               9.956             275.118               7.549             273.586              90.072               5.052               1.921
               0.359             273.937               6.566             271.686              85.737               0.030              -1.843
               0.000             272.188               5.090             268.343              76.418              -3.179               0.222
               0.041             270.928               4.166             266.656              74.412              -5.386               0.903
               0.000             270.190               3.627             265.617              72.723              -4.084              -0.543
