 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             252.880              -7.231             250.406              81.281               2.329              -1.478
               0.000             248.704              -9.703             246.497              82.956               3.594              -0.065
               0.000             251.878              -7.819             249.795              84.095               4.373               1.368
               0.134             253.167              -7.063             250.564              80.423               4.781              -0.638
               0.189             247.112             -10.636             245.026              83.695               3.229               1.799
               0.120             249.027              -9.509             247.023              84.377               2.794               3.281
               0.045             253.131              -7.063             251.261              85.859               2.808               0.966
               0.004             252.659              -7.351             250.634              84.605               3.436               1.935
               0.000             257.128              -4.639             255.169              85.463               3.429              -1.499
               0.000             251.854              -7.847             249.248              80.472               2.531              -1.296
               0.925             248.868              -9.645             244.522              68.561              -0.739               1.260
               1.023             257.498              -4.414             255.482              85.138              -2.679              -0.381
               0.401             258.004              -4.099             256.063              85.596               0.572              -5.104
               0.000             247.689             -10.302             245.320              81.598               3.446              -2.353
               0.000             245.136             -11.794             242.798              81.672               1.024               1.820
               0.531             253.751              -6.700             251.561              83.492              -1.101              -0.294
               0.669             258.660              -3.681             256.951              87.344               1.536               1.093
               0.000             253.178              -7.045             250.959              83.204              -0.800               1.293
               3.870             263.352              -0.705             261.625              87.525              -4.115               1.303
               0.995             265.989               1.078             264.777              91.451               0.175              -1.949
               0.487             266.511               1.436             265.365              91.906               2.556              -3.105
               3.969             261.666              -1.766             260.304              90.054               0.113              -1.056
               7.049             264.370              -0.041             262.635              87.620              -0.502              -6.624
               0.097             250.786              -8.468             248.748              84.324               2.245              -2.593
               0.000             250.699              -8.528             248.318              81.731               0.571               0.065
               0.897             262.268              -1.433             260.071              84.367              -1.423              -1.199
               2.072             266.977               1.744             265.748              91.329              -0.189              -3.844
               1.115             265.671               0.841             264.219              89.534               2.203              -4.220
               0.051             262.048              -1.537             260.452              88.418               3.043              -1.706
               0.160             261.131              -2.127             259.458              87.748               2.165              -2.028
               0.089             260.269              -2.679             258.462              86.817               2.596              -2.454
               1.324             258.609              -3.727             256.603              85.228               1.598               0.447
               1.518             260.287              -2.661             258.579              87.647              -0.921               0.368
               0.000             259.261              -3.334             257.017              83.638               1.990               1.144
               0.000             251.924              -7.803             249.413              80.901               4.724              -2.712
               0.000             245.423             -11.629             242.956              80.852               0.788               2.192
               0.038             260.299              -2.687             258.007              83.405               0.525               1.231
               0.000             254.424              -6.302             252.011              82.014               3.002              -2.935
               0.163             249.334              -9.345             246.485              78.204               0.317              -3.375
               0.025             246.897             -10.771             244.243              79.530               2.238               1.206
               1.360             254.980              -5.966             252.575              82.139              -2.519              -0.188
               2.405             259.885              -2.935             257.804              84.896              -2.377               0.342
               7.462             261.675              -1.791             259.821              86.625              -0.900              -2.453
               0.000             262.446              -1.303             260.519              86.118              -1.269               0.597
               0.211             266.879               1.662             265.501              90.227              -1.531               2.894
               2.338             266.396               1.342             265.080              90.712               0.425              -4.356
               0.000             252.439              -7.504             249.636              78.950               1.612              -5.771
               0.200             248.244              -9.991             245.100              76.104              -2.800              -0.311
               0.070             256.717              -4.908             254.354              82.548              -2.750               2.541
               0.577             255.477              -5.645             253.607              85.962              -1.392               3.533
               0.493             266.072               1.162             265.167              93.559              -0.856               2.126
               7.499             269.970               3.854             268.976              93.190               2.509              -1.144
               3.004             266.133               1.160             264.780              90.348              -2.511               0.610
               6.201             272.050               5.323             270.809              91.514               3.290               1.537
               0.057             260.576              -2.494             258.624              85.815               0.887              -2.878
               0.058             261.647              -1.856             259.022              81.310              -0.706              -0.985
               0.041             262.696              -1.181             260.171              82.237              -0.444               2.778
               0.056             266.826               1.510             264.215              81.990              -0.991               3.073
               0.000             269.242               3.194             267.025              84.804              -1.059               0.538
               0.000             270.046               3.816             268.326              88.192              -0.821               1.116
               3.987             270.246               4.087             269.534              95.103              -1.897               3.720
              11.617             273.271               6.323             272.604              95.525              -0.382              -1.486
               4.723             270.864               4.407             269.232              88.762              -0.492              -8.453
               0.000             266.913               1.660             265.276              88.456               2.048              -2.573
               0.000             263.772              -0.382             262.697              92.267               1.638               1.285
               0.222             269.474               3.434             267.942              89.308               2.304              -5.541
               0.880             265.874               0.988             264.526              90.411               0.636               0.825
               0.266             269.554               3.433             267.468              86.130               3.953               0.139
               0.029             257.184              -4.648             254.182              78.311               4.887              -2.804
               0.091             259.556              -3.128             257.720              86.562               2.786               0.228
               0.000             263.967              -0.301             262.281              87.950               1.163               0.959
               0.099             270.118               3.946             269.011              92.418               3.009               1.890
               0.029             264.573               0.045             262.174              83.564               4.601              -4.328
               0.007             255.130              -5.878             252.633              81.541               2.596               0.657
               0.000             263.922              -0.308             262.528              90.013               0.192               4.140
               0.000             273.901               6.631             272.306              89.306              -1.923               5.035
               8.788             274.375               7.194             273.997              97.541              -2.363               1.478
               2.755             276.189               8.452             275.113              93.348              -1.699               2.994
               0.117             274.079               6.795             272.674              90.610               3.389               3.129
               0.000             273.592               6.461             272.287              91.530               1.783               2.400
              10.994             274.921               7.445             273.655              91.640              -1.931              -1.678
               7.997             275.514               7.850             273.998              90.237               1.102              -7.068
               0.437             270.381               3.607             264.353              64.852               1.531              -9.331
               0.050             267.289               1.432             259.683              55.610              -0.814              -4.946
               0.000             269.501               2.924             262.652              59.432               1.969              -1.340
               0.000             270.848               3.731             262.976              55.266               1.170               0.440
               0.000             274.064               6.574             271.341              82.441              -0.341               5.466
               2.674             273.984               6.681             272.236              88.881              -0.199              -0.349
              26.249             275.792               8.104             274.490              91.807              -0.275              -2.847
               0.037             273.896               6.311             270.052              76.834              -0.005              -3.395
               0.173             275.575               7.325             270.598              70.282              -2.134              -1.110
               0.000             274.844               6.815             269.915              70.516               0.622              -5.385
               0.000             272.361               4.845             265.040              60.103               2.484              -2.038
               0.000             273.414               5.579             266.560              60.819               0.490               1.445
               0.487             271.658               4.746             267.824              77.825               4.837              -1.033
               0.000             265.045              -0.056             256.163              49.701               4.089              -3.674
               0.033             271.710               4.238             263.130              52.312              -3.796               3.636
               0.000             274.705               6.890             270.949              76.966              -1.607              -0.357
               0.000             273.070               5.627             268.558              72.616              -0.001              -3.751
               0.000             274.922               6.664             268.497              62.977              -3.017               1.564
               0.000             275.795               7.553             271.265              72.733              -6.603               1.320
               3.475             279.553              10.635             276.268              81.072              -6.485               2.952
               0.000             278.383               9.714             275.202              80.533               3.116               5.277
               0.341             276.596               8.338             273.291              79.476               5.086               1.417
               0.000             278.658               9.551             273.322              70.034               3.952              -2.133
               0.095             279.050               9.733             273.119              67.065              -1.046              -2.022
               0.000             281.335              11.267             274.261              62.913              -2.845              -0.789
               0.000             283.494              13.121             277.436              67.135              -4.098               3.719
               0.409             284.902              14.382             279.422              69.672              -2.888               5.365
               5.558             284.295              14.705             281.834              85.359              -0.407               2.344
               0.000             282.319              12.686             278.073              77.734               2.299              -1.035
               0.114             283.026              12.933             277.674              70.914               1.777               2.029
               0.025             287.171              16.406             281.814              71.794              -0.974               1.796
               0.000             289.619              18.712             284.511              73.793              -0.261               4.417
               1.800             287.184              16.970             283.623              80.555               2.259               0.006
               1.079             280.743              10.880             273.987              64.253               2.890              -2.983
               1.477             279.959              10.115             272.338              59.546               1.847              -5.147
               0.787             278.733               9.229             271.189              59.466               1.441              -1.432
               5.771             280.249              10.388             273.028              61.097              -0.522              -0.102
               1.047             279.095              10.064             274.809              75.187               2.006              -1.713
               4.355             281.435              11.497             275.359              66.505              -0.391               2.998
               7.006             281.799              12.708             279.734              87.685              -1.320              -2.024
               0.000             279.600              10.131             273.704              66.825               1.882              -5.494
               0.000             277.659               8.679             271.683              65.892               1.419              -2.561
               1.125             280.646              11.068             275.508              70.654              -0.446               0.882
               0.000             281.815              12.515             278.883              83.013              -5.066              -0.808
               4.057             288.539              18.150             284.910              79.811              -0.048               1.709
               3.783             285.468              15.466             282.008              80.675              -0.453              -1.617
               4.975             280.839              11.921             278.876              87.730              -1.572              -5.066
              10.170             281.174              12.308             279.632              90.411               0.466              -3.846
               0.561             280.664              11.595             277.843              83.219               5.302               0.298
               0.116             281.868              11.948             276.306              69.224               2.821               0.023
               1.085             285.459              14.534             278.493              64.266               2.760               1.453
               0.000             285.393              14.464             278.348              63.952               3.220              -0.560
               0.004             283.002              12.363             275.073              59.366               1.869              -2.090
               0.160             285.286              14.055             276.969              58.150              -2.182               3.836
               6.829             291.271              19.892             285.311              69.450               0.314               7.599
               7.017             291.990              20.477             285.793              68.462               3.690               1.255
               1.490             286.415              16.144             282.157              78.176               1.582               0.225
               2.117             284.941              14.886             281.165              78.360               1.846              -2.214
               0.000             282.962              12.516             276.018              63.220               0.553              -0.728
              10.142             284.686              14.441             279.953              74.078              -1.574               3.529
               0.000             284.979              14.789             280.436              75.994              -0.305              -5.662
               0.000             286.262              14.971             278.544              60.650              -1.412              -1.598
               0.156             287.157              14.870             275.761              47.536              -1.014               0.826
               0.277             286.697              15.297             278.866              60.249              -1.586               0.838
               0.248             287.636              16.058             279.626              60.220               0.546              -2.164
               0.000             290.842              18.000             280.115              50.633              -0.012               1.340
               6.874             291.783              20.133             285.164              66.672              -3.117               2.966
              15.985             293.802              23.368             290.067              80.661              -0.850              -0.102
               0.522             287.935              17.760             284.717              82.251               2.692              -3.724
               0.032             285.995              15.364             280.521              71.071               2.640               0.897
               0.000             289.124              17.337             281.086              60.829               3.618               1.814
               0.000             291.939              19.776             283.579              60.797               3.126               2.994
               0.086             293.759              21.982             286.903              66.602               2.853               1.901
               0.000             290.843              19.424             284.622              68.516              -0.764              -2.326
               4.997             293.273              22.220             288.284              74.181              -0.574               5.273
               8.858             294.396              23.368             289.442              74.374               0.549              -2.344
               1.334             288.082              18.051             285.418              84.591               1.208              -2.450
               8.233             285.851              16.030             283.255              84.692               0.498              -3.114
              12.790             287.170              17.153             283.935              83.673               3.544              -4.673
               0.000             290.397              18.736             283.236              64.851               2.246               0.135
               0.046             292.001              20.341             285.387              66.753              -3.676              -0.235
               0.002             292.459              21.266             287.113              72.427              -3.157               1.456
               0.023             296.051              25.415             291.487              77.339              -0.664               6.683
