 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.475             294.662              24.562             291.589              83.515              -4.126               2.342
              19.567             293.196              23.821             291.786              92.378              -0.073               1.978
               1.505             283.058              13.528             280.138              82.775               0.997              -9.005
               0.134             283.667              13.829             279.981              78.579              -4.476              -6.279
               0.081             290.518              20.038             286.865              80.172              -5.607              -2.812
               0.012             292.637              22.076             288.861              79.596              -4.456               0.385
               1.233             294.264              24.326             291.584              85.468              -2.357               4.132
              10.480             294.307              24.418             291.703              85.918               1.614               0.851
               0.000             286.058              15.814             282.166              77.861              -0.891              -7.333
               0.000             286.831              16.346             282.467              75.550              -4.409              -5.096
               2.512             291.814              21.192             287.912              78.866              -4.619              -1.445
              22.299             293.186              23.258             290.703              86.380              -3.859               2.125
               4.289             294.465              24.182             291.082              81.838               2.857               2.646
               0.592             293.494              23.811             291.460              88.777               4.032               1.379
               0.000             285.534              15.417             281.801              78.797              -2.038              -6.554
               0.000             290.142              19.705             286.637              80.538              -4.618              -2.172
               0.000             292.942              22.748             289.973              83.602              -2.645              -1.904
               0.000             293.139              22.673             289.562              80.555               0.283              -2.680
               0.090             293.141              22.802             289.837              81.939              -1.059              -1.519
               1.319             293.864              24.045             291.508              87.037              -2.161               5.449
               6.211             293.066              23.049             290.356              85.484               6.384               4.177
               0.000             287.720              17.255             283.724              77.515               4.631              -4.215
               0.677             288.855              18.076             284.274              74.597              -3.614               2.057
               8.305             292.356              22.056             289.161              82.597               6.272               1.516
               0.000             286.152              15.638             281.449              73.473               4.998              -4.091
               0.270             288.260              16.694             280.982              62.016               1.759              -1.824
               3.260             291.040              21.003             288.500              85.884               0.698               2.628
               0.251             290.976              20.778             288.054              83.886               5.089              -2.607
               0.000             285.852              15.777             282.459              80.285               2.892              -5.274
               0.041             288.357              17.003             281.781              65.381               0.683              -2.031
               5.921             289.612              19.142             285.813              79.723               2.019              -0.458
               0.028             284.914              14.893             281.265              78.915               3.217              -7.352
               0.006             284.513              13.672             277.416              62.240              -0.764              -3.840
               0.000             288.761              16.660             279.822              55.506              -1.061               1.030
               0.212             292.659              22.002             288.668              78.519               1.899               2.341
               0.917             289.923              20.170             288.088              89.516              -2.502              -2.229
               1.118             290.127              20.478             288.533              90.889              -4.418               2.032
               3.110             292.658              23.369             291.516              93.866               1.653               3.531
               0.271             290.514              19.366             285.228              71.603               3.847              -3.753
               0.025             289.163              17.983             283.438              69.397               4.825              -3.673
               0.064             284.535              14.156             279.356              71.053              -1.518              -5.736
               0.029             287.745              16.135             279.860              60.029              -1.788              -3.740
               0.010             289.261              17.167             280.498              56.860              -1.085              -1.965
               0.000             290.985              19.436             284.677              67.056               2.543              -3.152
               0.000             290.246              18.588             283.412              64.657              -0.458              -1.089
               0.000             292.052              20.604             286.149              69.275              -0.798               1.628
               0.000             293.142              23.060             290.351              84.731               0.251               1.558
               0.092             292.775              23.046             290.763              88.846               0.584              -3.061
               0.070             292.693              22.373             289.471              82.290              -3.151              -1.748
               0.361             292.141              21.691             288.608              80.892              -1.763              -2.473
               0.000             291.853              21.389             288.336              80.723              -4.878              -0.758
               0.155             294.150              24.183             291.444              85.269              -3.252               2.879
               0.304             294.109              24.341             291.792              87.333              -3.236               0.892
               1.017             294.440              25.185             292.982              92.170              -2.564               2.961
               4.161             294.326              25.014             292.793              91.744              -2.362               5.409
               5.998             293.858              24.766             292.833              94.607               1.075               3.960
               0.473             289.618              19.214             286.187              80.628               8.885              -2.840
               0.000             287.123              16.915             283.729              80.545               2.395              -4.694
               0.000             289.070              17.872             283.274              68.992              -2.076               0.312
               0.000             292.390              21.690             288.306              78.020              -1.443               1.216
               1.946             294.277              24.090             291.047              82.924              -1.540               0.373
