 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.518             263.333              -0.772             260.834              82.257               1.067              -5.721
               0.000             257.009              -4.732             254.597              82.238               2.609              -0.180
               0.000             261.347              -2.023             259.106              83.838               0.062               1.500
               0.836             266.480               1.383             265.012              89.594              -1.611              -0.249
               3.094             266.026               1.079             264.555              89.633              -0.791              -4.618
               1.308             263.465              -0.655             261.434              85.346              -0.710              -2.699
               1.449             266.631               1.465             264.929              88.117               0.139              -3.524
               0.004             258.643              -3.727             256.218              82.168               1.337              -0.290
               0.710             260.574              -2.467             259.098              89.228               0.149               2.456
               0.303             265.190               0.536             263.895              90.753              -1.399              -1.982
               1.810             268.603               2.859             267.354              91.241              -1.307              -0.718
               0.051             272.748               5.815             271.290              90.513              -1.249               2.122
               6.449             270.871               4.385             269.016              87.416               0.281              -4.077
               0.000             259.900              -2.999             256.381              75.230               2.361              -5.392
               0.000             262.706              -1.160             260.390              83.680              -0.498               3.787
               0.000             269.860               3.726             268.424              90.445              -0.606               3.120
               1.533             274.910               7.426             273.541              91.219              -0.287               0.862
               8.078             272.100               5.393             271.071              93.008              -2.103              -1.024
               2.358             277.680               9.558             276.363              91.900              -0.246               3.725
               0.131             276.770               8.630             274.313              84.740              -0.023              -3.888
               0.000             274.230               6.372             269.269              70.062               3.117              -5.531
               0.000             273.744               5.994             268.202              68.484              -0.416               3.511
               4.565             273.316               6.017             270.451              81.558               0.896              -0.915
               0.000             265.512               0.633             262.815              81.363               3.070              -2.343
               2.370             267.707               2.169             265.715              86.489              -1.256               2.455
               4.925             273.580               6.472             272.410              92.320              -0.152               2.701
               0.344             270.219               3.881             268.036              85.181               3.406              -2.797
               0.251             266.015               0.963             263.309              81.347               2.580              -2.500
               0.678             262.774              -1.096             260.798              85.746              -0.798              -2.361
               1.013             267.553               2.104             266.007              89.193               0.066              -2.244
               0.000             261.862              -1.724             259.155              80.801               2.386              -2.618
               0.028             260.023              -2.892             257.108              79.181              -0.778               0.662
               0.006             266.459               1.393             265.237              91.342              -0.468               2.985
               0.000             265.909               1.040             264.856              92.592               1.189              -2.157
               0.000             264.088              -0.237             262.209              86.581              -0.657              -2.753
               0.000             264.048              -0.285             261.880              84.610              -1.152              -3.590
               4.898             269.237               3.293             267.909              90.780              -0.252               0.015
               0.950             268.174               2.511             266.453              88.006               0.301              -4.110
               0.055             267.178               1.856             265.662              89.618               0.826              -0.139
               0.046             260.397              -2.634             257.933              82.366               0.372              -2.799
               0.064             265.160               0.503             263.692              89.670               0.017               3.124
               0.029             270.510               4.161             268.831              89.083               0.216               3.148
               0.010             272.824               5.851             271.263              89.672              -0.164              -1.779
               0.000             272.235               5.318             269.929              85.204              -0.749              -0.696
               0.000             277.121               8.964             274.989              86.907              -0.806               2.798
               0.000             278.341               9.897             276.209              86.728               0.513              -0.712
               0.000             264.572              -0.296             256.832              54.208              -0.637              -8.898
               0.092             265.400               0.297             258.959              60.315              -1.941              -4.429
               0.070             268.967               2.890             265.494              78.095               1.287              -1.820
               0.037             272.313               5.073             267.546              71.712               0.074               3.156
               1.573             274.767               7.210             272.765              87.169              -0.615               4.740
               0.047             277.314               9.178             275.424              88.964               0.152               1.725
               1.816             284.078              14.535             281.597              85.676              -1.322               3.794
               0.045             283.636              13.924             280.398              81.021               0.978               0.132
               0.273             274.810               6.879             270.459              73.776              -1.650              -5.834
               0.058             273.327               5.692             267.786              67.896               0.833              -7.102
               0.041             273.602               5.841             267.539              66.268              -0.335              -1.425
               0.000             278.639               9.218             271.353              61.037              -2.141               3.212
               5.277             280.360              11.233             276.913              80.234              -0.307               1.080
               0.000             280.093              10.993             276.518              79.458               0.037               0.252
               2.594             282.566              12.736             277.790              74.486              -2.311               3.422
              10.321             284.927              15.218             282.144              84.697               0.489               1.945
               0.079             276.036               7.469             269.708              64.067               5.409              -3.044
               0.000             276.851               7.915             269.310              59.956               2.464               0.439
               0.000             281.373              10.876             272.005              53.119               1.499               1.140
               0.222             283.295              12.855             276.578              64.910               2.097              -2.832
               0.016             278.491               9.356             272.646              68.005              -1.001              -1.029
               0.000             281.866              11.944             276.331              69.169              -1.464              -2.642
               0.019             279.887              10.204             272.780              63.201               0.277              -3.305
               0.091             279.830               9.734             270.000              52.094               0.972               0.475
               0.000             284.896              13.535             275.150              54.145               0.650               3.235
               0.000             287.228              15.858             279.385              62.324               1.378               4.284
               0.029             282.620              11.940             273.593              56.486               0.113              -3.712
               0.007             280.716              10.341             270.963              51.588              -2.139              -2.135
               0.000             282.016              11.724             274.930              61.670              -0.818               2.692
               5.798             282.674              13.309             280.110              84.915              -1.238               5.116
              54.613             289.547              19.476             286.839              85.127              -2.070               6.912
               1.038             288.087              18.017             284.971              83.997               0.049               2.406
               3.249             285.884              15.983             282.881              83.375              -1.421              -3.618
               0.000             286.686              16.356             282.542              77.772              -2.409              -0.465
               6.296             289.702              19.358             286.209              81.492              -1.662               4.460
               2.738             283.405              13.430             278.998              74.870               4.133              -1.931
               0.005             277.834               8.730             271.160              63.633               3.956              -5.350
               0.050             277.820               8.547             270.021              58.477               1.482              -2.088
               0.000             281.548              11.707             275.835              69.370              -2.787               0.110
               0.000             282.934              12.774             277.374              69.094              -2.195              -3.708
               0.000             289.478              18.938             285.436              78.660               0.743               5.870
               4.164             293.328              23.017             289.891              82.163               0.755               8.315
               3.288             292.839              21.911             287.649              75.503               1.146               6.842
               0.037             286.388              15.558             280.381              68.772              -0.744              -2.820
               7.085             288.419              17.777             283.928              75.953              -1.203              -0.834
               2.954             283.282              13.329             278.730              74.844               0.935              -3.107
               1.783             278.892               9.969             274.934              76.814              -2.889              -3.689
               0.712             279.570              10.631             276.155              80.639               1.400              -2.717
               0.000             281.979              12.121             276.460              71.185               1.461               3.249
               0.000             285.139              14.276             278.395              64.240              -2.592              -1.437
               0.033             288.436              17.448             282.679              70.914              -0.069               4.877
               0.547             291.244              20.708             287.251              79.747               1.009               2.376
               0.000             283.171              12.924             277.238              68.327              -0.646              -3.473
              32.365             284.172              14.258             280.307              78.742              -3.361               1.245
              30.875             288.412              18.426             285.572              85.561              -2.779               4.358
               0.127             285.999              15.241             279.705              68.900               2.308               5.035
               0.000             285.704              14.521             277.697              60.572               0.798              -2.102
               0.017             286.839              15.544             279.273              62.406               0.790               2.921
               0.000             291.901              19.615             283.485              59.308              -1.154               1.578
               0.203             292.003              20.739             286.186              71.385              -0.461               4.119
               0.796             293.132              21.830             287.129              71.460              -0.993               3.911
              23.180             289.502              19.387             286.372              84.494              -1.260               4.491
               0.268             291.035              20.841             287.944              83.937              -1.601               4.164
               1.087             293.576              23.268             290.077              82.085              -0.154               3.392
               0.000             293.264              22.071             287.982              72.664              -1.149              -2.540
               0.114             290.252              19.726             286.328              79.437              -2.482              -2.445
               0.025             290.569              20.364             287.602              83.723              -1.914              -2.911
               0.000             292.252              21.782             288.492              80.652              -0.062               0.422
               0.000             293.668              23.058             289.427              78.852              -0.473               4.711
               0.000             288.595              17.450             282.569              68.909               0.114              -4.713
               1.045             285.310              14.654             279.404              68.561               0.026              -0.796
               0.139             283.694              12.960             276.119              60.763               0.444               0.952
               0.000             285.945              15.429             280.663              72.918               1.317               1.625
               0.756             288.204              16.240             279.117              55.968              -0.217               0.588
               7.217             289.857              18.565             283.815              68.911              -1.580               2.421
              15.354             291.065              21.116             288.670              86.974              -0.678               3.600
              34.514             290.491              20.959             289.099              92.349              -1.411              -2.384
               3.962             284.557              15.158             282.818              89.626              -1.575              -5.641
               0.000             284.333              14.347             280.370              77.857              -0.128              -0.130
               0.000             288.245              17.906             284.513              80.192              -0.309               5.863
               0.061             292.422              22.023             288.827              81.459               0.096               8.629
               0.003             295.234              24.949             291.468              81.238              -0.257               7.941
               0.000             295.706              25.321             291.627              79.909              -1.272               6.584
               5.310             295.791              25.571             292.128              81.364              -0.547               4.252
               9.201             288.867              18.125             284.241              75.141               0.541              -4.241
               0.116             286.767              16.009             281.197              70.951               0.246              -2.509
               0.000             289.139              17.804             282.504              67.188               0.968               2.366
               0.000             291.276              20.108             285.617              72.031               0.617               3.787
               0.004             294.205              23.255             289.307              75.194              -1.156               2.161
               0.160             292.747              22.050             288.451              78.072              -0.950               3.593
               0.025             294.373              23.672             289.813              77.677              -0.059               4.790
               0.000             294.685              24.006             290.130              77.751              -0.344               4.914
               0.000             295.259              24.925             291.429              80.754              -1.145               3.404
               7.625             297.332              27.443             293.867              82.563              -0.848               2.817
               8.642             293.110              23.208             290.618              86.712              -3.509              -3.626
               1.966             290.865              21.016             288.659              88.235              -2.197              -2.823
               0.000             292.955              21.957             287.805              74.744              -0.660              -3.317
               0.000             289.333              18.209             283.401              70.447              -0.077              -3.649
               0.156             286.907              16.039             281.035              69.505               0.473              -1.506
               6.217             289.791              18.659             284.199              70.968               0.655               2.664
               2.041             292.902              22.873             289.965              85.446               0.452               3.096
               2.199             296.834              26.719             293.032              81.234              -0.524               3.568
               1.366             296.541              26.274             292.536              80.219              -1.621               2.780
               0.217             296.927              26.578             292.781              79.107              -1.267               1.474
               0.090             296.451              25.547             291.493              74.642               0.746              -1.361
               0.248             291.675              21.097             287.852              79.352              -0.870              -3.655
               7.932             290.304              20.414             288.084              87.735              -1.097              -3.234
               0.000             292.830              22.713             289.827              84.508              -0.618              -0.984
               0.086             295.024              24.407             290.667              78.181               0.152               3.295
               2.559             297.085              27.168             293.632              82.633               0.267               3.357
               8.345             296.429              26.634             293.390              84.525              -0.347               3.934
              11.450             298.263              28.598             294.862              83.092              -0.191               5.372
              29.738             300.519              31.476             297.205              83.888              -0.125               5.702
              37.825             299.898              30.835             296.774              84.911               0.756               4.140
               0.154             293.693              22.804             288.917              75.907               1.954              -2.586
               0.000             293.061              21.152             285.840              64.797               0.539              -0.501
               0.046             295.087              23.271             288.241              66.566               0.864               2.276
               0.002             294.889              24.055             290.077              76.138               0.808               4.477
               0.023             296.176              25.831             292.037              79.870              -0.018               5.620
               0.019             296.453              26.124             292.321              79.754              -0.266               6.590
               0.000             296.779              26.494             292.587              79.810              -0.028               5.939
