 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             258.412              -3.939             254.323              71.804               2.161              -6.055
               0.000             256.884              -4.850             253.349              74.949               4.881              -1.996
               0.000             256.675              -4.952             253.835              79.252               3.336               0.431
               0.134             258.800              -3.653             255.828              78.774               2.162              -1.637
               0.189             257.089              -4.697             254.300              79.812               1.760              -1.560
               0.012             255.832              -5.431             253.914              85.572               2.151               1.830
               0.000             258.952              -3.538             256.429              81.913               2.057              -2.651
               0.004             257.221              -4.611             254.589              80.683               3.221               0.542
               0.000             257.699              -4.287             255.764              85.752               2.306              -0.293
               0.195             259.495              -3.191             257.167              83.160               0.063              -1.582
               1.691             261.204              -2.094             259.296              86.085              -2.491               3.469
               0.267             264.717               0.232             263.525              91.497              -1.651               1.078
               7.421             259.918              -2.919             257.772              84.291               0.612              -8.589
               0.000             251.197              -8.237             248.626              80.535               3.594              -4.153
               0.000             250.979              -8.355             248.847              83.774              -0.338               3.435
               0.000             258.204              -3.942             256.957              90.702              -1.093              -0.145
               0.000             257.817              -4.171             256.826              92.617               2.161               0.813
               3.758             260.413              -2.559             259.112              90.485              -1.166               2.116
               6.894             269.235               3.346             268.362              93.915              -1.506               0.751
               0.347             263.817              -0.359             262.655              91.631               3.050              -2.233
               0.000             266.902               1.659             265.329              88.953               3.450              -4.892
               0.000             263.673              -0.414             262.991              95.297              -0.189               3.721
               0.000             264.831               0.245             262.906              86.229               3.269              -5.975
               0.000             253.387              -6.910             251.493              85.636               2.565              -2.426
               0.000             256.332              -5.110             254.826              88.645              -1.742               3.190
               8.327             267.057               1.807             265.904              91.922              -2.072              -1.079
               0.560             265.165               0.512             263.792              90.165               2.006              -4.791
               0.467             260.640              -2.460             258.588              85.019               3.715              -4.409
               0.000             252.321              -7.552             250.355              84.941               2.436              -2.482
               0.257             257.396              -4.468             255.583              86.475               0.836              -3.685
               0.089             256.472              -5.052             254.253              83.543               2.878              -2.283
               0.028             251.156              -8.269             248.263              78.095               0.100               1.964
