 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             287.052              16.138             281.337              69.132              -1.193              -1.121
               0.000             287.626              15.632             278.073              53.777              -3.577              -1.273
               0.000             288.152              17.106             282.493              69.517              -2.637              -0.654
               0.458             287.761              17.423             284.165              79.540               0.106               0.709
              20.752             287.385              17.463             284.883              85.453              -2.217               3.481
              10.488             286.848              16.786             283.825              82.455              -2.189               2.757
               0.261             287.467              17.866             285.866              90.570              -0.997               0.917
               0.652             286.534              17.098             285.240              92.277              -0.630               0.182
               4.922             286.113              16.727             284.865              92.588               0.935               0.174
               0.000             285.463              16.189             284.392              93.613               0.423              -0.274
               0.190             286.189              16.804             284.962              92.710               0.793               0.598
               0.051             287.108              17.705             285.986              93.388               1.405               1.326
               0.000             287.355              17.532             285.118              86.971              -0.071              -2.015
               5.020             287.549              16.989             283.176              75.770              -2.415              -0.243
              15.429             285.839              15.988             283.103              84.157              -2.029               1.815
               9.279             285.650              16.075             283.731              88.609              -2.562               0.961
               4.362             286.489              16.458             283.470              82.344              -1.222               0.163
               3.218             286.249              15.913             282.152              76.735               1.007               1.152
               0.090             285.953              15.380             280.955              71.947               0.462               0.005
               0.131             286.817              16.433             282.828              77.162              -0.517              -1.653
               0.000             286.886              16.780             283.760              81.797              -0.251              -0.277
               0.000             286.236              16.535             284.110              87.422               1.549               0.541
               0.000             284.152              14.917             282.826              91.854              -0.363               0.365
               0.205             285.387              15.810             283.384              88.074              -0.547               0.653
               0.000             285.871              15.816             282.495              80.684               2.892               1.681
               0.000             285.315              14.094             277.272              58.437               2.584              -1.622
               0.000             285.321              13.927             276.581              55.369               0.541              -1.015
               0.575             284.835              14.488             280.011              72.651               3.233               0.924
               0.000             283.633              12.465             274.003              51.769               2.425              -1.077
               6.802             283.943              13.206             276.803              61.826              -1.279               2.177
              28.925             284.183              14.628             281.760              85.731              -1.573               4.110
               9.845             285.367              14.659             279.511              67.814               0.608               2.889
               7.113             284.685              14.209             279.257              69.748               0.971               2.105
               1.447             283.776              13.605             278.915              72.342              -1.385              -1.856
               0.000             286.463              14.434             275.622              49.026              -1.402              -3.201
               0.000             286.798              16.297             282.404              75.219               0.198              -3.261
               0.038             285.370              15.975             283.920              91.304               0.125              -0.877
               0.000             283.268              14.245             282.286              93.920              -0.037              -0.362
               0.055             283.623              14.471             282.358              92.204              -0.469              -0.282
               0.100             283.319              14.242             282.158              92.944              -0.050              -0.413
               0.172             283.543              14.467             282.492              93.545              -0.428              -0.435
               0.029             284.885              15.681             283.879              93.919              -0.402              -0.177
               0.010             284.105              14.925             282.923              92.797              -0.901               0.073
               0.518             284.555              15.331             283.388              92.923              -0.515               0.476
               5.254             285.144              15.589             283.127              87.977               0.245               0.887
               0.000             284.927              15.605             283.579              91.830               1.878               0.018
               0.000             285.072              15.685             283.571              90.911               1.526               0.428
               0.092             285.939              16.262             283.819              87.338               0.827              -0.260
               0.070             285.482              16.002             283.819              89.985               0.749              -0.089
               2.089             286.165              16.684             284.673              91.048               0.831               0.646
               1.897             285.822              16.485             284.667              93.044               0.851               1.145
              17.003             285.728              16.132             283.756              88.370               2.225               3.156
               1.168             286.016              15.925             282.657              80.380               2.776               1.602
               4.257             284.854              14.977             281.671              81.404               1.969               1.237
               0.057             285.881              15.852             282.656              81.151              -0.364              -0.549
               0.058             286.483              16.833             284.574              88.646              -1.560              -0.796
               0.041             286.243              16.739             284.697              90.768               2.516               0.404
               0.000             285.889              16.171             283.616              86.552               2.000              -1.310
               0.687             285.531              15.973             283.654              88.679               0.573               0.752
               7.211             284.749              15.359             283.146              90.200              -0.064               0.509
               0.671             285.512              14.703             279.299              66.502               2.599              -0.602
               0.169             285.911              15.637             281.909              76.986               0.382               0.230
               0.079             285.340              15.928             283.835              90.942               0.414              -0.428
               0.000             286.257              16.513             283.885              86.738              -0.714              -1.845
               0.000             289.209              18.031             283.101              69.502              -1.113              -1.936
               0.222             292.099              18.566             279.465              45.082              -0.888              -1.363
               0.000             287.405              16.886             282.911              76.138               0.454               0.748
               0.000             285.648              16.310             284.435              92.771              -0.170               0.940
               0.019             285.918              16.526             284.625              92.225               0.307               0.623
               0.091             285.783              16.406             284.500              92.281               1.064              -0.091
               0.006             285.553              16.268             284.486              93.567               0.654              -0.033
               1.719             286.423              16.944             284.989              91.418               0.121               1.361
               0.245             285.940              16.539             284.608              92.095               1.033               0.329
               1.519             285.474              16.179             284.348              93.260               1.258               0.759
               1.718             285.203              15.581             283.000              86.904               2.423               1.606
              10.042             284.658              14.923             281.896              83.532               2.796               1.770
               2.740             285.797              16.170             283.772              87.971              -0.001               0.962
               9.926             284.267              14.481             281.158              81.505               0.704               1.868
               2.817             285.064              14.645             280.133              72.063              -1.891               1.315
               1.417             285.990              15.563             281.502              74.553              -0.425               0.960
               0.410             285.671              16.041             283.607              87.679              -0.108               1.526
               0.000             286.217              15.627             281.297              72.362               0.571              -0.744
               0.005             286.303              16.429             283.703              84.625               0.700              -0.938
               0.061             286.320              16.909             285.060              92.430               0.727               0.601
               0.000             286.345              16.893             284.967              91.776               0.182               1.148
              25.768             286.528              17.104             285.258              92.469              -1.683               3.492
              15.114             286.283              16.528             284.000              86.597              -1.205               2.776
               2.696             286.383              15.994             282.206              76.139               0.543               1.813
