 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              31.741             278.740              10.481             277.860              94.382               3.791              -3.721
               0.000             267.602               1.939             263.760              75.972               4.790              -5.937
               0.000             268.613               2.583             264.359              73.986               0.981               0.567
               0.242             272.519               5.286             268.401              74.743              -2.584               2.040
              27.621             275.885               8.112             274.281              89.648              -1.664              -0.300
              35.144             275.605               7.911             274.054              89.971              -1.262              -2.715
               8.037             277.772               9.525             275.977              88.773               1.302              -3.762
               0.004             272.659               5.415             268.626              76.027               1.997              -5.216
               0.000             271.152               4.138             265.087              65.392              -0.608              -0.288
               0.087             273.588               5.716             266.855              61.613              -3.031              -0.197
               0.082             276.056               7.726             271.400              72.272              -4.367              -1.992
               0.000             277.623               9.085             274.041              78.935              -2.033              -1.552
               0.000             282.207              13.055             280.149              87.869               0.221               1.796
               0.000             270.197               3.369             263.068              58.746               5.326              -5.996
               0.000             271.136               4.031             264.004              60.672              -1.728               0.418
               0.000             278.845              10.263             276.585              85.984              -2.669               3.814
               0.453             288.074              18.498             286.570              91.399              -0.630               4.476
              28.328             289.975              20.431             288.573              92.282              -1.669               1.942
              63.162             291.203              21.791             290.028              93.548              -0.371               3.873
              15.791             290.098              20.465             288.484              91.092               1.681               2.139
               0.271             278.566               9.733             274.783              77.132               7.167              -4.832
               0.000             277.322               8.630             272.373              71.843               0.344               1.438
               6.077             281.113              12.129             279.013              87.354              -0.604               3.513
               0.097             273.270               5.569             267.261              64.402               6.995              -3.595
               0.426             274.113               6.051             267.109              60.778              -0.594               0.993
              38.621             272.760               5.781             270.966              88.656              -4.142               0.384
               0.560             275.032               7.442             273.126              88.501               3.083              -2.400
               0.251             273.226               5.681             268.212              70.300               3.082              -3.696
               0.343             274.149               6.322             269.311              70.324              -1.504              -1.532
              24.632             273.912               6.657             272.401              90.029              -1.737              -0.480
               0.000             271.948               5.037             268.973              81.801               3.221              -4.272
               0.740             271.250               4.383             266.957              74.103              -0.704              -1.390
               3.387             274.959               7.171             271.839              80.576              -2.927               2.205
              11.296             280.159              11.591             279.046              93.310              -1.370               0.045
               1.400             282.174              13.205             280.819              91.784              -0.779              -0.999
               5.561             277.767               9.529             276.066              89.008              -4.140              -3.388
              21.638             275.666               8.055             274.679              93.405              -3.852              -2.492
               0.842             277.018               8.970             275.366              89.577               4.014              -2.325
               0.000             277.795               9.376             275.008              83.767               1.061               2.190
               0.025             274.194               6.368             269.259              70.881               1.769              -5.685
               0.064             274.269               6.252             267.736              64.404              -1.374               1.309
               0.029             279.745              10.443             274.857              72.169              -0.304               2.922
               0.010             285.503              15.589             282.411              82.328               0.873               3.090
               0.000             289.750              19.793             287.287              86.743              -0.554               2.086
               0.000             291.066              20.944             288.166              84.821               0.692               4.597
               0.000             291.857              21.567             288.560              82.783               1.864               6.651
               0.000             285.236              15.342             282.185              82.059              -0.158              -4.727
              29.036             273.447               6.289             271.745              88.830              -3.145              -4.464
               8.926             272.506               5.612             270.872              89.446               0.642              -4.042
               0.253             273.891               6.548             271.658              86.298              -2.261              -1.396
               0.709             277.588               9.496             276.372              92.208              -2.690               1.916
               0.479             288.369              18.721             286.623              90.503              -1.537               3.421
               4.624             291.836              22.137             289.926              89.755              -2.124               4.825
              62.253             292.393              22.619             290.314              88.584              -0.976               4.162
              12.153             291.896              22.243             290.039              90.268              -2.548               0.030
               0.706             281.608              12.172             277.957              79.013               8.164              -3.720
               0.041             278.735               9.536             272.802              68.026               2.409              -2.987
               0.000             280.865              11.007             274.271              65.107              -2.606               1.982
               2.436             287.164              17.035             283.814              81.883              -0.064               4.211
               0.000             285.687              15.407             281.348              76.333               0.637              -1.147
               4.862             286.543              16.611             283.697              84.072              -3.501               1.889
              18.205             292.474              22.385             289.521              84.970              -0.775               4.859
               0.079             283.122              13.168             278.563              74.200               4.544              -2.403
               0.000             279.522              10.196             273.803              70.074               2.044              -1.886
               0.000             282.428              11.936             274.464              59.502               1.820               1.647
               0.222             284.006              13.678             278.520              70.121               3.266               0.660
               0.000             282.905              12.849             277.590              71.153               1.342              -1.824
               4.997             284.648              14.714             281.112              79.794              -1.546               4.109
              10.387             285.113              15.771             283.727              91.803              -0.633              -1.201
               0.091             281.088              11.748             276.977              78.773               2.113              -1.854
               0.000             284.631              13.848             277.557              63.809               1.503               1.881
               0.000             287.142              16.670             282.805              76.379               0.883               4.478
               0.029             288.690              18.166             284.308              78.025               0.414              -0.982
               0.439             282.841              12.709             277.309              69.275              -2.680              -1.588
               8.846             281.719              12.658             279.764              88.068              -3.021              -0.046
               1.424             286.362              16.488             283.644              84.728              -2.968               2.658
               2.503             293.078              22.768             289.722              82.283              -3.418               6.111
               0.000             294.814              24.493             291.083              81.216              -1.835               5.558
              12.537             294.111              23.735             290.400              81.110               0.162               2.774
               8.329             293.897              23.539             290.406              81.405              -1.217               1.439
              10.670             292.906              23.008             290.447              86.890              -1.136               3.682
               1.593             288.162              17.642             284.105              77.378               6.038               0.721
               0.005             282.881              12.659             276.766              67.547               6.385              -3.101
               0.050             279.828              10.221             272.989              64.766               4.242              -2.422
               0.000             284.470              13.976             278.630              68.651              -1.298               2.582
               0.000             290.551              19.927             286.301              78.352               0.356               4.140
               0.000             291.533              21.220             288.146              82.519              -0.518               5.403
               0.000             293.070              22.691             289.447              81.522              -1.455               7.248
               5.189             293.401              23.421             290.696              85.675              -1.298               5.985
              11.053             295.537              25.515             292.263              83.459              -0.038               5.538
               3.737             294.567              24.592             291.663              84.828              -0.742               6.259
              50.474             291.547              21.587             289.140              86.758              -0.358               0.891
              13.123             287.384              17.725             285.526              89.580              -4.339              -2.290
               2.008             289.109              19.082             286.241              85.483               2.140              -1.662
               0.000             284.268              13.985             278.995              71.950               0.562              -1.340
