 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             287.138              16.162             281.278              68.351              -0.379              -1.442
               0.000             287.657              15.628             277.742              53.331              -4.496              -3.750
               0.000             288.261              17.264             282.804              70.447               0.076              -1.918
               0.782             287.894              17.566             284.344              79.884              -1.492              -1.358
               5.276             287.432              17.543             285.009              86.023              -4.413               2.662
               5.844             286.918              16.927             284.135              83.713              -5.041               1.684
               0.261             287.545              17.944             285.964              90.624              -2.001              -0.208
               0.328             286.424              17.003             285.148              92.378              -0.789               0.052
               5.354             286.230              16.840             285.005              92.681               0.252              -0.482
               0.000             285.706              16.376             284.536              92.996               1.033              -0.032
               0.190             286.079              16.701             284.845              92.671               1.297               0.189
               0.051             287.116              17.702             285.975              93.216               1.833               0.335
               0.000             287.316              17.533             285.203              87.557               1.973              -1.542
               0.592             287.885              17.278             283.459              75.637               0.096              -0.583
               5.601             286.261              16.329             283.441              83.579              -2.003               1.834
               8.415             285.915              16.352             284.094              89.265              -5.708              -0.549
               3.693             286.574              16.514             283.493              81.992              -3.243              -1.820
               4.082             286.358              16.015             282.246              76.852               3.270              -0.293
               0.090             285.938              15.410             281.106              72.689              -0.314              -0.523
               0.131             286.825              16.445             282.861              77.248               1.080              -1.709
               0.000             286.925              16.820             283.824              81.875               1.855              -0.676
               0.000             286.337              16.627             284.212              87.422               1.481               0.414
               0.000             284.066              14.892             282.894              92.839              -0.430              -0.524
               0.421             285.341              15.815             283.465              88.910              -1.637              -0.285
               0.000             285.887              15.878             282.683              81.520               4.423              -0.271
               0.000             285.416              14.253             277.718              59.859               3.026              -2.737
               0.000             285.329              13.931             276.592              55.329               1.760              -1.064
               0.467             284.960              14.624             280.269              73.253               4.962              -0.253
               0.000             283.751              12.580             274.256              52.332               2.651              -1.674
               2.320             284.092              13.218             276.465              59.818              -2.202               2.732
              12.293             284.480              14.823             281.856              84.559              -3.652               4.618
               2.944             285.578              14.816             279.669              67.540               2.688               2.167
               6.486             284.935              14.390             279.405              69.334               1.628               1.167
               1.447             283.956              13.696             278.890              71.263              -1.782              -3.152
               0.000             286.557              14.533             275.811              49.472              -0.136              -3.822
               0.000             286.798              16.408             282.753              77.016               3.215              -2.804
               0.038             285.502              16.041             283.887              90.350               1.153              -0.138
               0.000             283.268              14.238             282.262              93.772               0.946              -0.210
               0.055             283.693              14.536             282.443              92.275               0.380              -0.952
               0.241             283.741              14.608             282.574              92.889               1.790              -0.567
               0.064             283.910              14.719             282.627              92.131               0.528               0.178
               0.029             284.823              15.605             283.755              93.560              -0.258               0.219
               0.010             283.785              14.663             282.678              93.203              -0.334              -0.426
               0.107             284.797              15.523             283.549              92.454               0.012               0.612
               2.975             285.293              15.867             283.736              90.610               0.101              -0.515
               0.000             285.271              15.924             283.947              92.001               2.713               0.052
               0.000             285.220              15.830             283.756              91.114               2.180              -0.286
               0.092             285.955              16.328             283.994              88.229               1.628              -0.369
               0.070             285.537              16.070             283.924              90.306               1.965               0.004
               1.873             286.196              16.675             284.597              90.408               2.562               0.262
               0.709             285.877              16.525             284.693              92.856               1.592               1.706
               7.823             285.791              16.150             283.700              87.714               2.752               2.794
               1.384             286.094              15.996             282.746              80.426               4.481               0.302
               2.961             284.893              14.969             281.579              80.639               4.298               1.170
               0.057             285.951              15.927             282.750              81.393               1.156              -0.693
               0.058             286.538              16.919             284.740              89.255               1.940              -0.839
               0.041             286.274              16.738             284.663              90.268               3.689               0.922
               0.000             286.076              16.282             283.630              85.568               3.164              -1.148
               0.017             285.633              16.018             283.599              87.867               1.127               0.448
               4.932             284.820              15.422             283.205              90.216               1.720               0.530
               0.758             285.535              14.830             279.767              68.416               3.211              -2.246
               0.169             285.903              15.585             281.748              76.204               1.334              -0.425
               0.079             285.442              15.978             283.816              90.200               1.225              -0.172
               0.000             286.304              16.578             284.014              87.121               0.860              -1.115
               0.000             289.748              18.242             282.464              65.877              -0.199              -2.717
               0.222             291.365              18.531             280.499              51.839               1.321              -0.966
               0.000             287.475              16.946             282.978              76.107               0.577               0.323
               0.000             285.843              16.474             284.579              92.505              -0.907               0.020
               0.040             285.988              16.612             284.750              92.584              -1.263              -0.197
               0.091             286.002              16.596             284.673              92.109               1.703              -0.168
               0.006             285.732              16.420             284.621              93.333               1.584               0.940
               1.179             286.587              17.099             285.154              91.473              -1.179               0.783
               0.461             286.284              16.843             284.916              91.876              -0.476              -0.286
               0.655             285.802              16.439             284.553              92.565               1.675               0.755
               1.394             285.266              15.649             283.120              87.123               2.596               0.397
               3.022             284.846              14.975             281.716              81.501               3.172               1.697
               1.293             285.914              16.235             283.780              87.267               0.574               0.588
               5.779             284.494              14.630             281.219              80.669               0.709               1.103
               4.113             285.150              14.731             280.260              72.329              -4.513              -0.411
               0.985             286.100              15.566             281.303              73.007               0.443              -0.079
               0.032             285.788              16.110             283.590              87.046              -0.503               0.597
               0.000             286.295              15.699             281.396              72.456               1.457              -0.689
               0.005             286.389              16.420             283.530              83.196               2.482              -0.224
               0.061             286.391              16.933             285.006              91.742               1.540               0.655
               0.009             286.384              16.910             284.960              91.448              -0.560               1.848
              10.108             286.645              17.232             285.427              92.782              -2.900               4.233
              15.438             286.501              16.744             284.273              86.886               0.314               3.102
               1.940             286.508              16.055             282.162              75.358               1.734               0.848
