 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              10.357             280.919              12.395             280.499              97.562               1.190               5.952
              14.318             284.485              15.463             283.893              96.605               2.119               7.277
               1.829             273.824               6.002             267.770              66.588               7.342              -2.464
               0.242             266.066               0.517             256.040              45.009               7.571               0.441
               0.081             269.464               2.594             258.410              42.164               6.945               0.448
               8.328             271.473               4.779             269.283              85.650               0.630               0.763
              18.405             272.358               5.655             271.801              96.218              -1.034               0.717
              23.008             275.612               8.116             275.140              96.957               2.627               2.586
               0.000             269.136               3.029             266.056              79.470               6.630              -2.409
               0.000             266.807               1.467             263.829              79.816               6.118              -0.430
               0.082             266.931               1.419             262.407              70.663               3.843              -3.621
               1.347             265.444               0.550             262.277              78.333              -2.976              -4.261
               9.149             272.933               6.035             272.043              94.010              -5.965              -2.745
               3.508             276.104               8.475             275.540              96.340               0.603               1.731
               0.000             270.464               3.415             261.540              51.969               9.185              -2.711
               1.179             270.587               3.553             262.595              54.945               6.158               1.939
               1.911             271.668               4.733             268.072              76.875               0.508               0.120
               0.000             272.452               5.350             268.952              79.633               6.367              -2.664
               0.090             262.680              -1.340             257.502              66.986               2.992              -8.045
              12.335             267.715               2.009             264.015              75.639              -0.787              -0.701
              63.451             275.004               7.627             274.393              96.023              -3.997               2.605
               0.000             274.689               7.030             271.897              82.593               7.441               0.489
               7.049             272.855               5.503             268.653              73.831               4.564              -1.449
              39.625             274.700               7.190             272.912              88.253              -6.493               1.623
              18.246             277.254               9.231             275.996              92.036              -0.728               1.619
               0.378             275.518               7.708             273.158              85.172               5.777              -2.900
               0.000             276.555               8.375             273.450              81.681               4.427              -2.679
               0.251             274.890               7.302             272.889              87.253               3.393              -1.235
               0.000             275.204               7.283             271.686              78.207               7.486              -3.890
               0.041             273.303               5.762             268.636              71.436               8.036              -4.901
               0.000             272.315               4.988             267.047              67.864               6.569              -3.802
               0.028             269.445               2.809             261.556              55.025               6.971              -6.600
               0.006             266.966               1.158             258.353              50.787               7.859              -7.342
               0.000             268.487               2.153             259.952              52.740               6.307              -4.871
               0.000             270.378               3.384             262.099              53.269               4.903              -1.568
               0.000             269.001               2.374             258.850              46.360               9.915              -3.032
               0.038             264.588              -0.419             254.063              42.686               8.931              -5.897
               9.050             266.330               0.991             260.927              68.022               0.686              -3.410
               1.675             269.389               3.292             267.061              84.642               3.536              -2.509
               0.241             264.749               0.083             261.351              77.092               5.688              -4.590
               0.064             259.543              -3.199             256.428              78.076               5.662              -4.735
               0.029             259.026              -3.529             255.702              76.583               5.275              -6.266
               1.090             258.808              -3.650             255.745              78.586               2.460              -2.683
               0.507             262.024              -1.629             259.154              80.024               1.046              -5.965
               0.038             258.379              -3.920             255.243              77.665               4.791              -5.224
               0.502             263.380              -0.790             260.160              77.634               1.792              -3.053
               2.945             264.884               0.243             262.458              83.153              -0.844              -4.686
               0.092             259.080              -3.470             256.328              80.276               3.499              -8.093
               0.286             257.373              -4.515             254.778              81.110              -0.322              -5.845
              20.233             267.907               2.339             266.286              88.673              -4.977              -5.665
               0.000             266.986               1.728             265.526              89.762               2.646              -1.771
               1.559             268.908               3.160             268.384              96.526               2.446               2.791
               0.000             273.531               6.547             273.056              96.817               4.321               1.046
               1.233             272.175               5.433             271.040              92.326              -2.561              -0.862
              31.377             274.584               7.380             274.355              98.619              -2.335              -0.866
              10.318             275.241               7.778             274.483              94.982              -2.847              -4.898
              28.661             275.837               8.245             275.143              95.464              -6.805              -4.497
               2.324             276.053               8.310             274.796              92.068               0.020               0.166
               0.000             276.281               7.856             270.848              71.172               4.008              -1.596
               0.000             277.734               8.604             270.977              62.005               0.056               0.583
               0.326             277.605               9.405             275.832              89.041              -1.535               0.406
               0.277             278.356               9.961             276.397              88.220              -2.805              -0.468
               0.943             277.770               9.529             275.919              88.942              -3.370               2.169
               4.448             281.554              12.934             281.166              97.597              -1.548               4.353
              37.948             283.420              14.545             282.974              97.307              -1.631               5.372
               2.058             282.045              12.852             279.526              86.347               0.671               0.033
               0.000             279.843              10.547             274.978              72.935               1.642              -2.098
               0.000             279.726              10.110             273.089              63.849               1.302              -1.686
               3.658             279.777              10.966             277.352              85.162              -0.508               4.514
              10.016             279.455              10.655             276.500              83.656               3.089              -0.540
               0.000             271.748               3.989             259.666              39.465               9.010              -3.257
               0.000             274.736               6.475             267.834              60.730               2.363               1.960
               1.433             280.964              11.990             278.638              86.939               3.458               6.424
               0.007             274.442               5.970             264.367              49.197               7.940              -3.640
               0.000             270.312               2.988             256.781              34.615               5.733              -2.206
               0.000             274.846               6.701             268.889              66.298               2.972               0.109
               0.019             277.500               8.402             270.029              60.908               0.318              -4.075
               0.000             275.681               7.230             269.384              64.356              -0.270              -4.054
               0.117             279.103               9.558             271.516              61.211               0.999              -4.803
               0.000             280.436              10.563             273.451              62.046              -0.359              -4.901
               0.000             283.546              13.036             276.361              64.601               2.059               0.677
               0.000             283.655              13.170             276.729              65.589               1.386               3.274
              11.323             281.420              12.503             279.760              90.203              -4.349               4.307
               1.929             282.961              13.583             280.265              85.617              -3.855               4.468
               0.000             280.892              11.089             274.796              66.612               5.750               0.817
               0.000             275.223               6.564             266.248              51.938               7.420              -0.885
               0.000             275.540               6.814             266.774              53.238               3.213              -1.745
               2.976             278.758              10.132             276.130              84.217               0.417               4.660
               0.000             284.971              15.333             282.538              86.104               0.003               1.632
               1.009             286.849              16.704             283.079              81.092              -0.527               1.444
               0.000             289.935              18.817             284.117              71.344               1.241              -1.174
               6.302             281.196              12.193             279.112              87.274              -7.024               1.098
               4.159             282.470              13.455             281.122              91.759              -0.601              -0.681
               1.576             280.578              11.445             277.305              81.233              -2.618              -1.846
               1.027             280.588              11.439             277.111              80.872               1.206              -0.084
               0.000             278.662               9.420             272.248              66.263               7.472               2.328
               4.245             274.717               6.410             267.399              58.781               9.777              -2.663
               0.655             275.846               7.080             267.353              55.278               4.760              -2.802
              16.511             279.117              10.461             276.687              85.584              -4.003               0.349
               1.693             279.219              10.115             274.609              74.039               5.685              -3.861
               0.000             279.280               9.659             271.445              60.483               3.785              -1.321
               0.127             282.647              11.819             273.333              53.463               2.532              -0.963
               0.000             282.282              12.158             276.296              66.783              -5.687              -0.311
              24.641             278.448              10.137             277.057              91.195              -6.458              -1.006
               1.128             279.533              10.929             277.716              89.284               1.499              -0.789
               1.499             281.191              11.714             277.074              76.042               2.333              -0.866
               0.040             281.530              11.935             277.112              74.960               2.647              -1.121
               0.000             282.221              11.737             273.754              58.541               3.636              -3.694
               0.085             280.926              10.606             271.581              54.367               2.415              -3.860
               0.000             282.826              12.012             273.511              54.765               0.832              -2.538
               0.000             283.733              12.769             274.372              56.367               0.516               0.860
               0.114             283.940              13.791             278.818              73.374              -0.522               3.681
               0.025             287.944              17.120             281.962              72.442               0.874               0.264
               0.000             288.994              17.138             280.489              59.559               0.772               0.663
               5.580             285.465              15.669             282.744              84.336               0.367               2.286
               3.984             286.532              17.053             285.090              91.550              -3.649               2.522
              21.057             287.334              17.933             286.216              93.593              -3.700               4.392
               1.025             288.335              18.104             284.836              81.888              -0.043               2.162
               3.503             287.984              17.634             284.055              79.683               1.378              -0.558
               0.000             287.626              16.042             279.529              60.101               2.989               0.141
               0.013             286.084              15.135             278.979              65.888               3.429               0.600
               1.174             283.198              12.634             275.752              61.904               2.609              -1.951
               0.818             285.975              15.410             280.855              72.130               1.205               2.093
               0.938             289.815              19.316             285.763              79.494               3.489               1.876
               0.153             286.232              14.915             278.274              60.115               3.228              -3.204
               0.000             284.112              13.035             275.327              55.958               0.688              -0.003
               0.061             286.164              15.473             280.529              70.514               0.145               2.539
               0.003             289.656              19.217             285.849              80.191              -0.412               3.835
               0.000             293.581              23.229             289.735              81.612               2.651               3.857
               0.450             297.502              26.683             292.085              74.575               3.643               2.692
               3.153             295.852              24.941             290.828              74.945              -0.734               0.616
               2.600             288.501              18.575             286.158              86.505              -4.083              -0.374
               5.405             291.451              21.596             289.214              88.047              -0.771               2.866
               7.258             291.097              21.468             289.470              90.929               1.911               0.301
               0.112             289.721              19.596             286.833              84.468              -0.870              -0.492
               0.160             289.802              19.185             285.082              77.900               1.007               0.592
              11.689             287.123              16.351             281.835              71.568              -0.248              -4.277
