 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               2.959             285.224              16.037             284.333              94.796               0.394               4.946
              16.478             287.860              18.429             286.729              93.464               2.456               4.959
               0.000             267.425               1.402             257.890              47.720               5.479              -3.502
               0.134             267.769               1.675             259.078              51.462               2.666               0.494
               0.081             272.581               4.747             263.179              49.289               0.671               1.641
               0.012             275.637               7.768             273.123              84.174               0.060               1.183
               9.225             281.053              12.429             280.358              95.695              -0.507               3.847
               4.324             284.081              14.810             282.543              90.980               3.673               2.031
               0.000             269.956               3.065             260.867              50.838               2.663              -2.855
               0.000             271.456               4.048             262.582              51.222               2.323              -0.351
               0.082             273.298               5.405             265.586              56.881              -1.542              -0.364
               9.987             271.311               4.581             268.446              81.638              -3.796              -4.135
               8.933             272.965               6.025             271.884              92.596              -2.396              -4.636
               0.592             276.822               8.758             274.700              87.559               3.802               1.536
               0.000             271.323               3.953             262.095              50.805               2.638              -2.616
               0.000             274.353               5.784             263.395              44.335               2.092               2.631
               0.000             277.848               8.458             269.557              55.235               2.391               2.482
               0.000             280.217              10.493             273.587              64.344               4.477              -1.572
               3.438             271.719               4.153             261.715              48.033              -2.139              -1.822
              32.963             271.348               4.883             270.603              94.959              -1.746              -0.049
              19.927             282.199              13.299             281.113              93.390               3.282               7.682
               0.000             276.486               7.890             270.902              67.461               6.869              -0.550
               0.000             275.347               6.817             267.854              57.979              -1.405              -0.135
              14.461             280.762              11.720             278.042              84.363              -0.082               2.663
               0.000             273.332               5.397             265.460              55.614               8.261              -0.934
               0.000             273.362               5.394             265.205              54.680               4.901              -2.893
               0.000             274.360               6.350             268.511              65.751               1.356              -1.047
               0.359             275.226               7.173             270.814              73.730               5.482              -0.373
               0.000             274.133               6.177             268.163              65.097               6.563              -3.519
               0.041             272.842               5.298             266.832              65.482               4.201              -3.036
               0.000             273.675               5.785             267.156              62.028               0.921              -2.331
               0.028             269.984               3.155             262.030              54.720               6.343              -4.555
               0.006             269.716               2.928             260.890              51.826               4.009              -2.467
               0.194             272.753               4.902             263.790              51.084               1.085              -0.669
               0.000             275.862               7.548             270.665              70.917               2.948              -0.532
               0.000             272.556               4.498             259.300              39.141               3.690              -3.749
               4.358             271.463               3.798             258.799              38.983              -0.143              -0.794
              22.442             270.010               3.803             268.310              88.897              -2.272              -2.115
               0.055             269.748               3.549             267.418              85.009               2.880              -0.606
               0.025             271.663               4.758             268.289              78.233              -0.169              -1.468
               0.064             266.363               0.978             260.848              65.428               2.376              -1.285
               0.029             269.588               3.244             265.557              74.146              -1.166              -1.029
               0.010             272.347               5.136             267.981              73.446              -0.818               2.483
               0.000             274.235               6.476             270.001              73.938               1.176              -2.189
               0.000             272.535               5.184             267.615              69.751              -1.367               1.801
               0.000             280.247              10.923             275.940              74.650               2.267               2.802
               0.000             284.244              14.440             280.902              81.098               0.582              -1.438
               0.092             271.814               4.439             264.060              58.424              -4.603              -6.481
              18.214             263.818              -0.602             258.500              69.103              -5.495              -5.480
               6.733             267.110               1.769             265.120              86.790               1.274              -4.853
               4.813             270.291               3.780             266.813              77.208               0.271              -0.481
               1.775             275.384               7.545             272.683              82.894               0.190               1.928
               0.304             280.203              11.179             276.822              81.989               0.996              -0.009
              23.373             279.050              10.356             276.541              84.139              -3.265              -1.513
              29.325             282.928              13.965             281.967              94.244              -0.995               1.102
              13.018             283.913              14.895             283.164              95.552              -2.714              -0.570
               2.525             279.001              10.591             277.656              91.651               1.632               0.978
               0.000             276.553               8.043             271.642              70.920               3.669              -2.646
               0.000             277.852               8.912             272.373              68.664              -0.747              -1.044
               1.595             280.304              11.102             276.672              78.044              -0.855               2.649
               0.110             283.613              13.844             279.983              79.783              -0.646              -0.910
               0.277             283.724              13.850             279.866              78.072              -4.664               0.491
               5.263             285.762              16.189             283.838              88.832              -4.089               4.848
              16.328             288.210              18.654             286.748              91.777              -0.180               4.844
               0.796             287.920              17.313             283.118              75.689               0.941               3.215
               0.222             282.138              11.691             274.353              58.871              -0.471              -1.379
               4.336             282.538              12.733             278.138              74.911              -0.920               1.483
               0.000             282.374              12.577             277.720              74.365               1.039              -0.023
               0.019             281.918              12.290             277.860              76.061               2.992               3.707
              13.019             278.822              10.004             275.174              79.258               4.672              -0.985
               0.000             276.537               7.675             269.006              59.262               3.470              -1.429
               0.747             281.376              11.199             273.964              60.605               0.778               4.722
               1.757             285.143              14.796             280.293              73.603               4.214               4.535
               0.007             277.653               8.385             269.735              57.119               3.236              -3.849
               0.000             274.672               6.085             264.456              47.826              -0.636              -1.526
               0.000             278.627               8.885             269.131              51.884               1.808               2.281
               0.019             283.008              12.287             274.624              57.697               2.554              -0.282
               0.000             287.189              15.337             277.986              54.559              -0.422              -1.452
               0.117             288.126              16.815             281.528              65.500              -1.959              -0.704
               0.000             287.319              15.707             278.923              58.780              -1.765              -0.854
               0.194             283.320              12.749             276.265              62.328              -2.446               0.675
              36.304             283.006              13.557             280.341              84.277              -2.194               2.712
              21.389             287.646              17.621             284.699              84.180              -0.183               7.549
               0.266             281.945              12.028             276.444              69.680               4.516               2.465
               0.646             277.095               8.280             271.258              66.042               4.482              -1.883
               0.000             279.598              10.024             273.204              64.048               1.212              -0.203
               0.000             281.751              11.987             276.824              72.167              -2.027              -0.484
               0.000             287.523              17.050             283.200              77.069               2.330               5.157
               0.000             289.971              19.064             285.113              74.182               3.718               3.971
               0.037             290.287              19.488             285.743              75.905               3.736               3.727
               0.000             291.403              20.284             286.153              72.719               3.421               1.819
               0.038             290.086              19.589             286.439              79.711               2.407               4.226
              13.771             289.119              19.644             287.932              93.236               1.181               0.893
               8.164             284.882              15.557             283.487              91.670              -3.316              -1.569
               0.000             285.690              15.469             281.306              77.372               2.638              -1.997
               0.000             282.772              11.940             273.595              54.076               5.240              -0.648
               0.033             279.241               9.093             268.315              45.953               2.208              -3.091
               0.007             286.018              14.841             278.642              61.770               1.308               2.695
               9.167             286.812              16.510             282.663              78.483               5.769               4.840
               0.000             281.102              11.264             275.086              66.984               2.272              -2.795
               0.000             284.475              13.833             278.174              65.858              -1.902               2.255
               0.991             288.647              18.446             285.587              82.643              -0.675               2.424
              20.844             291.618              21.894             289.638              89.564               0.003               1.469
               0.233             289.073              18.481             284.565              77.515               0.960              -2.523
               0.000             286.354              14.662             277.040              54.245               5.049              -1.430
               0.095             282.980              12.496             276.056              62.518               3.141              -3.229
               0.000             282.991              12.453             275.820              61.421               1.118              -3.668
               0.000             283.486              12.589             274.931              56.486               0.811              -2.740
               0.085             284.691              13.111             274.139              49.117               0.527              -2.980
               0.000             286.443              14.386             275.579              48.484              -0.854              -1.401
               0.178             287.623              15.861             279.076              57.343              -2.033               2.034
               0.114             291.799              20.271             285.545              68.132               1.061               2.926
               0.565             293.014              21.332             286.606              67.247               2.130               1.474
               0.318             293.080              22.289             288.713              77.020               0.407               2.681
               1.800             290.965              20.842             288.205              84.805              -2.284               2.440
              17.852             291.188              21.219             288.717              86.706              -3.548               2.468
               4.825             292.646              21.833             288.062              76.764               1.522              -0.121
               0.571             288.413              17.152             282.132              66.857               0.586              -3.704
               0.000             284.241              13.533             277.359              63.660               0.542              -2.918
               0.000             286.798              15.161             278.229              56.718               1.089               0.584
               0.013             288.998              16.847             279.761              55.411               0.773              -0.726
               0.000             289.276              17.320             280.981              58.810              -2.405               0.444
               3.950             290.647              19.832             286.170              75.974               1.368               4.489
               3.638             294.456              24.251             291.064              82.626               3.445               3.902
               0.801             291.404              21.124             288.305              82.904              -0.732              -0.488
               0.000             289.409              18.989             285.788              80.247              -1.646               1.825
               0.439             292.851              22.314             288.859              79.834              -0.531               2.995
               4.971             295.593              24.985             291.198              77.909              -1.045               2.622
               3.787             294.574              24.557             291.593              84.409              -0.989               2.745
              10.926             293.228              23.482             291.017              88.325               0.189               1.961
               7.365             295.992              25.657             292.060              80.125               1.388               1.771
               0.980             297.181              25.651             290.940              68.795              -0.682               0.404
              27.221             296.334              26.198             292.701              81.594               1.255               2.928
              13.479             292.104              21.891             289.079              83.640              -0.200              -1.899
               0.318             290.112              19.534             285.944              78.663              -1.715              -1.307
               0.160             292.036              20.141             284.869              64.049              -1.116              -2.145
               0.025             288.099              16.637             280.910              63.185              -2.738              -3.495
               0.213             287.170              15.999             280.494              65.337              -1.358              -3.214
               3.866             287.986              17.646             284.364              79.824               0.683              -2.641
               0.000             290.574              20.085             286.844              80.095              -2.154              -2.100
               0.542             291.579              21.290             288.472              82.806              -0.737               0.577
               2.701             293.342              22.972             289.826              81.532              -0.365               0.622
               2.431             295.534              25.247             291.862              80.979              -0.075               3.751
               8.648             294.755              24.265             290.839              79.587               2.638               4.808
               5.556             289.845              18.805             284.462              72.279               3.693              -0.096
               0.000             284.705              14.105             278.606              67.499               5.477               0.231
               0.248             284.558              14.213             279.490              71.766               2.457               3.291
               3.203             289.990              19.814             286.927              83.906               3.622               3.616
               0.070             294.025              22.714             288.256              71.508               2.130               1.424
               0.001             295.028              23.524             288.799              69.583               1.009               1.659
              11.636             296.208              25.710             291.950              78.454               0.945               3.980
               1.436             296.433              26.233             292.606              80.922               2.841               2.162
               0.156             297.820              26.994             292.685              74.243               0.138              -1.255
               3.747             297.588              27.247             293.321              78.469              -0.679               2.338
              14.342             295.298              24.864             291.319              79.767              -0.221              -2.352
               0.000             294.757              23.774             289.731              74.726               0.911               0.619
               0.029             295.804              24.861             290.819              74.673               2.347               3.367
               0.002             296.974              26.691             292.950              79.624               0.762               3.373
               0.038             296.714              26.431             292.798              79.896              -0.442               2.550
              12.013             296.687              25.955             292.033              75.989               1.036               2.418
               3.934             297.850              27.456             293.473              77.743               1.717               2.138
               0.314             296.342              25.561             291.520              75.812               1.817              -1.894
               0.046             291.353              19.249             283.306              60.707               1.486              -1.814
               0.002             292.983              19.974             282.845              52.646              -0.409              -1.667
               0.023             293.426              21.617             286.696              66.113              -3.374              -0.056
               0.019             292.179              20.180             284.386              62.988              -2.466               0.711
              33.526             289.983              19.516             286.110              80.044              -2.883              -4.127
               3.336             291.187              21.388             289.035              88.812              -0.675               0.452
               0.533             295.511              24.655             290.530              75.629               3.469              -1.396
               0.668             297.766              26.418             291.770              70.005              -0.831              -1.811
               0.000             294.108              23.131             289.148              74.938              -3.175               0.286
               4.479             292.300              21.356             287.665              75.215              -0.549               2.793
