 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             282.560              11.111             267.944              39.562               1.356              -3.417
               0.000             279.149               8.540             262.441              32.605               1.915              -3.792
               0.000             281.996              10.289             264.163              29.869               1.996              -2.826
               1.138             285.316              12.778             269.151              34.821              -0.624               0.268
               1.701             285.870              14.840             278.364              63.812              -1.089               1.021
               0.012             284.871              15.233             282.375              85.877              -1.601               0.740
               0.000             286.905              16.154             281.396              71.398              -0.149              -0.056
               0.004             288.745              17.059             280.970              61.418              -0.169              -0.757
               0.062             287.269              15.806             279.359              60.978               0.087              -0.150
               0.000             286.698              15.574             279.254              64.793               2.143              -2.361
               0.082             286.275              14.468             275.938              51.999              -0.021              -0.497
               0.000             287.334              15.592             278.129              56.763              -0.124               1.253
               0.000             286.723              15.283             277.541              59.690               2.508              -2.944
               0.000             285.994              13.354             270.706              36.582               0.042              -1.106
              13.809             285.847              14.935             278.216              65.790              -2.162               2.569
               7.119             286.110              16.772             284.980              93.398              -1.577               1.064
               0.777             285.387              15.889             283.424              89.485              -1.739               1.009
               0.000             285.741              15.202             280.010              71.954               0.654               2.237
               0.090             284.945              13.650             275.506              55.564               2.694              -1.462
               0.131             282.512              11.818             272.911              55.576               2.434              -3.207
               0.000             283.769              12.523             273.278              50.937               1.635              -2.312
               0.000             287.322              15.007             275.761              47.718               1.220              -0.618
               0.000             285.847              14.064             274.839              50.690               1.192              -2.255
               8.953             284.466              13.760             277.040              64.605              -0.584               0.083
               0.000             285.191              15.363             281.818              83.137               0.120               0.480
               0.000             283.198              12.190             273.295              52.734               3.024               0.345
               0.000             281.063              10.483             269.953              49.064               1.389              -2.434
               0.251             280.983              10.538             270.672              51.722              -0.798               2.561
               0.000             280.540              10.025             269.076              46.847               2.843               0.262
               0.041             281.053               9.945             266.454              36.389              -1.581               0.884
               0.845             284.503              13.545             276.188              59.989              -2.505               3.162
               0.028             285.812              14.691             277.773              62.025               0.944               2.186
               0.438             284.044              12.805             273.981              52.467               0.891               0.223
               0.993             283.698              13.307             277.411              67.646               0.960              -1.073
               0.000             283.713              12.871             274.960              58.706               2.200              -2.387
               0.000             281.626              10.616             268.206              42.946               3.211              -4.093
               0.038             283.487              11.607             268.090              36.600               2.278              -2.969
               0.000             286.088              13.896             273.222              44.702               1.324              -2.055
               0.000             287.482              14.982             274.811              45.415               0.178              -1.037
               0.025             287.866              15.298             275.233              45.795               1.092              -2.251
               0.064             288.363              15.605             275.290              44.725               1.388              -2.356
               0.029             289.346              16.322             276.115              44.200               0.118              -1.185
               0.010             289.855              16.691             276.464              43.875              -0.153              -0.644
               0.000             290.414              16.984             276.350              42.032              -0.868               0.337
               0.000             289.051              16.790             278.507              53.993              -0.907               1.556
               0.000             286.966              15.084             276.713              53.322               1.282              -2.444
               0.000             286.697              14.183             272.525              41.989               1.698              -1.592
               0.092             286.502              14.412             274.488              48.182               2.329              -2.304
               0.070             287.779              14.908             273.417              40.845               0.502              -1.391
               0.037             288.751              15.074             271.433              32.845               0.460               0.261
               0.000             288.134              15.573             275.759              46.856               1.735              -1.055
               0.371             290.001              16.917             277.123              45.362              -0.463               0.840
               0.000             286.687              14.420             274.479              46.005               2.538               0.234
               0.045             286.425              13.848             272.129              39.740               2.226              -0.071
               0.057             285.685              13.659             273.067              45.729               2.051              -2.521
               0.058             288.585              15.034             271.463              33.989               1.234              -2.986
               0.041             290.571              15.873             269.700              26.276               1.554              -1.958
               0.000             287.631              14.605             271.239              37.865               3.423              -2.856
               0.000             288.891              14.631             267.917              25.125               0.201              -0.619
               5.267             286.999              15.058             275.462              52.481              -1.155               2.537
               0.110             286.355              14.342             274.427              48.853               2.468               0.322
               0.169             286.614              13.757             270.294              35.978               1.020              -0.919
