 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              15.595             272.201               5.394             270.660              89.718               2.925              -5.708
               0.000             267.555               1.739             261.438              64.706               3.283              -6.678
               0.000             270.964               3.855             263.168              57.635              -0.306               1.563
               2.629             275.699               7.721             272.683              80.985              -3.717               1.931
               9.034             281.057              12.357             280.069              93.875              -1.368               1.103
              20.132             276.543               8.634             275.080              90.447              -0.588              -3.236
               5.877             275.405               7.714             273.564              88.327               1.732              -4.578
               0.004             272.253               4.947             266.569              67.957               1.242              -5.715
               0.000             272.949               5.183             265.114              57.455              -0.441              -0.841
               2.463             275.901               7.515             270.631              68.871              -3.595               0.161
               7.426             276.759               8.633             274.344              85.100              -4.464              -1.848
               0.000             280.077              10.868             275.995              76.583              -0.897              -0.436
               0.000             281.363              12.174             278.506              83.612               1.178               0.794
               0.000             270.643               3.547             262.090              52.730               3.127              -7.143
               0.000             272.511               4.906             265.218              58.321              -1.731               0.032
              11.115             281.993              13.173             281.074              94.507              -2.499               3.169
               0.237             289.137              19.549             287.625              91.657              -1.430               4.267
               6.350             291.288              21.595             289.402              90.079              -1.712               3.520
              34.650             291.383              21.561             289.216              88.470               0.079               5.000
               8.987             290.950              20.606             287.415              82.061               2.896               2.467
               0.000             279.371               9.945             273.229              66.406               5.992              -5.608
               0.000             278.720               9.361             271.973              63.429              -0.626               2.166
               0.677             284.058              14.234             280.374              80.136               1.401               2.375
               0.000             274.481               6.276             266.884              59.785               2.978              -3.778
               0.750             275.363               7.032             269.152              65.223              -2.059               0.965
               6.124             280.924              12.184             279.678              92.398              -3.589               0.739
               0.000             278.102               9.510             274.646              80.829               2.088              -4.832
               0.251             274.562               6.477             268.306              65.308               1.107              -3.551
               1.725             275.962               7.674             271.490              72.785              -2.596              -1.192
              10.474             276.373               8.398             274.313              86.928              -1.586              -1.578
               0.000             273.011               5.480             267.306              68.176               2.109              -5.382
               0.028             273.164               5.281             265.064              55.431              -1.770              -0.918
               3.030             279.302              10.511             276.514              82.982              -2.247               2.526
               8.715             285.143              15.985             284.321              95.185              -0.848              -0.510
               5.234             283.159              14.024             281.734              91.300              -1.041              -2.559
              19.277             280.407              11.793             279.351              93.282              -3.428              -3.768
              20.666             277.721               9.625             276.627              92.952              -0.915              -3.175
               0.000             277.986               9.547             275.425              84.499               3.232              -2.863
               0.000             279.670              10.662             276.007              79.415               0.717               2.502
               0.025             274.374               6.407             268.739              67.576               0.959              -6.277
               0.064             276.160               7.738             270.951              70.154              -1.700               1.801
               0.029             283.932              14.277             280.959              83.068              -1.135               2.856
               0.010             288.956              18.925             286.203              85.328              -0.240               3.720
               0.000             291.297              20.924             287.741              81.759               0.357               3.374
               0.000             291.355              21.213             288.315              84.579              -0.064               5.679
               0.000             292.552              22.225             289.030              82.244               0.444               6.586
               0.000             282.267              12.519             277.985              74.966               0.661              -6.075
              20.374             272.783               5.733             270.624              85.885               0.064              -4.666
               5.146             273.943               6.584             271.680              86.259               0.239              -4.455
               0.145             275.641               7.662             272.169              80.361              -1.372              -1.821
               1.033             283.502              13.901             280.525              82.817              -2.319               2.852
               0.047             289.009              18.986             286.149              85.472              -1.239               3.904
               2.248             292.953              22.939             290.099              85.575              -1.988               6.048
              20.889             294.057              24.258             291.567              87.060              -1.133               4.427
               6.861             290.396              20.621             288.458              89.229              -0.022              -0.785
               0.058             279.975              10.553             274.633              70.497               5.720              -6.257
               0.041             279.305               9.943             272.875              67.643               1.200              -2.231
               0.000             281.912              12.074             276.700              71.302              -2.288               3.569
               0.060             288.477              18.073             284.099              79.515               0.474               3.218
               0.000             286.601              15.486             279.602              64.645              -1.180              -0.888
               3.371             287.019              16.833             283.465              80.728              -3.969               2.637
               4.813             292.185              21.387             287.092              76.876               1.092               3.014
               0.079             283.262              12.829             276.527              64.887               2.973              -4.336
