 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             278.701               9.484             272.343              67.273               6.255               0.639
               0.000             273.587               5.041             259.582              34.402               0.419              -1.055
               0.000             274.785               5.916             262.008              38.822               1.660               0.642
               0.134             279.769               9.274             267.178              41.227               2.045               1.535
               0.081             283.260              11.503             269.144              37.648               1.113               2.951
               2.312             283.551              12.676             274.964              57.275               3.699               2.830
               0.000             282.288              11.856             274.690              60.046               5.384               0.612
               0.004             282.034              11.317             272.701              52.261              -1.035               1.500
               0.000             280.074              10.295             272.951              62.017               0.342               2.256
               0.303             282.354              11.933             274.775              60.636              -0.157               1.110
               0.082             280.993              10.883             273.305              59.827               1.146               1.775
               0.000             283.155              12.132             273.286              52.185               5.280               0.462
               0.000             283.894              12.742             273.723              53.424               8.228              -1.567
               0.000             279.846               9.050             264.728              34.066              -1.119               1.102
               0.000             280.487               9.796             268.071              42.071               0.421               3.529
               0.099             284.400              12.685             272.664              45.117               1.922               2.693
               1.835             283.840              13.288             277.234              65.032               0.327               3.931
               1.598             284.592              13.343             275.436              54.868               2.636               2.312
               0.090             282.125              11.298             271.986              50.376               4.894               1.003
               0.131             279.036               9.021             268.316              47.818               8.107              -2.399
               0.000             278.925               8.835             267.399              44.765               2.985              -0.996
               0.000             281.572              10.518             268.688              41.554               4.426               2.798
               0.000             280.214               9.669             268.121              43.589               9.217              -2.172
               0.205             278.692               8.480             265.597              39.246               1.818               0.066
               2.046             281.683              11.277             273.116              57.161               4.874               4.278
               0.000             280.909              10.798             273.098              59.281               7.849               1.552
               0.000             278.563               8.448             266.064              40.783               8.516              -1.441
               0.251             277.749               7.885             264.938              40.105               1.520               1.926
               0.000             277.462               7.854             266.131              44.964               5.951               3.457
               0.041             276.607               7.135             264.044              40.123               7.219              -0.979
               0.000             276.581               6.821             260.566              30.465               0.704               1.164
               0.028             279.828               9.147             265.798              36.884               2.396               2.379
               0.006             280.427              10.051             270.073              49.451               4.772               1.224
               0.075             282.386              11.226             270.690              44.701               3.227               0.552
               0.946             282.995              11.944             272.975              50.714               1.921               0.260
               5.237             280.923              10.794             273.153              58.946              -0.660               0.629
               0.038             277.674               8.331             268.708              55.054               5.476              -1.779
               0.000             279.338               8.897             266.055              38.913               3.671              -2.112
               0.000             280.553               9.906             268.284              43.704               3.810              -1.600
               0.025             282.530              11.102             268.803              39.819              -2.207               1.546
               0.064             283.988              12.111             270.345              39.686               2.325              -0.465
               0.029             285.870              13.093             269.666              33.583               3.010              -0.321
               0.010             287.745              14.239             270.220              30.992               3.109              -1.169
