 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               4.644             259.958              -2.896             257.745              83.890               2.388              -6.757
               0.000             252.813              -7.274             250.241              80.542               3.956              -0.290
               0.000             253.636              -6.773             251.335              82.588               2.787               1.771
               0.134             259.355              -3.288             256.817              81.813               0.678              -0.984
               0.945             259.776              -3.002             257.714              84.969               0.307              -2.977
               0.120             257.855              -4.210             255.498              82.619               1.759               1.898
               0.000             263.170              -0.839             261.199              85.937               1.151              -2.275
               0.004             254.143              -6.470             251.784              82.191               2.952               0.282
               0.062             254.925              -5.972             253.302              87.736               2.438               1.404
               0.087             257.815              -4.216             255.855              85.628              -1.120              -1.953
               0.406             261.532              -1.869             259.901              88.053              -3.143               2.067
               0.915             267.959               2.446             267.000              93.263              -2.023               2.323
              15.413             265.879               0.971             264.320              88.846               0.224              -6.870
               0.000             253.096              -7.107             250.455              80.121               4.542              -5.446
               0.093             252.933              -7.194             250.682              82.883               0.262               4.089
               0.000             260.360              -2.589             259.112              90.827              -0.631               0.519
              25.077             261.707              -1.684             261.176              96.203               1.612              -0.120
               7.430             261.663              -1.788             259.974              87.751              -1.823               0.375
               8.190             272.172               5.522             271.644              96.462              -1.549               3.154
               0.131             264.965               0.442             264.303              95.357               2.526              -2.358
               0.000             267.722               2.234             266.306              90.101               4.062              -4.788
               0.000             264.572               0.155             263.587              93.156               0.361               3.597
               0.245             269.144               3.155             267.182              86.503               2.204              -2.062
               0.000             256.387              -5.093             254.446              85.527               4.133              -4.300
               1.074             258.715              -3.645             257.037              87.629              -1.038               2.120
               7.949             270.424               4.196             269.570              94.078              -3.204               0.913
               0.668             268.251               2.630             267.141              92.197               2.111              -3.623
               0.251             262.499              -1.283             260.366              84.675               4.696              -3.416
               0.000             254.923              -5.980             253.110              86.293               2.425              -1.858
               1.445             260.889              -2.284             259.145              87.256               0.306              -3.092
               0.000             258.159              -4.007             256.131              85.051               3.489              -2.660
               0.028             252.617              -7.393             249.998              80.158               1.001               0.962
               0.006             263.294              -0.727             261.759              89.006              -1.307               1.115
               0.064             262.253              -1.391             260.870              89.857               2.206              -1.864
               0.000             254.112              -6.474             252.191              85.495               1.774              -2.026
               0.000             256.626              -4.993             253.492              77.352               0.174              -0.064
               0.038             259.276              -3.271             258.070              91.046               0.992               2.586
               0.000             257.900              -4.150             256.263              87.741               1.761              -3.182
               0.055             260.873              -2.299             259.048              86.720              -1.827              -2.474
               0.025             251.624              -7.972             249.493              83.780               1.594              -0.474
               0.064             261.636              -1.782             260.305              90.404              -0.558               3.126
               0.029             263.932              -0.250             263.186              94.708              -0.159               2.268
               0.010             263.660              -0.412             263.130              96.266               1.629              -2.716
               0.000             262.899              -0.952             261.808              92.110              -1.739               0.501
               0.000             267.324               2.047             266.738              95.891              -1.369               2.783
               0.070             268.794               3.043             267.963              94.275               1.018              -3.031
               0.000             255.853              -5.460             252.794              77.716               2.701              -7.247
               1.517             258.775              -3.627             256.706              84.822              -3.361              -2.676
               0.610             262.092              -1.527             260.191              86.423              -0.986              -0.887
               0.037             262.180              -1.427             260.949              91.001              -0.500               3.828
               4.489             270.877               4.465             269.580              91.216              -0.745               6.371
               5.555             273.111               6.080             271.593              90.315               2.347               0.471
               1.276             275.250               7.628             273.598              89.380              -3.732               3.473
               0.045             273.573               6.308             271.362              85.928               2.244              -2.365
               0.057             268.271               2.400             264.602              76.854              -0.650              -5.329
               0.058             267.256               1.748             263.961              78.614               0.926              -6.615
               0.041             268.985               2.836             264.452              74.175               0.506              -1.058
               0.000             273.717               5.923             267.981              66.388              -2.855               2.536
               2.857             274.078               6.748             272.331              88.812              -1.851              -0.874
               0.000             274.671               7.158             272.742              87.872               0.898              -0.103
               1.406             277.168               8.980             274.872              86.291              -2.353               4.800
              19.393             278.396              10.085             276.928              90.915              -1.129              -0.872
               0.079             271.887               4.986             269.041              81.450               6.390              -3.807
               0.668             273.257               5.820             269.098              75.160               4.785              -1.709
               0.000             274.647               6.743             270.245              73.025               3.091               1.065
               0.222             274.662               7.019             271.951              82.925               3.804              -4.194
               0.000             272.233               5.160             268.717              78.161               0.738              -0.579
              29.977             275.163               7.418             272.637              84.138               0.661              -2.749
               0.019             273.379               5.815             268.629              71.475               3.731              -2.927
               0.091             272.314               4.948             266.553              66.102               3.223               0.355
               0.000             276.896               8.476             272.829              76.793              -1.114              -0.015
               0.000             280.767              11.303             276.163              74.121               1.758               1.824
               0.029             276.987               8.020             269.609              60.267               5.350              -3.597
               0.007             272.419               4.750             263.883              54.166              -1.255              -2.387
               0.000             274.156               6.332             269.182              70.521              -1.223               3.472
               3.357             279.447              10.561             276.362              81.298              -1.041               6.815
              18.735             284.304              15.014             282.801              91.119              -2.526               6.449
               0.184             284.689              14.811             281.069              80.958               1.535               3.725
               2.061             280.282              10.907             275.552              73.563               1.084              -3.004
               2.173             280.162              11.092             276.857              80.592              -2.703              -0.777
              15.314             284.148              14.825             282.453              90.124              -4.533               2.923
               9.120             281.334              12.269             279.100              86.402               3.663              -4.592
               0.005             273.545               5.888             268.355              69.742               6.089              -8.045
               0.050             271.664               4.599             266.473              70.719               2.918              -4.037
               1.100             274.861               6.849             270.097              71.339              -0.646              -2.007
               2.051             275.488               7.490             271.961              78.235              -2.382              -0.722
               0.000             283.322              13.721             280.096              82.207               0.077               5.928
               0.924             287.844              17.612             284.364              81.264              -0.114               4.852
               0.761             287.589              17.279             283.863              79.706               2.315               4.352
               0.037             278.873               9.978             274.925              77.483              -0.240              -3.374
               2.020             278.325               9.846             275.954              85.602              -4.310              -2.174
               0.578             277.196               8.856             274.215              81.743               2.500              -3.871
               0.163             277.056               8.451             272.380              72.306              -1.504              -2.143
               0.712             277.437               8.894             273.609              77.342               0.333              -2.757
               0.000             280.744              11.196             275.324              71.919               3.541               1.926
               0.000             275.170               6.543             266.381              52.466              -1.871              -3.624
               0.033             277.358               8.710             272.664              73.484              -3.383               3.217
               9.403             285.627              15.377             281.358              76.692               2.532              -1.208
               7.007             278.265               9.349             273.574              72.592               1.320              -4.280
               0.829             277.297               9.038             274.849              85.016              -4.422               1.464
              15.539             282.858              13.587             280.733              87.530              -7.333               2.443
               0.127             284.936              14.686             280.348              74.768               1.157               5.532
               0.000             283.126              12.683             276.130              64.072               4.258               1.835
               0.017             284.971              14.320             278.620              67.507               2.164               1.523
               0.000             286.901              15.290             278.460              57.487              -0.263               0.488
               2.687             286.206              15.896             281.935              77.065              -4.497               1.369
               0.000             288.100              17.996             285.056              83.515              -4.551               1.521
               0.000             288.627              18.494             285.589              83.611              -3.038               3.119
               3.552             289.973              19.854             287.070              84.656              -2.822               5.032
               4.910             290.466              20.406             287.763              85.554               0.214               3.037
               0.000             286.616              16.335             282.527              78.437               0.174              -3.729
               0.114             286.815              16.084             281.443              71.515              -2.842               0.017
               0.025             288.983              18.543             285.075              79.567              -3.710               1.041
               0.534             288.940              19.124             286.835              88.371              -2.151               0.656
               1.044             289.239              19.143             286.378              84.602              -0.744               1.535
               0.000             282.845              13.026             278.347              75.909               2.807              -4.824
               0.937             283.513              13.069             277.091              65.780               2.489              -2.350
               0.000             283.038              12.414             275.245              59.865               1.651              -1.338
               2.207             284.343              14.255             279.622              75.941               2.944               0.106
               2.268             282.220              12.218             276.645              69.163               0.572              -0.506
              10.284             284.381              14.402             280.420              78.154              -3.943               1.414
              24.804             288.917              18.900             286.297              85.514              -1.897               3.508
               2.978             284.991              15.286             282.378              84.927              -0.458              -5.798
               0.000             283.541              13.277             277.913              69.548              -1.630              -4.677
