 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             253.779              -6.742             249.471              70.007               1.196              -1.095
               0.000             255.798              -5.636             247.762              50.394               5.701              -0.951
               0.000             262.308              -1.559             257.583              68.439               4.869               1.214
               0.134             266.964               1.470             262.806              72.712               4.945               2.302
               0.081             266.831               1.287             261.468              65.937               4.893               1.641
               0.055             267.363               1.888             264.910              83.260               2.107               1.440
               0.000             262.834              -1.212             258.241              70.218               4.219              -0.407
               0.004             260.682              -2.718             252.345              50.183               4.781              -0.115
               0.000             264.011              -0.727             254.530              46.705               4.159               1.289
               0.087             266.135               0.881             261.346              69.191               3.270               0.420
               0.082             268.478               2.429             263.775              70.092               4.678               1.586
               1.347             272.241               5.070             268.063              73.857               3.666               1.904
               3.425             264.058              -0.354             260.711              77.760               1.052              -2.766
               0.000             261.096              -2.369             255.189              61.895               4.135               0.717
               0.000             267.464               1.686             261.898              65.149               5.525               2.573
               0.000             267.501               1.802             263.066              71.281               4.823               2.173
               0.000             267.926               2.031             262.745              67.953               3.282               1.899
               0.000             272.514               5.369             269.115              78.516               2.749               0.895
               0.090             268.930               2.750             264.185              71.275               3.350               0.069
               0.131             266.911               1.117             258.050              50.334               4.041              -5.029
               1.891             267.636               1.584             258.684              50.968               4.357              -1.399
               1.917             268.509               2.217             260.874              55.758               4.010               1.259
               0.461             259.699              -3.165             255.106              69.737               2.782              -3.439
               0.000             264.645              -0.212             257.536              57.472               3.671               0.578
               1.830             267.644               1.889             263.005              70.840               1.095               0.204
               3.186             261.026              -2.230             258.717              83.383              -2.783              -0.690
               0.000             259.071              -3.497             255.751              77.142               2.247              -0.729
               0.251             257.897              -4.305             252.399              63.565               2.552               1.547
               3.572             258.219              -3.970             256.183              84.996              -0.525               2.099
               0.052             255.857              -5.477             252.145              73.857               3.307              -0.260
               0.000             256.401              -5.232             250.149              58.825               5.142               0.879
               0.028             263.258              -0.909             259.327              73.673               4.156               2.791
               0.006             262.154              -1.705             256.366              63.154               5.502               1.569
               0.000             260.706              -2.638             254.091              58.185               5.475               1.105
               0.000             260.963              -2.436             255.389              63.566               3.771               0.626
               0.000             261.938              -1.824             256.419              64.704               2.794               0.408
               0.146             265.448               0.398             260.124              65.983               3.174              -2.205
               0.000             266.080               0.779             260.236              64.155               5.338               0.010
               0.163             268.092               1.963             260.442              56.704               4.890              -1.234
               0.025             268.803               2.349             259.961              52.334               4.911               0.189
               0.064             270.277               3.218             260.490              47.975               4.345              -0.204
               0.029             273.002               4.569             256.871              30.036               4.961               0.900
               0.010             273.964               5.136             257.800              28.813               4.333               0.934
               0.000             275.563               6.270             260.985              33.657               4.589               1.613
               0.000             278.059               7.351             255.331              18.438               5.629               2.414
               0.000             274.083               5.517             261.933              40.790               4.340               1.751
               0.000             268.666               2.444             262.244              63.458               2.337               2.099
               0.092             268.525               2.195             260.435              53.799               4.700              -0.400
               0.070             266.927               1.139             258.333              51.118               3.765               0.261
               0.037             270.079               3.130             260.902              50.103               4.056               2.309
               0.000             270.658               3.606             262.289              55.286               4.184               0.164
               0.155             269.861               2.828             258.367              41.253               3.375               2.686
               0.000             270.250               3.179             259.985              46.817               6.272               3.167
               0.045             267.971               1.622             256.070              39.725               4.606               1.939
               0.057             267.928               1.765             258.869              50.760               2.995               0.315
               0.058             268.952               2.107             254.046              32.372               3.592              -0.598
               0.041             274.485               5.901             263.447              45.503               3.092               0.485
               0.477             271.936               4.818             267.401              72.115               1.092              -2.497
               0.000             268.680               2.554             263.456              69.539               3.454              -1.037
               0.000             271.703               4.114             261.579              46.669               3.432               2.230
               5.412             272.418               4.810             264.514              56.830               2.420               2.926
               4.489             268.396               2.459             264.301              75.345               0.503              -4.061
