 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             296.958              24.361             287.950              59.679              -0.708               0.692
               0.278             293.954              21.679             286.123              61.527               0.391             -12.448
               0.101             285.488              14.529             278.654              63.752               3.167             -18.462
               0.134             287.597              16.391             281.119              65.868               3.135             -14.526
               0.081             290.612              18.964             283.692              65.328               1.781             -12.224
               0.012             293.816              21.753             285.966              63.635               0.583              -7.881
               0.000             295.952              22.694             285.224              53.382              -0.760               1.916
               0.436             294.081              21.543             285.440              58.918               0.194             -11.129
               0.062             288.730              17.366             282.231              66.010               2.281             -14.445
               0.000             289.768              18.272             282.925              66.043               1.549             -11.070
               0.082             291.861              20.021             284.499              64.506               0.037              -6.908
               0.000             292.991              20.753             284.486              61.130              -0.131              -4.707
               0.000             294.285              21.930             285.770              60.932              -0.658               3.114
               1.024             293.455              22.669             288.858              77.035              -0.001              -3.643
               0.000             289.495              18.149             283.195              67.633               1.797             -13.557
               0.000             291.728              19.928             284.612              64.835               0.946              -9.839
               0.000             293.887              21.937             286.562              64.860               0.560              -9.560
               0.000             294.960              22.635             286.561              61.602               0.874              -9.165
               0.414             296.242              23.947             287.958              62.244               0.103              -3.016
               0.131             295.559              24.097             289.251              69.920              -1.278               4.595
               0.163             293.668              22.590             288.298              73.929              -1.112              -6.180
               0.000             290.900              18.424             281.163              55.343               0.138              -7.415
               0.029             294.144              23.188             289.039              75.151              -1.634               4.898
               0.205             295.153              24.587             290.287              78.597              -1.679              -2.563
               0.000             293.808              21.238             284.320              58.340              -0.022              -5.645
               0.000             296.088              22.794             285.229              53.148              -1.089               3.144
               0.000             295.180              24.088             289.524              73.533              -0.834               4.870
               0.251             295.741              24.897             290.329              75.620              -1.239              -2.545
               0.000             296.657              24.734             288.871              65.550              -0.249              -4.372
               0.041             297.435              25.025             288.597              61.295              -0.723               4.407
               0.197             295.878              23.685             288.107              63.122              -0.629              -4.655
               0.028             292.344              20.408             284.968              63.892               0.760             -12.827
               0.006             294.130              21.869             285.822              61.787              -0.102              -6.695
               0.000             296.511              23.898             287.266              59.467              -0.484              -3.083
               0.000             297.893              25.267             288.698              59.495              -1.395              -2.740
               0.000             298.712              26.304             290.128              61.118              -1.803              -0.125
               0.038             296.573              24.236             288.284              61.913              -1.491               5.228
               0.194             295.432              24.037             288.968              70.584              -1.188               0.980
               0.271             293.107              21.084             285.695              63.579               0.494             -10.952
               0.025             292.882              21.350             286.767              68.826               1.011             -11.913
               0.064             290.691              18.339             281.592              56.498               0.806             -13.426
               0.029             291.901              19.896             284.216              62.614               0.709             -12.138
               0.010             292.691              20.189             283.688              57.867               0.867             -11.571
               0.000             293.446              21.033             284.681              59.665               0.688             -11.568
               0.000             295.074              22.170             285.103              56.047               0.310              -7.879
               0.000             297.294              23.729             286.043              51.540              -1.080               0.486
               0.000             297.041              23.785             286.283              54.044              -0.935               1.909
               0.308             298.064              24.830             287.748              54.580              -1.207              -5.641
               0.070             295.021              22.664             286.842              61.313               0.605             -11.641
               0.037             292.446              20.512             285.111              64.001               1.028             -13.212
               0.000             293.455              21.221             285.095              61.583               0.691             -10.259
               0.371             296.947              23.746             286.541              54.472              -0.378              -7.379
               0.000             298.289              25.500             288.424              58.176              -1.093              -3.368
               0.045             299.284              25.669             287.890              51.873              -1.614               1.571
               0.705             298.506              26.168             289.277              61.713              -1.297               2.348
               0.598             297.733              24.596             287.751              55.294              -0.870              -6.764
               0.041             291.813              19.221             282.299              55.565               0.837             -14.831
               0.000             293.803              21.125             284.112              57.209               0.117              -3.544
               0.006             296.250              25.463             291.069              75.820              -1.822               4.489
               0.000             297.015              25.927             290.851              72.661              -1.295               2.417
               0.110             297.480              24.428             287.262              55.931              -1.227               3.335
               0.169             297.028              24.881             288.838              63.556              -1.450               5.006
               0.079             297.129              24.745             288.169              61.520              -1.141               0.289
               0.000             297.108              24.349             287.700              58.316              -0.366             -10.227
               0.000             294.694              22.189             286.001              59.689               0.134             -11.518
               0.222             292.131              20.314             284.984              65.050               0.421             -11.131
               0.000             293.163              21.047             285.006              62.614               0.294              -7.711
               0.000             296.421              23.587             286.541              57.466              -0.639              -0.940
               0.127             298.598              24.475             285.824              47.740              -0.381               1.724
               0.091             298.384              24.809             287.327              51.945              -0.545             -10.102
               0.222             293.990              21.977             286.544              64.254               1.013             -12.567
               0.000             295.564              23.221             286.976              61.660               0.534              -9.485
               0.029             297.901              24.490             287.183              53.095              -0.306             -10.439
               0.007             297.177              24.029             287.179              55.025               0.795             -12.526
               0.000             296.836              24.102             287.699              58.482               0.432             -11.362
               0.000             297.869              24.746             287.618              55.439               0.552              -9.670
               0.019             299.133              26.018             288.703              55.635              -1.503              -2.862
               0.000             298.853              25.319             287.667              52.403              -1.472               3.537
               0.117             298.290              25.186             287.778              55.664              -0.988               4.898
               0.000             298.772              24.773             286.372              48.788              -0.920               5.124
               0.000             298.046              25.230             288.084              57.953              -1.055               5.876
               0.000             297.553              26.329             291.104              71.159              -1.598               4.988
               0.005             298.295              27.513             292.575              74.157              -2.207               3.465
               0.071             297.383              25.861             290.499              68.766              -1.593              -2.013
