 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             266.615               0.702             252.991              33.804               1.124              -2.467
               0.000             265.352              -0.098             250.703              30.870              -2.378              -1.700
               0.000             271.644               3.694             255.690              28.674              -3.072              -1.741
               0.134             274.066               5.570             262.877              43.290              -3.193              -1.516
               0.945             274.776               6.399             266.936              56.906              -3.144              -1.388
               2.830             274.566               7.040             272.452              86.330              -0.435               0.302
               0.000             273.209               6.054             271.030              86.242               0.438               0.237
               0.976             271.448               4.604             268.020              78.113              -2.361              -0.610
               3.194             273.324               6.083             270.873              84.033              -2.212              -0.483
               0.000             271.799               4.975             269.365              83.871               0.520              -0.266
               5.968             272.736               5.669             270.425              84.600              -2.066              -0.668
               0.000             274.006               6.645             272.002              86.833              -1.050              -0.518
               0.617             273.090               5.422             266.631              63.440               2.389              -1.800
               0.592             272.096               4.440             262.901              49.871              -3.203               0.421
               3.009             274.214               6.465             269.977              74.079              -1.315               2.227
              15.543             274.853               7.288             272.970              87.710               0.172               0.688
              20.022             275.504               7.813             273.827              89.203              -1.893              -0.872
               4.795             274.264               6.861             272.373              87.915              -0.692               1.994
               0.306             271.406               4.740             269.262              86.025               2.457              -0.009
               0.131             269.731               3.299             265.327              71.873               1.676              -1.281
               0.163             271.105               4.138             265.717              66.968              -2.898              -1.201
               0.000             271.791               4.760             267.662              74.133               0.325              -0.644
               0.000             268.753               2.375             261.124              55.815              -0.621              -1.413
               0.097             268.247               2.223             262.967              66.777              -2.780              -0.382
               3.558             270.676               4.253             268.874              87.770              -2.060              -0.984
              10.757             269.737               3.620             268.134              89.383               1.836              -0.776
               0.000             263.891              -0.612             258.228              63.978               1.044              -0.658
               1.331             264.390              -0.068             262.138              84.144              -3.280              -2.188
               0.699             264.657               0.099             262.255              83.558               2.553              -0.722
               0.041             260.670              -2.587             255.767              67.154              -1.421               0.462
               4.085             264.589               0.018             261.728              80.364              -6.093              -1.043
               6.497             268.961               3.136             267.942              92.884              -0.918               0.679
               0.978             269.396               3.392             267.950              90.029              -0.444               0.900
               0.000             267.307               1.735             263.616              75.420              -1.452              -0.886
               0.000             265.378               0.157             256.468              50.245              -1.361              -0.470
               0.000             265.727               0.486             258.909              58.868              -1.226              -1.671
               0.038             269.174               2.891             264.437              69.975               1.949               1.136
               0.000             271.143               4.282             266.824              72.795               0.618               0.914
               0.000             272.068               4.774             266.398              65.915              -0.273               0.378
               0.025             271.327               4.214             265.244              63.311              -3.005              -0.901
               0.064             271.668               4.503             266.117              66.061              -3.302              -0.939
               0.029             272.948               5.294             266.524              62.177              -3.356              -1.152
               0.010             273.613               5.758             267.252              62.633              -3.743              -1.020
               0.000             276.602               7.652             268.799              57.040              -3.899              -0.205
               0.135             276.449               7.864             270.937              67.477              -1.303               3.193
               0.000             275.716               7.349             270.169              67.642              -0.124               1.791
               0.000             274.205               6.152             267.470              62.270              -2.554               1.129
               0.092             274.767               6.370             266.754              56.049              -0.411               1.176
               0.070             274.717               6.386             267.012              57.931              -2.752               0.287
               0.253             274.852               6.670             268.745              64.986              -2.586               1.605
               3.409             275.478               7.286             270.654              71.317               0.927               1.708
               9.551             275.595               7.623             272.405              80.183              -0.348               3.033
               9.916             273.766               6.263             270.351              78.575               3.020               2.959
               1.017             272.339               5.299             269.401              80.990               1.035               2.972
               1.893             270.404               3.677             265.200              67.705               0.522              -0.203
               0.166             270.170               3.444             264.211              63.661              -4.578              -1.298
               0.689             274.063               6.182             268.615              67.183              -4.233              -0.316
               0.704             275.178               6.967             269.587              67.521               2.581              -0.991
               0.000             274.469               6.390             268.288              64.437              -1.230               0.690
               2.059             274.351               6.595             270.305              75.333              -2.389               3.322
               1.632             274.887               7.147             271.933              81.642               1.137               1.812
               0.169             273.653               5.870             267.758              66.009               2.123              -1.592
               0.079             275.567               7.038             268.551              60.434               1.641              -0.323
               0.000             277.155               7.896             268.211              52.691              -0.734              -2.265
               0.000             280.100               9.772             269.828              48.205              -0.293              -2.082
               0.222             280.677              10.472             272.166              55.464              -1.802              -1.616
               0.000             281.655              11.207             273.237              56.021              -0.134               0.360
               0.000             281.952              11.276             272.611              52.669               0.656              -1.169
               0.019             278.387               8.282             265.448              39.373              -2.891              -1.661
               0.091             277.142               7.403             263.651              37.523              -3.704              -0.492
               0.000             278.092               8.237             266.620              43.793              -2.366              -0.000
               0.000             279.439               9.190             268.209              44.918              -2.585               0.436
               0.029             278.956               9.313             270.907              57.376              -3.205              -0.272
               0.007             278.122               9.203             273.108              71.416              -3.182               1.096
               0.000             278.656               9.319             272.037              63.537              -0.299               4.779
               0.000             277.135               8.042             269.367              57.696               0.463               2.481
               0.472             276.804               7.979             270.208              63.033               1.392               1.214
               2.334             276.025               7.588             270.604              68.333              -3.355               0.545
              15.129             275.978               7.934             272.908              81.227              -2.651               0.665
               5.845             275.592               7.649             272.518              81.186               0.200               2.148
               2.462             275.687               7.681             272.361              79.874               0.882               1.774
               0.000             276.709               8.151             271.747              70.745              -0.909              -0.398
               0.005             277.889               8.587             270.254              58.235              -0.292              -0.954
               0.050             280.000               9.810             270.447              50.969               0.345               0.785
              14.902             279.783               9.999             272.359              59.846               0.278               2.108
              19.007             277.762               9.079             273.741              75.649              -2.666               1.652
              19.218             278.259               9.867             276.192              87.691              -0.300               2.623
               5.903             276.516               8.154             272.454              75.428               2.748               3.616
               0.437             276.487               8.270             273.242              79.893               0.405               1.482
              14.185             276.052               7.631             270.759              69.139               2.459              -0.975
               0.000             275.177               6.668             267.366              56.797               1.098              -1.137
               0.038             275.610               6.950             267.626              56.360               1.614              -1.523
               0.000             274.712               6.416             267.357              59.134               1.556              -1.748
               0.000             276.898               7.743             268.136              53.428               1.241               0.484
               0.000             280.908              10.426             271.113              50.310              -1.152               0.522
               0.000             282.100              11.504             273.323              55.372              -2.912               1.881
               0.033             282.631              11.579             272.108              48.546              -0.084               3.207
               0.000             283.565              12.194             272.663              47.349              -1.763               0.050
               0.095             284.413              12.776             273.267              46.663               0.396               2.329
               6.013             279.617               9.640             270.643              53.555               5.408              -3.327
               0.000             275.162               6.244             263.422              41.882               4.221              -1.146
               0.127             277.624               8.337             269.480              56.275               3.271              -2.421
               0.000             279.641               9.634             270.548              52.963              -0.720              -0.060
               0.017             284.175              12.762             273.933              49.749              -1.207               0.737
               0.000             285.947              14.050             275.301              49.128              -1.602               1.892
               0.095             286.464              14.257             274.820              46.065              -1.088               3.498
               0.000             285.038              13.089             272.860              44.015               0.478               5.612
               0.000             281.197              10.393             269.569              44.681               1.654               4.395
               0.085             280.316               9.627             267.631              40.773               1.462               0.659
               0.000             280.795               9.965             268.060              41.070              -2.490               0.111
               0.000             283.069              11.738             271.450              45.289              -2.983               0.752
               0.114             284.713              12.683             271.592              40.828              -2.149               2.594
               0.025             284.663              12.638             271.402              40.653              -0.053               4.876
               0.000             284.354              12.332             270.652              39.004               2.179               3.312
               0.072             284.325              12.423             271.384              41.141               0.920               1.030
               0.000             285.329              13.577             274.638              48.971              -1.189               0.918
               0.000             286.568              14.657             276.554              51.397               0.975               2.713
               0.000             286.999              14.707             275.647              46.841               0.253               1.588
               0.000             287.093              14.746             275.399              46.332              -2.437               0.160
               0.000             287.626              15.013             275.138              44.218              -1.485               1.691
               0.013             286.115              13.761             273.152              42.052               0.826               3.755
               0.094             283.713              12.297             272.628              47.248               0.342               2.837
               0.170             284.491              13.241             275.299              54.403               1.749              -1.027
               0.000             285.729              13.810             274.648              47.806              -1.442               0.367
               0.000             287.693              15.105             275.441              44.857               0.334               4.396
               0.000             287.096              14.213             272.672              37.786               3.815               4.412
               2.901             283.437              12.057             272.122              46.420               4.609               3.893
              10.695             279.453               9.872             272.669              62.847               4.072               1.504
               0.000             278.425               8.828             269.537              54.269               1.833              -1.203
               0.000             279.963               9.608             269.026              46.427               1.640              -1.854
               0.000             281.844              11.024             271.352              48.750              -0.829              -0.704
               0.116             284.072              12.292             271.336              42.068              -2.617              -0.938
               0.000             284.607              12.396             270.137              36.852              -3.576              -0.519
               0.000             287.768              14.586             272.523              36.054              -3.523               0.369
               0.004             289.869              16.220             274.862              37.421              -2.130               2.171
               0.160             289.896              16.173             274.614              36.541              -0.367               3.169
               0.025             289.427              16.291             276.370              42.919               0.030               2.216
               0.000             290.623              16.984             276.523              39.970              -0.269               1.806
               0.000             291.650              17.702             277.240              39.097               2.363               2.702
               0.000             291.113              17.637             278.190              43.391               1.738               0.983
               0.000             289.993              17.509             279.960              53.306               2.316               1.149
               1.729             293.014              19.345             280.626              45.453               1.045               1.695
               0.163             293.237              19.249             279.668              42.416              -0.284               2.610
               0.000             291.966              18.329             278.744              43.580              -0.476               3.726
               0.156             289.853              16.764             277.230              44.872              -2.830               0.688
               0.925             290.260              17.614             279.853              51.796              -2.519               0.612
               1.004             291.199              18.743             281.965              56.149               0.346               3.032
               0.000             291.006              18.302             280.797              52.711               0.885               4.449
               0.070             289.955              16.839             277.474              44.805               1.626               3.238
               0.001             290.028              16.222             274.508              35.880               1.799              -1.253
               0.090             287.333              13.861             269.473              29.556              -1.811              -2.613
               0.032             287.229              13.840             269.603              30.360              -2.901              -2.156
               0.000             289.406              15.555             272.692              33.017              -3.191              -1.781
               0.291             291.283              17.310             276.190              37.758              -1.857               1.310
               0.086             292.712              18.300             277.000              36.540              -0.434               1.400
               0.000             294.421              19.475             277.891              34.953              -0.093               0.536
               0.029             296.163              20.522             278.201              31.962               2.347               0.967
               0.000             294.326              18.970             275.894              30.592               3.993               0.955
               0.038             287.558              13.959             269.288              28.677               0.486              -4.283
               0.133             285.929              12.964             268.680              30.653              -1.270              -2.375
               0.154             288.967              15.130             271.535              31.462              -3.852              -0.562
               0.000             292.404              17.696             274.790              32.343              -3.565               0.130
               0.046             295.806              20.128             277.078              30.894              -2.065               1.814
               0.002             297.670              21.374             277.929              29.177               0.153               4.009
               0.023             297.449              21.285             278.011              29.870               3.317               3.980
               0.019             295.304              19.045             273.150              24.238               3.250               3.921
