 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             274.841               6.777             269.380              69.203              -0.674              -3.945
               0.062             277.532               8.483             270.719              62.691              -1.756               0.890
               0.000             279.589              10.031             273.096              64.400              -2.065               1.322
               2.078             281.339              11.548             275.507              69.407              -1.815               2.276
               0.567             281.135              11.894             277.933              81.336              -1.520              -0.428
               1.081             282.238              12.805             279.134              81.775              -0.793              -0.579
              12.033             280.749              11.912             278.977              89.296              -1.674               0.614
              25.060             280.448              11.984             279.978              97.183              -3.351               5.450
               5.570             279.034              10.430             276.885              86.486              -1.395               3.046
               4.083             278.956              10.513             277.379              90.496              -1.626               1.880
              46.997             279.040              10.513             277.272              88.647              -1.209               8.716
               2.427             281.944              13.012             280.537              91.818               0.209               3.698
               0.000             280.558              11.513             277.680              83.276              -0.927              -2.072
              33.640             283.096              13.924             281.456              90.348              -2.143               6.510
              17.049             277.706               9.548             276.213              90.985              -2.945               7.301
               0.000             275.603               7.951             274.136              91.460              -1.727              -2.175
               0.345             274.090               6.784             272.548              89.883              -0.635              -2.269
               2.462             275.788               8.197             275.020              95.118               0.051               0.730
               0.090             273.852               6.634             272.431              90.837              -0.134              -3.432
               0.131             274.411               6.871             271.925              84.209              -0.727              -3.651
               0.000             275.613               7.872             273.806              88.414              -1.485               0.609
               0.000             277.603               9.126             274.413              80.640              -0.440              -0.986
               0.000             276.886               8.566             273.529              79.894              -0.901              -1.232
               0.097             276.372               8.344             273.921              85.160              -1.538               0.721
               1.074             276.723               8.540             273.909              82.989               1.295              -3.300
               0.000             274.596               6.781             270.433              75.812               0.191              -4.681
               0.000             276.430               7.680             269.598              61.884               1.079              -1.743
               0.359             277.124               8.313             271.238              66.425               1.088              -3.950
               0.000             274.696               6.581             268.572              65.699              -1.074              -1.927
               4.112             276.779               8.005             270.507              64.443              -2.710               3.230
               6.245             278.355              10.132             277.242              93.192              -1.929               1.963
               0.028             279.664              10.622             276.071              78.470              -0.438               0.477
               3.192             279.005              10.207             275.792              80.982               0.387              -0.441
               0.000             276.081               7.684             270.879              70.232              -1.331              -3.255
               0.000             277.713               8.670             271.393              64.433               0.251              -4.006
               0.000             279.134              10.262             275.641              79.774              -0.057              -4.274
               0.038             282.143              12.457             277.828              75.780               0.781              -4.264
               0.000             283.861              13.648             278.833              71.811               0.024              -1.122
               0.000             282.990              13.246             279.199              78.048              -1.110              -1.112
               0.025             283.803              14.094             280.639              81.600              -1.831               2.001
               0.064             283.847              14.363             281.550              86.186              -1.727               1.827
               0.029             285.221              15.743             283.432              89.529              -2.209               2.429
               6.274             279.824              11.296             278.578              92.781              -2.717               3.451
              34.181             275.735               8.246             275.473              98.188              -4.025               7.481
              13.613             276.387               8.625             275.440              94.079              -0.883               6.254
               4.390             276.404               8.421             274.225              86.908              -0.733               3.125
              11.995             274.713               7.497             274.590              99.356              -1.016               4.106
               0.092             275.103               7.640             274.151              93.744              -1.687               1.724
              21.454             275.068               7.747             274.850              98.610              -2.239               4.023
              14.617             275.774               8.315             275.711              99.525               0.329               2.782
              20.581             275.150               7.844             275.140              99.825              -1.877               3.834
              19.487             274.822               7.581             274.712              99.362              -0.701               7.118
              10.348             274.859               7.601             274.697              99.067              -0.381               5.039
               2.853             274.807               7.566             274.669              99.240              -0.115               5.272
               0.057             276.115               8.439             275.323              94.822              -1.827               2.331
               0.166             276.741               8.956             276.116              95.950              -2.842               2.334
               7.601             275.665               8.238             275.629              99.776              -1.068               3.306
               0.056             274.733               7.499             274.562              98.834              -1.196              -0.999
              15.504             275.391               8.032             275.398              99.969              -0.864               3.483
              27.202             275.281               7.913             275.085              98.723               1.751               3.376
               0.110             273.738               6.466             271.857              87.486              -0.613              -1.091
               3.733             275.661               8.190             275.371              98.236              -2.217               0.888
               0.079             274.887               7.647             274.871              99.973              -0.476              -2.186
               0.000             276.765               9.101             276.738              99.996              -0.363              -3.199
               0.000             278.733              10.675             278.709              99.963              -1.394              -3.618
               0.222             279.693              11.459             279.656              99.832              -0.616              -2.629
               0.124             279.796              11.549             279.784              99.935              -1.460              -2.312
               0.000             279.476              11.280             279.423              99.849              -1.881              -0.853
               0.029             279.512              11.286             279.371              99.225              -1.844              -0.104
               0.091             278.494              10.468             278.408              99.594              -1.936               0.062
               0.000             278.170              10.199             278.080              99.403              -2.668              -0.604
               0.000             278.384              10.384             278.341              99.746              -1.406              -0.088
               0.029             277.151               9.335             276.773              97.790              -0.886               2.756
              16.898             277.013               9.231             276.697              97.924              -1.392               3.072
               7.658             276.453               8.680             275.503              94.217              -0.530               3.597
               2.450             276.408               8.644             275.423              94.134              -1.520               0.225
               3.583             276.617               8.816             275.702              94.517              -1.577               2.616
               0.000             276.236               8.660             276.079              99.091              -1.129              -0.700
               0.117             276.251               8.651             275.997              98.399               0.167              -1.114
               0.121             276.608               8.953             276.465              99.210              -0.957               0.979
               1.814             276.632               8.992             276.586              99.843              -2.239               1.993
