 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.335             265.341               0.539             262.807              82.875               1.375              -5.750
               0.000             261.891              -1.752             258.157              75.753               2.711              -0.885
               0.000             267.543               1.922             263.863              77.509               0.433               3.954
               0.274             273.089               5.843             270.069              81.071              -1.418               3.046
               0.405             274.432               6.911             272.113              85.156              -1.635              -3.038
               0.336             269.027               2.934             265.720              78.236              -1.651              -2.654
               0.000             269.967               3.626             266.959              80.913               0.057              -3.404
               0.004             268.057               2.068             261.609              64.839               1.208              -1.527
               0.000             271.683               4.432             265.033              62.236              -0.253               3.714
               5.379             272.807               5.627             269.789              80.597              -2.008               0.819
               1.594             273.759               6.522             272.068              89.100              -1.097               0.227
               0.000             275.616               7.830             273.343              86.872              -1.550               3.635
               0.000             275.262               7.243             271.097              75.307               1.893              -3.613
               0.000             265.729               0.517             258.891              61.246               1.249              -4.034
               0.000             269.511               2.583             257.722              39.852              -0.751               4.420
               0.099             277.939               9.270             273.818              77.382               0.444               4.544
               0.000             284.293              14.630             281.393              83.938              -0.117               3.035
               9.050             286.421              16.685             284.156              87.133              -2.213               1.707
               5.166             289.367              18.896             285.478              79.501               0.497               2.100
               3.695             282.278              12.808             278.906              81.123               0.354              -4.489
               0.000             277.840               8.372             268.629              52.828               3.327              -4.538
               0.000             278.970               9.063             269.065              50.218               0.394               4.699
               0.029             279.324               9.470             270.697              54.573               3.504              -1.330
               0.000             272.567               4.744             262.876              49.543               1.651              -0.498
              10.146             275.660               7.535             271.570              75.473              -1.760               4.828
               2.322             276.245               8.381             274.550              89.586              -1.412              -1.826
               0.000             273.938               6.137             268.451              68.822               1.874              -3.895
               0.251             271.608               4.289             264.064              57.870              -0.064              -1.941
               1.315             272.087               4.984             267.841              74.855              -3.780               0.829
               0.354             272.685               5.747             270.992              89.561              -0.141              -1.687
               0.000             267.792               1.829             260.851              60.504               0.803              -2.867
               0.028             270.836               3.589             261.085              48.517              -2.298               3.443
               0.114             277.037               8.538             272.686              75.506               0.037               3.971
               0.000             278.815              10.090             275.710              81.802              -1.874              -1.575
               1.367             275.745               7.661             272.050              77.730              -2.219              -1.274
               2.753             272.415               5.447             270.104              85.094              -1.865              -3.820
               4.034             271.565               4.984             270.431              92.241               0.251              -0.754
               0.000             272.814               5.780             270.713              86.897               1.473              -2.058
               0.000             275.912               7.840             272.593              79.689               0.680              -0.020
               0.025             269.882               3.204             263.116              61.108              -0.606              -2.194
               0.064             274.855               6.703             268.755              66.108              -0.625               3.912
               0.029             280.823              11.225             275.439              71.161               0.272               3.943
               0.010             283.386              13.238             278.152              71.274               0.036               0.222
               0.000             281.375              11.821             276.756              75.142              -1.353               0.781
               0.000             288.644              17.517             281.827              69.258               0.231               3.988
               0.000             289.771              17.346             279.723              53.564               1.259               0.464
               0.213             270.705               3.741             264.098              60.598              -1.422              -8.527
               0.200             267.189               1.654             263.389              75.244              -1.214              -3.751
               0.070             270.935               4.199             266.889              75.806               0.301              -0.895
               0.037             275.055               6.930             269.491              69.314              -0.850               3.206
               0.000             280.814              11.158             275.198              69.700              -0.415               5.583
               0.047             286.025              14.489             277.092              55.651              -0.568               2.184
               0.000             290.391              19.416             284.798              73.723               0.107               4.983
               0.045             289.026              16.217             277.005              46.201               1.015              -0.589
               5.133             279.123              10.164             275.289              77.354              -1.085              -4.046
               0.058             276.350               7.646             269.345              62.599               1.771              -4.901
               0.041             280.555              10.200             270.496              50.917              -0.155               0.893
               0.000             283.248              12.459             274.763              57.498              -1.929               5.363
               0.000             286.133              14.922             278.326              61.586               2.029               0.259
               0.000             284.023              13.238             276.158              61.239              -2.330               1.910
               3.868             286.551              16.035             281.936              74.416              -3.590               5.528
               3.193             286.833              15.395             278.937              60.064               3.192               0.928
               0.079             277.833               8.563             269.721              58.668               1.826              -3.630
               0.000             280.671               9.903             267.668              41.628               1.905               0.975
               0.000             285.944              13.242             270.421              35.260               2.001               0.541
               0.222             287.537              14.666             273.530              39.871               2.681              -1.516
               0.000             287.257              15.212             276.706              51.747              -1.591               2.029
               0.000             287.468              15.544             278.018              54.341              -0.575               0.291
               0.019             281.934              11.702             274.907              62.568              -0.638              -4.258
               0.091             283.025              12.131             273.151              54.164               2.686               1.557
               0.000             286.076              14.008             274.515              46.747               1.690               3.938
               0.000             289.657              17.255             279.212              53.590               2.130               4.886
               0.029             286.972              14.537             274.177              44.447              -2.030              -3.915
               4.824             280.708              10.825             273.396              63.541              -2.216              -0.801
               3.770             279.805              11.174             278.185              89.990              -2.097               2.278
