 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               5.702             276.779               8.484             273.534              79.828              -2.047              -4.780
               0.000             269.399               2.734             260.569              52.417               1.031              -4.342
               4.961             271.878               4.234             261.787              46.924               0.608               2.582
               3.482             277.113               8.867             274.600              84.071              -2.556              -0.164
               0.556             283.815              14.631             282.439              92.047              -2.987              -0.273
               0.670             280.426              11.651             278.733              89.353              -3.996              -2.079
               0.000             278.327               9.750             275.406              82.804              -1.454              -1.829
               0.004             273.799               5.858             266.845              61.550              -2.011              -3.415
               0.000             273.706               5.742             266.445              59.455              -2.109               0.094
              22.011             275.604               7.813             273.493              86.589              -2.588              -2.219
               9.910             276.532               8.512             274.402              86.725              -1.008              -3.633
               0.000             278.108               9.641             275.488              84.529              -0.956               0.822
               0.000             282.707              12.923             278.430              76.080               0.721              -0.030
               0.000             272.900               5.054             264.395              53.371              -0.851              -3.892
               0.000             273.425               5.500             265.876              57.290              -2.536              -0.323
               1.611             282.939              13.776             281.258              90.077              -1.521               0.712
               0.000             289.770              20.102             288.028              90.641              -1.016               2.637
               3.110             291.616              21.755             289.285              87.922              -3.026               2.691
               2.466             292.813              22.923             290.314              87.033              -1.078               2.909
               3.155             290.184              18.417             282.299              63.131               4.893              -1.802
               0.000             281.925              11.050             271.144              48.031               2.817              -2.737
               0.000             282.705              11.595             271.908              47.765              -1.239               2.685
               0.000             284.699              13.732             276.389              60.628               3.667              -0.316
               0.000             277.239               7.588             265.079              41.316              -0.231              -1.397
               6.042             278.808               9.738             273.799              72.153              -2.225               1.607
               0.000             286.729              16.912             283.848              86.258              -0.676              -0.145
               0.000             282.961              12.925             277.482              71.814              -1.137              -2.794
               0.251             277.952               8.569             269.765              56.362              -3.546              -1.870
               3.734             278.024               9.188             273.370              73.097              -4.047              -1.269
               0.473             280.271              11.177             276.250              80.576              -1.354              -2.308
               0.000             276.730               7.428             266.153              46.997              -2.085              -3.057
               0.028             275.758               7.059             267.859              56.634              -3.699              -0.064
               0.870             282.287              12.901             279.362              83.022              -1.804               0.610
               0.831             286.307              16.815             284.797              91.052               0.138              -0.491
               6.141             284.753              15.468             283.455              92.183              -3.192              -1.484
              16.253             281.540              12.687             280.286              92.165              -4.203              -3.524
               3.710             279.385              10.637             276.772              84.639               0.209              -1.742
               0.000             281.354              11.520             275.736              68.514               1.864              -1.925
               0.000             282.303              12.205             276.159              67.462               1.514               2.140
               0.025             278.397               9.062             271.354              61.545              -2.572              -3.912
               0.064             278.019               9.040             272.611              68.858              -1.590               1.622
               0.029             285.807              15.649             281.905              78.747              -0.290               2.582
               0.010             289.589              19.033             285.469              78.531               0.521               2.866
               0.000             291.860              20.646             286.291              71.884              -0.329               2.896
               0.000             291.629              20.590             286.333              73.829              -0.142               3.811
               0.000             292.911              21.812             287.462              73.619              -0.466               2.712
               0.000             284.908              14.198             278.644              66.200              -3.800              -4.810
               0.092             274.470               6.577             269.806              71.471              -2.083              -3.666
               0.070             276.357               7.885             271.380              70.329              -1.861              -2.415
               0.037             277.516               8.883             273.242              75.205              -2.930              -0.671
               1.033             283.353              13.740             280.175              82.059              -1.371               1.586
               0.047             289.142              18.225             284.060              73.050              -1.168               2.214
               3.976             292.570              22.284             288.973              82.700              -1.726               2.946
               3.069             293.831              23.121             289.421              77.764              -1.940               0.918
               0.057             290.709              19.889             285.720              75.955              -0.545              -2.866
               0.058             283.202              12.209             273.431              53.068               0.739              -4.563
               0.041             283.516              12.058             272.019              45.300              -1.159              -0.558
               0.000             284.975              14.440             279.263              69.662              -2.105               3.532
               0.000             290.117              18.947             283.288              70.867               0.364               0.207
               0.000             289.218              16.544             277.949              48.677              -3.535               0.232
               0.434             290.809              20.263             286.782              79.478              -4.657               2.268
               1.681             292.536              19.936             282.635              56.556               3.921              -1.000
               0.079             284.442              13.069             274.434              51.825              -1.124              -3.070
               0.000             283.140              12.058             272.952              50.878              -2.325              -1.029
               0.000             286.108              13.992             274.225              46.088               1.137               1.294
               0.222             288.670              15.400             273.949              38.386               3.605               0.821
               0.000             291.866              17.217             274.426              31.411               1.269               1.426
               3.539             290.280              18.353             281.960              61.208              -1.297               3.516
               1.012             288.270              17.630             283.791              75.764              -2.844              -3.943
               0.091             282.478              12.379             276.653              68.281               0.149              -1.755
               0.000             286.576              14.940             277.649              55.973               0.943               2.353
               0.000             289.712              18.667             284.230              72.035               0.737               3.930
               0.029             291.557              20.653             286.774              75.400              -3.472              -0.271
              15.645             285.505              15.073             280.447              73.150              -5.510              -2.970
              10.466             282.312              13.182             280.452              88.709              -5.693              -3.194
               2.169             291.033              21.149             288.643              87.782              -5.435               2.770
               0.019             293.890              23.738             290.528              83.549              -3.338               3.267
               1.686             295.236              24.933             291.423              81.067              -4.884               1.891
               0.441             294.907              24.810             291.532              83.329              -4.360               1.020
              53.473             293.162              23.195             290.483              85.975              -5.167               0.745
               9.320             292.484              21.864             287.849              78.945              -0.092              -0.310
               0.000             288.834              15.829             276.158              42.777               3.958              -2.386
               0.005             287.240              14.965             276.247              48.039               0.340              -2.836
               0.050             288.226              15.881             277.603              50.367               2.301               1.405
               0.000             290.056              18.209             282.179              61.862              -0.890               4.262
               0.647             292.668              22.052             288.415              78.977              -2.861               2.828
               0.000             293.962              23.703             290.379              82.394              -4.153               3.651
               0.060             294.813              24.770             291.548              83.952              -3.749               4.434
               5.297             295.831              25.729             292.241              82.417              -2.138               2.975
               1.441             295.646              25.237             291.520              79.733              -4.006               0.586
              12.701             295.450              25.522             292.319              84.430              -3.501               2.041
               3.062             293.703              23.433             290.426              82.414              -3.930              -2.489
               0.000             286.322              16.649             284.218              88.033              -3.665              -2.609
               0.000             288.890              18.412             284.660              78.928              -2.501              -1.627
               0.000             289.198              17.409             281.007              60.958              -2.303               1.036
               0.565             290.545              18.811             283.041              64.130              -3.402               2.085
               0.033             293.327              22.441             288.432              75.984              -3.331               3.077
               0.000             296.237              26.023             292.183              80.997              -1.058               2.838
               0.635             295.468              22.941             286.959              59.889              -3.599              -2.732
               0.000             295.352              24.865             291.108              79.227              -3.166               2.583
               0.743             296.741              24.931             288.398              66.530               0.714               2.002
               0.127             295.952              21.997             282.654              46.994              -2.072              -1.855
               0.000             294.555              20.732             281.986              46.447              -1.479              -2.259
               0.017             293.034              19.830             281.913              50.578              -2.904              -0.460
               0.000             295.408              22.884             286.553              59.886              -3.270               0.233
               0.095             295.722              24.778             290.283              74.706              -3.780               0.709
              22.288             295.139              24.792             291.274              80.710              -3.627               1.353
               2.552             294.744              24.556             291.335              82.572              -3.682               1.788
              11.101             295.996              25.985             292.598              83.078              -4.305               1.832
               5.828             295.826              25.576             291.993              81.062              -2.975               0.789
              40.570             297.045              26.291             292.097              75.507              -2.881              -1.982
               0.114             294.361              23.247             289.017              73.499              -1.595              -2.617
               0.025             294.686              23.349             288.911              71.239              -2.029              -0.321
               0.000             295.260              23.354             288.145              65.731              -0.259               1.776
               0.000             296.403              24.619             289.379              66.828               0.298               3.380
               0.000             297.290              26.048             291.380              71.175              -1.451               0.162
               0.397             291.818              20.007             284.661              64.804              -3.700              -1.969
               0.000             292.476              21.112             286.779              70.497              -5.463              -1.897
               1.991             292.734              22.317             289.171              81.199              -5.101              -0.300
               0.000             291.939              21.779             288.885              84.304              -4.160              -1.029
               3.361             295.021              24.633             291.060              80.404              -3.816               1.690
               0.000             297.393              27.271             293.232              80.521              -2.527               3.834
               0.062             298.647              28.893             294.721              81.817              -2.819               2.654
               0.074             296.057              24.354             289.447              67.611              -2.213              -4.213
               0.000             289.435              17.919             282.376              65.201              -0.854              -1.862
               0.000             292.487              20.623             285.089              64.841              -1.062               3.437
               0.061             295.304              23.838             288.669              69.928              -1.746               3.880
               0.003             298.031              26.965             291.708              72.113              -3.101               4.069
               0.000             298.222              27.922             293.470              78.073              -4.240               3.677
