 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              17.420             275.419               7.876             274.464              93.687               2.071              -1.489
               0.062             262.298              -1.449             259.569              80.706               6.087              -3.155
               0.000             257.558              -4.460             253.521              71.705               6.520               1.791
               0.242             262.464              -1.491             256.972              65.360               5.164               1.588
               1.172             262.682              -1.243             259.280              76.766               1.378              -0.637
               0.444             264.340              -0.082             262.359              85.814               1.452               0.148
               2.745             265.811               0.926             264.248              88.890              -0.268              -2.190
               0.004             260.190              -2.740             258.161              85.293               3.776              -1.983
               0.000             256.824              -4.826             254.898              85.564               3.437               3.832
               0.000             257.213              -4.584             255.276              85.941               3.274              -1.152
               0.082             258.876              -3.585             256.375              81.866              -0.356              -1.511
               0.483             264.514               0.072             263.031              89.247              -2.486               1.747
               2.669             271.488               4.968             270.637              94.143              -2.687               1.362
               2.104             267.580               2.133             266.158              89.871               5.458              -1.486
               0.000             252.245              -7.604             249.997              83.008               2.486               1.837
               0.000             263.595              -0.539             261.967              88.351               0.243               3.065
               0.000             271.574               5.018             270.627              93.539               2.689               3.386
               0.000             265.100               0.306             261.520              76.727               1.357              -2.059
               0.954             267.297               1.833             264.737              82.587              -4.764               3.485
               2.831             272.848               6.022             272.254              96.170              -0.528               2.169
               5.887             272.668               5.856             271.901              94.843               1.968              -5.226
               0.000             269.962               3.659             267.399              82.898               5.420              -0.259
               0.893             271.292               4.503             267.960              78.503              -2.212               5.686
              14.353             272.598               5.720             271.290              91.175               1.233               1.924
               0.000             262.973              -0.964             261.068              86.223               6.574              -1.861
               2.204             261.237              -2.037             259.925              90.383               2.145              -1.171
               4.988             268.063               2.500             266.949              92.142              -0.673              -0.049
               2.195             270.116               3.979             269.297              94.308               3.721              -2.592
               0.000             266.899               1.676             265.526              90.254               5.428              -0.960
               0.041             262.271              -1.372             260.971              90.631               2.203              -0.580
               4.625             265.323               0.633             264.117              91.395               2.950              -1.685
               0.028             262.797              -1.075             260.919              86.431               5.016              -1.769
               2.706             261.552              -1.904             259.130              82.662               0.437               1.162
               1.587             267.807               2.322             266.682              92.045              -0.109               2.054
               0.179             262.854              -1.007             261.414              89.534               4.403              -0.489
               0.000             251.102              -8.283             248.931              83.477               2.680              -1.100
               0.038             257.057              -4.721             254.167              79.022              -0.887               3.352
               0.000             265.916               1.002             264.425              89.342               0.846              -0.137
               1.999             257.029              -4.702             255.003              85.048               1.639              -1.448
               0.122             257.288              -4.544             255.254              84.967               1.063              -3.298
               0.172             256.925              -4.770             254.771              84.342               2.189               0.517
               0.461             264.151              -0.176             262.545              88.419              -2.124               2.105
               1.198             268.777               3.014             267.805              93.250              -1.179              -0.552
               0.323             262.930              -0.992             260.986              86.118              -2.103              -2.029
               0.000             266.160               1.166             264.683              89.422              -2.509               2.697
               1.582             272.685               5.916             272.220              96.915              -2.000               1.104
               0.000             268.002               2.401             266.345              88.536               0.995              -5.790
               0.200             258.353              -3.913             255.744              81.033              -4.784              -3.781
               5.902             259.881              -2.945             257.686              83.915              -5.380              -0.508
               0.037             260.610              -2.459             258.868              87.455               2.155               0.228
               0.000             262.564              -1.225             260.678              86.372              -1.003               4.478
               4.907             273.494               6.420             272.431              92.800               1.787               6.136
               6.244             271.508               5.023             270.933              96.067              -1.472               1.756
               4.257             278.846              10.257             276.386              85.779              -0.869               5.365
               0.489             272.967               6.062             272.065              94.080              -0.750              -3.816
              13.666             271.756               5.124             270.616              92.232              -5.120              -8.182
               2.525             267.368               1.992             265.967              90.120               0.447              -8.190
               0.390             265.303               0.589             263.734              88.951               0.473              -1.610
               0.957             270.688               4.314             269.297              90.429              -2.842               1.719
               2.027             274.976               7.498             273.754              92.052               0.192               1.534
               0.110             274.691               7.279             273.385              91.830              -0.550               1.689
               4.921             277.747               9.620             276.551              92.204              -4.180               4.242
               6.451             282.004              13.059             280.643              91.731              -0.110               7.009
               0.000             275.186               7.389             272.416              82.464               3.868               4.172
               0.000             275.295               7.345             271.450              78.064               3.239               3.822
               0.222             275.037               7.162             271.589              78.199              -0.205               3.208
               0.340             276.718               8.757             275.115              90.099               0.863              -2.685
               1.595             276.726               8.629             274.415              85.779               1.140               1.936
               0.235             273.855               6.293             270.045              77.271               4.973              -0.682
               0.091             265.884               0.538             258.401              55.281               6.635              -1.120
               0.000             270.842               4.049             266.033              71.528               0.903               0.016
               0.099             275.798               7.565             271.345              73.082              -0.159               6.103
               1.649             276.393               8.105             272.587              76.759               7.715               0.133
               0.007             268.989               2.517             261.155              55.221               3.340              -4.416
               0.000             270.867               3.902             264.225              63.256               1.156               1.919
               0.000             275.815               7.188             268.552              59.720              -1.144               3.883
               0.019             283.906              13.607             278.559              70.299              -1.295               3.809
               1.102             284.494              14.986             282.367              87.427              -1.697               3.322
               0.225             285.595              16.048             283.609              89.000              -1.177               1.045
               0.000             285.045              15.331             282.211              84.882              -1.424              -3.263
               0.194             284.163              13.853             278.592              71.046              -3.595               0.494
              16.259             286.123              16.488             284.100              88.355              -3.978               5.587
               1.841             279.982              11.374             278.607              91.453               2.420               3.715
               0.493             271.484               4.527             267.184              73.219               4.803              -0.694
               0.000             270.564               3.780             265.243              67.448               4.417              -1.266
               0.183             273.215               5.894             269.946              79.454               0.961              -0.869
               2.694             275.080               7.284             272.165              81.503              -2.144               4.795
               2.652             284.047              14.478             281.553              85.085               2.972               7.163
               3.569             285.636              16.144             283.957              90.042               2.488               9.765
               9.541             284.482              15.298             283.403              93.530               1.159               2.194
               2.117             280.419              11.737             279.083              91.625              -3.303              -1.412
               2.414             282.813              13.666             281.107              90.024               1.260               3.120
               0.000             277.158               8.790             273.936              80.587               0.966              -1.682
               4.600             277.007               8.916             275.166              88.123              -2.551              -1.365
               0.703             278.557              10.006             276.029              85.044               4.931               2.742
               0.000             273.787               5.837             266.880              61.052               8.156              -2.730
               0.033             272.889               5.220             266.124              60.742              -1.345               0.370
               6.379             277.315               9.006             274.713              83.630              -1.527               4.191
               7.223             277.484               9.273             275.582              87.866               3.571              -4.296
               0.000             275.906               7.799             272.313              78.422              -0.947              -1.115
              14.999             277.577               9.298             275.479              86.452              -5.053               1.760
              10.819             288.733              18.822             286.343              86.893              -2.473               7.485
               3.996             288.852              18.889             286.431              86.228               1.666               4.050
               0.665             283.190              13.517             279.767              80.265               3.827               2.567
               0.000             281.135              11.737             277.307              77.628               5.071              -2.591
               0.095             281.597              11.882             276.744              72.542               1.833              -3.665
               0.000             281.507              11.818             276.676              72.679              -0.526              -2.842
               0.000             281.830              11.995             276.556              70.963              -1.966              -1.774
               0.085             282.238              12.135             276.181              67.023              -2.371               0.750
               0.158             283.763              13.408             278.162              68.624              -2.714               2.590
               0.000             286.334              15.911             281.970              75.460              -0.152               1.836
               0.330             287.682              17.750             285.065              85.656              -1.038              -2.084
               0.025             287.647              17.722             285.121              85.723              -2.917               0.326
               2.694             289.260              19.599             287.555              90.660              -1.980               4.116
               1.584             289.856              19.944             287.610              87.383              -0.200               5.800
               3.952             287.423              17.734             285.542              89.159               2.051               2.457
               2.200             282.115              12.559             278.288              78.546               1.991              -1.701
               3.617             279.874              11.004             277.294              84.154               4.482              -0.001
