 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               8.888             269.052               3.177             267.844              91.500               1.558              -4.523
               0.000             257.016              -4.744             254.198              79.370               5.049              -1.977
               0.000             256.558              -5.014             253.949              80.861               5.066               2.255
               1.646             257.261              -4.562             255.192              84.798               3.436               1.657
               2.349             259.831              -3.004             257.078              80.195               0.671              -0.745
               0.033             258.223              -3.976             256.026              83.830               1.393               0.858
               0.801             262.366              -1.349             260.531              86.687               0.000              -1.912
               0.004             256.143              -5.259             253.718              82.418               3.421              -0.584
               0.062             253.878              -6.617             251.905              85.010               2.626               3.749
               0.000             255.354              -5.732             253.085              83.496               2.705              -0.560
               0.082             257.243              -4.613             254.232              78.085              -0.705              -1.379
               0.159             264.014              -0.269             262.348              88.052              -1.991               1.310
              16.277             270.723               4.431             270.003              95.104              -2.443              -0.933
               2.860             263.346              -0.723             261.449              86.223               5.005              -3.353
               0.093             246.870             -10.781             244.572              82.133               1.890               2.603
               0.000             262.806              -1.041             261.319              89.210              -0.194               2.689
               0.669             269.567               3.572             268.618              93.414               2.654               3.180
               0.000             257.483              -4.409             255.824              87.540               0.855              -0.878
               4.086             265.610               0.867             264.867              94.798              -3.676               2.517
               0.131             269.161               3.360             268.820              97.709               0.252               0.957
               0.000             270.925               4.544             269.962              93.422               2.310              -4.728
               0.000             265.423               0.703             264.259              91.687               3.772               0.974
               3.701             268.113               2.565             267.278              94.081              -1.712               4.873
              12.085             269.653               3.603             268.477              91.707               3.110              -2.165
               0.000             256.808              -4.835             254.871              85.520               4.720              -0.701
               7.312             258.823              -3.619             256.299              81.633               1.497               0.092
               4.664             268.563               2.848             267.447              92.228              -1.073              -0.765
               0.683             269.452               3.466             268.317              92.011               3.837              -1.900
               0.000             265.063               0.423             263.428              88.363               4.760              -0.160
               0.322             259.115              -3.391             257.529              88.256               2.042               0.469
               2.789             264.472               0.050             263.036              89.762               3.251              -1.258
               0.028             261.414              -1.977             259.238              84.322               4.195              -0.654
               0.330             261.904              -1.680             259.490              82.756              -0.350               1.905
               0.399             267.573               2.155             266.374              91.631               0.153               0.788
               0.000             259.378              -3.243             257.484              86.144               3.956              -0.128
               0.000             249.946              -8.978             247.362              80.274               2.491               0.135
               0.038             253.487              -6.873             250.845              80.163              -0.497               3.427
               0.000             262.486              -1.273             260.613              86.506               1.708              -1.029
               1.027             256.240              -5.191             254.080              83.923               0.985              -1.207
               0.046             253.444              -6.893             251.005              81.592               1.252              -2.478
               0.172             256.449              -5.059             254.388              84.795               1.084               1.446
               0.677             264.971               0.371             263.453              89.122              -2.142               1.145
               0.010             268.550               2.839             267.433              92.235              -0.746              -1.802
               0.410             264.313              -0.043             263.028              90.774              -2.063              -1.718
               0.000             266.480               1.441             265.593              93.751              -1.959               2.145
               0.286             271.552               5.086             271.173              97.525              -1.825              -0.242
               0.000             267.291               1.873             265.203              85.591               0.912              -5.657
               0.632             256.892              -4.800             254.550              82.760              -4.440              -4.378
               2.230             258.724              -3.672             256.371              82.774              -4.052              -1.931
               0.037             258.344              -3.879             256.581              86.986               2.179               0.986
               0.000             260.384              -2.578             259.061              90.333              -0.733               4.328
               8.255             273.658               6.592             272.898              94.870               2.151               5.280
               1.708             268.859               3.149             268.558              97.880              -1.272               0.990
               1.341             273.909               6.834             273.495              97.068              -0.043               3.699
               0.057             266.873               1.722             266.120              94.752              -0.403              -3.895
               0.058             267.319               2.007             266.387              93.388              -3.371              -8.859
               0.041             263.883              -0.372             261.968              86.409               0.284              -7.272
               0.725             264.655               0.085             262.163              82.451              -0.163              -1.404
               0.676             268.242               2.645             267.325              93.500              -2.683               0.083
               1.271             273.601               6.620             273.247              97.692              -0.040              -0.280
               0.110             268.918               3.175             268.457              96.963              -0.424               1.535
              21.553             271.763               5.242             271.393              97.556              -3.563               3.158
              15.847             274.450               7.286             274.281              98.871               1.292               4.652
               0.000             272.608               5.808             271.832              94.683               2.738               4.008
               0.000             270.248               4.084             269.514              94.861               1.672               3.311
               0.222             272.716               5.946             272.300              97.183               0.739               2.308
               0.000             273.085               6.222             272.631              97.060               1.177              -1.419
              10.591             273.359               6.419             272.871              96.802               0.395               1.800
               0.062             269.340               3.204             266.550              81.537               4.037              -0.610
               0.091             263.478              -0.711             260.483              79.211               4.490               0.050
               0.000             266.553               1.418             264.914              88.551               0.595               0.043
               0.000             269.181               3.286             268.124              92.613              -0.109               4.750
               0.137             273.011               5.885             270.771              85.244               6.321              -0.572
               0.007             262.427              -1.418             258.832              75.361               2.573              -3.266
               0.000             264.047              -0.313             261.484              82.193               0.580               2.096
               0.117             268.643               2.794             266.553              85.618              -1.109               2.980
               0.991             274.726               7.441             274.238              96.869              -1.040               3.068
              19.020             275.783               8.230             275.214              96.364              -1.711               3.959
               0.117             277.032               9.276             276.828              98.852              -0.288               0.075
               0.000             274.662               7.403             274.244              97.257              -0.927              -3.391
               0.410             275.124               7.677             274.289              94.531              -2.783              -1.434
              12.015             276.162               8.563             275.825              97.761              -2.512               4.352
               5.037             274.529               7.245             273.792              95.063               3.873               1.462
               0.503             268.148               2.406             265.555              82.453               3.292              -2.122
               0.000             268.376               2.683             266.955              90.057               2.604               0.418
               0.000             271.348               4.685             269.170              85.438               0.502              -0.857
               7.986             269.642               3.603             268.510              92.191              -1.425               4.152
               3.268             275.313               7.845             274.601              95.428               1.131               5.557
               2.791             276.518               8.698             275.476              93.159               1.754               8.715
               1.765             276.115               8.521             275.742              97.584               0.492              -0.150
               2.074             273.161               6.256             272.576              96.071              -1.893              -2.991
               2.738             274.735               7.475             274.421              97.883               1.429               1.600
               0.000             273.173               6.122             271.712              90.142               1.045              -1.169
               8.704             274.460               7.155             273.494              93.608              -1.902              -2.531
               0.000             274.565               7.267             273.783              94.903               4.209               3.634
               0.000             268.303               2.350             264.027              72.396               6.961              -3.459
               0.033             270.561               3.877             266.151              72.554              -1.662               0.973
               2.923             274.057               6.907             273.398              95.638              -1.247               3.184
               0.851             274.218               6.975             273.265              93.624               2.968              -4.833
               0.000             272.446               5.559             270.814              89.070              -1.227              -0.953
              30.767             274.936               7.522             274.029              94.053              -5.060               1.805
              10.711             278.296              10.169             277.586              95.604              -2.244               7.075
               1.188             277.758               9.664             276.694              93.259               2.307               1.768
               0.017             275.714               8.041             274.419              91.664               3.034               2.733
               0.000             275.127               7.465             273.122              86.808               4.337              -1.575
               0.095             276.191               7.923             272.236              75.620               0.944              -2.052
               0.000             275.647               7.715             272.811              82.069              -1.193              -2.384
               0.000             275.815               7.953             273.654              86.017              -2.202              -1.866
               0.085             276.902               8.618             273.883              81.164              -2.328               0.267
               0.698             278.857              10.208             276.321              84.179              -1.927               2.963
               0.718             279.225              10.935             278.604              96.093               0.727               1.044
               0.978             279.088              10.876             278.646              97.515              -0.831              -2.149
               1.645             279.382              11.061             278.712              96.075              -2.660              -0.382
              22.674             279.190              10.993             278.922              98.457              -1.696               4.357
               5.256             278.801              10.705             278.668              99.250              -0.175               5.841
              19.839             277.860               9.933             277.658              98.878               2.180               1.075
               1.466             280.326              11.241             277.172              81.093               1.637               0.132
               0.236             280.593              11.172             276.054              74.201               4.870              -1.323
               3.935             281.741              12.082             277.346              74.512               0.295               3.001
               0.475             282.908              12.665             276.724              67.233               4.830               0.883
               0.035             281.740              12.130             277.502              75.630              -1.441               0.004
               3.528             284.659              14.673             280.886              78.857              -1.906               3.573
               5.354             288.483              18.862             286.882              90.958               1.455               1.143
               0.031             283.862              13.949             279.908              77.759              -2.470              -4.164
               0.000             282.833              12.671             277.102              68.592              -0.510               0.927
               0.000             286.612              16.282             282.361              77.622               0.712               4.854
               0.061             290.054              19.579             286.186              79.982               0.154               6.952
               0.003             295.382              25.036             291.453              80.534               0.722               8.205
               0.000             296.222              25.913             292.155              80.152               0.116               5.938
               0.000             297.057              26.804             292.981              79.794              -0.680               4.127
               6.717             294.539              24.693             291.940              86.141               2.139               1.877
               7.136             283.939              14.204             280.785              81.521               1.508              -3.257
               0.653             285.209              14.847             280.342              73.539               1.527               1.145
               2.722             288.526              17.890             283.800              76.195               1.679               3.095
               2.272             290.112              18.368             282.642              63.319               2.380              -1.194
               0.160             288.372              16.399             279.187              56.307              -0.839               0.186
               0.025             288.607              17.251             281.665              65.872              -1.374               4.189
               0.105             290.787              19.795             285.572              73.845              -0.029               4.138
               0.000             292.048              21.037             287.076              74.363               0.674               2.656
               0.000             291.574              20.332             285.921              71.368               0.045              -0.461
               0.000             288.915              17.412             281.985              64.392              -0.399              -3.502
               0.001             285.076              14.341             278.406              66.328              -1.874              -1.088
               0.000             290.166              18.679             283.455              66.768               0.720               2.374
               0.000             285.075              14.844             280.713              75.517               0.621              -6.825
               0.156             284.243              13.425             276.639              61.552               0.728              -6.608
               0.925             285.080              13.869             276.838              57.671               3.689              -1.049
               1.609             288.105              17.560             283.129              76.915               1.410               0.394
               0.000             290.459              17.727             279.909              51.156               2.126              -0.750
               0.070             291.869              19.223             282.049              55.024               0.590               1.617
               0.757             293.208              21.823             287.351              70.568              -0.657               3.562
              10.890             294.849              24.175             290.397              77.728              -1.311               1.694
               0.032             295.776              24.164             289.200              68.485               2.545              -0.854
               0.000             291.718              19.372             283.021              58.329              -0.013              -0.968
               0.075             292.307              20.295             284.352              62.984               1.824               1.298
               0.086             293.876              21.651             285.778              61.993               2.648               3.278
               0.000             294.296              23.400             289.368              75.726               1.646               3.697
               0.029             297.445              26.865             292.520              76.626               1.185               3.424
               8.534             296.865              26.641             292.911              80.249               0.111               5.708
               3.926             297.691              27.874             294.180              82.677               0.797               3.787
               1.105             299.203              29.664             295.599              82.606               1.262               3.817
               1.234             297.029              26.976             293.367              81.540               4.412               2.899
               0.098             290.287              18.900             283.824              68.242               4.528              -1.952
               0.046             294.220              21.514             285.094              57.316               2.333              -0.061
               6.169             294.936              23.757             289.342              72.763               0.145               3.165
               0.023             296.254              25.342             290.959              74.699              -0.036               4.514
               0.019             296.375              25.380             290.822              73.879               1.570               6.368
               0.000             295.529              24.426             289.802              73.302               0.743               4.688
               0.000             296.695              25.879             291.503              75.249               2.196               2.746
               0.533             296.379              25.407             291.154              74.082              -1.931              -1.611
               0.344             297.070              26.773             292.936              79.395              -3.125               1.509
               4.469             299.241              29.394             295.154              80.220              -0.006               6.863
               0.397             298.659              27.935             292.781              74.239               3.326               2.930
               0.335             296.986              24.851             289.281              63.666               2.298               0.277
               0.223             293.243              22.261             288.427              74.939              -2.463              -3.408
               0.164             288.780              18.014             283.985              74.671              -2.630              -3.911
               0.000             288.838              17.576             282.458              67.673              -2.165              -1.363
               0.000             291.669              19.464             283.327              59.946              -1.008               1.388
               0.015             293.151              21.331             286.139              65.826               1.655               3.304
               0.528             294.752              23.860             289.898              75.627               1.674               2.920
               8.131             296.174              26.021             292.445              81.601               2.440               3.410
               0.358             293.721              22.906             289.094              76.685               2.884              -3.363
               0.000             294.557              22.859             288.051              67.655               2.668              -1.153
               4.007             295.195              23.878             289.410              71.365              -1.470              -0.858
               4.345             296.176              26.138             292.794              82.648              -2.047               0.965
              21.619             297.452              27.486             293.844              81.759              -0.621              -1.578
               0.000             289.425              18.431             283.987              72.373              -2.463              -3.497
               0.027             289.605              18.568             284.086              72.012              -2.594              -2.027
               0.376             291.386              20.284             286.131              72.926              -3.431               0.738
               1.390             291.319              20.953             287.967              81.842              -2.966               0.412
               0.201             295.065              25.303             292.429              86.430              -1.204               0.771
               0.062             297.142              26.557             292.551              76.867              -0.261               0.274
               0.174             298.507              27.629             293.064              73.187               0.210               2.031
               1.404             296.738              27.073             293.912              85.271              -1.993               0.723
              15.756             297.526              27.890             294.489              84.414               0.465              -0.207
              10.957             298.138              28.841             295.421              86.237               1.763               3.032
               2.980             300.330              30.296             295.653              77.245               1.792              -0.082
               0.000             298.050              27.397             293.174              75.428               0.452              -2.819
               0.022             292.599              22.084             288.791              80.119              -1.218              -4.403
               0.000             290.538              19.543             285.387              73.591              -1.246              -3.319
               0.009             292.392              20.783             286.006              67.655              -1.485              -1.518
               0.000             293.861              22.104             287.217              66.849              -1.549              -1.307
               0.000             295.403              23.736             289.012              68.015              -0.352              -0.497
               5.033             297.133              25.854             291.274              70.955              -0.347               0.890
               4.125             298.611              28.491             294.414              79.007              -1.098               2.633
              42.119             297.420              28.131             294.977              87.481               0.317               4.817
              15.162             297.334              28.335             295.362              90.056               1.645               4.846
               1.309             297.233              27.997             294.957              88.225               0.620               2.053
               1.001             298.317              28.856             295.263              84.636               0.634               2.109
               3.119             296.981              27.596             294.492              87.342              -0.477               1.732
              14.209             297.266              27.791             294.591              86.154               0.286               1.648
              11.536             298.117              29.003             295.707              87.745               0.996               3.626
              57.825             299.877              31.328             297.593              88.670               1.383               1.746
              18.727             295.906              26.653             294.033              90.138              -1.256              -2.117
               0.000             293.955              24.049             291.298              86.051               2.033               0.018
               0.000             295.403              25.374             292.193              83.520               1.679               3.196
               0.000             297.226              27.495             294.086              84.036               1.148               3.266
               0.032             298.518              29.245             295.599              85.786               2.071               3.240
               1.226             299.951              31.390             297.573              88.435               1.643               2.276
               0.000             300.442              31.708             297.617              86.192               2.598               2.811
               0.000             300.377              31.564             297.404              85.775               2.999               2.576
               0.336             299.809              30.953             297.043              86.580               2.188               3.586
               1.333             298.844              29.657             296.010              85.888               3.792               3.397
               0.821             293.397              23.045             289.912              81.707              -2.039              -3.825
               0.079             289.221              18.691             285.220              78.546              -1.431              -2.192
               0.000             291.086              20.353             286.835              77.270               1.337               3.053
               0.048             293.057              22.855             289.885              83.461               2.442               0.680
               0.000             286.945              16.750             283.435              80.449              -1.873              -3.251
               0.014             288.773              18.442             285.293              80.900              -2.038              -0.895
               3.323             290.073              19.817             286.964              82.876              -0.023               3.630
              18.982             296.844              27.571             294.583              88.537               2.466               4.739
              30.623             299.491              30.603             296.849              86.964               0.372               2.729
              11.968             299.500              30.233             296.176              84.139              -0.135               2.847
               7.066             298.347              28.513             294.735              81.626              -1.817              -0.320
              14.706             296.415              26.867             293.846              86.747              -1.347               1.945
               1.236             297.825              28.436             295.036              85.999               0.425               3.976
               0.000             295.174              24.516             290.744              77.697               2.031               1.023
               0.000             292.605              21.346             287.060              71.745               1.151               2.150
               0.595             292.375              22.053             289.152              82.339              -1.190               2.440
               2.020             294.432              24.587             291.655              86.255               0.163               3.376
               1.522             296.275              26.133             292.662              81.598               0.331               2.714
               1.819             296.492              26.548             292.999              83.126               1.989               3.627
               0.061             297.227              26.671             292.388              77.031               1.393               1.423
               0.381             296.644              26.026             291.984              77.020              -1.384               2.207
               0.000             296.118              26.136             292.780              83.214              -0.799               3.461
               0.000             296.994              27.280             293.775              84.503               1.628               3.192
               0.134             298.269              27.851             293.534              77.082               1.342               0.777
               0.000             295.318              24.866             291.205              79.576              -1.796              -1.992
               0.000             296.126              25.599             291.656              78.258              -1.912              -1.545
               0.122             297.750              26.645             291.989              72.008               1.436              -1.224
               0.000             291.847              20.461             285.917              69.847               0.692              -3.841
               0.000             288.376              17.675             283.635              75.021              -1.550              -2.910
               0.000             287.718              16.991             282.614              73.511              -1.535               1.161
               0.118             291.022              20.190             286.043              76.005               1.206               4.038
               0.000             294.255              23.484             289.419              77.010               0.205               3.123
