 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             283.240              11.309             267.012              33.945              -1.687              -1.163
               0.000             283.204              10.849             263.228              24.941              -4.202              -0.937
               0.000             286.402              12.747             264.519              21.603              -3.058              -0.314
               0.242             286.847              13.577             268.685              30.376               0.414               0.906
              55.960             285.612              14.631             277.168              63.789              -2.877               4.871
              28.891             283.824              14.625             282.407              91.760              -2.740               4.128
               0.000             285.389              15.546             282.509              83.335              -1.090               1.579
               0.004             285.846              16.001             283.135              84.253              -0.744               0.392
               0.386             285.503              15.688             282.635              84.088               1.320               0.107
               0.000             284.862              14.663             280.293              75.480               0.544              -0.206
               1.162             285.564              14.846             279.660              68.272               1.051               0.513
               0.159             285.311              15.682             282.902              86.997               2.284               1.465
               0.000             284.918              13.742             275.870              57.659              -0.249              -1.937
               8.908             286.322              14.232             274.761              47.426              -2.722               0.160
               5.169             281.308              11.887             277.586              77.930              -1.835               2.345
               2.691             281.657              12.165             277.966              77.929              -3.472               1.836
               7.613             282.254              12.620             278.436              77.422              -1.357               0.734
               3.110             281.561              11.908             276.947              73.790               1.467               1.307
               0.090             282.219              12.500             277.734              75.408               0.643              -0.023
               0.131             283.301              12.216             273.339              51.686              -0.711              -1.765
               0.000             285.566              13.582             273.936              45.937              -0.341              -0.370
               0.000             284.681              14.318             279.303              71.843               2.269               0.474
               0.000             283.097              13.172             278.451              74.690              -0.509               0.472
               0.205             283.997              13.517             277.832              67.105              -0.633               1.157
               0.102             282.551              13.042             279.135              81.372               4.100               1.801
               0.000             280.635              10.883             273.941              66.305               3.689              -1.986
               0.000             280.461              10.164             270.615              51.673               0.554              -1.371
               6.623             280.241              11.040             276.173              77.714               4.546               1.166
               0.051             278.610               9.252             271.415              62.605               3.532              -1.184
              12.180             279.428              10.134             274.036              70.326              -1.630               2.811
              56.141             279.034              10.401             276.752              85.692              -1.813               5.470
              21.638             280.187              10.889             275.974              74.962               1.183               3.507
               5.763             280.099              10.806             275.820              74.561               1.574               2.497
               0.075             279.964              10.624             275.021              72.552              -1.842              -1.903
               0.000             280.737              10.295             270.362              50.097              -1.830              -3.308
               0.000             282.681              11.252             269.459              40.797              -0.124              -3.588
               0.038             285.088              12.941             271.958              40.663               0.095              -1.031
               0.000             286.229              14.625             277.231              55.256              -0.268              -0.666
               0.000             285.068              14.254             277.987              64.861              -0.733              -0.418
               0.025             287.217              15.236             277.279              52.616              -0.130              -0.670
               0.064             287.785              14.854             274.068              39.967              -0.557              -0.626
               0.029             287.034              14.982             276.580              50.833              -0.685              -0.173
               0.615             287.495              14.931             275.124              44.461              -1.285               0.309
               0.107             286.618              14.625             275.952              50.243              -0.729               1.072
               7.306             285.652              15.182             280.415              72.891               0.905               1.441
               0.000             283.630              13.427             278.425              71.134               2.525              -0.153
               0.000             283.205              13.247             278.549              74.450               2.016               0.371
               0.092             284.049              13.792             278.752              71.658               0.898              -0.357
               0.070             284.451              13.779             277.696              65.188               0.877              -0.437
               0.901             284.259              14.521             280.916              82.415               1.527               0.758
               1.357             284.111              14.492             281.336              84.278               1.205               1.439
              28.343             284.072              14.735             282.247              89.667               3.408               3.958
               2.032             282.211              12.393             277.477              73.184               3.621               1.670
               9.333             281.253              11.654             276.739              73.475               2.657               1.318
               0.057             282.639              12.504             276.850              68.276              -0.607              -0.757
               0.058             288.077              15.321             275.281              43.739              -1.836              -0.673
               0.041             285.540              14.819             279.177              68.151               3.628               0.360
               0.000             284.084              13.637             277.752              68.084               2.451              -1.327
               2.728             284.867              14.127             278.038              65.484               0.874               0.942
               7.934             282.148              13.020             280.166              88.184               0.367               0.840
               0.671             282.012              12.227             276.688              72.986               3.248              -0.620
               0.169             283.083              12.885             277.050              68.962               0.482               0.188
               0.079             285.856              15.035             279.389              67.387               0.457              -0.609
               0.000             290.140              17.263             278.302              48.480              -1.035              -2.022
               0.000             292.342              18.064             276.705              37.088              -1.450              -2.021
               0.222             293.787              19.355             278.573              38.847              -1.029              -1.421
               0.000             291.600              18.236             279.278              45.950               0.589               0.967
               0.000             288.366              16.650             280.134              60.060              -0.020               1.379
               0.019             286.957              16.274             281.167              72.607               0.626               0.878
               0.091             289.002              17.171             280.666              59.937               1.516              -0.459
               0.000             288.904              17.012             280.429              58.833               1.100              -0.358
