 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             268.021               1.464             251.892              27.695              -0.887              -1.989
               0.000             267.665               1.091             246.253              17.261              -0.386              -2.364
               0.101             274.300               5.045             252.002              17.345               0.177              -1.290
               0.134             275.667               5.809             251.277              15.352              -0.051              -0.425
               1.625             275.690               6.712             264.444              46.172              -0.299              -0.786
               1.059             274.121               6.792             272.481              89.322              -0.144               0.073
               0.000             273.374               5.986             269.837              78.601              -0.274              -0.866
               0.760             273.237               5.767             268.898              73.535              -0.720              -1.269
               2.978             273.847               6.489             271.582              85.260              -0.437              -0.803
               0.000             273.534               5.856             268.061              68.785               0.188              -0.746
               0.568             275.595               6.843             266.617              52.975              -0.367              -0.388
               0.051             277.069               8.662             273.395              78.662              -0.699              -0.174
               0.077             273.777               5.348             261.999              41.862               0.324              -1.768
               0.000             273.455               4.982             259.843              35.387              -0.508              -1.005
               2.145             273.925               6.126             268.532              68.735              -0.159               2.106
              16.515             273.931               6.742             272.841              92.827              -0.623               0.214
              12.570             273.590               6.437             272.172              90.625              -0.565              -0.652
               2.570             272.710               5.656             270.397              84.876              -0.731               1.675
               0.090             271.133               4.156             265.659              66.931               0.434              -0.681
               0.131             272.036               4.461             263.472              52.639              -0.077              -1.581
               0.055             274.035               5.358             260.339              35.781              -0.007              -1.381
               0.000             273.330               5.314             264.629              52.289              -0.079              -0.508
               0.000             271.519               3.872             259.582              40.847              -0.722              -1.884
               0.097             272.364               4.176             256.980              30.277              -0.745              -1.305
               0.000             271.598               4.466             265.816              66.590              -0.317              -0.350
               0.292             269.752               3.105             263.077              60.320               1.410               0.694
               0.000             268.188               1.746             256.119              39.103              -0.208              -1.131
               1.115             268.397               2.271             261.937              63.597              -0.813              -1.925
               0.000             264.821               0.067             260.557              71.761               0.673               0.083
               1.196             265.349               0.373             260.588              69.014              -0.712              -0.684
              20.609             266.800               1.563             264.909              86.989              -0.265              -2.177
               4.132             268.844               3.012             267.440              90.376               0.005              -0.045
               0.114             266.857               1.550             264.456              83.404              -0.401              -0.189
               0.000             267.526               1.919             264.160              78.013              -0.089              -1.594
               0.000             268.424               1.814             254.584              34.222              -0.256              -1.786
               0.000             270.868               3.557             260.504              45.860              -0.248              -2.506
               0.038             273.948               5.679             264.714              50.554              -0.097              -0.509
               0.000             275.604               6.879             266.960              54.014              -0.142              -0.085
               0.000             277.459               7.486             262.759              33.751              -0.299              -0.756
               0.025             277.944               8.069             265.938              41.741              -0.725              -1.578
               0.064             278.254               8.342             266.755              43.670              -0.484              -1.378
               0.029             278.893               8.577             265.522              38.232              -0.641              -1.348
               0.010             279.449               8.879             265.477              36.446              -0.574              -1.211
               0.000             280.461               9.298             263.914              30.149              -0.589              -0.741
               0.470             279.434               9.213             267.841              45.626               0.188               2.772
               0.000             275.529               6.786             266.507              52.548               0.130               1.536
               0.000             275.291               6.353             263.465              42.809              -0.452               0.266
               0.092             275.072               6.326             264.396              46.994               0.121               0.424
               0.286             276.232               7.044             265.106              45.274              -0.781              -0.993
               0.145             277.313               7.784             266.478              45.876              -0.501               1.354
               0.601             276.634               7.658             268.582              56.520               0.433               1.764
               5.987             276.072               7.593             270.226              67.378               0.857               3.361
               0.000             274.312               5.933             265.003              51.059               1.309               3.392
               0.153             273.761               5.703             265.874              56.435               0.674               3.249
               0.057             274.295               5.648             262.104              40.596               0.116              -0.367
               0.058             276.381               6.846             262.270              35.474              -1.136              -2.403
               0.041             277.633               7.749             264.365              38.315              -0.278              -0.820
               0.000             276.100               7.138             266.756              51.373               1.395              -1.175
               0.000             276.758               7.362             265.620              44.250              -0.276               0.216
               1.768             276.992               7.788             267.990              52.817              -0.187               3.403
               2.702             275.027               6.854             269.314              67.236               0.565               1.657
               0.169             274.067               5.622             263.410              45.275               0.312              -1.860
               0.079             276.372               7.497             268.472              57.192              -0.025              -0.924
               0.000             277.882               8.349             268.292              51.300              -0.660              -2.263
               0.000             280.287               9.839             269.361              46.603              -0.611              -2.076
               0.222             281.599              10.995             271.739              52.089              -0.828              -1.935
               0.000             283.468              11.920             271.088              43.208              -0.245              -0.451
               0.000             283.585              11.964             270.892              42.404              -0.671              -0.906
               0.019             281.270               9.978             265.834              33.740              -1.669              -2.895
               0.091             280.392               9.121             262.341              26.844              -1.489              -2.462
               0.000             281.865               9.998             262.940              25.215              -0.884              -1.156
               0.639             282.017              10.232             264.292              28.285              -1.039              -0.837
               0.137             280.995              10.328             269.784              46.509              -0.550               0.202
               0.115             279.669               9.985             272.510              61.658              -0.837               1.369
               0.206             277.922               8.238             267.096              47.201               1.610               4.147
               0.009             274.924               6.459             266.466              55.415               0.661               2.118
               3.194             274.976               6.540             267.284              57.088               0.477               1.680
               6.762             274.892               6.798             269.568              68.684              -0.920               1.285
              15.453             275.493               7.371             271.136              73.930              -0.175               1.647
               5.953             274.514               6.754             270.740              76.967               0.556               2.289
               0.000             276.476               7.966             271.230              70.203              -0.167               1.972
               0.000             278.061               8.830             271.067              61.792              -0.744              -0.317
