 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               9.115             290.701              20.935             288.736              89.312              -2.254               3.778
              29.654             286.110              16.644             284.659              91.222               4.530              -1.055
               0.000             270.527               3.550             262.834              56.799               3.167              -4.705
               0.134             272.792               4.920             263.532              50.704              -1.115              -2.883
               0.081             278.120               8.983             272.045              65.023              -2.677              -1.268
               0.012             284.832              15.038             281.826              82.892              -2.352               1.412
              39.141             289.374              19.771             287.874              91.492              -1.952               4.355
               4.972             287.229              17.455             285.068              87.605               3.320              -2.675
               0.000             274.159               6.169             267.682              64.111               1.038              -4.374
               0.000             274.510               6.184             266.118              55.558              -1.103              -2.893
               0.082             277.595               8.727             272.221              68.733              -1.758              -2.741
              19.815             286.272              16.907             285.077              93.146              -4.197              -0.843
               1.589             288.566              18.848             286.652              89.580              -1.624              -0.008
               0.268             285.205              15.604             282.989              87.285               3.826              -0.405
               0.000             274.870               6.753             269.101              67.594              -0.018              -3.843
               0.000             278.282               9.326             273.290              71.554              -1.954              -0.906
               0.000             283.723              13.660             279.047              74.282              -0.739              -0.852
               0.000             288.202              17.703             284.177              77.758               1.729              -0.922
               0.090             288.227              17.811             284.351              79.025              -2.001              -1.090
              26.159             290.004              20.298             288.218              90.139              -1.988               6.534
              11.719             287.105              16.937             283.742              81.156               7.100               4.294
               0.000             277.548               8.826             272.933              72.773               3.822              -2.260
               2.621             279.347              10.638             276.997              85.456              -2.138               1.455
              10.465             284.036              14.459             281.416              84.894               4.620               1.847
               0.000             274.715               6.360             266.547              56.981               4.160              -2.589
               1.037             277.393               8.211             269.580              57.344               1.930              -1.902
              18.704             282.188              13.067             280.225              88.486              -0.240              -0.054
               0.251             280.319              11.187             276.929              79.886               4.643              -3.256
               0.051             274.704               6.867             270.718              76.129               3.065              -3.973
               0.959             277.998               9.081             272.829              70.498               1.501              -1.310
              11.969             279.058              10.450             276.775              86.536               2.764              -2.274
               0.028             274.758               6.662             269.032              67.126               4.023              -5.166
               0.006             274.709               6.351             266.551              56.818               1.516              -2.402
               2.862             278.581               9.619             274.014              73.576              -1.215              -0.154
               3.754             282.768              13.766             281.605              92.956              -0.857              -2.092
               6.965             280.618              11.783             278.794              88.758              -0.670              -2.992
              49.934             280.104              11.577             279.192              94.116              -4.775              -1.098
               4.406             288.604              18.674             286.054              86.538               3.474               2.424
               0.000             280.670              11.382             276.855              77.900               2.530              -2.050
               0.025             277.983               9.297             274.174              77.201               3.988              -2.452
               0.064             274.886               6.702             268.538              65.303               1.038              -2.298
               0.029             278.440               8.857             269.401              54.810              -0.195              -1.515
               0.010             281.277              10.994             273.131              57.516               1.064               0.444
               0.000             284.219              14.185             279.897              76.571               2.462              -1.469
               0.000             285.402              14.719             279.545              68.376               0.248               1.431
               0.000             288.474              18.239             285.049              81.978               0.781               3.762
               0.000             289.486              19.638             287.223              88.145               1.938               2.281
               0.200             288.377              18.057             284.970              80.627              -0.810              -3.220
               1.366             282.076              12.975             280.228              88.509              -5.030              -2.339
               0.469             276.977               8.713             274.027              82.408              -1.525              -4.346
               0.000             280.713              11.592             277.822              82.216              -3.305              -1.316
               0.155             290.306              20.517             288.254              89.050              -1.033               3.846
               1.060             292.312              22.653             290.418              89.942              -2.358               1.563
              16.245             293.315              23.777             291.506              90.490              -0.603               3.736
              36.237             292.771              23.394             291.426              92.768              -0.506               4.014
               5.134             290.889              20.910             288.324              86.607               3.600               4.083
               0.041             280.438              11.156             276.549              76.776               7.109              -2.031
               0.000             279.959              10.672             275.300              73.888               2.110              -2.389
               0.000             283.820              13.519             278.291              69.922              -1.306               1.391
               0.000             286.304              16.176             282.745              80.348              -1.381               2.366
               0.110             291.504              21.073             287.914              81.088              -1.517               0.400
               2.653             291.638              21.717             289.296              87.204              -4.134               4.159
               7.315             293.372              23.744             291.349              89.481              -1.479               7.119
               2.180             290.569              20.807             288.639              89.378               2.378               0.546
               1.012             285.975              15.572             281.207              74.932               2.231              -1.519
               0.222             284.193              13.555             277.391              64.816               2.696               0.682
               0.000             287.405              16.939             282.897              76.974               3.270               1.248
               0.000             283.874              13.486             277.940              68.411               0.246              -0.855
               1.639             286.418              15.683             280.933              70.451               0.212               1.871
              12.857             286.634              16.427             282.770              79.687               4.004              -2.432
               0.000             282.123              11.930             275.330              64.450               1.066              -2.158
               0.000             286.626              15.598             280.174              66.160              -0.617               2.413
               0.029             291.417              21.107             288.001              82.548               2.780               1.301
               0.007             285.349              14.651             279.053              67.932               0.686              -5.335
               0.000             284.148              13.819             278.905              70.615              -2.602              -1.088
               0.000             288.026              17.790             284.657              81.454              -4.034               0.436
               0.019             288.851              18.102             283.952              75.017              -2.592               1.125
               0.000             290.306              18.628             283.096              64.497               0.563               0.232
               0.117             290.751              19.435             284.551              69.711               2.513               0.226
               0.000             292.842              21.866             287.819              74.975               2.517               0.195
               0.734             291.718              21.093             287.506              78.796               0.161               2.616
              10.859             292.670              22.936             290.589              88.862              -0.731               7.171
               0.005             287.873              17.567             284.169              80.188               5.719               1.598
               0.050             283.601              13.307             277.467              69.180               5.072              -0.429
               0.000             280.611              10.627             273.101              60.440               1.963              -2.285
               0.000             284.582              13.590             276.534              59.673               0.081              -0.343
               0.000             288.275              16.702             280.694              61.964              -0.664               2.172
               0.000             289.984              19.146             285.148              75.116              -2.067               3.447
               0.000             292.323              21.574             287.929              77.456              -1.976               3.509
               0.037             293.568              22.873             289.292              77.990              -0.908               3.513
               0.000             293.161              22.677             289.247              80.352              -0.802               3.952
               0.578             292.250              22.234             289.498              85.883              -0.352               4.959
              10.423             293.275              24.059             292.131              94.017              -0.767               3.691
              31.708             292.484              22.755             290.457              89.045               0.877               3.362
               5.131             291.721              22.011             289.723              89.685               2.227              -1.031
               0.000             287.912              16.552             280.498              64.271               1.108              -3.050
               0.033             290.366              18.056             281.052              56.406              -0.192              -1.222
               1.195             290.791              19.476             284.965              69.763               0.113               2.098
              12.515             295.046              25.271             292.281              86.327               4.775               4.394
               0.000             293.156              22.942             289.927              83.281              -0.949              -0.788
               0.000             295.545              25.524             292.212              83.460              -2.938               4.308
               0.451             295.694              25.899             292.810              85.408              -1.992               4.865
              23.868             295.391              26.002             293.382              89.603               0.405               4.584
              27.233             295.503              25.563             292.263              84.265               1.760               1.148
               0.000             294.260              22.918             288.068              71.206               0.812              -2.955
               0.095             290.519              18.692             282.660              62.901               0.529              -3.626
               0.000             291.405              19.410             283.526              62.101               0.115              -2.738
               0.000             293.565              21.360             285.435              61.986              -0.344              -1.698
               0.085             294.715              22.542             286.697              62.984              -0.410              -1.128
               0.000             293.865              22.154             287.183              67.335              -0.179               2.009
               0.000             293.717              22.937             289.194              77.054              -1.377               0.824
               0.114             294.518              23.909             290.231              78.539              -2.691               2.843
               1.537             294.280              24.141             291.077              83.411              -4.253               3.377
              12.630             294.494              24.633             291.850              86.035              -5.367               2.859
              25.236             294.411              24.688             292.001              87.508              -3.832               2.167
               1.112             294.188              24.026             290.858              83.245               4.356               0.465
               0.505             295.209              25.004             291.483              82.030               3.601               0.219
               0.000             290.647              19.385             284.683              70.286               2.114              -2.890
               0.000             290.593              19.037             283.798              66.472               0.362              -1.943
               0.000             291.829              20.459             285.944              70.022              -1.699              -2.225
               0.229             294.295              23.517             289.803              76.927              -2.612              -0.734
               0.000             295.073              24.719             291.353              80.701              -3.792               1.798
               1.466             296.554              26.548             293.098              82.513              -2.151               3.594
              15.842             296.588              26.731             293.386              83.775               0.132               3.782
               5.877             297.013              27.376             293.951              85.138               2.159               2.132
               0.000             297.206              27.583             294.144              84.989               1.393               2.245
              37.223             296.343              26.986             294.113              88.553              -1.235               1.996
               9.399             295.726              25.955             292.960              85.597              -3.226               1.267
              11.023             296.917              27.533             294.461              87.456              -2.437               2.079
               6.066             298.510              29.494             296.079              87.825              -0.514               2.549
               4.665             299.156              29.808             295.859              84.117               0.848               1.735
               3.572             298.876              29.425             295.568              83.802               1.719               1.927
               8.429             298.185              28.764             295.207              85.156               2.395               2.193
               4.515             296.097              25.942             292.458              81.671               1.036              -2.182
               0.004             293.362              22.010             287.459              70.983              -0.348              -3.441
               0.160             295.255              23.786             288.996              69.908              -1.507              -2.135
               0.025             296.732              25.492             290.859              71.513              -3.076              -0.629
               0.000             295.045              23.455             288.388              68.759              -2.982              -0.441
               1.490             294.650              22.356             286.687              61.761               1.201               0.188
               0.000             296.011              25.730             292.240              80.602               2.893               0.005
               1.082             296.501              26.234             292.481              80.259               2.692               0.510
               0.973             296.998              26.616             292.580              78.742               1.723               2.409
              31.807             297.338              27.876             294.618              86.151               0.490               4.361
               1.239             296.169              26.335             293.124              84.494               2.499               2.366
               0.156             293.431              22.045             287.410              70.630               3.737              -3.044
               0.000             288.994              17.143             280.461              59.632               2.807              -2.180
               0.248             291.597              19.350             283.190              59.329               1.802               1.987
               0.000             294.396              22.776             287.935              68.398               1.346               1.814
               0.286             296.103              25.492             291.577              77.516               1.866               1.746
               2.809             297.732              27.989             294.361              83.232               0.144               3.426
              16.571             298.529              29.075             295.376              84.353              -0.102               4.436
               0.248             299.362              30.038             296.084              83.946               0.776               0.601
               0.000             300.242              30.807             296.506              81.634               1.495               0.006
               1.479             300.314              30.595             296.002              79.492               2.569              -0.127
               0.410             299.774              30.500             296.361              83.595               3.072               0.405
               0.831             300.273              30.489             295.856              79.101               2.602               0.422
               3.809             299.890              30.638             296.485              83.556               2.024               1.623
               0.000             300.037              30.599             296.170              81.959               0.838               1.664
               0.038             299.769              30.283             296.137              82.060              -0.910               0.271
               0.133             300.218              30.102             295.293              76.833              -2.908               0.119
               0.154             299.545              28.773             293.723              72.931              -1.365               0.448
               0.000             299.256              28.585             293.746              74.007               2.161              -0.370
               0.046             296.736              25.352             290.475              70.253              -2.063              -4.059
               0.002             294.873              23.256             288.228              68.482              -3.131              -2.377
               0.671             296.355              25.792             291.952              77.753              -4.163              -1.438
               0.019             295.804              25.437             291.829              79.996              -5.212              -2.866
               0.000             295.404              24.887             291.051              78.896              -0.911              -3.136
               0.000             298.812              27.665             292.562              70.820               2.977              -0.350
               0.000             300.504              29.699             294.265              71.606               2.528              -0.502
               0.000             300.914              30.143             294.503              71.348               1.674              -0.117
               2.590             300.640              30.074             294.821              73.102               0.823               0.028
               7.093             300.488              30.978             296.531              80.684              -1.780               2.292
               8.759             300.056              30.496             296.180              81.049               1.077               1.828
               1.768             300.158              30.556             296.116              80.588               1.847               1.406
               2.540             300.030              30.322             295.829              80.030               2.757               1.906
               1.246             300.628              31.179             296.561              80.869               2.610               1.415
               3.616             298.911              29.395             295.610              83.251              -2.812              -0.583
               0.015             297.784              27.525             293.505              78.927              -3.142              -1.233
               0.000             299.111              28.649             294.060              75.752              -2.584              -0.334
               0.031             299.713              28.630             293.505              70.468              -0.005               0.991
