 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               8.586             272.583               5.597             270.533              86.328               0.653              -7.130
               0.000             267.407               1.690             261.927              67.933               2.198              -6.147
               7.985             271.660               4.134             262.068              48.963               0.731               2.756
               4.853             275.433               7.723             273.556              87.915              -1.753               0.547
               0.621             282.073              13.181             280.939              93.172              -1.315              -0.399
               3.608             277.105               9.038             275.493              89.603              -2.069              -3.915
               0.000             274.952               7.285             272.548              84.945              -0.218              -4.663
               0.004             272.221               4.804             265.514              62.535              -0.538              -5.707
               0.000             273.722               5.585             264.998              52.752              -1.567              -0.295
               4.407             275.432               7.517             272.314              80.636              -3.537              -1.050
              13.690             274.243               6.945             272.995              91.741              -1.339              -5.077
               0.000             277.358               9.105             274.981              85.669              -0.272               1.020
               0.000             281.090              11.819             277.741              80.432               1.846               0.492
               0.000             270.846               3.737             262.977              55.652               1.054              -6.865
               0.000             272.394               4.749             264.329              54.868              -2.080              -0.413
               1.503             281.610              12.724             280.206              91.656              -0.294               2.590
               0.021             288.918              19.325             287.347              91.524              -0.562               4.369
               0.194             290.827              21.005             288.657              88.586              -1.820               4.549
               0.738             292.141              22.281             289.783              87.736               0.166               5.171
               0.887             289.184              17.946             282.791              68.623               4.166              -0.699
               0.000             280.379              10.243             271.490              55.101               4.137              -4.974
               0.000             280.869              10.334             270.651              48.773              -0.138               2.965
               0.000             283.081              12.812             276.712              67.456               3.124               0.932
               0.000             275.466               6.635             265.400              48.691               1.533              -2.517
               1.074             277.269               8.550             272.089              70.559              -2.044               2.786
               0.497             283.760              14.511             282.116              90.609              -1.654              -0.037
               0.020             279.680              10.729             276.220              80.954              -0.185              -5.193
               0.251             275.882               7.161             267.992              57.198              -1.029              -3.296
               1.347             276.844               8.347             272.446              73.894              -3.145              -0.974
               0.041             278.514               9.882             275.075              82.482              -1.215              -2.619
               0.000             274.347               6.014             265.457              53.293              -0.327              -5.466
               0.028             273.953               5.720             265.134              52.048              -2.696              -0.406
               0.978             280.716              11.646             277.909              83.451              -2.039               1.782
               1.317             285.253              15.968             284.095              93.076              -1.345              -0.795
               6.055             283.307              14.243             282.177              93.167              -1.945              -2.839
              28.241             279.360              10.939             278.304              93.243              -3.092              -4.999
               3.926             277.620               9.385             275.694              88.093              -0.116              -3.381
               0.000             278.861              10.004             275.224              78.420               1.910              -3.201
               0.000             281.295              11.619             276.155              71.892               1.587               3.006
               0.025             275.796               7.369             269.918              66.405              -1.014              -6.206
               0.064             277.011               8.332             271.794              69.576              -0.676               2.817
               0.029             284.096              14.302             280.661              80.833               0.419               3.292
               0.010             288.277              17.942             284.575              80.289               0.993               4.053
               0.000             290.883              19.876             285.806              73.720               0.639               3.344
               0.000             291.129              20.474             286.800              78.251               0.694               5.463
               0.000             292.638              21.867             287.979              77.244               1.113               5.679
               0.000             281.377              11.433             275.268              66.067              -1.150              -7.349
               1.182             272.259               5.027             267.564              71.338              -0.758              -5.740
               0.070             274.748               6.817             270.300              73.103              -0.594              -4.381
               0.037             276.977               8.465             272.511              74.572              -2.442              -1.554
               0.000             283.330              13.598             279.696              79.567              -0.791               3.300
               0.047             288.205              17.655             283.867              77.003               0.305               3.627
               8.728             292.289              22.173             289.255              84.716              -1.053               5.591
               3.501             293.081              22.909             290.000              83.787              -0.544               2.020
               0.921             286.209              16.293             283.221              83.752              -0.122              -4.527
               0.058             280.616              10.785             273.754              64.255               2.822              -6.547
               0.041             281.399              10.990             272.675              55.331               0.244              -1.934
               0.000             283.733              13.562             278.696              72.170              -1.186               4.103
               0.000             288.352              17.673             282.780              75.312               0.968               1.684
               0.000             288.148              15.814             277.532              50.294              -2.357              -0.169
               0.628             289.605              18.949             285.260              77.189              -4.227               4.154
               1.141             291.575              19.969             284.268              66.993               2.680               0.870
               0.079             282.708              12.170             274.795              59.996               0.713              -4.433
               0.000             282.499              11.551             272.291              50.011              -0.771              -1.886
               0.000             285.850              13.892             274.499              47.658               1.953               1.815
               0.222             288.443              15.265             274.061              38.855               3.887               0.964
               0.000             290.429              17.026             277.271              42.427              -0.818               0.159
               2.329             289.999              18.587             283.311              67.521              -0.382               5.430
               1.671             286.902              16.153             281.699              71.420              -0.873              -4.821
               0.091             282.049              12.046             275.986              68.305               1.363              -1.955
               0.000             285.857              14.270             276.458              54.122               1.525               2.809
               0.000             288.806              17.768             283.100              70.816               1.466               5.682
               0.029             290.393              19.349             284.948              72.822              -1.226              -0.811
               9.954             284.239              13.801             278.225              68.861              -3.158              -2.814
              11.762             280.391              11.679             278.926              90.779              -4.067              -2.619
               0.398             288.947              19.122             286.682              88.243              -3.889               4.270
               1.541             293.390              23.343             290.389              84.963              -3.206               6.574
               2.020             294.556              24.632             291.612              85.348              -3.591               5.081
               2.385             293.993              23.919             290.922              84.282              -3.360               2.434
              24.529             292.733              22.682             289.959              85.288              -2.616               1.773
               8.132             291.632              21.135             287.459              80.312               0.327               0.896
               0.000             287.576              15.359             277.169              50.159               4.476              -2.452
               0.005             284.553              13.527             276.490              58.907               2.208              -3.748
               0.050             286.867              15.020             277.375              53.539               1.370               0.852
               0.000             289.556              17.987             282.498              64.690               0.215               5.408
               0.863             292.028              21.577             288.242              80.883              -1.107               4.869
               0.000             293.619              23.462             290.367              83.667              -2.238               6.223
               0.816             294.453              24.430             291.322              84.444              -2.144               7.688
               7.738             294.823              25.040             292.154              86.487              -1.611               5.689
               4.357             294.459              24.033             290.719              80.405              -2.160               2.775
              13.241             294.786              24.957             292.033              86.071              -2.146               5.209
               2.954             291.875              21.381             288.259              80.368              -1.569              -1.967
               0.000             285.494              15.965             283.649              89.150              -3.123              -3.205
               0.000             287.195              17.011             283.533              81.053              -0.999              -3.390
               0.000             287.901              16.473             280.499              63.208              -1.462               0.965
               0.619             289.936              18.350             282.689              65.115              -0.728               3.552
               0.033             292.241              21.387             287.538              76.242              -2.421               4.071
               0.000             296.135              26.113             292.350              82.833              -0.101               5.374
               0.000             293.273              21.197             285.481              63.131              -1.919              -2.490
               0.505             293.774              23.420             290.140              81.508              -3.475               3.827
               0.419             295.881              24.971             289.686              74.928              -0.289               4.046
               0.127             294.952              20.803             281.066              43.838              -0.378              -1.241
               0.000             293.368              19.546             280.562              44.470              -0.715              -3.225
               0.017             292.659              19.523             281.829              50.718              -1.780              -0.762
               0.000             294.377              21.978             285.891              60.542              -1.902               0.989
               0.095             294.894              23.789             289.423              73.495              -3.220               1.616
              38.164             294.741              24.556             291.378              82.601              -2.885               2.874
               1.148             294.104              24.055             291.070              84.471              -2.632               4.109
               8.109             295.316              25.387             292.200              84.554              -2.866               3.866
               1.983             295.380              25.223             291.751              82.327              -1.323               2.802
               5.362             295.928              25.239             291.245              76.929              -2.618              -2.547
               0.114             294.229              23.315             289.375              75.570              -0.944              -3.949
               0.025             293.522              22.468             288.343              74.176              -0.508              -2.233
               0.000             294.823              22.979             287.712              66.262               0.306               2.161
               0.000             296.364              24.410             289.004              65.313               0.999               4.297
               0.000             295.587              24.714             290.658              75.440              -0.238              -0.579
              11.413             290.709              18.852             283.106              62.819              -2.256              -2.887
               0.000             290.569              19.486             285.330              72.490              -3.316              -2.840
               2.531             291.663              21.123             287.905              79.801              -3.375               0.268
               0.000             291.962              21.562             288.395              81.483              -2.771              -0.582
              30.437             293.310              23.083             290.051              83.075              -2.530               2.183
               0.310             295.948              26.337             293.188              86.803              -2.080               5.250
               1.358             298.061              28.469             294.711              83.974              -2.186               4.878
               0.074             293.596              22.511             288.540              73.853              -1.002              -3.968
               0.000             288.466              17.447             282.749              70.506              -0.044              -3.155
               0.000             291.792              20.426             285.697              70.044               0.109               3.919
               0.061             294.992              23.741             289.027              72.053              -0.415               5.545
               0.003             297.476              26.541             291.678              73.628              -1.854               6.199
               0.000             297.714              27.416             293.178              78.683              -3.167               5.700
               0.000             299.705              30.205             295.702              82.068              -3.239               5.158
               8.445             297.805              27.558             293.585              79.000              -3.169              -0.118
               0.116             288.751              18.018             283.660              75.107              -0.588              -5.544
               0.000             290.600              18.662             282.456              61.617              -1.148              -3.517
               0.000             293.761              20.950             283.930              55.781              -0.478               1.159
               0.004             294.112              21.644             285.198              59.663              -0.897               2.658
               0.160             294.435              22.220             286.247              62.432              -1.260               2.627
               0.025             294.584              22.722             287.383              66.021              -0.416               3.396
               0.000             295.513              24.291             289.548              72.189              -1.043               4.486
               0.000             297.611              26.464             291.388              71.761              -0.459               5.452
               2.117             298.378              27.246             292.132              71.298              -0.405               5.667
              40.178             297.415              27.077             293.056              78.689              -2.004               4.290
               7.463             297.232              26.313             291.699              73.946               0.170               2.253
               0.000             296.604              24.871             289.769              67.237               0.198              -3.041
               0.000             296.528              24.570             289.301              65.259              -1.164              -3.113
               0.156             293.564              21.602             286.196              64.560              -2.724              -2.828
               0.000             294.150              22.031             286.606              63.249              -1.555               1.264
               0.248             296.660              25.849             291.411              75.313              -0.190               5.234
               1.659             299.381              28.493             293.377              72.250              -0.493               5.085
              10.222             299.673              29.520             294.801              77.328              -0.655               4.763
               2.485             300.911              31.132             295.807              78.122              -1.885               4.858
               0.090             299.888              29.309             294.000              73.947              -3.394               1.309
              11.912             299.206              29.052             294.658              77.961              -2.200               1.124
               7.176             296.046              26.115             292.881              83.759              -1.217              -1.337
               9.687             297.432              26.790             292.658              76.125              -0.948              -0.738
               2.462             297.657              27.132             292.977              76.868              -0.055               2.462
               4.179             296.601              26.598             293.198              82.476              -0.359               2.775
               0.029             296.280              26.581             293.276              85.572              -0.971               3.455
               0.002             301.005              31.688             296.921              81.100              -0.839               6.737
               1.766             300.269              30.968             296.514              82.529              -2.022               5.525
               4.453             299.929              29.934             295.165              78.114              -1.842               4.477
               0.910             299.358              28.347             293.201              71.353              -1.073              -1.174
               0.000             293.709              21.573             285.838              62.812              -1.419              -4.922
               0.046             294.197              21.248             284.332              54.816              -1.396              -2.573
               0.002             296.405              22.942             285.515              51.857              -0.682               0.136
               0.023             296.894              23.889             287.097              56.144               0.118               2.707
               0.019             297.554              24.848             288.155              58.832              -0.091               3.692
               0.000             297.897              25.660             289.419              62.669               0.023               4.048
               0.000             298.171              26.637             291.131              68.241              -1.049               5.093
               0.000             298.879              27.749             292.342              70.895              -1.272               5.802
               0.000             300.945              30.482             294.915              73.411              -1.333               6.494
               0.000             301.718              31.697             296.054              75.243              -1.073               6.067
               0.000             302.167              31.354             294.883              69.512              -0.472               4.542
               0.119             301.845              30.454             293.681              66.190              -0.914               4.198
               0.223             300.665              29.131             292.615              66.369              -0.768               4.824
               0.164             300.538              28.715             292.182              64.468              -0.463               3.844
               0.000             301.854              30.129             293.442              64.025              -0.823               2.943
               0.000             301.497              29.864             293.688              64.954              -1.227               2.719
