 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             281.654              10.917             271.020              49.406               1.467              -0.876
               0.000             277.766               7.590             261.822              30.925               0.243              -2.681
               0.000             281.011              10.033             267.723              39.150              -0.255              -1.125
               0.134             284.714              12.776             272.024              42.555              -0.681              -0.223
               0.081             284.792              13.515             275.844              55.242              -2.399               1.046
               0.606             283.660              14.002             280.564              82.158              -1.583               1.447
               0.045             285.749              15.134             280.374              70.656              -0.780               0.006
               0.004             285.237              14.434             278.782              65.668               0.203              -0.553
               0.000             285.183              14.479             279.090              67.275               0.058              -0.260
               0.627             283.331              13.469             279.158              76.902               0.102               0.139
               0.082             283.907              13.261             276.940              63.460               0.290              -0.190
               0.000             285.756              14.438             277.524              58.412              -0.114               0.385
               0.000             285.316              14.184             277.047              60.034               1.582              -0.822
               0.052             284.604              12.624             271.403              41.191              -0.570              -0.740
               0.309             285.308              13.879             275.959              54.688              -0.596              -0.089
              11.871             284.564              15.134             282.702              89.054              -1.133               0.603
              28.565             284.739              15.331             282.932              89.860              -2.097               1.747
               6.101             284.506              14.551             280.607              78.969               0.140               0.869
               2.034             284.906              14.011             277.806              62.767               1.801               0.249
               0.131             281.450              11.269             273.924              60.951               1.623              -1.500
               0.055             282.355              11.772             273.933              57.101               0.123              -0.790
               0.000             284.884              13.660             276.185              56.625               0.148               0.447
               0.000             283.550              12.600             274.692              55.745               0.254               0.047
               5.173             282.270              11.532             272.643              53.222               0.024              -0.406
               9.714             282.746              13.273             279.585              82.864               0.121               1.077
               0.702             282.260              12.336             277.012              71.062               0.406               1.574
               0.000             279.649               9.665             270.609              53.619               0.887              -0.279
               1.439             279.312               9.318             269.469              50.706              -0.406               0.631
               5.451             280.735              10.608             272.600              57.754               2.575               0.985
               0.041             277.490               7.758             265.237              41.443               0.462              -0.842
               0.197             277.558               8.169             268.310              52.575              -1.218              -1.135
               1.108             281.226              11.495             275.840              70.220              -1.312               0.747
               0.330             283.123              12.373             274.870              57.686               0.274               1.075
               0.000             283.198              12.408             274.856              57.232              -0.109              -1.209
               0.000             281.979              11.594             274.003              59.370               0.904              -1.848
               0.000             281.618              11.108             272.183              54.376               1.043              -2.260
               0.038             281.346              10.584             270.153              46.733               0.795              -1.368
               0.000             283.291              11.889             271.513              45.131               0.068              -0.805
               0.000             285.607              13.544             273.495              44.720               0.090              -0.761
               0.025             286.514              14.308             274.666              46.287              -0.039              -1.393
               0.064             287.246              14.763             274.797              44.772               0.276              -1.443
               0.029             288.385              15.388             274.821              41.294               0.087              -1.064
               0.010             289.253              16.054             275.552              41.477               0.067              -0.986
               0.000             290.000              16.314             274.779              37.376              -0.127              -0.844
               0.000             290.379              16.543             274.978              36.680               0.078              -0.091
               0.000             288.177              15.980             278.260              52.415               0.756              -0.795
               0.000             287.588              16.393             280.999              66.020               0.491               0.029
               0.092             286.580              14.323             274.738              45.721               1.254              -0.312
               0.070             286.302              13.798             272.408              40.368               0.243              -1.473
               0.037             288.165              14.971             273.264              37.533               0.105               0.279
               0.000             287.455              14.984             275.428              45.770               0.297               0.667
               0.047             288.251              15.611             276.373              46.073              -0.780               0.914
               0.088             285.664              14.101             276.123              53.762               1.218               1.624
               0.045             284.815              13.052             273.318              46.326               0.484               1.423
               0.057             285.076              13.268             273.571              46.776               0.689              -0.291
               0.058             286.327              13.694             271.545              38.341              -0.325              -1.996
               0.041             289.782              15.762             272.581              32.143              -0.546              -0.683
               0.000             287.780              14.405             271.309              33.162               1.486               0.547
               0.000             287.695              14.646             272.962              37.773               0.147              -0.017
               3.506             287.726              14.804             273.708              39.864              -0.569               0.878
               5.510             285.012              14.247             278.251              65.572              -0.540               1.848
               0.169             285.271              13.410             273.781              46.759               1.142               0.741
