 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             278.451               9.301             272.476              67.273               2.309              -1.776
               0.000             276.321               6.673             260.257              31.019              -1.261              -2.742
               0.000             279.730               9.099             266.082              37.322              -2.636               0.601
               0.458             284.519              12.304             269.921              36.266              -1.534               1.730
               2.468             284.331              13.252             275.581              56.930              -1.917               1.698
              24.279             280.816              11.922             278.822              88.205              -0.369               2.892
               1.233             282.545              13.047             279.379              81.577               0.606               1.068
               0.004             281.432              11.818             276.887              74.043              -0.182              -1.012
               0.000             282.019              12.164             276.935              71.455              -0.290               0.246
               0.303             281.190              11.994             278.133              82.675               1.066              -0.636
               0.190             280.915              11.238             275.408              69.772              -0.429               0.108
               0.000             283.803              12.883             275.657              57.576               0.290               1.181
               0.000             282.598              12.530             276.773              69.518               2.590              -1.601
               0.000             281.299              10.728             271.221              50.895              -1.555               0.109
               0.093             283.315              12.305             273.987              53.305              -0.195               0.737
               7.119             282.657              13.349             280.299              86.070              -0.935               1.190
              20.767             282.364              13.175             280.192              87.617              -2.563               3.054
               5.918             282.764              13.032             278.798              77.422               1.120               2.566
               0.198             281.203              11.603             276.439              73.181               2.849               0.241
               0.131             278.919               9.692             273.248              68.592               1.957              -2.144
               0.000             279.980               9.956             271.153              55.062              -1.604              -0.062
               0.081             282.931              11.923             272.907              51.234               1.528               0.861
               0.000             279.816              10.099             272.624              61.831               1.257               0.518
               7.765             279.559               9.813             271.813              59.207              -0.702               0.569
              19.110             280.355              11.457             277.952              85.934               1.077               1.731
               0.594             279.120              10.238             275.611              79.430               2.819               1.971
               0.000             276.469               7.740             269.855              62.947               1.657              -0.854
               0.791             276.554               7.595             268.261              56.284              -0.060               1.863
              19.221             277.454               8.612             271.907              68.332               5.689               2.457
               0.041             274.951               6.343             265.500              50.529               0.205               0.113
               0.197             276.480               7.449             267.698              53.168              -1.943               1.422
               1.151             279.898              10.397             274.186              67.970               0.540               2.404
               0.114             280.357              10.729             274.619              67.678               1.791               1.716
               0.000             280.932              10.735             272.907              57.349              -0.421               0.699
               7.675             281.096              11.316             275.363              68.339               1.168              -1.427
              14.525             279.040              10.195             275.601              79.915               1.325              -1.689
               0.038             278.143               8.973             271.626              64.249               1.669              -1.617
               0.000             279.869               9.739             270.362              51.506              -0.027              -0.823
               0.000             282.561              11.636             272.628              50.876              -0.412              -0.355
               0.025             284.233              12.762             273.537              48.928              -1.559              -0.163
               0.064             285.691              13.629             273.775              45.139              -0.935              -0.447
               0.029             286.635              14.322             274.557              45.029              -0.989               0.416
               0.010             287.285              14.399             273.061              38.571              -0.916               0.471
               0.000             288.110              14.686             272.087              33.860              -1.263               0.914
               0.000             288.871              15.240             272.809              33.985               0.480               1.072
               0.000             287.607              15.344             276.853              49.556               0.918              -0.937
               0.000             286.455              15.608             280.417              68.676               1.837              -0.021
