 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              28.793             278.248               9.867             276.364              87.953               1.675              -2.095
               0.000             267.063               1.345             259.865              59.542               4.557              -5.841
               0.000             268.660               2.294             260.558              54.572               2.373               0.314
               0.134             271.628               4.313             264.331              58.376              -0.866               2.596
               7.749             274.057               6.557             271.228              81.984              -1.907               0.417
              19.063             272.582               5.822             272.008              96.182              -0.855              -2.527
              21.105             272.584               5.772             271.695              93.898               0.222              -4.258
               0.004             267.081               1.693             264.539              82.910               1.995              -4.923
               0.000             266.667               1.363             263.530              79.056               0.627               0.982
               0.000             270.706               4.107             267.522              79.214              -0.921               0.038
               0.082             270.415               3.950             267.625              81.592              -2.732              -3.559
               0.000             272.733               5.634             270.081              83.185              -1.779              -2.047
               0.293             277.191               9.023             274.992              87.080              -1.070               1.986
               0.000             269.416               3.006             264.078              67.309               6.044              -4.925
               0.000             267.612               1.872             262.932              71.110              -0.801              -0.754
               0.000             273.954               6.413             270.645              79.234              -1.303               2.983
               4.200             278.754              10.057             275.775              82.188              -0.162               3.639
               4.481             280.530              11.390             277.398              80.805              -2.143              -1.846
              20.286             281.735              12.834             280.403              91.775              -2.861               1.322
              25.835             281.458              12.407             279.397              87.248              -0.740              -1.865
               6.211             275.574               7.688             272.907              83.023               5.286              -4.761
               0.945             273.994               6.439             270.609              79.140               1.304               1.361
              18.713             274.956               7.425             273.415              89.948              -1.990               5.021
               0.421             272.841               5.466             268.217              72.683               7.118              -1.314
               0.000             272.066               4.646             264.921              60.137               0.222              -0.615
               7.247             273.260               6.069             270.984              85.359              -2.173               0.393
               2.180             275.180               7.573             273.475              89.259               2.138               0.228
               0.251             272.538               5.264             268.208              73.190               5.184              -3.045
               0.000             272.048               4.814             266.750              68.363               0.312              -2.694
               0.041             274.342               6.506             269.850              72.193              -1.021              -1.129
               0.089             272.690               5.542             269.646              80.543               3.568              -3.929
               0.028             270.242               3.433             263.301              60.579               0.662              -3.314
               1.950             273.334               5.445             265.884              57.561              -1.708               1.886
               7.722             278.120               9.866             276.634              90.842               0.610               1.565
               0.000             277.463               9.138             274.918              84.214              -0.781              -3.459
               0.000             272.970               5.206             265.426              57.805              -3.244              -4.054
              17.210             272.432               5.333             269.012              79.538              -3.333              -1.726
               8.186             274.330               6.930             272.554              88.717               1.073              -3.759
               0.000             274.201               6.795             272.143              87.142               1.012               1.631
               0.025             269.671               3.139             263.661              65.233               1.950              -6.047
               0.064             271.441               4.006             262.074              49.654              -0.338               0.821
               0.029             275.565               7.158             269.454              64.700               0.350               2.954
               0.010             282.183              12.907             279.713              85.024               1.887               2.592
               3.758             276.485               8.371             273.836              83.259              -2.614              -2.034
               0.000             283.816              14.432             281.775              88.079              -1.028               1.781
               0.000             289.669              19.725             287.300              86.884               2.033               6.092
               0.000             279.767              10.802             276.711              81.098              -0.121              -7.015
               4.412             271.009               4.295             267.632              78.018              -3.383              -5.547
               7.954             272.217               5.433             270.867              90.954               0.812              -3.588
               0.037             273.352               6.067             270.506              82.548              -1.188              -1.202
               5.353             275.767               7.987             273.951              88.395              -1.784               2.114
              12.683             282.751              13.691             281.339              91.667              -1.460               2.616
               7.648             287.008              17.531             285.606              92.114              -1.486               3.672
