 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               7.895             275.443               7.809             274.033              90.671               2.774              -5.238
               0.000             265.055              -0.049             255.936              49.675               4.619              -5.092
               0.000             267.269               1.355             258.475              51.205               2.492              -0.174
               1.322             271.003               3.971             264.484              62.126              -0.370               2.511
               7.544             272.573               5.669             271.009              89.789              -1.846              -0.974
               1.848             270.145               3.989             269.236              93.752              -1.137              -3.129
               1.557             270.194               4.001             269.106              92.484              -0.189              -4.535
               0.004             263.573              -0.604             261.203              83.535               2.295              -3.499
               0.000             262.495              -1.282             260.369              84.986               0.271               2.410
               0.000             266.245               1.244             264.970              90.980              -1.145              -0.441
               1.594             265.782               0.859             263.686              85.194              -2.869              -2.877
               0.000             269.764               3.665             268.443              90.849              -1.581              -2.047
               2.129             274.613               7.267             273.626              93.541              -0.644               0.779
               0.000             265.916               0.840             262.524              76.918               5.498              -5.110
               0.000             264.104              -0.279             261.462              81.891              -0.418              -0.200
               0.000             271.439               4.786             269.547              87.171              -0.954               2.522
               0.000             275.934               8.224             274.734              92.235              -0.335               2.277
               0.626             275.561               7.761             273.205              85.891              -1.580              -2.177
               9.918             276.367               8.396             274.335              87.001              -2.150               0.402
              12.767             280.598              11.944             279.471              93.123              -0.255              -2.165
               2.431             274.519               6.851             271.437              80.507               4.520              -5.483
              10.341             272.181               5.207             269.305              81.945               0.961               1.374
              37.073             273.199               6.235             272.312              94.081              -1.522               3.270
               0.313             270.473               3.997             267.712              81.902               5.604              -3.427
               0.000             268.824               2.803             265.555              78.653               0.579              -0.583
               3.186             272.120               5.299             270.369              88.101              -1.989               0.665
               3.908             273.321               6.315             272.381              93.689               1.084               0.338
               0.359             270.765               4.165             267.731              80.073               4.697              -2.744
               0.040             269.751               3.448             266.620              79.371               1.135              -2.547
               0.365             272.029               5.098             269.277              81.943              -1.380              -0.776
               0.000             270.433               4.025             268.160              84.872               3.144              -3.439
               0.028             266.648               1.348             263.492              78.837               1.116              -2.422
               0.762             269.248               3.173             266.768              83.389              -1.398               1.755
               7.819             274.307               6.997             273.044              91.912               0.510               0.860
               0.000             272.253               5.334             269.933              85.308               0.353              -3.094
               0.053             269.087               2.775             263.610              66.618              -2.600              -2.914
               9.110             270.370               3.917             267.364              81.538              -2.244              -0.667
               8.834             272.971               6.001             271.691              91.381               1.041              -3.766
               0.163             268.584               2.852             267.360              91.634              -0.372               1.421
               0.025             265.163               0.379             262.146              79.366               1.858              -4.932
               0.064             266.933               1.567             264.102              80.975              -0.462               1.866
               0.029             270.502               3.950             267.182              78.396              -0.574               2.136
               0.010             276.074               8.176             273.975              87.024               0.575               0.991
               0.000             273.274               6.032             270.635              83.407              -1.736              -0.838
               0.000             279.691              11.005             277.716              87.962              -1.184               1.859
               0.000             287.029              17.353             285.049              88.931               0.510               3.714
               0.000             275.978               7.580             270.761              69.184               0.810              -8.178
               1.172             269.822               3.280             264.581              67.432              -4.023              -5.033
               2.986             270.662               4.217             268.646              86.423               0.241              -2.802
               0.037             271.259               4.612             268.947              84.978              -0.675               0.900
               2.545             272.463               5.529             270.504              87.216              -1.471               1.782
              19.595             277.337               9.209             275.593              89.370              -0.154               2.639
              18.340             279.422              10.772             277.354              87.466              -1.719               0.311
              42.381             285.534              15.152             280.887              74.123               0.057               1.952
              14.529             280.568              11.550             277.983              84.010              -0.021              -3.883
              28.246             275.670               7.897             273.778              87.810               1.523              -8.954
               0.041             272.805               5.518             268.765              75.956               2.584              -4.745
               0.056             273.545               6.012             269.354              74.740              -1.566              -0.284
               4.402             277.625               9.406             275.817              88.594              -1.745               1.072
               0.083             281.718              12.602             279.455              86.809               1.218              -0.748
               0.650             281.465              12.152             278.139              81.189              -1.789               0.434
              26.953             289.575              19.620             287.180              86.712              -2.620               4.913
               0.079             282.903              13.468             280.256              84.223               3.735               1.178
               0.000             278.866               9.667             273.277              68.972               3.421               0.048
               0.000             279.623              10.162             273.637              67.197               1.424               1.527
               0.222             281.818              12.369             278.305              79.660               2.060              -0.009
               0.000             279.147              10.107             275.002              75.271               0.971              -3.165
               0.000             280.476              11.327             277.094              80.294              -1.072               3.238
              10.095             281.918              12.486             278.494              80.467               1.147              -3.749
               0.091             277.963               8.727             270.793              60.820               3.246              -1.788
               0.000             280.342              11.196             276.779              79.661              -0.506               1.340
               0.000             285.329              15.271             281.580              79.332               0.390               5.096
               0.029             283.995              13.650             278.408              69.736               2.897              -2.274
               0.007             277.278               8.406             271.307              65.869              -1.213              -3.351
               0.000             276.930               8.253             271.323              68.943              -1.478              -0.518
               0.000             284.127              13.690             278.373              68.454              -1.459               2.636
               1.099             288.804              18.438             285.134              80.424              -1.742               3.992
               4.180             292.158              21.771             288.713              81.622              -0.318               4.023
              13.617             291.939              21.764             289.000              84.125              -0.547               0.591
               0.000             289.358              19.320             286.707              85.483              -0.560              -3.336
               3.542             290.281              20.255             287.687              85.968              -2.403               1.477
              34.209             291.155              20.750             287.561              81.355               1.706               3.599
               0.005             280.248              10.754             275.172              70.367               6.566              -2.957
               0.050             276.875               8.092             270.786              65.071               3.994              -3.553
               0.970             278.626               9.455             273.008              67.987              -0.535               0.492
