 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             265.224               0.433             262.347              80.468              -8.827              -3.125
               0.000             270.727               4.225             268.363              84.480              -6.677              -3.115
               0.000             272.183               5.234             269.642              83.103              -7.140              -3.111
               0.134             272.995               5.770             270.042              80.876              -9.786              -2.677
               0.189             272.667               5.446             269.065              77.117             -10.318              -2.883
               0.012             268.480               2.515             264.575              75.275              -9.600              -3.776
               0.000             268.413               2.503             264.976              77.335              -9.911              -2.710
               1.948             272.385               5.422             270.099              84.933              -9.225              -2.464
               0.170             274.800               7.218             272.691              86.572              -6.438              -1.707
              32.595             276.065               8.339             274.930              92.746              -4.730               0.112
               4.348             276.634               8.845             275.843              95.014              -2.615              -1.218
               0.051             276.092               8.346             274.915              92.271               2.059               2.161
               1.049             276.949               9.014             275.779              92.635              -0.456               0.540
               7.720             276.236               8.294             274.179              86.887              -7.694              -1.804
               0.000             276.667               8.570             274.342              85.305              -1.653              -1.511
               1.503             276.462               8.260             273.256              80.171               0.988               0.523
               0.000             274.348               6.857             272.015              85.446              -3.347              -1.358
               0.000             273.389               5.985             269.919              78.133              -2.900              -1.414
               4.086             274.750               7.153             272.473              85.509              -1.234               1.920
               4.127             276.036               8.395             275.320              95.373              -1.400               2.254
               2.431             278.238              10.031             277.063              92.937               0.282               0.369
               0.000             276.470               8.072             272.105              73.804               0.555              -1.234
               0.000             276.245               8.049             272.744              78.495              -1.268              -0.725
               4.957             276.387               8.394             274.253              86.418               1.278               1.574
               0.000             275.637               7.619             272.202              78.981               1.220              -1.486
               0.000             274.830               6.881             270.405              73.305               0.259               0.350
               9.308             274.946               7.449             273.576              91.111               3.437               3.141
               0.251             273.897               6.530             271.613              85.440               0.211              -1.216
               0.000             272.204               5.106             268.384              76.668              -2.871              -1.007
               0.041             270.904               4.149             266.628              74.350              -6.285              -1.864
               0.000             270.315               3.702             265.633              72.168              -3.921              -2.431
