 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.425             264.513               0.031             262.483              85.734               2.509              -7.193
               0.062             258.735              -3.651             256.676              84.964               3.587              -2.267
               0.000             264.269              -0.162             261.790              82.767               0.483               2.083
               0.922             269.183               3.133             266.778              83.657              -1.584               2.948
               2.921             269.331               3.406             268.395              93.461               0.268              -2.494
               0.098             265.238               0.568             263.957              90.728               0.247              -3.188
               0.477             267.889               2.345             266.437              89.890               1.221              -4.212
               0.004             261.846              -1.681             259.981              86.675               1.978              -2.245
               0.000             265.175               0.476             263.222              86.658               0.058               3.341
               0.303             269.877               3.607             267.354              83.285              -1.247               1.450
               2.674             271.314               4.795             270.135              91.913              -1.950               1.350
               0.000             273.514               6.247             271.172              85.177              -3.351               3.742
               4.181             272.402               5.490             270.539              87.432              -0.134              -1.796
               0.052             261.510              -2.003             257.797              74.473               3.574              -6.837
               0.000             263.831              -0.455             261.168              81.946              -1.785               4.291
               0.000             273.220               6.018             270.737              84.421              -1.549               6.044
               1.749             277.348               9.170             275.373              87.907              -0.194               3.498
               6.782             275.538               7.902             274.246              91.446              -3.741               1.302
               4.194             281.914              12.900             280.156              89.861              -3.025               6.244
               0.455             279.598              10.985             277.815              89.396               0.219              -2.822
               0.000             274.363               6.485             269.536              70.843               4.536              -7.030
               0.000             274.267               6.284             268.170              65.695              -1.029               3.772
               9.965             275.519               7.487             271.812              77.370               0.072               1.329
               0.529             266.848               1.514             264.068              81.238               4.628              -4.182
               2.478             269.746               3.479             266.874              81.223              -2.138               3.583
               5.044             273.596               6.453             272.270              91.086              -2.127               3.861
               0.344             271.211               4.666             269.618              89.251               4.329              -3.604
               0.251             267.351               1.894             265.072              84.253               3.513              -3.908
               0.818             265.290               0.572             263.630              88.285              -0.477              -2.161
               2.190             269.928               3.802             268.769              91.990              -0.107              -0.627
               0.000             264.034              -0.316             261.561              82.653               3.307              -4.278
               0.028             262.945              -1.015             260.523              82.822              -1.045               0.940
               0.006             271.560               4.877             269.658              87.303              -2.294               6.554
               0.075             270.511               4.234             269.441              92.834               1.345              -2.106
               0.000             268.346               2.647             266.749              89.112               0.222              -2.979
               0.000             268.642               2.843             266.998              88.633              -0.284              -2.249
               8.570             270.799               4.406             269.514              91.061              -1.368               0.936
               1.274             270.338               4.071             268.991              90.780               1.459              -4.570
               0.000             267.264               1.943             266.044              91.587              -0.080               1.413
               0.025             261.553              -1.905             259.085              82.506               1.127              -4.165
               0.064             265.675               0.828             263.983              88.287              -1.838               4.663
               0.029             270.963               4.438             268.929              86.747              -1.024               4.126
               0.010             274.269               6.856             272.318              87.594              -0.009              -0.037
               0.000             273.477               6.209             271.042              84.727              -1.354               0.850
               0.000             278.684              10.240             276.887              88.860              -2.892               5.306
               0.000             282.536              13.287             280.371              86.908               1.005               2.437
