 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               1.339             286.224              16.718             284.630              90.695               0.294               5.251
              15.592             289.649              20.313             288.752              95.120               2.404               5.331
               0.000             270.675               3.596             262.305              54.158               5.882              -3.922
               0.134             268.284               2.027             259.801              52.938               2.796               0.417
               0.081             272.518               4.777             263.809              52.445               0.724               1.650
               0.012             276.426               8.380             274.029              85.010              -0.152               1.120
               6.093             282.655              13.678             281.519              93.163              -0.586               4.313
               3.892             287.362              17.713             285.557              89.714               3.650               1.956
               0.000             271.909               4.438             263.719              55.408               3.083              -3.118
               0.000             271.729               4.287             263.373              53.988               2.541              -0.518
               0.190             273.431               5.496             265.686              56.983              -1.562              -0.443
              12.039             271.944               5.156             270.065              87.396              -3.633              -4.079
              14.117             275.027               7.506             273.649              90.963              -2.124              -4.533
               1.996             279.814              11.092             277.698              87.668               3.841               1.599
               0.000             272.831               5.087             264.738              56.751               3.166              -3.098
               0.000             274.939               6.305             265.285              49.445               2.023               2.693
               0.000             277.653               8.326             269.342              55.344               2.235               2.502
               0.000             281.389              11.373             274.624              64.438               4.772              -1.939
               1.062             271.938               4.464             263.455              55.744              -2.164              -2.016
              20.219             273.395               6.219             271.399              87.506              -1.802               0.199
              33.535             285.957              16.232             283.530              86.554               3.227               8.148
               0.000             278.111               9.237             273.394              72.656               7.267              -0.833
               0.353             275.995               7.530             270.327              67.097              -1.090              -0.169
              11.761             283.567              14.161             281.209              86.949              -0.540               3.105
               0.000             274.980               6.633             268.040              60.379               8.631              -1.271
               0.000             274.096               6.060             267.343              61.547               5.485              -3.449
               0.020             274.680               6.673             269.576              69.525               1.489              -1.199
               1.115             276.030               7.850             272.119              77.081               5.761              -0.432
               0.000             274.688               6.667             269.364              69.089               7.023              -3.928
               0.041             273.482               5.845             268.175              69.779               4.652              -3.432
               0.089             274.089               6.219             268.765              67.950               1.140              -2.299
               0.028             271.258               4.111             264.405              60.579               6.830              -5.005
               0.006             270.263               3.393             262.614              57.709               4.536              -2.955
               0.000             271.886               4.418             263.982              55.232               1.268              -0.927
               0.039             276.862               8.288             271.876              71.612               3.011              -0.709
