 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              13.305             281.083              12.508             280.587              96.953               0.559               5.945
              18.076             282.423              13.705             282.088              98.074               1.108               4.545
               1.181             270.574               3.837             265.735              70.017               7.714              -5.113
               0.134             268.855               2.461             261.555              57.032               3.963               0.524
               0.189             273.284               5.309             264.879              53.297               1.796               0.280
               5.638             275.090               7.103             270.980              74.697               0.726               0.649
              18.297             276.749               8.745             275.027              88.968              -1.880               0.986
               9.940             278.260               9.942             276.645              89.855               2.817              -0.896
               0.000             270.027               3.317             263.696              62.017               5.055              -3.065
               0.000             272.120               4.611             264.624              56.925               2.464              -0.347
               0.298             270.368               3.614             264.655              65.678               0.360              -3.579
               4.695             269.420               3.240             266.499              80.427              -3.160              -2.740
               8.069             274.824               7.408             273.770              92.916              -3.471              -3.300
               0.808             277.627               9.504             276.301              91.527               2.291               1.571
               0.000             271.620               4.323             264.636              59.110               6.941              -3.688
               0.000             274.907               6.488             267.187              56.890               1.889               2.534
               0.625             276.051               7.677             271.181              70.719              -1.060               1.614
               0.000             274.983               7.007             270.750              73.961               4.968              -3.410
               0.198             267.453               1.650             261.415              63.181               1.371              -5.628
              18.491             271.825               4.735             266.858              71.857              -2.953               1.243
              16.579             277.761               9.806             277.348              97.422              -1.092               1.075
               0.837             276.923               8.428             272.693              74.633               7.067              -1.579
               0.000             274.988               6.846             269.655              67.956               2.364               0.293
              16.729             277.684               9.529             276.278              90.925              -5.804               2.584
               1.506             276.496               8.126             272.329              74.965               7.338              -1.217
               0.162             274.291               6.467             269.771              72.062               8.205              -3.961
               0.776             275.540               7.580             272.427              80.119               4.604              -1.912
               4.679             275.983               8.083             273.841              86.159               3.173              -1.481
               0.051             276.141               7.853             272.020              74.472               8.293              -3.816
               0.041             274.693               6.779             270.370              73.154               7.369              -3.993
               0.629             273.675               6.010             268.994              71.051               4.604              -3.079
               0.244             271.367               4.330             266.134              67.642               8.124              -5.651
               0.006             270.052               3.437             264.840              67.529               7.530              -6.048
               0.000             270.604               3.770             264.997              65.529               4.272              -3.116
               0.000             273.737               6.042             268.950              70.597               2.795               0.075
               0.000             269.751               3.100             263.093              60.126               7.274              -4.226
               0.038             266.955               1.248             259.815              57.585               4.773              -3.580
              11.858             270.322               3.709             265.492              72.311              -1.518              -1.887
               0.487             270.576               4.026             267.474              79.681               3.941              -2.014
               0.187             268.460               2.351             263.042              66.014               2.188              -4.554
               0.280             264.738              -0.036             259.762              67.545               4.226              -2.955
               0.569             264.479              -0.262             258.469              62.239               2.424              -4.180
               4.978             266.300               0.995             261.611              69.750              -1.296               0.593
               1.328             267.016               1.566             263.578              77.087              -0.163              -5.187
               0.416             264.402              -0.217             259.937              70.344               1.550              -2.682
               2.122             268.599               2.686             265.762              80.830              -2.125              -0.409
               2.243             269.963               3.793             268.527              90.161              -1.156              -2.679
               0.092             264.283              -0.225             260.811              76.369               1.275              -7.406
               5.146             262.099              -1.571             259.439              81.142              -1.904              -4.162
              24.661             270.016               3.800             268.340              88.462              -1.649              -6.480
               0.000             270.259               3.880             267.823              83.637               2.189              -0.655
               2.099             272.517               5.680             271.358              92.065               0.167               2.686
