 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
              12.053             278.396              10.242             277.686              95.406               1.597               4.862
               1.736             270.032               3.816             268.406              88.769               5.217              -1.941
               0.209             257.621              -4.472             252.050              63.603               8.920               2.478
               0.134             262.050              -1.818             255.251              57.876               8.277               4.199
               0.189             261.409              -2.118             256.591              68.562               4.950               1.109
               1.416             265.105               0.436             263.284              87.103               2.545               2.400
               8.361             266.131               1.154             264.732              89.984               0.634              -0.566
               0.004             263.753              -0.448             261.976              87.230               4.317              -1.623
               0.170             258.956              -3.531             256.560              82.424               5.667               4.896
               0.087             261.026              -2.217             258.940              84.957               4.966               1.435
               0.082             260.642              -2.514             257.468              78.249               1.181              -0.693
               0.267             262.811              -1.084             260.665              84.568              -2.238               1.131
               5.153             269.355               3.426             268.437              93.619              -3.412               2.190
               3.616             271.502               4.950             270.458              92.816               5.319               2.266
               0.000             257.995              -4.141             255.249              80.001               7.245               1.627
               0.207             262.610              -1.208             260.507              85.054               3.312               2.833
               4.189             269.035               3.142             267.627              90.141               2.279               4.061
               0.194             265.366               0.612             263.566              87.422               6.001              -3.237
               0.414             261.985              -1.617             259.754              84.033              -2.910               0.647
               2.075             269.731               3.699             268.859              93.998              -2.329               3.642
               6.535             271.691               5.172             271.225              96.742              -0.737              -3.669
               0.945             270.322               4.101             269.304              92.968               8.172              -1.733
               0.000             268.628               2.877             267.329              91.229              -0.227               3.253
              10.465             271.669               4.987             270.024              88.800              -3.730               4.369
               5.070             270.027               3.913             269.199              94.168               8.496              -1.860
               0.897             268.627               2.914             267.702              93.562               6.124              -2.775
               0.128             270.836               4.497             269.996              94.283               3.081              -0.901
               2.303             271.226               4.803             270.552              95.433               2.152              -2.786
               1.218             271.126               4.729             270.451              95.402               8.025              -2.758
               0.041             269.709               3.633             268.423              91.209               6.836              -2.175
               1.817             268.081               2.509             266.920              91.911               3.381              -1.654
               1.054             264.734               0.182             262.785              86.283               7.033              -5.230
               0.222             262.255              -1.400             260.709              88.795               4.873              -2.808
               0.000             264.800               0.226             262.874              86.388               1.369               1.342
               0.374             266.815               1.605             265.277              89.284               5.559               1.888
               0.000             258.931              -3.539             256.677              83.649               6.895              -0.854
               0.038             258.666              -3.717             256.014              81.460               1.735               2.062
               1.922             264.619               0.070             262.239              83.178              -0.894               3.383
               0.163             263.045              -0.909             261.230              87.064               5.792              -0.573
               0.079             258.249              -3.970             255.777              82.209               2.364              -4.312
               0.280             257.644              -4.346             255.096              81.600               4.987              -0.611
               0.137             258.541              -3.822             255.376              77.396              -1.177              -0.738
               2.160             262.472              -1.305             260.268              84.180              -2.751              -0.381
               0.000             258.868              -3.593             256.312              81.392              -0.170              -3.780
               0.189             259.332              -3.302             256.835              81.868              -2.233               0.654
               0.718             265.357               0.643             264.029              90.470              -3.134              -0.181
               0.461             262.017              -1.585             259.947              85.231              -0.003              -5.303
               0.200             254.572              -6.217             252.012              81.080              -1.561              -4.529
               0.610             254.638              -6.169             252.313              82.649              -5.317               0.676
               1.225             264.235              -0.121             262.588              88.376               0.293               1.872
               0.000             262.806              -1.079             260.753              85.419               1.525               3.993
               2.855             272.126               5.312             270.424              88.448               1.848               7.769
               0.628             270.555               4.274             269.529              93.301               2.811               1.125
               7.497             275.636               7.938             274.139              90.139              -2.190               5.952
               6.213             273.998               6.836             273.177              94.580               0.660              -0.956
               7.834             269.835               3.809             269.245              95.997              -5.195              -6.657
              16.911             268.485               2.795             267.394              92.339              -3.736              -7.808
               0.056             266.936               1.725             265.788              91.943               3.169              -3.513
               0.000             269.117               3.069             266.551              82.578               0.998               1.100
               2.804             274.351               6.851             272.104              85.130              -1.323               3.686
               0.110             274.988               7.386             272.879              87.650               2.607               0.567
               0.493             277.333               8.984             274.445              82.517              -2.604               4.939
               3.859             283.629              14.188             281.337              86.410              -3.166              11.036
               0.668             280.577              11.442             277.370              81.167               2.867               3.298
               0.000             276.717               8.375             272.886              77.791               3.777               3.634
               0.222             277.084               8.166             270.150              62.707               0.231               2.842
               0.000             276.350               7.797             270.773              67.575              -3.283              -1.592
               1.055             276.562               8.059             271.580              71.224              -0.745               0.970
               3.475             277.270               8.976             274.470              83.764               4.606               2.447
               0.091             267.025               1.275             259.535              56.312               7.220              -1.522
               0.546             268.060               2.294             264.752              79.122               5.799              -1.144
               0.099             274.103               6.294             269.002              70.496               1.479               6.476
               2.297             277.745               9.403             275.449              85.720               8.707               5.091
               0.223             266.997               1.251             259.215              55.893               6.596              -4.314
               0.000             269.070               2.864             264.236              72.435               5.341               1.336
               0.000             275.768               7.150             267.939              59.509               2.371               2.066
               0.127             280.836              10.820             273.707              61.127               0.090               0.595
               0.000             281.533              11.615             275.751              67.536              -3.094              -0.162
               0.117             281.314              11.092             273.420              59.180              -2.915              -0.315
               0.000             282.522              11.815             273.679              55.350              -2.598              -1.303
               0.000             282.343              11.665             273.343              54.960              -3.141               0.234
              11.248             283.881              13.517             278.014              68.909              -2.815               6.671
               8.385             283.631              14.269             281.527              88.016              -1.964               7.234
               6.573             275.984               7.985             273.261              82.789               4.959               3.261
               2.482             270.322               3.936             267.968              84.276               6.538              -0.757
               1.079             270.957               4.357             268.248              82.923               4.348              -1.674
               3.990             271.845               4.821             267.757              75.167              -1.068               4.186
               7.264             282.195              12.792             279.114              82.256               2.495               6.820
               2.089             282.893              13.038             278.606              75.323               3.203               6.913
               3.169             281.037              11.711             277.523              78.865               4.385               4.935
               4.083             279.958              11.074             277.363              84.243              -1.523              -2.063
               7.922             283.102              14.024             281.801              92.328              -0.174               4.179
               0.919             278.666              10.101             276.227              85.361               4.665              -1.160
               3.628             276.648               8.288             272.845              76.631              -5.012               1.112
               1.135             277.588               9.321             275.286              86.903               7.145               2.505
               3.319             273.334               5.896             269.446              76.076              13.116               2.828
               0.033             271.475               4.520             266.847              73.187               6.005              -3.248
               7.243             273.190               5.695             268.375              71.919              -3.274               1.505
              14.351             274.382               7.087             273.358              93.241              -0.452              -3.414
               0.000             274.039               6.558             271.043              82.516               2.269              -4.294
               2.147             276.569               8.063             271.661              71.186              -4.099               0.174
               3.907             284.335              14.667             281.661              83.963              -3.817               4.824
               5.184             289.243              19.090             286.334              83.814              -1.935               4.227
               5.201             284.221              14.396             280.595              80.601               3.830               4.388
               1.020             280.229              11.336             277.893              85.440               6.864              -1.721
               0.311             278.222               9.940             276.773              90.667               6.291              -2.810
               0.000             280.803              11.365             276.384              74.921               3.513              -3.727
               0.000             280.627              10.650             273.312              60.713               1.968              -4.576
               0.085             280.168              10.179             272.016              57.320               1.003              -3.352
               0.000             282.912              11.852             272.843              50.054              -0.636               0.090
               2.122             285.881              14.281             276.545              53.984              -0.790               3.271
               0.114             287.885              17.309             283.466              76.101               1.898              -1.322
               0.025             286.585              15.403             279.352              63.504              -0.844               0.091
               0.000             288.596              17.090             281.618              63.676              -0.233               3.318
               1.692             290.934              20.414             287.229              79.844               1.460               5.038
               3.887             289.532              19.396             286.744              84.221              -0.610               6.621
               2.665             284.037              14.492             281.436              85.514               4.375              -2.288
               0.366             281.507              11.918             277.188              74.990               1.209               1.585
               0.047             280.335              11.186             276.719              79.527               2.070              -0.395
               0.443             282.767              12.587             276.897              67.905               1.874               4.283
               0.013             280.529              11.229             276.320              76.825               4.343              -1.222
               0.000             281.932              11.620             274.438              60.748              -2.676               2.114
               5.570             286.514              16.347             282.893              80.106               0.909               6.238
               0.312             282.127              12.718             279.013              81.861               1.372              -3.955
               0.000             279.693              10.368             274.665              71.240               1.441              -1.515
               0.000             284.573              14.078             278.973              69.013               0.642               3.336
               0.061             288.507              17.172             281.892              65.975               0.121               5.214
               0.003             293.640              22.019             287.245              68.199               1.472               5.905
               0.763             295.542              24.184             289.743              70.902               2.119               4.291
               0.342             296.439              25.103             290.577              70.802               1.586               2.551
               3.585             296.117              25.444             291.669              76.945               0.805               3.547
               2.708             293.532              23.080             289.877              80.576               1.528              -0.614
               0.221             284.896              15.304             282.580              86.766               2.952              -2.672
               0.000             286.315              15.726             281.251              72.616               2.519               1.994
               2.056             289.322              18.036             283.303              68.179               1.933               0.709
               0.160             284.161              13.712             278.210              68.346               1.612              -2.847
               0.025             283.576              12.765             275.509              58.685              -2.207               1.466
               0.000             287.709              15.922             278.949              57.220              -1.059               3.648
               0.000             289.798              17.960             282.211              61.504              -2.215               4.109
               3.521             291.628              20.243             285.726              69.680              -0.156               3.411
               2.702             291.290              19.825             285.201              68.423               2.571              -2.496
               0.001             283.990              13.680             278.538              70.391              -1.245              -2.217
               5.671             285.143              15.088             281.487              78.909              -1.910               2.220
              24.470             284.598              15.532             283.914              95.978              -1.982              -4.306
              39.792             281.236              12.557             280.441              95.083              -3.260              -8.788
               4.813             281.846              12.969             280.644              92.718               2.796              -2.499
               1.112             283.730              14.130             280.889              83.548               2.647               3.385
               1.259             286.388              16.068             282.380              77.297               3.084               1.223
               0.070             286.923              16.454             282.546              75.985               1.206               0.320
               0.541             288.778              17.803             283.514              71.677              -0.352               0.959
               2.250             290.599              19.858             286.356              76.884              -1.999               1.988
               0.896             292.034              22.288             290.058              89.102               0.568               0.342
               0.000             291.687              21.229             287.935              80.782               2.979              -1.638
               0.000             291.596              19.844             284.460              65.273               2.099               1.240
               0.302             292.767              20.971             285.673              65.829               2.689               3.205
               0.831             294.195              22.282             287.204              65.383               3.667               0.894
               1.541             292.874              22.021             288.437              76.330              -1.477               1.543
               0.002             296.490              25.564             291.377              74.420               0.000               5.026
               3.170             296.535              26.376             292.832              81.177               1.904               5.185
               3.049             298.453              28.379             294.387              79.583               0.994               3.143
               1.558             298.553              28.611             294.658              80.485               2.749               5.213
               0.854             289.748              19.349             286.067              80.781               7.709              -1.867
               0.262             288.501              17.192             282.071              66.332               1.004              -1.617
               0.002             288.202              16.531             280.232              60.325              -0.829              -0.203
               0.023             289.886              18.205             282.735              63.753              -0.923               4.276
               0.019             295.125              23.684             289.107              70.191               3.391               5.226
               0.000             295.912              24.293             289.417              68.404               2.379               3.159
               0.096             296.663              25.035             290.082              68.140               1.919               3.897
               0.000             292.371              21.513             287.795              76.223               2.433              -2.629
               0.000             289.867              18.648             284.097              69.911              -3.046              -0.828
               4.501             292.163              20.765             286.395              69.931              -2.374               4.588
              17.720             296.292              26.298             292.993              82.910               0.533               7.016
               0.119             295.697              24.853             290.881              75.651               4.757               1.362
               0.223             289.736              19.022             285.417              76.533               3.234              -3.158
               0.272             286.140              15.756             281.746              75.663               0.277              -4.779
               0.000             286.979              15.801             280.222              64.697              -1.477              -2.790
               0.000             289.130              17.507             281.822              63.141              -1.110               2.107
               0.015             292.104              20.457             285.429              66.990               2.206               4.464
               6.468             293.361              22.183             288.083              72.845               1.558               2.985
               6.295             293.237              22.580             289.133              78.460              -0.068               4.014
               6.406             293.417              23.062             289.951              81.662              -0.197               5.679
               3.393             290.221              20.422             288.203              88.921               4.411               2.921
               3.359             291.117              21.290             288.959              88.474               5.555              -1.820
               0.025             292.433              21.613             287.867              76.655               3.173              -1.787
               6.542             289.882              19.239             285.726              77.626              -0.522              -1.499
               0.000             288.089              16.964             282.064              68.209               1.364              -5.453
               0.027             289.480              17.925             282.600              64.746               1.789              -2.497
               0.052             292.018              19.662             283.434              58.645               0.643              -0.244
               0.000             293.819              21.448             285.604              60.420              -0.204               1.627
               5.688             294.112              23.330             289.772              76.937              -1.962               3.556
               2.654             294.697              24.387             291.059              81.406               1.761               3.686
               2.550             296.921              26.239             292.230              76.226               1.916               2.378
               0.540             297.433              26.535             292.250              73.974               1.061               0.332
               3.660             298.323              27.777             293.576              76.000              -1.200               1.350
               0.000             298.911              28.389             293.966              75.526               1.246               1.334
               1.252             299.049              29.240             295.177              80.792               2.930               0.718
               0.362             298.027              27.356             292.942              75.303               2.537              -2.023
               0.022             294.591              23.718             289.786              75.869              -0.674              -4.220
               0.000             292.069              20.787             286.312              71.216               1.124              -3.516
               0.009             292.642              20.467             284.770              61.476               0.878              -0.652
               0.000             294.236              21.884             285.989              60.927               0.440              -0.488
               0.000             295.176              22.840             287.191              61.585               0.447               1.132
              18.317             296.641              26.011             292.084              76.924               0.914               2.107
               0.777             297.002              26.399             292.497              76.843               0.790               3.262
               5.399             297.498              27.124             293.189              78.294               1.958               4.167
               1.662             297.623              27.592             293.878              80.993               2.118               5.634
               0.229             296.421              26.573             293.194              84.069               4.630               2.006
               4.997             295.887              25.122             291.262              76.261               0.535               0.837
               3.119             296.567              26.617             293.170              82.982               2.581               2.514
               0.709             296.844              25.608             291.144              71.490              -0.167              -1.018
               0.000             295.968              24.319             289.516              68.112              -0.494               2.550
               4.041             298.752              29.103             295.265              82.474               2.175               3.878
               6.523             298.211              28.653             295.082              84.028               1.409               0.306
               4.104             296.588              26.766             293.531              84.090               2.360               2.057
               0.000             295.372              24.884             291.230              79.200               2.315               2.064
               3.954             296.890              26.067             291.878              75.036               3.018               1.077
