 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               0.000             296.404              25.718             291.450              76.617              -2.400              -0.237
               0.000             285.649              14.705             278.951              64.574              -0.272              -5.195
               0.000             281.378              10.744             271.462              49.931               1.432              -1.792
               0.134             286.144              14.863             278.324              60.430               0.839              -0.102
               0.081             290.409              19.143             284.391              69.977              -0.331               0.494
               0.768             293.457              22.497             288.486              75.182              -1.043               1.573
               0.000             294.170              23.093             288.713              73.906              -0.995              -0.029
               0.436             290.604              19.530             285.393              72.636              -1.379              -1.725
               0.000             287.167              16.375             281.841              71.338               0.012              -0.319
               0.000             289.315              18.274             283.849              71.566               0.049               1.085
               0.082             291.618              20.334             285.915              70.889              -0.636              -0.328
               0.051             292.053              20.737             286.143              70.802              -1.547               2.092
               0.000             294.691              23.061             287.706              68.346              -0.709               1.252
               0.000             291.479              18.660             280.985              52.254              -1.359              -2.577
               0.000             287.831              15.854             278.521              54.680              -0.262               0.033
               0.000             291.540              19.718             284.404              64.359              -0.254               0.666
               0.000             293.770              22.885             289.002              75.953              -1.896               0.948
               0.000             295.710              25.073             291.123              77.571              -1.764               1.637
               0.090             296.899              26.009             291.309              74.454              -2.238               2.361
               0.131             297.942              26.258             289.752              67.154              -0.071               0.276
               0.000             294.410              20.028             279.838              40.601              -2.833              -0.123
               0.000             290.853              18.259             280.784              53.765              -1.256               2.546
               0.000             293.534              21.606             285.364              64.886              -0.414               0.401
               0.421             292.637              20.481             284.450              61.683              -2.693               0.811
               0.000             291.105              20.603             287.231              80.129              -0.859               1.819
               0.000             295.073              23.871             288.663              72.508              -0.963               1.221
               0.000             299.063              25.911             288.775              55.353              -2.321               0.981
               0.251             293.155              21.451             286.678              67.081              -2.822               0.037
               0.159             293.837              23.375             289.786              80.355              -1.649               1.844
               0.041             295.787              24.748             290.096              73.795              -1.860               0.160
               0.197             293.605              21.016             284.936              57.950              -2.146              -1.898
               0.028             289.789              19.007             285.074              75.673              -1.032               1.277
               0.006             293.240              21.540             286.457              67.178              -1.071               2.004
               0.000             296.362              24.954             289.889              70.193              -1.628               1.186
               0.536             296.299              25.671             291.688              77.206              -1.561               0.580
               0.000             296.118              25.492             291.473              77.368              -1.302               1.269
               0.254             296.151              25.387             291.385              76.100              -1.597               0.781
               0.086             293.205              21.714             287.064              69.420              -1.666               0.271
               0.000             292.146              20.330             284.958              65.072              -1.335               1.864
               0.759             292.842              21.734             287.479              73.498              -1.810              -0.506
               0.604             289.589              18.844             285.118              75.959              -1.641               0.935
               1.001             290.268              20.036             287.220              83.271              -1.080               0.385
               0.010             292.058              21.775             288.648              82.836              -1.509               1.593
               0.000             294.000              22.841             288.326              73.071              -1.786               2.253
               0.000             296.066              24.279             288.606              66.844              -1.515               2.396
               0.000             296.654              24.577             288.140              64.205              -1.512               1.568
               0.537             298.220              26.073             289.464              63.309              -1.661               0.659
               0.416             295.150              23.839             289.272              71.432              -2.137              -0.004
               0.070             290.381              19.262             285.066              71.845              -1.381              -1.185
               0.037             288.219              16.912             281.671              65.767               1.373              -2.204
               0.000             292.056              20.637             285.938              69.606              -1.639               1.885
               0.047             294.072              22.861             288.063              72.542              -1.449               1.346
               0.000             296.766              25.694             290.588              72.966              -1.866               1.541
               0.045             298.995              27.541             291.393              68.318              -1.878               1.568
               0.057             300.201              28.306             291.345              64.205              -1.975               1.179
               0.058             297.811              24.216             285.399              51.560              -2.813              -0.791
               0.041             291.548              18.590             280.053              50.714              -1.983               1.588
               0.000             293.459              21.242             285.078              61.763              -2.480               3.338
               0.000             295.930              24.238             288.209              67.734              -0.993               0.219
               0.000             297.671              25.851             289.871              66.153              -2.194               0.476
               0.110             297.871              26.331             290.491              68.361              -1.964               1.874
               0.169             300.458              28.060             289.309              60.501              -0.768               0.352
               0.187             296.020              22.255             283.308              48.801              -2.520               1.018
               1.532             292.757              21.099             286.051              67.363              -2.728               0.273
               0.688             291.350              20.802             287.492              79.642              -1.653               0.062
               0.222             291.482              20.335             285.803              72.441              -1.142               1.636
               0.000             293.311              21.374             284.955              64.661              -0.803               1.926
               0.000             295.132              22.313             284.565              56.911              -1.450               1.637
               0.019             297.965              26.026             289.599              65.076              -1.947               0.987
               0.307             294.533              22.801             287.661              67.305              -1.207              -1.718
               0.000             291.646              20.670             286.595              74.590              -0.649               0.424
               0.000             295.720              24.023             288.738              67.707              -1.609               1.557
               0.029             297.659              26.198             290.575              69.134              -2.359               1.334
               0.007             296.599              25.663             291.185              74.260              -2.960               1.916
               2.690             295.867              25.158             291.042              76.787              -2.900               1.521
               0.117             296.705              25.622             290.667              72.900              -2.383               1.824
               0.019             298.133              26.737             290.923              69.377              -2.695               2.097
               0.000             299.665              28.289             292.248              68.364              -2.861               1.551
               0.117             299.868              28.864             292.997              70.883              -2.669               0.962
               0.000             299.811              28.803             292.762              70.921              -2.130               1.107
               0.000             301.585              29.480             291.182              61.773              -1.366               0.578
               0.000             301.912              28.219             289.012              51.300              -2.590               0.970
               0.005             298.920              24.803             286.191              47.946              -3.362               1.776
               0.050             295.594              22.877             286.575              58.172              -3.438               1.723
               0.000             295.447              23.318             287.570              63.643              -2.062               3.089
               0.000             297.746              26.336             290.710              69.501              -3.490               2.106
               1.182             298.947              27.824             292.215              70.886              -3.759               2.380
               0.000             299.602              28.595             292.939              71.139              -3.798               2.677
               0.000             300.604              28.911             292.417              65.315              -3.584               2.445
               0.253             301.295              29.382             292.464              63.272              -3.576               1.879
               0.000             301.372              30.345             293.936              69.086              -3.368               2.578
               0.038             302.594              30.699             293.345              62.274              -2.841               1.560
               0.000             303.384              31.110             293.006              59.290              -3.038               1.504
               1.144             301.585              29.489             292.856              61.827              -3.232               0.459
               0.000             296.869              25.425             290.666              69.669              -1.405              -0.255
               0.000             296.686              25.346             290.720              70.662              -1.469               0.530
               0.033             298.788              27.171             291.633              67.211              -3.314               2.185
               0.000             300.479              28.415             291.329              62.825              -2.498               2.293
               0.000             302.031              28.611             290.016              53.030              -2.953               2.079
               0.000             302.828              29.620             290.435              54.039              -2.172               2.110
               0.000             304.936              30.401             288.737              45.671              -1.486               1.593
               0.127             305.913              30.070             286.372              38.689              -1.091               0.345
               0.000             304.688              29.441             287.876              41.822              -2.029               0.074
