 pre(mm/d)  tavg(K)  sWBGT(degC) dewpoint(K)  rel_hum(%)  u-Wind_at_10m(m/s)  v-Wind_at_10m(m/s)
               2.095             293.888              23.705             290.701              83.226              -3.972               2.056
              18.606             291.298              21.719             289.785              91.464               1.809               2.816
               0.641             278.996               9.827             273.659              70.736               1.834              -6.577
               0.134             278.339               9.324             273.208              70.266              -3.038              -5.139
               0.081             287.628              17.378             284.024              80.687              -4.156              -2.662
               0.012             289.652              19.243             285.822              80.580              -3.701              -0.002
               2.421             293.061              22.627             289.369              80.921              -2.316               3.354
              12.964             293.284              23.036             290.063              82.871               2.114               1.522
               0.000             282.605              12.546             277.049              69.744              -0.051              -5.944
               0.000             281.846              12.199             277.396              75.285              -2.818              -4.515
               1.173             289.470              18.844             285.056              77.475              -3.609              -1.157
              34.503             292.131              22.100             289.443              85.747              -3.297               2.593
               6.989             293.590              23.329             290.217              82.580               2.041               3.084
               0.484             292.143              22.284             289.873              87.746               5.145               1.988
               0.000             281.972              12.227             277.287              73.680              -1.043              -5.471
               0.000             287.259              17.109             283.759              81.702              -2.875              -2.435
               0.000             291.395              20.776             287.159              78.789              -1.691              -1.159
               0.000             291.616              20.727             286.672              75.618               0.731              -2.026
               0.090             291.945              21.317             287.722              78.806              -0.622              -1.079
               3.047             293.192              22.770             289.540              81.021              -1.862               5.370
               9.343             292.816              22.259             288.958              79.625               7.572               6.413
               0.000             285.400              14.992             280.522              73.281               4.212              -2.129
               0.353             285.417              15.155             281.003              75.917              -2.622               1.546
               7.657             291.098              20.627             287.425              80.503               5.780               2.103
               0.000             283.098              13.037             277.943              71.872               4.189              -2.857
               0.054             285.549              14.716             279.237              66.187               2.155              -1.262
               1.748             289.469              19.313             286.628              83.915               1.778               2.356
               0.251             289.241              18.990             285.934              82.448               5.766              -0.653
               0.000             282.235              12.682             278.520              79.121               2.718              -3.853
               0.106             286.115              15.199             279.644              66.545               1.127              -1.314
               4.409             287.253              16.728             282.835              75.754               3.999              -0.824
               0.028             281.219              11.648             276.499              73.962               3.077              -5.860
               0.006             280.216              10.445             272.943              63.154              -0.411              -2.972
               0.000             285.276              13.995             276.763              57.201               0.018               0.215
               0.212             289.893              19.523             286.502              81.276               2.671               1.937
               0.269             287.501              17.538             284.875              84.961              -2.183              -2.764
               2.306             288.885              18.845             286.101              85.147              -3.177               1.358
               3.434             292.752              22.862             290.383              87.069               3.883               4.251
               0.055             288.021              17.281             283.043              73.853               4.540              -1.877
               0.025             285.639              15.229             280.943              73.905               4.808              -2.355
               0.064             280.410              10.900             275.052              70.951              -0.309              -4.227
               0.029             283.338              12.864             276.092              64.396              -1.078              -2.938
               0.010             285.167              13.971             276.831              58.289              -0.256              -1.680
               0.000             287.493              16.670             282.063              71.579               2.600              -2.392
               0.000             287.504              16.288             280.693              65.477               0.115              -0.875
               0.000             290.279              18.539             282.803              63.642               0.022               0.976
               0.000             291.728              21.081             287.479              78.544               0.955               1.524
               0.092             291.806              21.516             288.351              82.783               0.643              -2.377
               0.070             292.115              21.286             287.458              76.501              -4.152              -0.026
               0.145             290.587              19.937             286.349              78.040              -1.673              -3.198
               0.000             290.345              19.706             286.134              78.020              -5.279              -1.340
               0.047             294.384              23.807             290.123              78.917              -3.793               3.349
               0.844             295.133              24.827             291.513              81.122              -2.472               1.520
               3.393             296.964              26.941             293.240              81.881              -1.811               3.611
              13.989             295.935              25.891             292.645              82.846              -1.700               4.897
               7.510             294.936              25.372             292.781              88.505               2.758               4.682
               0.257             287.907              17.492             284.110              78.581               8.367              -0.975
               0.000             284.522              14.635             280.906              80.318               2.055              -2.942
               0.000             285.617              15.168             280.634              73.164              -1.625               0.164
               0.000             290.851              19.626             285.119              70.966              -1.190               0.547
               0.866             294.246              23.526             289.775              77.533              -1.554               0.010
               0.169             295.333              24.387             290.219              74.868              -4.190               2.463
               3.535             296.020              25.825             292.297              81.379              -2.715               4.688
              10.280             295.335              25.268             292.022              83.230               0.967               3.090
              18.940             290.069              20.565             288.787              92.814               0.425              -2.885
               3.570             287.787              17.143             282.540              74.902               2.198              -3.840
               5.956             290.264              19.090             284.692              70.989               6.240               2.124
               0.000             289.937              19.038             284.505              74.263               1.546               0.378
               0.019             290.723              18.942             283.300              63.803               0.697               0.578
               2.143             289.580              19.343             286.388              82.875               2.343              -1.005
               0.000             285.725              14.842             278.780              65.895              -0.532              -3.335
               0.000             289.517              18.309             283.254              69.566              -3.082               0.368
               0.029             293.714              22.588             288.405              73.431               1.228               1.283
               0.007             290.989              19.778             284.475              71.268               1.022              -3.444
               0.098             288.133              17.464             283.458              75.107              -4.338              -2.117
               0.000             289.940              19.320             285.736              77.985              -5.796              -0.517
               0.019             290.086              19.155             284.718              73.994              -3.862              -0.812
               0.000             292.587              20.696             284.990              64.614              -1.883              -0.519
               0.117             293.314              21.463             285.911              65.586               0.884              -0.687
               0.000             293.436              22.212             287.395              72.366               1.895              -0.709
               0.194             293.038              21.867             287.476              72.859               0.080              -0.155
              11.421             295.131              24.225             290.332              75.339              -1.150               5.535
               1.733             294.451              23.590             289.643              76.039               6.209               3.413
               0.050             290.422              19.431             285.336              73.531               8.031               0.414
               0.000             287.408              16.060             279.965              63.167               3.361              -2.368
               0.000             286.910              15.708             279.432              64.118              -0.666              -1.640
               0.000             290.423              18.999             283.797              67.949              -3.490              -0.617
               0.000             293.070              21.762             287.109              71.366              -4.859               0.834
               0.000             293.761              22.863             288.713              75.815              -4.612               1.800
               0.037             295.326              24.273             289.763              73.858              -2.756               2.938
               0.000             295.981              24.662             289.788              71.133              -1.577               2.419
               0.000             296.078              25.496             291.441              77.797              -0.434               3.239
               0.000             296.439              26.123             292.284              79.876              -0.605               3.949
               0.172             296.562              26.505             292.903              82.045               1.497               4.199
               2.431             295.049              25.727             293.264              90.708               3.139               0.775
               0.187             292.951              21.781             286.578              72.841               0.211              -3.374
               0.033             291.803              19.448             282.129              58.351              -2.252              -2.457
               0.000             293.510              21.627             285.722              65.364              -2.307               2.210
               2.903             295.421              25.139             291.662              81.116               3.328               3.455
               0.000             297.399              27.284             293.206              80.578               2.273               2.685
               0.000             299.186              28.294             293.046              72.413              -2.571               2.745
               0.127             298.397              27.936             293.282              76.588              -2.817               3.659
               2.484             298.313              27.874             293.273              76.861              -0.133               3.811
               0.125             298.214              28.423             294.483              82.156               2.946               2.150
               0.000             297.518              27.379             292.961              80.229               2.814              -1.803
               0.095             294.277              22.137             285.271              63.112               0.808              -3.774
               0.000             293.272              20.829             283.447              59.171              -0.292              -2.545
               0.000             294.322              22.147             285.691              62.775              -0.809              -1.098
               0.085             296.145              24.072             287.926              64.250               0.258              -1.770
