year,month,elecuse,elecuse_population,wateruse,wateruse_population
2017,6,1885963.425,1571408,864.87,263255
2017,7,2104674.905,1572976,891.97,263255
2017,8,2117054.33,1575298,897.84,263255
2017,9,2096024.479,1574758,833.27,263255
2017,10,1748509.329,1519882,902.67,263255
2017,11,1573332.81,1649352,870.73,263255
2017,12,1383107.73,1677197,859.13,263255
2018,1,1508901.229,1427041,857.45,263255
2018,2,1586021.101,1588420,803.53,263255
2018,3,1433081.894,1658153,887.06,263255
2018,4,1375834.0,1592902,864.41,263255
2018,5,1446040.101,1594111,870.97,263255
2018,6,1841597.818,1596969,862.47,263255
2018,7,2117882.145,1599489,881.46,263255
2018,8,2058995.838,1593014,878.0,263255
2018,9,2118668.629,1612614,865.16,263255
2018,10,2022292.941,1533860,854.88,263255
2018,11,1641939.457,1677438,811.34,263255
2018,12,1484346.506,1691570,821.24,263255
